,RSL24D1 (51187)
ACH-000004,-1.2540126653131327
ACH-000005,-1.739692000793222
ACH-000007,-1.371361029270924
ACH-000009,-1.3751257014199347
ACH-000011,-1.200281824864771
ACH-000012,-1.229292390714112
ACH-000013,-1.230409848207565
ACH-000014,-1.4001342003469084
ACH-000015,-1.1739378511149663
ACH-000017,-0.8750086064611463
ACH-000018,-0.9862764170772682
ACH-000019,-1.1891330197307046
ACH-000021,-1.1628683132818047
ACH-000022,-1.052243901496198
ACH-000025,-1.4432608708832886
ACH-000028,-1.1654121033470772
ACH-000030,-1.2722302756282944
ACH-000035,-1.2157511203248437
ACH-000036,-1.2668161940350224
ACH-000037,-0.9735266609038736
ACH-000039,-1.1363281822258915
ACH-000040,-1.176097558278934
ACH-000041,-1.2004866813044464
ACH-000042,-1.103688398876544
ACH-000045,-1.4713260759526832
ACH-000047,-1.164719560754741
ACH-000052,-1.0856365949175881
ACH-000053,-1.1352632656620023
ACH-000054,-1.2411481167245468
ACH-000055,-0.9341110421427478
ACH-000060,-1.2361146020773273
ACH-000067,-1.3189007413476057
ACH-000070,-1.1084982194843838
ACH-000075,-1.1951048302971647
ACH-000078,-1.3254078144789063
ACH-000082,-1.1957959182230902
ACH-000085,-1.147153679218721
ACH-000086,-1.2736050770175678
ACH-000087,-1.6796291668670333
ACH-000092,-1.2523542368956764
ACH-000095,-1.1822504492706438
ACH-000097,-1.181115777627397
ACH-000098,-1.271741405919063
ACH-000099,-1.0749641509232992
ACH-000108,-1.0067873796668037
ACH-000113,-1.1120396498779137
ACH-000116,-1.2796482934666802
ACH-000118,-1.184431904411055
ACH-000120,-1.1589062835530013
ACH-000123,-1.0869027529453292
ACH-000127,-1.2653152936810248
ACH-000128,-1.1045960692084154
ACH-000132,-1.2077329662418612
ACH-000133,-1.0248524015525966
ACH-000137,-1.0716455346201903
ACH-000138,-1.1300919410095642
ACH-000142,-1.1741931155812495
ACH-000143,-1.1465007142507309
ACH-000146,-1.2672555819369382
ACH-000148,-1.3341189799813795
ACH-000150,-1.2517510870872972
ACH-000152,-1.1776232069632186
ACH-000153,-0.9932394284221858
ACH-000159,-1.2633757324034562
ACH-000160,-1.1979768792591
ACH-000163,-1.178422775993078
ACH-000167,0.8900491191706124
ACH-000168,-1.3805940832787489
ACH-000169,-1.3181177453182071
ACH-000178,-1.1643078592907845
ACH-000183,-1.2874330389841628
ACH-000188,-1.1935534378910118
ACH-000189,-1.198547018174691
ACH-000190,-1.4556540653198968
ACH-000198,-1.2331210980558962
ACH-000203,-1.136787833479746
ACH-000204,-1.2555301916809816
ACH-000206,-1.12952104713527
ACH-000207,-0.8460958027622414
ACH-000208,-1.1820545287196411
ACH-000210,-1.161551086143283
ACH-000211,-1.22565754397115
ACH-000215,-1.2760346008138597
ACH-000221,-1.284553615696255
ACH-000222,-1.0440943742392257
ACH-000223,-1.2152924177550686
ACH-000226,-1.27836526452494
ACH-000227,-1.3663636251822326
ACH-000228,-1.1212182367733368
ACH-000231,-1.1296674370278077
