,FKBPL (63943)
ACH-000004,-0.09794542391704644
ACH-000005,-0.040623739435478166
ACH-000007,-0.13699081008431716
ACH-000009,-0.1348793782986419
ACH-000011,0.0029931147145621784
ACH-000012,-0.14173085470585975
ACH-000013,-0.06054977958764144
ACH-000014,-0.014928752986310537
ACH-000015,-0.07038191394320456
ACH-000017,-0.23848120286721675
ACH-000018,0.139938019975272
ACH-000019,-0.405308325303587
ACH-000021,0.09381927037682462
ACH-000022,-0.21093957718262304
ACH-000025,-0.21710891514470815
ACH-000028,-0.44799946605113866
ACH-000030,-0.4163255819551219
ACH-000035,-0.030664265267319107
ACH-000036,-0.2564314524396399
ACH-000037,-0.08096757909851858
ACH-000039,0.029716737176692962
ACH-000040,-0.10419415044857816
ACH-000041,0.12089642019057464
ACH-000042,-0.24896096189338415
ACH-000045,-0.1402363259289652
ACH-000047,0.3754998284627133
ACH-000052,-0.02103094042757488
ACH-000053,0.10421465512278746
ACH-000054,0.050786654344752234
ACH-000055,-0.23276792388066164
ACH-000060,-0.23206447541362196
ACH-000067,-0.1727091324561673
ACH-000070,0.06397485597550308
ACH-000075,-0.3296712485267629
ACH-000078,-0.014770923123578146
ACH-000082,0.0957495996577345
ACH-000085,0.0030741983718790638
ACH-000086,-0.23073068656504225
ACH-000087,-0.18656438452625365
ACH-000092,0.017581792785512553
ACH-000095,0.01373282506666001
ACH-000097,-0.4102700062024956
ACH-000098,0.06701458701300722
ACH-000099,0.11072500428145947
ACH-000108,-0.1251275932408029
ACH-000113,-0.11462815226189213
ACH-000116,-0.06788704229724819
ACH-000118,0.04463483051039796
ACH-000120,-0.12336484032713077
ACH-000123,-0.17310628184160734
ACH-000127,0.028154007868194268
ACH-000128,0.07882779564111002
ACH-000132,-0.13135184994609864
ACH-000133,0.03368596393704334
ACH-000137,-0.34998095342193275
ACH-000138,-0.16423329601010878
ACH-000142,-0.21582364948314772
ACH-000143,-0.0054576022493833505
ACH-000146,0.07244296094434173
ACH-000148,-0.13516888125727666
ACH-000150,-0.2262142541385903
ACH-000152,0.0625115653452167
ACH-000153,-0.0025071941543012427
ACH-000159,0.0373952057906262
ACH-000160,0.013824651589598202
ACH-000163,-0.0780643506433306
ACH-000167,-0.11065000266330664
ACH-000168,-0.1773868740845192
ACH-000169,-0.029344726662205518
ACH-000178,-0.1813785188190525
ACH-000183,-0.266762102385636
ACH-000188,-0.3853588743006281
ACH-000189,-0.4373301834779685
ACH-000190,-0.5466065407110802
ACH-000198,-0.11505690406881985
ACH-000203,0.3138514664660412
ACH-000204,0.09345437146505746
ACH-000206,0.15953840471743788
ACH-000207,-0.10370487596890096
ACH-000208,0.04338366547829948
ACH-000210,-0.4022178722341983
ACH-000211,-0.03361104801848861
ACH-000215,-0.16760544779294834
ACH-000221,0.02264488093235998
ACH-000222,-0.24239965004057626
ACH-000223,-0.14324069867162004
ACH-000226,-0.3042241640525085
ACH-000227,-0.0421481197142376
ACH-000228,-0.19879360018411954
ACH-000231,-0.10245028876240572
ACH-000232,0.10099838588705844
ACH-000233,-0.14386897450627564
ACH-000234,-0.1025487246862877
ACH-000235,-0.3495102107924052
ACH-000237,-0.1499919564400739
ACH-000238,-0.1381202790525035
ACH-000242,0.2687866470332157
ACH-000243,-0.15675210215008584
ACH-000244,-0.29550053506028784
ACH-000246,-0.2114671825235933
ACH-000248,-0.3805471888234782
ACH-000250,0.03663675239354567
ACH-000251,-0.049591858520958064
ACH-000252,0.05208144463626257
ACH-000253,-0.2242553728159522
ACH-000255,-0.11422429321004192
ACH-000256,-0.16667467438218742
ACH-000257,0.19358531034763324
ACH-000258,0.01783467107767834
ACH-000259,0.2799914677208289
ACH-000260,-0.2590166150915919
ACH-000261,0.026965344557383215
ACH-000262,-0.07834147886110697
ACH-000263,-0.14896744800317555
ACH-000264,-0.10439582701185954
ACH-000265,-0.06562318501346129
ACH-000266,-0.07360867962222227
ACH-000272,-0.14128439839060322
ACH-000274,-0.11464034652372836
ACH-000277,-0.3129448609212982
ACH-000278,-0.056680800899687564
ACH-000279,-0.2280889843592793
ACH-000280,-0.22914181309378925
ACH-000281,-0.051267892620534564
ACH-000288,-0.3330629646354351
ACH-000291,-0.3209807666127534
ACH-000293,-0.03963874670706487
ACH-000294,-0.0007775310822394245
ACH-000295,0.026373625304766737
ACH-000296,-0.3430140315245337
ACH-000302,0.02129700680151753
ACH-000304,0.16028286464136532
ACH-000307,-0.2169969331520208
ACH-000308,0.019626557067800976
ACH-000310,0.24256794324468944
ACH-000311,-0.17248712778834902
ACH-000312,-0.04619135607134457
ACH-000315,-0.08176230469954704
ACH-000316,-0.2788829909251454
ACH-000317,-0.3061779413970581
ACH-000318,-0.13063293695855374
ACH-000319,0.12489181726810338
ACH-000320,0.03934151940784286
ACH-000322,0.004686335354914186
ACH-000323,-0.1494674064002601
ACH-000324,-0.1265304183460429
ACH-000329,-0.13018444121404416
ACH-000330,-0.02473486399891809
ACH-000331,-0.16121866333250906
ACH-000332,-0.15856533799701525
ACH-000334,-0.25248947084858264
ACH-000335,-0.467407063285068
ACH-000336,0.09606001407430456
ACH-000337,-0.32823017534565035
ACH-000338,-0.2625958448789817
ACH-000339,-0.040410142009753236
ACH-000341,-0.01729044024721188
ACH-000348,-0.04539705648172765
ACH-000350,-0.03972832633751154
ACH-000352,-0.23889296794815995
ACH-000356,-0.05131388723979941
ACH-000361,-0.14457318027582164
ACH-000362,-0.06374707184534012
ACH-000363,-0.01120448703846605
ACH-000364,-0.3817255712975065
ACH-000365,0.08220697417853341
ACH-000366,-0.19450291136673664
ACH-000368,-0.21302214667650765
ACH-000374,-0.16612054189324724
ACH-000375,0.02170956848894158
ACH-000376,-0.3555155452458823
ACH-000381,-0.2159471081898761
ACH-000383,-0.09413584833982057
ACH-000387,-0.15793732910159985
ACH-000389,-0.23957632447761246
ACH-000390,-0.156653133548672
ACH-000393,-0.023046525718696902
ACH-000395,0.054388649194748666
ACH-000396,-0.12995651950041304
ACH-000397,-0.0364443456247233
ACH-000401,-0.0166560851880073
ACH-000402,-0.0957552208080726
ACH-000403,-0.0913818710014672
ACH-000404,-0.3589847312487032
ACH-000406,0.04057256796659951
ACH-000407,-0.1220317660978142
ACH-000408,-0.19036647566192932
ACH-000410,0.008598277773628956
ACH-000411,-0.2195804166492396
ACH-000414,-0.13430120761118094
ACH-000415,-0.14209338011874414
ACH-000416,0.14555764638948285
ACH-000420,-0.2742116945326335
ACH-000421,-0.05735048419752981
ACH-000424,-0.3256131026361605
ACH-000425,-0.2047880194333578
ACH-000426,0.12637924380709276
ACH-000427,-0.22298475454818695
ACH-000433,-0.15688996637105326
ACH-000435,-0.2890304210795953
ACH-000436,0.1586535099309631
ACH-000444,-0.2810904908727488
ACH-000445,-0.15247623023185233
ACH-000448,-0.32163188163737505
ACH-000450,-0.24110837240257404
ACH-000452,-0.2343048912777853
ACH-000454,-0.2455612941021712
ACH-000458,-0.4679135823410854
ACH-000459,-0.27199125913300337
ACH-000460,-0.2502864611720777
ACH-000461,-0.33547485425723306
ACH-000463,-0.36010708740588304
ACH-000464,-0.025303595812173504
ACH-000466,-0.008807481707526151
ACH-000467,-0.07470434962636151
ACH-000468,-0.15692791801859554
ACH-000469,-0.2320658305857629
ACH-000470,0.00952834861883694
ACH-000471,-0.1950039872065542
ACH-000472,-0.08401208681077847
ACH-000473,-0.26404585729900826
ACH-000475,-0.1552023398555448
ACH-000476,-0.057671974338777
ACH-000477,0.05427132021260335
ACH-000479,-0.01780688577938999
ACH-000480,-0.031071693339244092
ACH-000481,0.04631146863839596
ACH-000483,-0.15986929727428656
ACH-000484,-0.18635905797146154
ACH-000485,-0.26861496336580243
ACH-000486,-0.2653244427612677
ACH-000487,-0.30107047464089315
ACH-000488,-0.17580546714260864
ACH-000490,-0.22624114491222505
ACH-000491,-0.14614392402641502
ACH-000495,-0.10844835988507656
ACH-000496,-0.15656502624185084
ACH-000499,-0.33285215913321586
ACH-000500,-0.5011122946908695
ACH-000502,-0.12072411438531012
ACH-000503,0.042291196435317806
ACH-000505,-0.014784180967449394
ACH-000507,-0.3039250074658711
ACH-000510,-0.048772932966386205
ACH-000511,-0.20386101161783451
ACH-000512,-0.02023549489495598
ACH-000516,-0.06994485225205202
ACH-000517,-0.25172578355974684
ACH-000518,-0.1041395380115686
ACH-000520,0.03083784702816143
ACH-000521,0.007926680071483795
ACH-000522,-0.18206897794662866
ACH-000524,-0.04446584488753391
ACH-000527,-0.2462121672695395
ACH-000528,0.0299665777407996
ACH-000537,-0.3163102448409309
ACH-000541,0.2209753154842268
ACH-000542,-0.10964737947007104
ACH-000544,-0.301015808567882
ACH-000545,-0.2373484732990445
ACH-000547,-0.12615777253532656
ACH-000548,-0.1358242962404049
ACH-000549,-0.3211374147151456
ACH-000550,-0.07543790541005474
ACH-000552,-0.2839773528519395
ACH-000556,-0.0072573364961098594
ACH-000557,0.1649493250144389
ACH-000569,-0.1678434567163522
ACH-000570,-0.22415001997989809
ACH-000571,-0.07050400533193672
ACH-000573,-0.0790014347452712
ACH-000576,0.021974692429445414
ACH-000579,-0.25298780468096504
ACH-000580,-0.4159495958793733
ACH-000584,0.004116003296470654
ACH-000585,-0.2267647779825925
ACH-000588,-0.14372926766114638
ACH-000589,-0.007902207523704376
ACH-000591,-0.2811572065947965
ACH-000593,-0.16264209432396742
ACH-000600,-0.02830364916731775
ACH-000601,-0.09657169644768107
ACH-000605,0.0573404914640078
ACH-000606,-0.33369376273883555
ACH-000608,-0.0199640179349704
ACH-000614,-0.1568453545291386
ACH-000616,-0.2174949009713439
ACH-000618,-0.060787069753232364
ACH-000619,-0.21025842313198345
ACH-000620,-0.19157642163548505
ACH-000621,0.028614759454877507
ACH-000622,-0.0113655688927864
ACH-000623,-0.10081762009063684
ACH-000624,-0.11856004351788345
ACH-000627,-0.26019615774946536
ACH-000630,-0.2322322397378053
ACH-000631,-0.25663519508231314
ACH-000632,-0.2455864094912423
ACH-000633,0.0734636202273746
ACH-000637,-0.38578361259111865
ACH-000638,-0.13027237651881238
ACH-000646,-0.0093272695802029
ACH-000647,-0.2428325414204993
ACH-000648,-0.181983869036952
ACH-000649,-0.24073236092329675
ACH-000651,-0.050081670447904784
ACH-000652,0.003212884936435544
ACH-000653,0.07866394685802545
ACH-000657,-0.1446307586841218
ACH-000658,0.02576021425194781
ACH-000661,-0.1199470389465994
ACH-000662,-0.15020284483476834
ACH-000663,0.017930197037161904
ACH-000665,-0.12880618806055288
ACH-000671,-0.1574597963441256
ACH-000672,-0.3186839979503573
ACH-000673,-0.04459662186693896
ACH-000676,-0.17670496755535287
ACH-000677,-0.07484549101015914
ACH-000681,-0.24128367887608565
ACH-000683,-0.1657680471491385
ACH-000684,-0.14499491374332762
ACH-000688,-0.2379272763758894
ACH-000693,-0.2323189845549481
ACH-000694,-0.12215411504156196
ACH-000695,0.20110474063519096
ACH-000696,-0.020265077909298216
ACH-000697,-0.17753577398048487
ACH-000699,-0.18246501833654136
ACH-000701,0.034435856134769516
ACH-000706,-0.10989273748262793
ACH-000711,-0.21634862859473905
ACH-000713,-0.2394771420958703
ACH-000714,0.06627594529176806
ACH-000718,-0.07314132217347286
ACH-000720,-0.02640594976436569
ACH-000721,-0.2039912014743758
ACH-000724,-0.04667241773902647
ACH-000725,-0.08622272665283631
ACH-000732,-0.2912877668759142
ACH-000734,-0.06306866038681548
ACH-000735,-0.2912214717730013
ACH-000736,-0.138982915769002
ACH-000738,0.016702590648233612
ACH-000746,0.034472257767999795
ACH-000747,-0.2554342718864124
ACH-000748,-0.04511541439995485
ACH-000753,-0.06149372388944304
ACH-000756,-0.27664497892996004
ACH-000757,0.06200038883491014
ACH-000758,-0.2837155248354641
ACH-000760,-0.08343539815137503
ACH-000762,-0.035064209029823976
ACH-000763,0.10920184086900664
ACH-000764,-0.18956076037383185
ACH-000765,-0.2802150190196952
ACH-000766,0.1827717508712438
ACH-000767,0.14295049285706155
ACH-000768,-0.008205038973472285
ACH-000769,0.02726673351698765
ACH-000770,0.11414272597505752
ACH-000771,-0.3045283757318825
