,B4GALNT2 (124872)
ACH-000004,0.010181645982616084
ACH-000005,0.35750765816691565
ACH-000007,-0.05410265177019783
ACH-000009,-0.22016340605963852
ACH-000011,-0.04566713959025097
ACH-000012,0.01573130703797146
ACH-000013,-0.0021127467325907693
ACH-000014,-0.10320261529368924
ACH-000015,-0.04020949840838707
ACH-000017,-0.0592302649518681
ACH-000018,-0.0002290832209022749
ACH-000019,-0.17322332690027853
ACH-000021,-0.21813220177543904
ACH-000022,-0.17426816952372964
ACH-000025,-0.041267049570980666
ACH-000028,-0.24164634029263315
ACH-000030,-0.05748984553743889
ACH-000035,-0.2550803998625239
ACH-000036,-0.04209505108446311
ACH-000037,-0.00982553512299473
ACH-000039,-0.11093352345367194
ACH-000040,-0.09408438578173504
ACH-000041,-0.050551529916178985
ACH-000042,-0.15688442591908702
ACH-000045,-0.004356714890236322
ACH-000047,-0.12304933826060588
ACH-000052,0.035804366473307925
ACH-000053,-0.012550601290409896
ACH-000054,-0.1457937456603909
ACH-000055,-0.09917476569077056
ACH-000060,-0.16105454150430268
ACH-000067,-0.176019103241478
ACH-000070,-0.10004910908726863
ACH-000075,-0.008280971121390862
ACH-000078,0.01489014383048519
ACH-000082,-0.2033935550122197
ACH-000085,-0.1874080747818488
ACH-000086,-0.15202963123346264
ACH-000087,-0.13540204767616745
ACH-000092,-0.1269960818046436
ACH-000095,-0.11500631687364835
ACH-000097,-0.12601549889376176
ACH-000098,-0.15761030726184572
ACH-000099,-0.0980050284189047
ACH-000108,-0.1060612848822014
ACH-000113,-0.12526052658457354
ACH-000116,-0.12826784092275814
ACH-000118,-0.07103788308886164
ACH-000120,-0.07107730098003494
ACH-000123,-0.09599849964435814
ACH-000127,-0.08490767237770873
ACH-000128,-0.11527973146462565
ACH-000132,-0.1299581679770771
ACH-000133,-0.09903746036027346
ACH-000137,-0.09927140218830463
ACH-000138,-0.21748076139770772
ACH-000142,0.0745584358366522
ACH-000143,-0.17218922018868776
ACH-000146,-0.04995238345898114
ACH-000148,-0.12981404528631793
ACH-000150,-0.0331995068829117
ACH-000152,-0.042050480340108214
ACH-000153,-0.04776199306726228
ACH-000159,-0.09010342084135876
ACH-000160,-0.13936760023452174
ACH-000163,-0.10228598842104077
ACH-000167,0.0413158793352471
ACH-000168,0.04831417094725418
ACH-000169,-0.17655745028818104
ACH-000178,-0.15905227274648764
ACH-000183,-0.2902477212592394
ACH-000188,-0.07713870043679859
ACH-000189,-0.19618074975278987
ACH-000190,0.09520981477174678
ACH-000198,-0.015789086982172032
ACH-000203,-0.5739238676494678
ACH-000204,-0.2157493544974354
ACH-000206,-0.09808793657998037
ACH-000207,-0.13349426071557993
ACH-000208,-0.42446641815671343
ACH-000210,0.015211775359881894
ACH-000211,-0.1027758437820981
ACH-000215,-0.13229822980960132
ACH-000221,0.0389258932986292
ACH-000222,-0.01006543258019928
ACH-000223,-0.17142279576387348
ACH-000226,-0.09212477076541044
ACH-000227,-0.2203400956173306
ACH-000228,-0.23851039690241355
ACH-000231,-0.09764492743883993
ACH-000232,-0.0015582100352774285
ACH-000233,-0.10603411522356758
ACH-000234,-0.10036823243151248
ACH-000235,-0.15951290826012654
ACH-000237,-0.009114839069983728
ACH-000238,-0.1542972993704078
ACH-000242,0.0007550280837201821
ACH-000243,-0.2126255738372008
ACH-000244,-0.045183329986690925
ACH-000246,-0.07272161644486702
ACH-000248,-0.15545061104224933
ACH-000250,-0.1553806066459556
ACH-000251,-0.22340823314759944
ACH-000252,0.0199504561663264
ACH-000253,-0.0047091022055476
ACH-000255,-0.07442165465733552
ACH-000256,-0.029439490218296768
ACH-000257,-0.01650223341331299
ACH-000258,0.11201931574895524
ACH-000259,-0.11874486180338326
ACH-000260,-0.12932342109655146
ACH-000261,0.01471837834700529
ACH-000262,-0.02582865905330503
ACH-000263,-0.2521353714461694
ACH-000264,-0.032234430874216916
ACH-000265,-0.17632107791190685
ACH-000266,-0.08276952852401914
ACH-000272,-0.01404549021835935
