,CDC25B (994)
ACH-000004,-0.1656974144066426
ACH-000005,0.08331404829083143
ACH-000007,-0.1022183961562092
ACH-000009,-0.06376838595730049
ACH-000011,-0.10151802651398276
ACH-000012,-0.2585659679036215
ACH-000013,-0.2321543567217093
ACH-000014,-0.01589080491372407
ACH-000015,-0.16399384523086216
ACH-000017,-0.10707943874272917
ACH-000018,-0.7212556127481109
ACH-000019,-0.13515971866501356
ACH-000021,-0.020622829881805492
ACH-000022,-0.1191058432552494
ACH-000025,-0.13742762824107202
ACH-000028,-0.4376169643186881
ACH-000030,-0.0456365541749497
ACH-000035,-0.23412792039136945
ACH-000036,-0.2960669571542306
ACH-000037,-0.11792818164221795
ACH-000039,-0.2376914722903149
ACH-000040,-0.2883895729050972
ACH-000041,-0.17500720245200624
ACH-000042,-0.6789201355671325
ACH-000045,-0.4046758331219165
ACH-000047,-0.2255604357292917
ACH-000052,-0.33527635964193603
ACH-000053,-0.0304990505484611
ACH-000054,-0.2792257631126548
ACH-000055,-0.3334707267298587
ACH-000060,-0.4682839129732512
ACH-000067,-0.6446752505428559
ACH-000070,-0.2200778717431363
ACH-000075,-0.16501438930250478
ACH-000078,-0.2110810547268459
ACH-000082,-0.5827635328635213
ACH-000085,-0.3657119659750089
ACH-000086,-0.191695517897796
ACH-000087,-0.09293036806140956
ACH-000092,-0.5242114599572544
ACH-000095,-0.3165236612598307
ACH-000097,-0.1467965516006916
ACH-000098,-0.2363889857305215
ACH-000099,-0.15340100579171315
ACH-000108,-0.03434244872120605
ACH-000113,-0.2447149225972733
ACH-000116,-0.09827368890401117
ACH-000118,-0.09649719611187543
ACH-000120,-0.17346788237692884
ACH-000123,-0.27612756703140057
ACH-000127,-0.1943678462102982
ACH-000128,-0.6126023291675202
ACH-000132,-0.03591330386553138
ACH-000133,-0.43125387795268494
ACH-000137,-0.16763070816138512
ACH-000138,-0.08542173275653006
ACH-000142,-0.06598128697529976
ACH-000143,-0.20738372571351493
ACH-000146,-0.1848792954467829
ACH-000148,-0.3515836601399088
ACH-000150,-0.5431270098076508
ACH-000152,-0.39853635087263584
ACH-000153,-0.2954147266263851
ACH-000159,-0.4462099136435
ACH-000160,-0.3777828574125124
ACH-000163,-0.4304165775050776
ACH-000167,-0.6400737490166807
ACH-000168,-0.3783816346710406
ACH-000169,-0.23822028658536484
ACH-000178,-0.3513150607932913
ACH-000183,-0.12558805471168485
ACH-000188,-0.20116390618666632
ACH-000189,-0.4330767450594749
ACH-000190,-0.7371098847141614
ACH-000198,-0.3928513252504612
ACH-000203,-0.2784375649463755
ACH-000204,-0.35427022334348496
ACH-000206,-0.12087549963768593
ACH-000207,-0.3782253551707408
ACH-000208,-0.26076566295408393
ACH-000210,-0.39045535918891133
ACH-000211,-0.16610729106374705
ACH-000215,-0.2760157725657503
ACH-000221,-0.13660701528687727
ACH-000222,-0.2884595266072549
ACH-000223,-0.43964943879737656
ACH-000226,0.12632500485806955
ACH-000227,0.08572964921529834
ACH-000228,-0.23614894081620744
ACH-000231,-0.401076567731591
ACH-000232,-0.20560718374187392
ACH-000233,-0.1643881151056993
ACH-000234,-0.27942151140627164
ACH-000235,-0.5831826973097063
ACH-000237,-0.19918626862960695
ACH-000238,-0.10667206621268327
ACH-000242,-0.3516275105298069
ACH-000243,-0.19637576264360415
ACH-000244,-0.2992912253513261
ACH-000246,-0.23233776622878144
