,SCFD2 (152579)
ACH-000004,0.10513966599746837
ACH-000005,0.3414553899463927
ACH-000007,-0.1761117742229711
ACH-000009,0.10328289272635872
ACH-000011,-0.04138287162374713
ACH-000012,-0.022596481890529797
ACH-000013,0.00931339608359128
ACH-000014,0.0032007509268160445
ACH-000015,-0.1924425735767243
ACH-000017,-0.2133607165064174
ACH-000018,-0.05136321236748943
ACH-000019,-0.14310626991575515
ACH-000021,-0.07304678195608469
ACH-000022,-0.0705019730695629
ACH-000025,-0.2916500102284515
ACH-000028,-0.10352455252305977
ACH-000030,-0.0989134661099478
ACH-000035,-0.07767552046513418
ACH-000036,-0.3268596179853081
ACH-000037,-0.2572714252481604
ACH-000039,-0.05496187728350807
ACH-000040,-0.5000804309200807
ACH-000041,-0.2302150464538663
ACH-000042,-0.051591877002957885
ACH-000045,-0.013643414714306398
ACH-000047,-0.09332316560459204
ACH-000052,-0.15282231566211532
ACH-000053,-0.04345569116215249
ACH-000054,-0.11480654571977345
ACH-000055,-0.03660785537659537
ACH-000060,-0.04223734141633384
ACH-000067,-0.07675931114169936
ACH-000070,0.01657908410695549
ACH-000075,-0.09147855341343307
ACH-000078,0.026410048237439258
ACH-000082,-0.07225467893985738
ACH-000085,0.0288645119843734
ACH-000086,0.007852715364125726
ACH-000087,0.1762156579931379
ACH-000092,0.05185333210330142
ACH-000095,-0.02581368756374695
ACH-000097,-0.09997643870852374
ACH-000098,-0.11623478633857835
ACH-000099,0.035429204030551616
ACH-000108,-0.1519817824826777
ACH-000113,-0.13266237023580654
ACH-000116,-0.06631728490437137
ACH-000118,-0.010431698485199576
ACH-000120,0.01074821337220225
ACH-000123,-0.06856886129898447
ACH-000127,-0.17967698255067974
ACH-000128,-0.1678273155369238
ACH-000132,-0.0949643786684694
ACH-000133,-0.1588401803107671
ACH-000137,0.03473184235198598
ACH-000138,-0.059582649633397614
ACH-000142,-0.0730969508722531
ACH-000143,0.010178696320659418
ACH-000146,-0.05416050442024085
ACH-000148,-0.1181078781919684
ACH-000150,-0.14254402696662685
ACH-000152,-0.058201148189598276
ACH-000153,-0.6479932644045423
ACH-000159,-0.01434179546313766
ACH-000160,-0.10344026253450947
ACH-000163,-0.5780379473535374
ACH-000167,-0.19540700819387072
ACH-000168,-0.1012040777009956
ACH-000169,0.03501267612286498
ACH-000178,-0.06681579458703983
ACH-000183,-0.1996824664095024
ACH-000188,0.026181771865263992
ACH-000189,-0.050411748419896214
ACH-000190,-0.023207274513431332
ACH-000198,-0.2301136810341456
ACH-000203,-0.1591483453449654
ACH-000204,0.0392281438507656
ACH-000206,-0.2903729331731317
ACH-000207,0.16355495263316566
ACH-000208,-0.5440321165957446
ACH-000210,-0.007808578905938421
ACH-000211,-0.027501780622989924
ACH-000215,0.01086955801644742
ACH-000221,0.059723767918303076
ACH-000222,-0.12317043791121132
ACH-000223,-0.06766208875681202
ACH-000226,-0.1148565496563799
ACH-000227,-0.12099098837377772
ACH-000228,-0.02353402484898784
ACH-000231,-0.10194916524554892
ACH-000232,-0.03034583394910545
ACH-000233,-0.10116190929248373
ACH-000234,-0.08730821658381711
ACH-000235,-0.05457820803482513
ACH-000237,-0.14715213978907055
ACH-000238,0.08846226890559762
ACH-000242,-0.0956706314403433
ACH-000243,-0.10685774858762123
ACH-000244,-0.04602574468112045
ACH-000246,0.06905538408800392
ACH-000248,-0.2290022070983265
ACH-000250,0.016207179897742546
ACH-000251,-0.1840197573712418
ACH-000252,0.21035951419815804
ACH-000253,0.04175060111994313
ACH-000255,-0.030543763237509493
ACH-000256,-0.01850814672826557
ACH-000257,-0.0189937531810186
ACH-000258,-0.11727262851566195
ACH-000259,-0.0932467927657981
ACH-000260,-0.0194422792866587
ACH-000261,-0.1158989208206623
ACH-000262,-0.06035723099093598
ACH-000263,-0.8507092584604966
ACH-000264,-0.12902848922922042
ACH-000265,-0.051679384185083915
ACH-000266,-0.0991906048400345
ACH-000272,-0.12783245262232354
ACH-000274,0.06152475849595149
ACH-000277,0.08605445461294317
ACH-000278,0.024546378467799904
ACH-000279,-0.08552378539130323
ACH-000280,0.013175529165218644
ACH-000281,0.07068094544546441
ACH-000288,-0.1471380971916803
ACH-000291,-0.09379681043856933
ACH-000293,0.001736188541455472
ACH-000294,0.15159464077937554
ACH-000295,0.13837483578146514
ACH-000296,-0.07562990089488374
ACH-000302,-0.08267660560257221
ACH-000304,-0.09550811379431888
ACH-000307,-0.00787513961664048
ACH-000308,-0.19959599015353288
ACH-000310,-0.06102342558358121
ACH-000311,-0.0504962483023781
ACH-000312,-0.007842759527030162
ACH-000315,-0.16515699815975035
ACH-000316,-0.1050460033418914
ACH-000317,-0.2076729147045192
ACH-000318,0.015739174511898112
ACH-000319,-0.07881459917117703
ACH-000320,-0.2589141418212372
ACH-000322,0.04465361225116645
ACH-000323,-0.4103972579887907
ACH-000324,-0.0997693623417179
ACH-000329,0.0066100630753923705
ACH-000330,-0.1940004471011462
ACH-000331,0.041396706553002434
ACH-000332,-0.050520917774455436
ACH-000334,-0.09628562202507818
ACH-000335,-0.2459857433477842
ACH-000336,-0.04056067070174934
ACH-000337,-0.11472045409762095
ACH-000338,-0.08871170044496841
ACH-000339,-0.1415249881994167
ACH-000341,-0.01547567025660889
ACH-000348,-0.08045376740655599
ACH-000350,0.13702071595921594
ACH-000352,-0.13699398874127122
ACH-000356,-0.01030602088770906
ACH-000361,0.013184490229946513
ACH-000362,-0.05515460688521832
ACH-000363,-0.23925638688975825
ACH-000364,-0.3427695728393605
ACH-000365,-0.25216878788678143
ACH-000366,-0.2274603121990571
ACH-000368,-0.18356099643701174
ACH-000374,-0.3214442817302192
ACH-000375,-0.05978006079110903
ACH-000376,-0.12107453797232412
ACH-000381,-0.06548487834059373
ACH-000383,-0.11940007733875208
ACH-000387,-0.006571197672109582
ACH-000389,-0.0832938156225733
ACH-000390,-0.034769391913424326
ACH-000393,0.010457119427461659
ACH-000395,-0.09795941286494
ACH-000396,0.0204972933684649
ACH-000397,-0.043662485951123285
ACH-000401,-0.009026017022011643
ACH-000402,-0.02294495174395632
ACH-000403,-0.050223713461419565
ACH-000404,-0.020935436755068048
ACH-000406,-0.086467804901072
ACH-000407,-0.15071882294302996
ACH-000408,-0.10765609301951097
ACH-000410,0.024929449889676446
ACH-000411,-0.10422947111751656
ACH-000414,-0.18253523603659916
ACH-000415,-0.16196430601589812
ACH-000416,-0.030630818804029545
ACH-000420,-0.01574088867116992
ACH-000421,0.016261681278201122
ACH-000424,-0.16092702618393567
ACH-000425,-0.11614727652486755
ACH-000426,-0.3662007014243477
ACH-000427,0.1092633611670834
ACH-000433,0.08135360277432767
