,UBFD1 (56061)
ACH-000004,0.07546723489708469
ACH-000005,-0.4218110150417994
ACH-000007,-0.5460635873674353
ACH-000009,-0.13278164934051226
ACH-000011,-0.3216848213432962
ACH-000012,-0.2766143152026842
ACH-000013,-0.18920270545805096
ACH-000014,-0.10535642016075193
ACH-000015,-0.3606481023240282
ACH-000017,-0.2997882310592835
ACH-000018,-0.36252472562961496
ACH-000019,-0.3071492516826293
ACH-000021,-0.230251450544668
ACH-000022,-0.18785760596599088
ACH-000025,-0.28754361102597964
ACH-000028,-0.4859886288351722
ACH-000030,-0.2139219239661069
ACH-000035,-0.3080757519042334
ACH-000036,-0.2658591476253094
ACH-000037,-0.2805257283409045
ACH-000039,-0.15626222749794866
ACH-000040,-0.2819850871448352
ACH-000041,-0.3850088474538374
ACH-000042,-0.16122429884483386
ACH-000045,-0.2792376234665252
ACH-000047,-0.4111496073787665
ACH-000052,-0.3845604755254921
ACH-000053,-0.2457981567034485
ACH-000054,-0.016025627580213482
ACH-000055,-0.18793088308759856
ACH-000060,-0.058697115298936585
ACH-000067,-0.2521586517285252
ACH-000070,-0.2617354598352417
ACH-000075,-0.6365337737857368
ACH-000078,-0.09088636594243886
ACH-000082,-0.22012330083957304
ACH-000085,-0.1818757322611608
ACH-000086,-0.2670137690908726
ACH-000087,0.019783928973967014
ACH-000092,-0.2396122723695489
ACH-000095,-0.2934677819945061
ACH-000097,-0.4827418914788586
ACH-000098,-0.4180255674521629
ACH-000099,-0.206764270552295
ACH-000108,-0.3212646232307215
ACH-000113,-0.36554364539700346
ACH-000116,-0.3899372106409849
ACH-000118,-0.2825794927191673
ACH-000120,-0.3784116954449399
ACH-000123,-0.12276766285097415
ACH-000127,-0.3252506135041669
ACH-000128,-0.19396565011458186
ACH-000132,-0.3036260907213241
ACH-000133,-0.22277855760840976
ACH-000137,-0.5002698303296107
ACH-000138,-0.13839109995849766
ACH-000142,-0.37801628281580296
ACH-000143,-0.1847712418315824
ACH-000146,-0.2073138155287734
ACH-000148,-0.2307400565852181
ACH-000150,0.030056570934118114
ACH-000152,-0.2787454656835246
ACH-000153,-0.4865501228253156
ACH-000159,-0.3499456475130224
ACH-000160,-0.07928532730073139
ACH-000163,-0.3078123522308042
ACH-000167,-0.2963418440372438
ACH-000168,-0.20381811200508396
ACH-000169,-0.27884763209219005
ACH-000178,-0.1885148726156999
ACH-000183,-0.22321837633569427
ACH-000188,-0.17183213096498529
ACH-000189,-0.10306211330791057
ACH-000190,-0.0808721834517908
ACH-000198,-0.30750893615547303
ACH-000203,-0.6203283798639015
ACH-000204,-0.2941655566834933
ACH-000206,-0.3493731462862875
ACH-000207,-0.2704723742734725
ACH-000208,-0.2665494252057977
ACH-000210,-0.2071371590290252
ACH-000211,-0.23756357970169864
ACH-000215,-0.2369202326733222
ACH-000221,-0.2968979913778574
ACH-000222,-0.13268293081542554
ACH-000223,-0.13876104422639116
ACH-000226,-0.255788775977262
ACH-000227,-0.3970212980156383
ACH-000228,-0.19813797069782074
ACH-000231,-0.29733812095607204
ACH-000232,-0.33572047726499
ACH-000233,-0.2077059667599803
ACH-000234,-0.3526573460192136
ACH-000235,-0.2468984868547063
ACH-000237,-0.35085400865238753
ACH-000238,-0.11225443770728552
ACH-000242,-0.016093264833015982
ACH-000243,-0.2934244157371431
ACH-000244,-0.08975726176774512
ACH-000246,-0.18433285651495485
ACH-000248,-0.3802879831330832
ACH-000250,-0.20539496438561866
ACH-000251,-0.16967297075190094
ACH-000252,-0.5056532280104139
ACH-000253,-0.2288643882903549
ACH-000255,-0.2430001147234203
ACH-000256,-0.3017832511317061
ACH-000257,-0.1405580017700283
ACH-000258,-0.37586608158847135
ACH-000259,-0.21163919791087352
ACH-000260,-0.2609932565008934
ACH-000261,-0.23920826468208675
ACH-000262,-0.3581046668791694
ACH-000263,-0.34595748958036765
ACH-000264,-0.4185668399751485
ACH-000265,-0.30597248844680275
ACH-000266,-0.21154462286410133
ACH-000272,-0.3765320603875319
ACH-000274,-0.2803024577523605
ACH-000277,-0.28271417636356405
ACH-000278,-0.35676497447896444
ACH-000279,-0.29942640580378843
ACH-000280,-0.021380213356816155
ACH-000281,-0.10229099382903617
ACH-000288,-0.2905063713302624
ACH-000291,-0.2874603939502097
ACH-000293,-0.2220166148825754
ACH-000294,-0.2026423371895062
ACH-000295,-0.17091079700298378
ACH-000296,-0.5688314114010142
ACH-000302,-0.20483001950137186
ACH-000304,-0.22966414923689735
ACH-000307,-0.1697310645314135
ACH-000308,-0.35446853429906755
ACH-000310,-0.2664219343738449
ACH-000311,-0.3742227241570009
ACH-000312,-0.18940472932852406
ACH-000315,-0.17794729260084782
ACH-000316,-0.3745063576705801
ACH-000317,-0.29009847099037656
ACH-000318,-0.18067637751918608
ACH-000319,-0.3236196410851456
ACH-000320,-0.13366376165833255
ACH-000322,-0.2706037993792461
ACH-000323,-0.2362008376548564
ACH-000324,-0.2956107728624513
ACH-000329,-0.2551994614805401
ACH-000330,-0.22534624292504601
ACH-000331,-0.21786021344518544
ACH-000332,-0.19219005119993968
ACH-000334,-0.1841923577798205
ACH-000335,-0.4602127189443589
ACH-000336,-0.16166701502573427
ACH-000337,-0.4597904855114926
ACH-000338,-0.6262093748896711
ACH-000339,-0.1789332388466372
ACH-000341,-0.3737025328100663
ACH-000348,-0.22745519693771585
ACH-000350,-0.2054921129923603
ACH-000352,-0.2848491183149039
ACH-000356,-0.4946509502584462
ACH-000361,-0.19296831608741613
ACH-000362,-0.18501226345204108
ACH-000363,-0.3988941033582097
ACH-000364,-0.29304184385904697
ACH-000365,-0.14888590596514553
ACH-000366,-0.35297495395323514
ACH-000368,-0.18433289866312672
ACH-000374,-0.2562793851743095
ACH-000375,-0.2813059305087533
ACH-000376,-0.11029801718491976
ACH-000381,-0.114689090609915
ACH-000383,-0.18135544806297385
ACH-000387,-0.3222526921598128
ACH-000389,-0.2607106423619729
ACH-000390,-0.2334916521022131
ACH-000393,-0.22201619693174465
ACH-000395,-0.11749348285808925
ACH-000396,-0.1865327566692681
ACH-000397,-0.28413544315234524
ACH-000401,-0.3674945704419297
ACH-000402,-0.03470189454999354
ACH-000403,-0.21097767045344776
ACH-000404,-0.5357457224894552
ACH-000406,-0.3602693575340024
ACH-000407,-0.3033868734320813
ACH-000408,-0.07354364920438165
ACH-000410,-0.2494621975190473
ACH-000411,-0.2281554458831343
ACH-000414,-0.3648967911028985
ACH-000415,-0.3638916992066622
ACH-000416,-0.24875090538237465
ACH-000420,-0.2285123412354473
ACH-000421,-0.43441903406588495
ACH-000424,-0.2350470502072323
ACH-000425,-0.3415882222217055
ACH-000426,-0.281194040084503
ACH-000427,-0.2761735245228306
ACH-000433,-0.21006239330678128
ACH-000435,-0.5426072275003692
ACH-000436,-0.3152069068929508
ACH-000444,-0.26451058780613323
ACH-000445,-0.29549423704431954
ACH-000448,-0.2378774207690318
ACH-000450,-0.3433279098833857
ACH-000452,-0.17012324011569122
ACH-000454,-0.19311128827227608
ACH-000458,-0.1869218097381151
ACH-000459,-0.2908300820603337
ACH-000460,-0.022916228615370248
ACH-000461,-0.21966487428861511
ACH-000463,-0.22690369871185134
ACH-000464,-0.18028832240335266
ACH-000466,-0.12690615057679389
ACH-000467,-0.3262879178551826
ACH-000468,-0.14689780250960596
ACH-000469,-0.0608560477588113
ACH-000470,0.0773332701605386
ACH-000471,-0.38414042839106094
ACH-000472,-0.2934472043879206
ACH-000473,-0.09118212589224804
ACH-000475,-0.31865195720903183
