,TTC39A (22996)
ACH-000004,-0.09989377166763573
ACH-000005,-0.09668680092691807
ACH-000007,0.034384140874606804
ACH-000009,-0.07064095300393992
ACH-000011,0.060366786580569175
ACH-000012,-0.13382187175000834
ACH-000013,-0.09215445897071023
ACH-000014,-0.11377339755093716
ACH-000015,0.0525589435297856
ACH-000017,-0.09716427538125832
ACH-000018,-0.2092518013313654
ACH-000019,0.015940014374140464
ACH-000021,-0.0980505320713452
ACH-000022,-0.06707844519302836
ACH-000025,-0.06104322890223921
ACH-000028,-0.054881693325883614
ACH-000030,-0.08513243524039292
ACH-000035,-0.13576674108873846
ACH-000036,-0.2386500408402867
ACH-000037,-0.00258564749650762
ACH-000039,-0.09830008103340616
ACH-000040,-0.037896165052193835
ACH-000041,-0.049759168730620966
ACH-000042,0.09494804161898224
ACH-000045,-0.15786337805083964
ACH-000047,-0.042422226944420084
ACH-000052,-0.0947442715078458
ACH-000053,-0.09094598589406186
ACH-000054,-0.07266088465224918
ACH-000055,-0.04843441436059974
ACH-000060,-0.14385155635000008
ACH-000067,0.04734140108712095
ACH-000070,-0.11806262709903895
ACH-000075,-0.44388009324746375
ACH-000078,-0.1985127550939084
ACH-000082,0.011532064142791764
ACH-000085,-0.008587375886772323
ACH-000086,-0.07937506531212876
ACH-000087,-0.16303599804883906
ACH-000092,-0.3439729211852716
ACH-000095,-0.08440571274785946
ACH-000097,-0.0052987185256357285
ACH-000098,-0.17733040700464922
ACH-000099,-0.0915570900494115
ACH-000108,-0.015693865654328714
ACH-000113,-0.14764079083805792
ACH-000116,-0.001237547909205941
ACH-000118,-0.002568359993525044
ACH-000120,-0.05229089822731773
ACH-000123,-0.0999154058049936
ACH-000127,0.006111132341974904
ACH-000128,-0.13225558087230854
ACH-000132,-0.20356860540873128
ACH-000133,-0.0930255103445107
ACH-000137,-0.16199095391381085
ACH-000138,-0.046605746675520913
ACH-000142,-0.23278203158609515
ACH-000143,-0.18198096206397008
ACH-000146,-0.11530234612304012
ACH-000148,0.044457118119090484
ACH-000150,-0.15039213366895285
ACH-000152,-0.035733415298670385
ACH-000153,0.01128311163413577
ACH-000159,-0.056926880600137834
ACH-000160,-0.06752842003078333
ACH-000163,0.10138657492813548
ACH-000167,-0.10946471457052324
ACH-000168,-0.1064328850067351
ACH-000169,-0.08486910749400876
ACH-000178,-0.14187676842459335
ACH-000183,-0.13150694930056234
ACH-000188,-0.21076264608684836
ACH-000189,0.1324607579617506
ACH-000190,0.008643145138136738
ACH-000198,-0.09509779052794494
ACH-000203,-0.016219934141510597
ACH-000204,-0.028203046576865287
ACH-000206,-0.06722015188696592
ACH-000207,-0.10434597089445548
ACH-000208,0.08443996926368542
ACH-000210,-0.2623005025415077
ACH-000211,0.08656082106553889
ACH-000215,-0.1769893976357814
ACH-000221,-0.08173227813496099
ACH-000222,-0.12125081822072285
ACH-000223,-0.10364270284259963
ACH-000226,-0.15634776562346356
ACH-000227,-0.1621206941773849
ACH-000228,-0.15091691478640984
ACH-000231,-0.05140110553598522
ACH-000232,-0.10373893328600116
ACH-000233,-0.0916772011180247
ACH-000234,-0.04040224982364269
ACH-000235,-0.015049901452507888
ACH-000237,-0.14906154377148267
ACH-000238,-0.056074585084505184
ACH-000242,-0.4038646766837087
ACH-000243,-0.07531253483332667
ACH-000244,-0.2105066032880528
ACH-000246,-0.012941500768379877
ACH-000248,-0.004000100874226798
ACH-000250,-0.0897849042897856
ACH-000251,0.027712823513900968
ACH-000252,-0.09191784620531024
ACH-000253,-0.07737907587980952
ACH-000255,-0.05149900564426695
ACH-000256,-0.15371764276526198
ACH-000257,-0.2569197332169699
ACH-000258,0.004646508848212549
ACH-000259,-0.014422228549845513
ACH-000260,-0.1860998697361939
ACH-000261,-0.09858998049428358
ACH-000262,0.06538900268457858
ACH-000263,-0.11430052346575115
ACH-000264,-0.04394996851104673
ACH-000265,-0.05365053876312748
ACH-000266,0.028084609940033783
ACH-000272,-0.009613761989747291
ACH-000274,-0.08586901258161943
ACH-000277,0.06489851400990529
ACH-000278,-0.014651793783785243
ACH-000279,-0.07621433536946269
ACH-000280,-0.17965245599711346
ACH-000281,0.03341463566380889
ACH-000288,-0.15699619649820645
ACH-000291,-0.08996681340795165
ACH-000293,-0.149432078482772
ACH-000294,-0.17049846288984202
ACH-000295,-0.034944028582912436
ACH-000296,-0.33972534580506136
ACH-000302,-0.04156896290393533
ACH-000304,0.01615891163829635
ACH-000307,-0.15126333746505552
ACH-000308,-0.02653489425679802
ACH-000310,-0.10991189130943133
ACH-000311,0.03479210323780986
ACH-000312,-0.09116615460891253
ACH-000315,-0.004768720118599065
ACH-000316,-0.1149309024352413
ACH-000317,-0.06818281454563181
ACH-000318,0.04649179521652054
ACH-000319,-0.039002275224625474
ACH-000320,-0.1769137630272558
ACH-000322,-0.14719216706620306
ACH-000323,-0.15291394922425122
ACH-000324,-0.07359481795251914
ACH-000329,-0.12915340683553192
ACH-000330,-0.0538616109571211
ACH-000331,-0.03239197919723735
ACH-000332,-0.007597095404711945
ACH-000334,-0.08170133366363916
ACH-000335,-0.17470537631408928
ACH-000336,0.032789037572753484
ACH-000337,0.10485141307629398
ACH-000338,0.10121163251307504
ACH-000339,0.03451903306527753
ACH-000341,-0.052937093341603014
ACH-000348,-0.04661875447006075
ACH-000350,-0.020005686212010453
ACH-000352,-0.108675431860785
ACH-000356,-0.2078324256373736
ACH-000361,-0.1094373883628525
ACH-000362,0.010782955621489815
ACH-000363,-0.02315363048846833
ACH-000364,-0.06174382171997345
ACH-000365,-0.14691442457526704
ACH-000366,-0.11944008491042195
ACH-000368,0.0077488261375479
ACH-000374,-0.18301324293366653
ACH-000375,-0.06531679543931798
