,DSN1 (79980)
ACH-000004,-0.7172927653971739
ACH-000005,-0.6261098523149825
ACH-000007,-0.6543893295173834
ACH-000009,-0.6325221362117716
ACH-000011,-0.5610898023765698
ACH-000012,-0.8214048484665998
ACH-000013,-0.6986867394137356
ACH-000014,-0.6299308882726306
ACH-000015,-0.5670018604007503
ACH-000017,-0.5802453907556764
ACH-000018,-0.5120834873806668
ACH-000019,-0.7919038975280583
ACH-000021,-0.5213668859306388
ACH-000022,-0.879166065716484
ACH-000025,-0.6733946420620073
ACH-000028,-0.7302668408915436
ACH-000030,-0.5454010045461258
ACH-000035,-0.6588773984973534
ACH-000036,-0.7142535163752297
ACH-000037,-0.4795794932327194
ACH-000039,-0.8434927201092938
ACH-000040,-0.7072943194116234
ACH-000041,-0.6458176945320415
ACH-000042,-0.6285414689177716
ACH-000045,-0.7273596341907033
ACH-000047,-0.9356028063203291
ACH-000052,-0.7425919478804336
ACH-000053,-0.9302262571120948
ACH-000054,-0.9961266533307443
ACH-000055,-0.7389959936696171
ACH-000060,-0.6169754678592403
ACH-000067,-0.5279044969417948
ACH-000070,-0.4459129630843119
ACH-000075,-0.9172227883909448
ACH-000078,-0.6750407485072436
ACH-000082,-0.8517946534232755
ACH-000085,-0.6838492626218453
ACH-000086,-0.6926272080948884
ACH-000087,-0.4853769286801862
ACH-000092,-0.6850502952723093
ACH-000095,-0.7433159084065696
ACH-000097,-0.6477744772974473
ACH-000098,-0.3801569003440993
ACH-000099,-0.7014379374895874
ACH-000108,-0.6782997277649583
ACH-000113,-0.5901250650057619
ACH-000116,-0.8110116053214789
ACH-000118,-0.7080234522261512
ACH-000120,-0.750707154668423
ACH-000123,-0.7383550222048048
ACH-000127,-0.37708687435990224
ACH-000128,-0.9045991675054756
ACH-000132,-0.7702335087335317
ACH-000133,-0.936197478585718
ACH-000137,-0.7511792835325125
ACH-000138,-0.6035061117662005
ACH-000142,-0.5441826285993122
ACH-000143,-0.6784132743627258
ACH-000146,-0.7077101377633382
ACH-000148,-0.6639032116010173
ACH-000150,-0.36759149521402
ACH-000152,-0.6573408451373526
ACH-000153,-0.6683516410736626
ACH-000159,-0.490447988755065
ACH-000160,-0.517811459426428
ACH-000163,-0.8012527240461407
ACH-000167,-1.076708505723936
ACH-000168,-0.6996113874884111
ACH-000169,-0.6510666874521158
ACH-000178,-0.5637811525766645
ACH-000183,-0.7582534076349763
ACH-000188,-0.7250419918581548
ACH-000189,-0.776703877444415
ACH-000190,-0.9004675039579405
ACH-000198,-0.8136661658870981
ACH-000203,-0.35577470003598644
ACH-000204,-0.6879564938851802
ACH-000206,-0.7173802798408127
ACH-000207,-0.7855314522870024
ACH-000208,-0.7951624380824269
ACH-000210,-1.054318302196152
ACH-000211,-0.9067841624671252
ACH-000215,-0.6640086794710002
ACH-000221,-0.6355388465544304
ACH-000222,-0.5508997054397893
ACH-000223,-0.7940018100128722
ACH-000226,-0.8059944759917683
ACH-000227,-0.7688462664512763
ACH-000228,-0.6197583592682367
ACH-000231,-1.046495283071718
ACH-000232,-0.8504943822656372
ACH-000233,-0.7934192934377785
ACH-000234,-0.8243459519395208
ACH-000235,-0.4855559871585924
ACH-000237,-0.7811823960075428
ACH-000238,-0.7957743326836064
ACH-000242,-0.6386939190295506
ACH-000243,-0.6946199887457108
ACH-000244,-0.7690729253442428
ACH-000246,-0.6939852665931345
ACH-000248,-0.7007100525439077
ACH-000250,-0.6039963266310538
ACH-000251,-0.8234424214874208
ACH-000252,-0.9046197106826036
ACH-000253,-0.5383132050548379
ACH-000255,-0.632865047813696
ACH-000256,-0.4400502431589988
ACH-000257,-0.7099059833020357
ACH-000258,-0.6596187055515996
ACH-000259,-0.6277337737635227
ACH-000260,-0.7421458954333551
ACH-000261,-0.7967010825423261
ACH-000262,-0.5839995915301572
ACH-000263,-0.35978628213973124
ACH-000264,-1.2159188812196144
ACH-000265,-0.6696064506745072
ACH-000266,-0.7345672408308065
ACH-000272,-0.6424016231342625
ACH-000274,-0.6593346573443959
ACH-000277,-0.5415184228243622
ACH-000278,-0.9359531332781976
ACH-000279,-0.842524115040954
ACH-000280,-0.6193300534830214
ACH-000281,-0.8034803118122571
ACH-000288,-0.585217281060499
ACH-000291,-0.6055157416340771
ACH-000293,-0.6038062838527045
ACH-000294,-0.704998759846119
ACH-000295,-0.7137509724978583
ACH-000296,-0.6754910841980204
ACH-000302,-0.6364372407600127
ACH-000304,-0.7767180365901039
ACH-000307,-0.4894396025245805
ACH-000308,-0.5909274283876345
ACH-000310,-0.845939167375998
ACH-000311,-0.5509009362464674
ACH-000312,-0.8275245151457121
ACH-000315,-0.4004455530430156
ACH-000316,-0.5806254776779788
ACH-000317,-0.7533929106534789
ACH-000318,-0.5506651833471741
ACH-000319,-0.983377487714888
ACH-000320,-0.4696810131374423
ACH-000322,-0.5594623715732545
ACH-000323,-0.9987480239352726
ACH-000324,-0.6336893227982711
ACH-000329,-0.8746146373959833
ACH-000330,-0.7442871302637337
ACH-000331,-0.6875726605853172
