,RC3H2 (54542)
ACH-000004,-0.17840839280791404
ACH-000005,0.07436438422293933
ACH-000007,0.194668172786808
ACH-000009,-0.045300299749609085
ACH-000011,-0.0703865853218951
ACH-000012,-0.017762375579712546
ACH-000013,-0.0475320785210919
ACH-000014,0.03902768648615847
ACH-000015,-0.12290475622504475
ACH-000017,0.09031761227405102
ACH-000018,-0.12773410016669146
ACH-000019,-0.04129259276592468
ACH-000021,-0.09048693872523073
ACH-000022,-0.006885224863745453
ACH-000025,0.045508414871166816
ACH-000028,-0.12222618041253425
ACH-000030,-0.09731221638760912
ACH-000035,-0.05193460446533347
ACH-000036,-0.11527914091413467
ACH-000037,-0.005528704708258403
ACH-000039,0.08541334367866814
ACH-000040,-0.04268061652981418
ACH-000041,-0.2850297234169548
ACH-000042,0.0324676552163184
ACH-000045,0.10116091391999464
ACH-000047,-0.11830593435873435
ACH-000052,-0.06480628100481359
ACH-000053,0.17214087837036302
ACH-000054,-0.004852008096467163
ACH-000055,0.07551948574540338
ACH-000060,0.030380202635929842
ACH-000067,-0.38563615788788336
ACH-000070,0.1963472346526952
ACH-000075,-0.015028597353931488
ACH-000078,0.061708932483887265
ACH-000082,0.03337664610033038
ACH-000085,-0.14223195066360858
ACH-000086,-0.1859155139985639
ACH-000087,0.16071085442214122
ACH-000092,0.06747196405219222
ACH-000095,0.028348999117058644
ACH-000097,-0.03716234969830719
ACH-000098,-0.1102452806112356
ACH-000099,0.049012878367110164
ACH-000108,-0.08285591379015828
ACH-000113,0.012515536693009626
ACH-000116,-0.05060776998143012
ACH-000118,-0.10072702697614133
ACH-000120,-0.04566029917567991
ACH-000123,-0.11155964632218963
ACH-000127,-0.0996828781598234
ACH-000128,-0.14856406634660968
ACH-000132,-0.14853453850954154
ACH-000133,-0.10305192294978367
ACH-000137,0.010231944140473128
ACH-000138,-0.0743981692821714
ACH-000142,-0.03768301916303195
ACH-000143,0.1130833777585239
ACH-000146,0.039071919242951565
ACH-000148,-0.005218038989709478
ACH-000150,0.06141275173891834
ACH-000152,-0.10059347534596233
ACH-000153,0.07741194082973099
ACH-000159,0.0015966181165937802
ACH-000160,-0.012301006083054178
ACH-000163,-0.007874521965805377
ACH-000167,-0.127498435662055
ACH-000168,0.01961461812552654
ACH-000169,-0.142660220053136
ACH-000178,-0.1390027871091579
ACH-000183,0.03441845634293232
ACH-000188,-0.2434860619752874
ACH-000189,0.07488567896378273
ACH-000190,-0.16087564277196698
ACH-000198,0.0626013828904569
ACH-000203,0.1500213766209245
ACH-000204,-0.2038251144410712
ACH-000206,0.1082727123144181
ACH-000207,0.07088712703457771
ACH-000208,-0.06462827043175404
ACH-000210,-0.03180740699520058
ACH-000211,-0.0622592594309934
ACH-000215,-0.11938394829269952
ACH-000221,-0.025850141153087668
ACH-000222,-0.06267054974296245
ACH-000223,-0.18317262372727872
ACH-000226,0.06552791267198968
ACH-000227,0.03970444432366597
ACH-000228,-0.2216078179197561
ACH-000231,-0.0745762189604443
ACH-000232,0.005433272064562808
ACH-000233,0.20516371496760494
ACH-000234,0.00031229542764055294
ACH-000235,-0.12622721065556533
ACH-000237,-0.193467954770092
ACH-000238,-0.02688983356471116
ACH-000242,0.09194803420543214
ACH-000243,-0.11471167260856352
ACH-000244,0.1764024191876619
ACH-000246,0.0278670192279458
ACH-000248,-0.11259221686987746
ACH-000250,-0.10974667740366836
ACH-000251,0.04908429843141469
ACH-000252,-0.047978611277743805
ACH-000253,0.04106199208655301
ACH-000255,0.023498289049467883
ACH-000256,-0.1417419241672427
ACH-000257,-0.0790159009794625
ACH-000258,0.242217492136796
ACH-000259,-0.060768771746719165
ACH-000260,-0.13899017461633986
ACH-000261,-0.13878764745546887
