,SNRPD3 (6634)
ACH-000004,-1.0063479621753746
ACH-000005,-1.066044947483263
ACH-000007,-0.766373125744722
ACH-000009,-0.8096173098812559
ACH-000011,-0.8556223451968941
ACH-000012,-0.8884738373906146
ACH-000013,-0.8747384762826464
ACH-000014,-0.9859137249361408
ACH-000015,-1.0188017302843335
ACH-000017,-0.7532987035100891
ACH-000018,-0.5043645432070171
ACH-000019,-1.1996562578825376
ACH-000021,-0.8742554113132539
ACH-000022,-0.8812979344555922
ACH-000025,-1.057538981081041
ACH-000028,-0.9940464912673748
ACH-000030,-0.9911974549437438
ACH-000035,-0.6855578261606662
ACH-000036,-0.8706895803020219
ACH-000037,-1.0895203916166318
ACH-000039,-0.9288081488750096
ACH-000040,-0.7469638592462892
ACH-000041,-1.002197899466116
ACH-000042,-0.5805258438238139
ACH-000045,-0.9541351133486377
ACH-000047,-1.024152701609732
ACH-000052,-0.9947023292245784
ACH-000053,-0.9056527927846127
ACH-000054,-0.7175462322534147
ACH-000055,-0.9021328909005945
ACH-000060,-0.8104414870828439
ACH-000067,-0.7963763686627967
ACH-000070,-0.9449298538430174
ACH-000075,-0.8713681830804342
ACH-000078,-0.7360574341541783
ACH-000082,-0.8946896592094206
ACH-000085,-1.041464377358076
ACH-000086,-0.7579544345585172
ACH-000087,-1.1106570607209407
ACH-000092,-0.8703699438832079
ACH-000095,-0.9407606436621588
ACH-000097,-0.7427693866552189
ACH-000098,-0.9183591387568104
ACH-000099,-0.8056116514792702
ACH-000108,-0.8871960831073757
ACH-000113,-0.8590600461539782
ACH-000116,-0.8496380753616709
ACH-000118,-0.8507369165428676
ACH-000120,-0.8685027487136597
ACH-000123,-0.9106893122189528
ACH-000127,-0.7429805250634143
ACH-000128,-0.8968632360747977
ACH-000132,-0.7316817675776918
ACH-000133,-0.8789915290185224
ACH-000137,-0.7772335403128303
ACH-000138,-0.8878642026060616
ACH-000142,-0.6618119224788211
ACH-000143,-0.8429177069912397
ACH-000146,-0.9371836441319592
ACH-000148,-0.816724128551783
ACH-000150,-0.9729722861292001
ACH-000152,-0.6286499281401956
ACH-000153,-0.7042704021204964
ACH-000159,-0.7477597567505142
ACH-000160,-0.7166504992930912
ACH-000163,-0.7383417461843232
ACH-000167,-1.1652455047327783
ACH-000168,-1.0568347536169092
ACH-000169,-0.9263480779863658
ACH-000178,-0.7202181601950773
ACH-000183,-0.8587630345328564
ACH-000188,-0.7583383874449566
ACH-000189,-0.63804536398834
ACH-000190,-0.57216712129769
ACH-000198,-0.9113565074857992
ACH-000203,-0.023716939787403545
ACH-000204,-0.91151147792638
ACH-000206,-1.08771866006261
ACH-000207,-1.119529996461121
ACH-000208,-1.2683794730246456
ACH-000210,-0.8945461804693744
ACH-000211,-0.6583202606658273
ACH-000215,-0.7786107072637737
ACH-000221,-1.070238526582031
ACH-000222,-0.8448241385897617
ACH-000223,-0.7486733378676858
ACH-000226,-1.0022789694521057
ACH-000227,-0.9025654095356728
ACH-000228,-0.7894662618421547
ACH-000231,-0.9643640608518524
ACH-000232,-0.8902690092192008
ACH-000233,-0.8219230598667873
ACH-000234,-0.8046043905483631
ACH-000235,-0.7785825052715412
ACH-000237,-0.8316846642982068
ACH-000238,-0.8782203009433799
ACH-000242,-0.5977285832103582
ACH-000243,-0.8732008068645001
ACH-000244,-0.8129630657850669
ACH-000246,-0.8579570843874305
ACH-000248,-0.7045404936361767
ACH-000250,-0.8953395852624607
ACH-000251,-0.7832836559248005
ACH-000252,-0.8926705874517372
ACH-000253,-0.9539925367382941
ACH-000255,-0.7784107968046514
ACH-000256,-0.8543828289561568
ACH-000257,-0.7710218489747194
ACH-000258,-1.1460830173181709
ACH-000259,-0.8515170434232108
ACH-000260,-1.0580338111802514
ACH-000261,-1.1086057018919222
ACH-000262,-0.8213499023915357
ACH-000263,-1.242786901122678
ACH-000264,-0.942986409216524
ACH-000265,-0.8737039634112576
ACH-000266,-0.7602683240572415
ACH-000272,-1.002292802398877
ACH-000274,-0.8880041018926657
ACH-000277,-1.0143426356337728
ACH-000278,-1.202051181706905
ACH-000279,-0.570318345880761
ACH-000280,-0.95720919530606
ACH-000281,-0.7796147678051334
ACH-000288,-0.6994321773044023
ACH-000291,-1.016637563085523
ACH-000293,-0.9818473534021268
ACH-000294,-1.0108274197662004
ACH-000295,-0.8453553394271444
ACH-000296,-0.9735399526129856
ACH-000302,-0.9056467061679334
ACH-000304,-0.9064640675742826
ACH-000307,-0.8478229365757057
ACH-000308,-0.8591870861739528
ACH-000310,-0.8798634692547151
ACH-000311,-0.905184162926
ACH-000312,-0.9555057907548741
ACH-000315,-0.7340576628008677
ACH-000316,-0.9458791525188904
ACH-000317,-1.0467195130537992
ACH-000318,-0.8138684676535684
ACH-000319,-0.6552168634169303
ACH-000320,-0.6411878110756045
ACH-000322,-0.9873214431786312
ACH-000323,-0.9491257932361432
ACH-000324,-0.8219845239274531
ACH-000329,-0.8698383508316018
ACH-000330,-0.9605837904494948
ACH-000331,-0.9851758100118734
ACH-000332,-0.8571344718050202
ACH-000334,-1.2170299646620055
ACH-000335,-0.7890925644248616
ACH-000336,-0.7628134549002881
ACH-000337,-1.0413295351655742
ACH-000338,-1.013288563130669
ACH-000339,-0.7625249966156488
ACH-000341,-0.9876697921766584
ACH-000348,-1.024112083435304
ACH-000350,-0.929887147010376
ACH-000352,-0.879832157596306
ACH-000356,-0.9026913464636268
