,ENKD1 (84080)
ACH-000211,-0.3148636056154961
ACH-000215,-0.2482780644188949
ACH-000221,-0.41050427984290144
ACH-000222,-0.06767034951177307
ACH-000223,-0.08903154578925848
ACH-000226,-0.3051543649407478
ACH-000227,-0.21344065156013292
ACH-000228,-0.20164891200212534
ACH-000231,-0.37757317253514655
ACH-000232,-0.3682548070421991
ACH-000233,-0.2143473823242756
ACH-000234,-0.08356505552663497
ACH-000235,-0.3267032392319885
ACH-000237,-0.2858988285142049
ACH-000238,-0.2707147228073987
ACH-000242,-0.44878464383008776
ACH-000243,-0.22245759620375952
ACH-000244,-0.2264580392070417
ACH-000246,-0.3328557382687859
ACH-000248,-0.2896212471496876
ACH-000250,-0.17821414540341116
ACH-000251,-0.25948907695504714
ACH-000252,-0.3168649298661538
ACH-000253,-0.13019660482748818
ACH-000255,-0.32328232127639445
ACH-000256,-0.1380935118489687
ACH-000257,-0.3027508670087772
ACH-000258,-0.09359776659970193
ACH-000259,-0.2388525102858579
ACH-000260,-0.4276229226487435
ACH-000261,-0.3606476699932997
ACH-000262,-0.3615918740081421
ACH-000263,-0.28704272075755816
ACH-000264,-0.2305528977860731
ACH-000265,-0.16474273353434807
ACH-000266,-0.24096284618546174
ACH-000272,-0.2066298124016642
ACH-000274,-0.1296319374813996
ACH-000277,-0.2515614898978782
ACH-000278,-0.19138153632264585
ACH-000279,-0.22338894114116475
ACH-000280,-0.22009254042449955
ACH-000281,-0.3735630323106111
ACH-000288,-0.4270237563540741
ACH-000291,-0.16947443083348196
ACH-000293,-0.29078030054350745
ACH-000294,-0.35704878895839204
ACH-000295,-0.22115963976046527
ACH-000296,-0.2316147888260649
ACH-000302,-0.21776753739821855
ACH-000304,-0.5989133432392361
ACH-000307,-0.3368200512941754
ACH-000308,-0.1943389508364794
ACH-000310,-0.2727993873648909
ACH-000311,-0.3001244185364538
ACH-000312,-0.2826807393414319
ACH-000315,-0.09837946245235384
ACH-000316,-0.24341388871316455
ACH-000317,-0.2277564288916413
ACH-000318,-0.05041260022559185
ACH-000319,-0.3116556051588725
ACH-000320,-0.2517108332338028
ACH-000322,-0.35338945431553576
ACH-000323,-0.17176060573948765
ACH-000324,-0.19582917509365866
ACH-000329,-0.2844737795836064
ACH-000330,-0.21850685334723136
ACH-000331,-0.2300575679384979
ACH-000332,-0.17670389933264566
ACH-000334,-0.2452899170656611
ACH-000335,-0.2050435556455014
ACH-000336,0.10015845857609333
ACH-000337,-0.3362413068692601
ACH-000338,-0.6785022569424912
ACH-000339,-0.2317040573484281
ACH-000341,-0.30562918072029793
ACH-000348,-0.27321981522251165
ACH-000350,-0.37008182959050334
ACH-000352,-0.2245781983598504
ACH-000356,-0.2027597290466648
ACH-000361,-0.5021368818311286
ACH-000362,-0.3397172603987545
ACH-000363,-0.08086227868589366
ACH-000364,-0.19721106692153365
ACH-000365,-0.3337593853203601
ACH-000366,-0.380525008564236
ACH-000368,-0.3456158232700392
ACH-000374,-0.1979460148519071
ACH-000375,-0.08510544735505421
ACH-000376,-0.3267708395415587
ACH-000381,-0.25335567835076434
ACH-000383,-0.1900232906193618
ACH-000387,-0.33917594147704605
ACH-000389,-0.09314340903246396
ACH-000390,-0.14860863330520308
ACH-000393,-0.2671375074719561
ACH-000395,-0.251401369721375
ACH-000396,-0.12017564332195525
ACH-000397,-0.3494151852683798
ACH-000401,-0.15539980922425273
ACH-000402,-0.2969861706173901
ACH-000403,-0.2743405394087367
ACH-000404,0.14306709669683326
ACH-000406,-0.2441497238090196
ACH-000407,-0.3171208359551443
ACH-000408,-0.35637324358932665
ACH-000410,-0.18564631227439912
ACH-000411,-0.2139011648346042
ACH-000414,-0.1138666544800626
ACH-000415,-0.1527618157065675
ACH-000416,-0.3797621470601407
ACH-000420,-0.2659111231175833
ACH-000421,-0.2545130397524996
ACH-000424,0.004521454919932114
ACH-000425,-0.07231211720967387
ACH-000426,-0.2060888622899908
ACH-000427,-0.24873283468413754
ACH-000433,-0.18360364627725825
ACH-000435,-0.5357886818239405
ACH-000436,-0.2716611487748266
ACH-000444,-0.2820816273833128
ACH-000445,-0.16635003936909598
ACH-000448,-0.27484995322023503
ACH-000450,-0.630545091847348
ACH-000452,-0.1580410447349401
ACH-000454,-0.33025771032310475
ACH-000458,-0.27958263842744296
ACH-000459,-0.21446161081208368
ACH-000460,-0.1911235444317972
ACH-000461,-0.2346236119761421
ACH-000463,-0.2890160461007156
ACH-000464,-0.3210442811384164
ACH-000466,-0.3908160046439074
ACH-000467,-0.292462532669424
ACH-000468,-0.3548349460892012
ACH-000469,-0.3312154611968041
ACH-000470,-0.18048312104218645
ACH-000471,-0.30759745553938883
ACH-000472,-0.22201111679849014
ACH-000473,-0.19761192090724372
ACH-000475,-0.4032910206198859
ACH-000476,-0.16656324597145242
ACH-000477,-0.428413285191319
ACH-000479,-0.19264779828291065
ACH-000480,-0.2399748000763293
ACH-000481,-0.304579756984042
ACH-000483,-0.2315560260289063
ACH-000484,-0.22474397912521804
ACH-000485,-0.32513748040097473
ACH-000486,-0.15680261966022613
ACH-000487,-0.21802401289972756
ACH-000488,-0.18677599465101385
ACH-000490,-0.1590290480657065
ACH-000491,-0.26336106646247803
ACH-000495,-0.39705450938992304
ACH-000496,-0.4084758661598184
ACH-000499,-0.26537282299520104
ACH-000500,0.012614537499516805
ACH-000502,-0.36031218751940464
ACH-000503,0.2417871718072961
ACH-000505,-0.3744678568317709
ACH-000507,-0.11318124577435025
ACH-000510,-0.151595633651342
ACH-000511,-0.4072310391231781
ACH-000512,-0.09776129952407864
ACH-000516,-0.2010902532154656
ACH-000517,-0.2546364902003564
ACH-000518,-0.2701652619221271
ACH-000520,-0.23577955234724285
ACH-000521,-0.17999731156405727
ACH-000522,-0.3648925881088615
ACH-000524,-0.2279235731431845
ACH-000527,-0.09582392458439637
ACH-000528,-0.3835821894256056
ACH-000537,-0.2810231294195508
ACH-000541,-0.4258830623481996
ACH-000542,-0.2277747031671844
ACH-000544,-0.2033521455693549
ACH-000545,-0.2424352703350663
ACH-000547,-0.28846994346164995
ACH-000548,-0.2677416788841404
ACH-000549,-0.2730995689997851
ACH-000550,-0.41754425323582106
ACH-000552,-0.2703021749436549
ACH-000556,-0.2928441072513579
ACH-000557,-0.285139547179274
ACH-000569,-0.07119031455410223
ACH-000570,-0.2894199359299781
ACH-000571,-0.2806088473243721
ACH-000573,-0.2570999581515686
ACH-000576,-0.3390323671527811
ACH-000579,-0.01922925197981687
ACH-000580,-0.21027107954831972
ACH-000584,-0.3455213884072336
ACH-000585,-0.225467091728927
ACH-000588,0.020237954173751488
ACH-000589,-0.2271426502056432
ACH-000591,-0.3915750523297336
ACH-000593,-0.2658323287941345
ACH-000600,-0.2286281668715483
ACH-000601,-0.3382973582170304
ACH-000605,-0.15856734798760147
ACH-000606,-0.20338870146997004
ACH-000608,-0.24679142052209946
ACH-000614,-0.174038319682513
ACH-000616,-0.44666670946777615
ACH-000618,-0.1822422632687352
ACH-000619,-0.22201764609609384
ACH-000620,-0.2545074812510882
ACH-000621,-0.25449533864707025
ACH-000622,-0.1827682865274784
ACH-000623,-0.29377058079318913
ACH-000624,-0.3329418890352062
ACH-000627,-0.10049112374479127
ACH-000630,-0.20565969675374032
ACH-000631,-0.24344550816237645
ACH-000632,-0.28220518024930025
ACH-000633,-0.13020063742093302
ACH-000637,-0.21823691264884248
ACH-000638,-0.2657460621215875
ACH-000646,-0.31526853348141026
ACH-000647,-0.2285180197514075
ACH-000648,-0.0927559564593811
ACH-000649,-0.2817415025090118
ACH-000651,-0.4812335342433828
ACH-000652,-0.2374075884045243
ACH-000653,-0.2430460544755357
ACH-000657,-0.2536933671208101
ACH-000658,-0.44254097939503545
ACH-000661,-0.1714081122024632
ACH-000662,0.16639589816193742
ACH-000663,-0.2123299762737964
ACH-000665,-0.23254809985564304
ACH-000671,-0.3258596631621145
ACH-000672,-0.2968905615003965
ACH-000673,-0.19875940535527611
ACH-000676,-0.18074707512320926
ACH-000677,-0.25061456517792297
ACH-000681,-0.18073474894800026
ACH-000683,-0.2707936302375502
ACH-000684,-0.15974630728708394
ACH-000688,-0.287935905299339
ACH-000693,-0.3333831605592636
ACH-000694,-0.2161933407492801
ACH-000695,-0.11979899629502005
ACH-000696,-0.2404622396647824
ACH-000697,-0.03944852461796438
ACH-000699,-0.1924104769169669
ACH-000701,-0.12512215825196316
ACH-000706,-0.20215102186960945
ACH-000711,-0.2516498424567992
ACH-000713,-0.2169959887465621
ACH-000714,-0.31838930977723706
ACH-000718,-0.12686566944825822
ACH-000720,-0.24266455076456805
ACH-000721,-0.2703930506119209
ACH-000724,-0.5055587303468188
ACH-000725,-0.20675447086603785
ACH-000732,-0.02490532601268119
ACH-000734,-0.11508430579684162
ACH-000735,-0.2302385681520172
ACH-000736,-0.17813571774904752
ACH-000738,-0.2745103948724004
ACH-000746,-0.3412628675045326
ACH-000747,-0.4886646038848416
ACH-000748,-0.2052173173800414
ACH-000753,-0.2719010259959081
ACH-000756,-0.2233569487646039
ACH-000757,-0.14070705316914972
ACH-000758,-0.30806372673873106
ACH-000760,-0.2687455473057838
ACH-000762,-0.5385705903707383
ACH-000763,-0.17724565110522944
ACH-000764,-0.3541238881989332
ACH-000765,-0.1399349189887679
ACH-000766,-0.2813921836224993
ACH-000767,-0.3422956991319174
ACH-000768,-0.35225904265873165
ACH-000769,-0.26995696506447336
ACH-000770,-0.3376467994108253
ACH-000771,-0.1405976268451326
ACH-000773,-0.29762695146651863
ACH-000776,-0.24195313104217225
ACH-000777,-0.1541419503006244
ACH-000778,-0.1886709086962913
ACH-000781,-0.2045201423092844
ACH-000782,-0.1147017227061942
ACH-000783,-0.2779661611937302
ACH-000784,-0.3228831257582006
ACH-000785,-0.3293758189112372
ACH-000787,-0.26902432826795625
ACH-000788,-0.21028455132747675
ACH-000791,-0.23615576938963004
ACH-000792,-0.22699458595207475
ACH-000794,-0.18202727203224245
ACH-000796,-0.17850083540348066
ACH-000798,-0.5689960562415272
ACH-000799,-0.18356330472288732
ACH-000800,-0.1674507869347002
ACH-000802,-0.4190332122411738
ACH-000804,-0.4171412388358088
ACH-000805,-0.19150294519643526
ACH-000809,-0.22210474881062195
ACH-000810,-0.6522494456107356
ACH-000811,-0.10069228605342098
ACH-000817,-0.17923565677059894
ACH-000819,-0.2250577016866481
ACH-000820,-0.3583624389013831
ACH-000821,-0.003432106479597816
ACH-000822,-0.19263995850283688
ACH-000823,-0.09580726319129726
ACH-000824,-0.349697064490815
ACH-000827,-0.25291091719195163
ACH-000829,-0.16452540340824187
ACH-000831,-0.3666050673219778
ACH-000832,-0.15686733593204175
ACH-000833,-0.26021771683261896
ACH-000834,-0.3862408632067368
ACH-000835,-0.061128333990782026
ACH-000836,-0.3304714064625396
ACH-000837,-0.2052030470616384
ACH-000838,-0.3454894721186069
ACH-000839,-0.09962589100396296
ACH-000840,-0.21598550271751374
ACH-000841,-0.2382785896978311
ACH-000843,-0.19110091151566733
ACH-000846,-0.21651465769369355
ACH-000847,-0.21566258611367975
ACH-000848,-0.16671551176803348
ACH-000849,-0.2769897892855297
ACH-000851,-0.27840530770742106
ACH-000855,-0.2965176910115345
ACH-000856,-0.15886197486571274
ACH-000858,-0.12763516485595766
ACH-000859,-0.08240161573266584
ACH-000861,-0.3063587792775265
ACH-000862,-0.2277184594046639
ACH-000865,-0.3498742869084121
ACH-000866,-0.13868664199888164
ACH-000867,-0.18903030014764305
ACH-000869,-0.2387970809513975
ACH-000872,-0.1960923158460532
ACH-000873,-0.3290184091279062
ACH-000876,-0.2937058982533695
ACH-000878,-0.3452173851865179
ACH-000880,-0.3644720798935629
ACH-000881,-0.2841950321781991
ACH-000882,-0.18062801034431394
ACH-000884,-0.18767798080179804
ACH-000885,-0.3375935377681005
ACH-000887,-0.2002470061922687
ACH-000889,-0.30572189829112617
ACH-000896,-0.2836352522396271
ACH-000898,-0.12602860316888387
ACH-000900,-0.1720442150983971
ACH-000901,-0.35359483330049674
ACH-000905,-0.21880046970967384
ACH-000906,-0.3308045802018578
ACH-000907,-0.3053321048282886
ACH-000910,-0.2632234257993921
ACH-000911,-0.3911572614560876
ACH-000912,-0.263424590970993
ACH-000913,-0.1851165847639878
ACH-000915,-0.4063362062895101
ACH-000916,-0.6153748671456944
ACH-000917,-0.15668841375045225
ACH-000920,-0.5423367365840595
ACH-000921,-0.042172149613647264
ACH-000924,-0.18390610064036408
ACH-000926,-0.34968341463052605
ACH-000928,-0.39566992116165217
ACH-000929,-0.2765058260484741
ACH-000932,-0.26870365051253825
ACH-000935,-0.24664203100157225
ACH-000936,-0.044202605348581635
ACH-000937,-0.2097471366982432
ACH-000938,-0.3290527458374117
ACH-000939,-0.3844356630200248
ACH-000941,-0.30028148773910823
ACH-000943,-0.18981919389685065
ACH-000946,-0.2527124288358017
ACH-000947,-0.13008406427587588
ACH-000948,-0.23279424905840046
ACH-000950,-0.20649262981559927
ACH-000953,-0.2579255999306826
ACH-000954,-0.4123135467588203
ACH-000957,-0.04817185570127596
ACH-000958,-0.12782663777635714
ACH-000960,-0.2694078625250661
ACH-000963,-0.2428618963455417
ACH-000968,-0.2525105678669337
ACH-000969,-0.2612317987470156
ACH-000972,-0.2530031716207669
ACH-000973,-0.2198964991314906
ACH-000974,-0.15430430400030778
ACH-000978,-0.4347181017328642
ACH-000984,-0.3055790415553446
ACH-000986,-0.3151217664157845
ACH-000988,-0.2640887920736203
ACH-000993,-0.28975270784485235
ACH-000994,-0.4151329339226359
ACH-000996,-0.3615247837951279
ACH-001001,-0.2424981509653757
ACH-001020,-0.3477778541169335
ACH-001028,-0.22311055921508266
ACH-001031,-0.2477627318679918
ACH-001038,-0.12894265654873527
ACH-001048,-0.16022585049233992
ACH-001050,-0.38603150088994304
ACH-001053,-0.2655222341697968
ACH-001054,-0.22082215836017827
ACH-001061,-0.2356725196412571
ACH-001067,-0.2305077297022393
ACH-001075,-0.5140605859202892
ACH-001096,-0.4771535131207081
ACH-001111,-0.3605471396036074
ACH-001119,-0.2474251119242573
ACH-001128,-0.20509746900953696
ACH-001134,-0.2203412884549004
ACH-001151,-0.2935852784810525
ACH-001163,-0.25538999385753697
ACH-001164,0.1793476807017414
ACH-001183,-0.3179468437182318
ACH-001192,-0.2264686871823157
ACH-001193,-0.2728563948525521
ACH-001196,0.048648537458419634
ACH-001197,-0.4138023379810612
ACH-001205,-0.5569370824687215
ACH-001211,-0.1599751488118679
ACH-001212,-0.27484586890664897
ACH-001228,-0.24194751513150425
ACH-001232,-0.2667929676953883
ACH-001239,-0.3032392106779637
ACH-001270,-0.3644258313746705
ACH-001274,-0.20384543427840016
ACH-001275,-0.14650912109508274
ACH-001277,-0.2475552789275171
ACH-001278,-0.09073832798886644
ACH-001280,-0.16157263043238712
ACH-001283,0.009751282613581724
ACH-001289,-0.22470270694541275
ACH-001300,-0.2039671665186198
ACH-001301,-0.17693759076190846
ACH-001302,-0.20826150885788594
ACH-001306,-0.32684758635184274
ACH-001318,-0.22737284068550875
ACH-001322,-0.3664966381936668
ACH-001328,-0.20112720986347307
ACH-001332,-0.21107944217844335
ACH-001336,-0.20011835455766905
ACH-001346,-0.2472460124546455
ACH-001353,-0.3308361607802494
ACH-001354,-0.11042638019620184
ACH-001367,-0.21345606644828574
ACH-001368,-0.35977301176593585
ACH-001374,0.04359721963861248
ACH-001377,-0.07633468611431778
ACH-001380,-0.2252222794551848
ACH-001391,-0.1935559419971161
ACH-001408,-0.2988174850816254
ACH-001430,0.060717941525431036
ACH-001431,-0.31248678564631976
ACH-001450,-0.17349976011216778
ACH-001496,-0.33705919731429057
ACH-001500,-0.2144390043471461
ACH-001523,-0.18908307711958386
ACH-001532,-0.3000998691564222
ACH-001550,-0.1754401908037001
ACH-001552,-0.3435078504580907
ACH-001554,-0.21012208545422648
ACH-001654,-0.29266333673511435
ACH-001735,-0.21739009777482132
ACH-001736,-0.2082544908979924
ACH-001737,-0.6861125161973683
ACH-001740,-0.3134222003664329
ACH-001745,-0.3379372197265017
ACH-001765,-0.16366406010224285
