,PDS5B (23047)
ACH-000004,0.1529481569698451
ACH-000005,-0.15921696391463058
ACH-000007,-0.2723580738202481
ACH-000009,0.12522702964718807
ACH-000011,-0.4931297580222752
ACH-000012,0.0461770852357062
ACH-000013,-0.2270488349468517
ACH-000014,-0.2324304255313095
ACH-000015,-0.1700979354898914
ACH-000017,0.09095851983199794
ACH-000018,-0.2634483433881517
ACH-000019,-0.1645706000292663
ACH-000021,-0.07880342134179184
ACH-000022,0.2061827511913136
ACH-000025,-0.353180925500823
ACH-000028,-0.21120317265140584
ACH-000030,-0.014366905925240456
ACH-000035,-0.1517990693664709
ACH-000036,0.008750071849156656
ACH-000037,-0.1817018847102076
ACH-000039,0.07923515966192925
ACH-000040,0.027793139031621648
ACH-000041,0.19339316025094164
ACH-000042,0.011519587731940548
ACH-000045,-0.027903568155345
ACH-000047,-0.07985777476157271
ACH-000052,0.024886212328770533
ACH-000053,0.3355142348606717
ACH-000054,-0.05745251564636013
ACH-000055,0.06314171027713614
ACH-000060,-0.2306030224171805
ACH-000067,-0.4478612486701285
ACH-000070,0.07890800081412924
ACH-000075,0.12901627982742458
ACH-000078,-0.2120145867111624
ACH-000082,-0.143661406835055
ACH-000085,-0.0913170603157198
ACH-000086,-0.17496478871784635
ACH-000087,-0.1395833277250562
ACH-000092,-0.2435677681100773
ACH-000095,-0.0298718171344699
ACH-000097,-0.13602111371255016
ACH-000098,-0.2675243026141128
ACH-000099,-0.07269292112332403
ACH-000108,0.12091868513550827
ACH-000113,-0.07493193898003736
ACH-000116,-0.32495580202284785
ACH-000118,-0.3747786681962668
ACH-000120,0.1003880890037702
ACH-000123,-0.2537655401414514
ACH-000127,-0.04104203518841154
ACH-000128,-0.32276126662127164
ACH-000132,-0.5310200444800575
ACH-000133,-0.13708498388820076
ACH-000137,-0.2804021260347514
ACH-000138,0.18223910663461804
ACH-000142,-0.18788342165596766
ACH-000143,0.13718372748591526
ACH-000146,0.14955259219966502
ACH-000148,-0.0795360114231265
ACH-000150,-0.3919142155582124
ACH-000152,-0.050981544620951495
ACH-000153,0.04533443396950192
ACH-000159,-0.06567118273046664
ACH-000160,0.2196667724433509
ACH-000163,0.30595121588675084
ACH-000167,0.6873947513703131
ACH-000168,-0.24679556372520944
ACH-000169,0.012567231340771595
ACH-000178,-0.0906797471483039
ACH-000183,-0.3626069093049043
ACH-000188,-0.26732921795988795
ACH-000189,-0.03422007118951139
ACH-000190,0.1474143638390085
ACH-000198,0.0713416350047067
ACH-000203,-0.3116727470879493
ACH-000204,-0.11836565955614872
ACH-000206,-0.13524462709033627
ACH-000207,-0.18375968658925101
ACH-000208,-0.2147852761923194
ACH-000210,-0.4770902307105761
ACH-000211,-0.12492997032080007
ACH-000215,-0.017471250029857156
ACH-000221,0.07373239523975891
ACH-000222,0.014187948989106216
ACH-000223,-0.09031103518189636
ACH-000226,-0.017705024464622212
ACH-000227,0.053520581291763326
ACH-000228,-0.2657494557432296
ACH-000231,-0.16101593064667785
ACH-000232,-0.2877667259013326
ACH-000233,-0.09541644051710553
ACH-000234,-0.1024463223560928
ACH-000235,-0.008095195448453437
ACH-000237,-0.20088947296433315
ACH-000238,-0.2284574651975339
ACH-000242,-0.08179362971222891
ACH-000243,0.16075707649467616
ACH-000244,0.11295993089796452
ACH-000246,-0.09016128005331052
ACH-000248,-0.08264181941850031
ACH-000250,0.062147849346616386
ACH-000251,-0.13659022496824774
ACH-000252,-0.04693115719442759
ACH-000253,-0.11844475494788545
ACH-000255,0.307263657979348
ACH-000256,-0.16513057822571325
ACH-000257,0.07285791522063285
ACH-000258,-0.0274304091033168
ACH-000259,0.20171998774412167
ACH-000260,0.2512559769570408
ACH-000261,-0.21603464360994398
ACH-000262,-0.30433453870880794
ACH-000263,-0.06291711851882181
ACH-000264,-0.16240128275223886
ACH-000265,-0.1415673535477452
ACH-000266,-0.17592420535906525
ACH-000272,-0.15668605803868682
ACH-000274,-0.14825347059121705
ACH-000277,0.16478001849756538
ACH-000278,-0.07292071954423658
ACH-000279,0.0776138339608793
ACH-000280,-0.0277929716654443
ACH-000281,-0.134466848969661
ACH-000288,-0.41488066161661785
ACH-000291,-0.08994766146262033
ACH-000293,-0.0007932042415785866
ACH-000294,0.050785747464096274
ACH-000295,-0.2833032152137637
ACH-000296,-0.1192489095522068
ACH-000302,-0.31227168635260993
ACH-000304,-0.1877502013145414
ACH-000307,0.08739900801029624
ACH-000308,-0.009081421401969145
ACH-000310,0.02345657997157971
ACH-000311,-0.05189482142549047
ACH-000312,0.16955090094439962
ACH-000315,0.17026346613685026
ACH-000316,-0.061763679106865324
ACH-000317,-0.017557592527396106
ACH-000318,-0.00859098938779563
ACH-000319,-0.14792164490756834
ACH-000320,-0.04645852998689259
ACH-000322,-0.09671677974811876
ACH-000323,-0.2901444553058069
ACH-000324,-0.18299023641931408
ACH-000329,0.005128057004352754
ACH-000330,-0.0760209703545024
ACH-000331,-0.24722736146879365
ACH-000332,0.2633781757008032
ACH-000334,-0.04278300206004529
ACH-000335,-0.3223638302201857
ACH-000336,-0.2804835334136572
ACH-000337,0.035504492566838144
ACH-000338,-0.48645186757165
ACH-000339,0.016320726899399767
ACH-000341,0.15134778875018498
ACH-000348,-0.012097810492925956
