,CCAR1 (55749)
ACH-000004,-0.8007628538440489
ACH-000005,-0.6399700981265931
ACH-000007,-0.7692542443728719
ACH-000009,-0.749804334506697
ACH-000011,-0.6517952029391135
ACH-000012,-0.7805311795746153
ACH-000013,-0.6788705874897467
ACH-000014,-0.5777170261271957
ACH-000015,-0.9281830494169956
ACH-000017,-0.8664788885802926
ACH-000018,-0.7448145464840551
ACH-000019,-0.056521540402959376
ACH-000021,-0.6571622895164763
ACH-000022,-0.4245900313721911
ACH-000025,-0.8031832722751246
ACH-000028,-0.33511024316733945
ACH-000030,-0.7870796673273781
ACH-000035,-0.933113281581032
ACH-000036,-0.3167699211114315
ACH-000037,-0.8613449385579363
ACH-000039,-0.7149269089994906
ACH-000040,-0.3841019973154507
ACH-000041,-0.5424113659161462
ACH-000042,-0.7624700661781999
ACH-000045,-0.5839715965567875
ACH-000047,-0.6943225815780711
ACH-000052,-0.5810781734240377
ACH-000053,-0.526159086496225
ACH-000054,-0.36064552948152623
ACH-000055,-0.7656970597253407
ACH-000060,-0.7016148915491066
ACH-000067,-1.1582794712065254
ACH-000070,-0.41424805031532
ACH-000075,-0.5992394191040408
ACH-000078,-0.6361985841090282
ACH-000082,-0.4950431733627472
ACH-000085,-0.7599477610297544
ACH-000086,-0.6335889411207022
ACH-000087,-0.5850070528896294
ACH-000092,-0.6736584327888355
ACH-000095,-0.3606681227868893
ACH-000097,-0.4678297823273293
ACH-000098,-0.6609932098447491
ACH-000099,-0.6904163267197215
ACH-000108,-0.5824521968209048
ACH-000113,-0.7235838790894872
ACH-000116,-0.7888729096894329
ACH-000118,-0.6025309085804986
ACH-000120,-0.17947146151026522
ACH-000123,-0.5157882822116301
ACH-000127,-0.7013121445038659
ACH-000128,-0.4376005318889934
ACH-000132,-0.7662572290363371
ACH-000133,-0.8374943836439761
ACH-000137,-0.6357636143638626
ACH-000138,-0.6778016355049304
ACH-000142,-0.7019008697281417
ACH-000143,-0.6894587062368921
ACH-000146,-0.5010896546483277
ACH-000148,-0.6141560840160484
ACH-000150,-0.6277511905602068
ACH-000152,-0.7075345030624827
ACH-000153,-0.4772145679154593
ACH-000159,-0.5176874190036085
ACH-000160,-0.3311302783273153
ACH-000163,-0.7001213509002531
ACH-000167,-0.3833358102313805
ACH-000168,-0.4119706504375081
ACH-000169,-0.31353994191857604
ACH-000178,-0.6387278806551651
ACH-000183,-0.4952156193173717
ACH-000188,-0.7726893805701092
ACH-000189,-0.6396315125811802
ACH-000190,-0.2966304929927856
ACH-000198,-0.6826096858337446
ACH-000203,-1.122511004802365
ACH-000204,-0.5534988830550237
ACH-000206,-0.6182414695915276
ACH-000207,-0.6854979241302656
ACH-000208,-0.6384470038206985
ACH-000210,-0.4059148117126177
ACH-000211,-0.6493474926177136
ACH-000215,-0.4342257730306012
ACH-000221,-1.015384757675939
ACH-000222,-0.4895576875842585
ACH-000223,-0.5257499397687494
ACH-000226,-0.5416280535869014
ACH-000227,-0.579505891127506
ACH-000228,-0.5566082914868815
ACH-000231,-0.6058920258270758
ACH-000232,-0.5444597874652878
ACH-000233,-0.7243623670696823
ACH-000234,-0.4268548118236797
ACH-000235,-0.7662302743754502
ACH-000237,-0.9312750026806372
ACH-000238,-0.8186500947774661
ACH-000242,-0.2830868233625567
ACH-000243,-0.6178308239336662
ACH-000244,-0.5110520157154663
ACH-000246,-0.4170868088336016
ACH-000248,-0.7499515299311412
ACH-000250,-0.6095713474459008
ACH-000251,-0.8626620559465134
ACH-000252,-0.5193450197300898
ACH-000253,-0.4610076157855672
ACH-000255,-0.8532301346562573
ACH-000256,-0.8584551144208249
ACH-000257,-0.6394165720363663
ACH-000258,-0.6253261862171189
ACH-000259,-0.9266859011337768
ACH-000260,-0.7482879727197227
ACH-000261,-0.5170012232544116
ACH-000262,-0.6392376530379557
ACH-000263,-0.8376105832350763
ACH-000264,-0.3270322642559509
ACH-000265,-0.7005195135847228
ACH-000266,-0.6463570223907791
ACH-000272,-0.6334533236237938
ACH-000274,-0.2918202629150202
ACH-000277,-0.17484015619484194
ACH-000278,-0.7028864022739986
ACH-000279,-0.8332855629813807
ACH-000280,-0.6494093009741865
ACH-000281,-0.8557287980690217
ACH-000288,-0.8048166730021107
ACH-000291,-0.6265981689210627
ACH-000293,-0.7268464459329376
ACH-000294,-0.5631017878485646
ACH-000295,-1.008017839379136
ACH-000296,-0.8300406001468494
ACH-000302,-0.6939307708230903
ACH-000304,-0.6053304033991653
ACH-000307,-0.9463383431931544
ACH-000308,-0.794170749157985
ACH-000310,-0.426918465700274
ACH-000311,-0.4246350428383556
ACH-000312,-0.21745287270175132
ACH-000315,-0.3836865550710377
ACH-000316,-0.8999246105485276
ACH-000317,-0.5649453554264356
ACH-000318,-0.8835131666649134
ACH-000319,-0.7378598937903655
ACH-000320,-0.3944561052300524
ACH-000322,-0.4705904615690031
ACH-000323,-0.5164476341143982
ACH-000324,-0.7109782628745627
ACH-000329,-0.5433549196039411
ACH-000330,-0.7023857251403314
ACH-000331,-0.8206236806088277
ACH-000332,-0.6288228729816456
ACH-000334,-0.5611195962671056
ACH-000335,-0.7072899250990784
ACH-000336,-0.6691851407628471
ACH-000337,-0.780534449909345
ACH-000338,-1.1011003872059295
ACH-000339,-0.8500598588273802
ACH-000341,-0.7937061492394675
ACH-000348,-0.669926551805854
ACH-000350,-0.5021433614337405
ACH-000352,-0.6579907349758242
ACH-000356,-0.6165861033121401
ACH-000361,-1.1051491220368783
ACH-000362,-0.55452614634429
ACH-000363,-0.4756416169899558
ACH-000364,-0.8809010526535597
ACH-000365,-0.4955729050816877
ACH-000366,-0.5853873730051576
ACH-000368,-0.663251606760996
ACH-000374,-0.9526342000949606
ACH-000375,-0.7921991961504194
ACH-000376,-0.299606062150282
ACH-000381,-0.5680158507288128
ACH-000383,-0.6559956679934799
ACH-000387,-0.6877146122490542
ACH-000389,-0.4797955375130616
ACH-000390,-0.6022094336157637
ACH-000393,-0.3698995785127236
ACH-000395,-0.6907857973178494
ACH-000396,-0.8380283438332743
ACH-000397,-0.9998945156855832
ACH-000401,-0.8703780471518114
ACH-000402,-0.4372509984584724
ACH-000403,-0.5188161784551077
ACH-000404,-0.2401911620957808
ACH-000406,-0.5687398775555638
ACH-000407,-0.6738728730277339
ACH-000408,-0.7803334355545147
ACH-000410,-0.5182248789490495
ACH-000411,-0.2632892070063858
ACH-000414,-0.6956087912407917
ACH-000415,-1.1069809966562292
ACH-000416,-0.7296589586699539
ACH-000420,-0.5379577390144911
ACH-000421,-0.807956931606535
ACH-000424,-0.5018873655138802
ACH-000425,-0.7590894488986907
ACH-000426,-0.5729672959731359
ACH-000427,-0.489890599798116
ACH-000433,-0.594264143757931
ACH-000435,-0.7655929010453816
ACH-000436,-0.7061049741316759
ACH-000444,-0.5780520121671969
ACH-000445,-1.1293695000242507
ACH-000448,-0.5666915624382896
ACH-000450,-0.6160305958243399
ACH-000452,-0.4954300205409763
ACH-000454,-0.8595549362956447
ACH-000458,-0.631544160669787
ACH-000459,-0.613129910431113
ACH-000460,-0.7675027737954634
ACH-000461,-0.6771484576099794
ACH-000463,-0.7598804533672018
ACH-000464,-0.4747149585196142
ACH-000466,-0.502966605260026
ACH-000467,-0.3456332047852527
ACH-000468,-0.7825823332984848
ACH-000469,-0.6523160020573914
ACH-000470,-0.8533532062697473
ACH-000471,-0.7598318027642421
ACH-000472,-0.6393699735294808
ACH-000473,-0.7070500977184759
ACH-000475,-0.4386990405048703
ACH-000476,-0.3200430378073668
ACH-000477,-0.27078075872212154
ACH-000479,-0.6298070697581298
ACH-000480,-0.7929174491291413
ACH-000481,-0.5628230425164954
ACH-000483,-0.6786639434577245
ACH-000484,-0.4552170292503645
ACH-000485,-0.3297528831351295
ACH-000486,-0.4861421248511358
ACH-000487,-0.5701230500316002
ACH-000488,-0.82787615383702
ACH-000490,-0.564524965719098
ACH-000491,-0.5241237782861334
ACH-000495,-0.3956096479655236
ACH-000496,-0.7173500377434106
ACH-000499,-0.7426215445974541
ACH-000500,-0.6850226428720215
