,CPO (130749)
ACH-000004,0.1592692489803092
ACH-000005,0.15091797821129713
ACH-000007,0.1336403701542072
ACH-000009,-0.01229308462640188
ACH-000011,0.1483854157848872
ACH-000012,0.08960033043382476
ACH-000013,0.07702039889230003
ACH-000014,-0.0041247023484199926
ACH-000015,0.06504066258661158
ACH-000017,0.10498707475952054
ACH-000018,0.09295857988063504
ACH-000019,0.12506660232356953
ACH-000021,0.004187502417183583
ACH-000022,0.1691936889817254
ACH-000025,0.16863129678544286
ACH-000028,-0.09700537606837363
ACH-000030,0.1283825213287271
ACH-000035,0.2618510786154164
ACH-000036,0.17465033588635995
ACH-000037,0.06133190177184745
ACH-000039,0.2423639644800979
ACH-000040,0.1902866771084747
ACH-000041,0.02707284128087724
ACH-000042,0.0902052532195917
ACH-000045,0.033250035317421316
ACH-000047,0.04286347139527116
ACH-000052,-0.01601878570345284
ACH-000053,0.0455348823665564
ACH-000054,0.006668813019170678
ACH-000055,0.10265516280405786
ACH-000060,0.1018160568810177
ACH-000067,0.13194115343173834
ACH-000070,0.06990434612175778
ACH-000075,-0.10352446188746753
ACH-000078,-0.04501025606894416
ACH-000082,0.037363251877528605
ACH-000085,-0.013050781900295
ACH-000086,0.1384157048420662
ACH-000087,0.10959745909347128
ACH-000092,0.07116823556503937
ACH-000095,0.05106604314905694
ACH-000097,0.09076180412016042
ACH-000098,-0.05080410237536534
ACH-000099,-0.0426562179004449
ACH-000108,-0.012852955867449887
ACH-000113,0.01971213589588816
ACH-000116,0.08222636712847785
ACH-000118,0.13235251281186008
ACH-000120,0.20251020391765995
ACH-000123,0.09049615140154656
ACH-000127,0.07122360139786026
ACH-000128,0.08628186405427482
ACH-000132,0.1377858119196238
ACH-000133,0.061731563801861664
ACH-000137,0.11099976306509712
ACH-000138,0.056302555199050974
ACH-000142,0.040456979228282265
ACH-000143,0.07681014456084746
ACH-000146,0.14009706543907482
ACH-000148,0.11056637823102293
ACH-000150,0.011525393253552773
ACH-000152,0.024852319276946408
ACH-000153,-0.06514491362051378
ACH-000159,0.04693174789880642
ACH-000160,0.02340861564970985
ACH-000163,0.047113282202262984
ACH-000167,0.06677878533879275
ACH-000168,0.07344685258715622
ACH-000169,0.023549629500744698
ACH-000178,0.07155576047053594
ACH-000183,0.06471446032289792
ACH-000188,0.1503748024660818
ACH-000189,0.1023141470143169
ACH-000190,0.0202784663962593
ACH-000198,0.1116643783067775
ACH-000203,-0.0950433309138244
ACH-000204,0.03933997592017017
ACH-000206,0.07301483194720279
ACH-000207,0.13787139477518925
ACH-000208,0.15144209561056818
ACH-000210,-0.09972919336251072
ACH-000211,0.004363710065020968
ACH-000215,0.03615557554830829
ACH-000221,0.13433004953363026
ACH-000222,0.1078351784943179
ACH-000223,-0.04505899118578032
ACH-000226,0.08246570370924379
ACH-000227,-0.07728510722151079
ACH-000228,0.005637499664729119
ACH-000231,0.0475144203959403
ACH-000232,0.04889623239802394
ACH-000233,0.07133485762960072
ACH-000234,0.00467021168541804
ACH-000235,0.013148947191746215
ACH-000237,0.13634106756125547
ACH-000238,0.11641702582640633
ACH-000242,0.13432099580074908
ACH-000243,0.07798599829742214
ACH-000244,0.05829740126004779
ACH-000246,0.02171791523871082
ACH-000248,0.04206712315089345
ACH-000250,0.05099236377046658
ACH-000251,0.05917457683347903
ACH-000252,0.04179678838326872
ACH-000253,0.10982278855874236
ACH-000255,0.0394312087090564
ACH-000256,0.09314697039082312
ACH-000257,0.09242170245486668
ACH-000258,0.07602506700201947
ACH-000259,0.033956354894851284
ACH-000260,0.02441569357650985
ACH-000261,0.11052862493607407
ACH-000262,0.10909141643732466
ACH-000263,0.10695883432550403
ACH-000264,0.10240242962247333
ACH-000265,0.03777237555323212
ACH-000266,0.05149474212488242
ACH-000272,-0.049367316396037315
ACH-000274,-0.007880431996853373
ACH-000277,0.005042286285358907
ACH-000278,0.1548859652087475
ACH-000279,0.0056856851397087136
ACH-000280,0.10312160046384422
ACH-000281,0.12342078033817168
ACH-000288,0.05252580223272831
ACH-000291,0.0652159463434636
ACH-000293,0.08895762739398004
ACH-000294,0.053428568205550114
ACH-000295,0.01079413655593025
ACH-000296,0.17960308866267702
ACH-000302,0.12243589809191448
ACH-000304,0.015619666593430113
ACH-000307,-0.0017884453566361363
ACH-000308,0.08027074984932027
ACH-000310,0.07206650647727847
ACH-000311,0.11489264336093312
ACH-000312,-0.002281875673079397
ACH-000315,0.04518371096612138
ACH-000316,0.10443529322802604
ACH-000317,0.10811553060804227
ACH-000318,0.05369765758436647
ACH-000319,0.10894637169794072
ACH-000320,-0.03914481948750765
ACH-000322,0.06758613295465984
ACH-000323,0.06589923768260253
ACH-000324,0.06309602124342464
ACH-000329,0.04119788231517597
ACH-000330,0.1341806266542521
ACH-000331,0.14255730892550827
ACH-000332,-0.0077975791729299904
ACH-000334,0.26882981958328245
ACH-000335,0.052855187392772014
ACH-000336,0.0856710572502652
ACH-000337,0.09834349875135028
ACH-000338,-0.12830260687442724
ACH-000339,0.04014289471819605
ACH-000341,0.10094122663873813
ACH-000348,0.10188694867479182
ACH-000350,0.03716484053051452
ACH-000352,0.041475489797854814
ACH-000356,0.08155812083140754
ACH-000361,-0.06533821197513541
ACH-000362,0.07147275132273324
ACH-000363,0.1847059797036062
ACH-000364,0.11923042328545685
ACH-000365,0.07812444194709815
ACH-000366,0.007086143625775186
ACH-000368,0.03966314096483552
