,MCCC1 (56922)
ACH-000004,-0.14357614476541364
ACH-000005,-0.16616468858129804
ACH-000007,-0.00726239787042018
ACH-000009,-0.0424727238324968
ACH-000011,-0.18142603042855213
ACH-000012,0.002054149305029557
ACH-000013,0.038618578028208235
ACH-000014,-0.0865764904440483
ACH-000015,0.04162934170539052
ACH-000017,-0.09755845765142863
ACH-000018,0.02129032176517634
ACH-000019,0.026623030195809763
ACH-000021,0.022617594664288688
ACH-000022,0.04601473634984251
ACH-000025,-0.014717866493650275
ACH-000028,0.10648401775758794
ACH-000030,-0.007195249458876824
ACH-000035,0.030638034501772923
ACH-000036,-0.07410156364845241
ACH-000037,-0.1085601530119794
ACH-000039,-0.06556776482065771
ACH-000040,-0.2089854496390596
ACH-000041,0.015280636873898848
ACH-000042,-0.006301654859336013
ACH-000045,0.032793222610261526
ACH-000047,-0.11437256203519745
ACH-000052,0.0036905691728136274
ACH-000053,0.0378999415597274
ACH-000054,-0.03774696810004363
ACH-000055,0.17433214970098612
ACH-000060,-0.04166327752518195
ACH-000067,0.02766014915575433
ACH-000070,0.01807408141078273
ACH-000075,-0.31325316677404325
ACH-000078,0.025694757147449603
ACH-000082,-0.07584519169463469
ACH-000085,0.29561657453706625
ACH-000086,0.07812391577826154
ACH-000087,-0.1051556056622986
ACH-000092,-0.1604727422936821
ACH-000095,-0.032744538046016285
ACH-000097,0.02310519782386417
ACH-000098,-0.05228965762315136
ACH-000099,-0.048260036477216516
ACH-000108,-0.09433678701662823
ACH-000113,0.022425930553695683
ACH-000116,-0.15111848650746032
ACH-000118,-0.011006199490065998
ACH-000120,0.08656183352603225
ACH-000123,-0.07783219911979908
ACH-000127,-0.008503362572524181
ACH-000128,-0.04305422474373409
ACH-000132,-0.033751104009833416
ACH-000133,0.02363455458794949
ACH-000137,-0.026544721175988998
ACH-000138,0.022086365576705264
ACH-000142,0.1518836783392217
ACH-000143,0.1445426731448715
ACH-000146,-0.06839141060432485
ACH-000148,0.07717688995050982
ACH-000150,0.010591374080058016
ACH-000152,-0.19160989433389214
ACH-000153,0.16925921753857626
ACH-000159,0.0028656791710796607
ACH-000160,-0.020755953437333132
ACH-000163,0.1251643655097589
ACH-000167,0.015434683267679028
ACH-000168,-0.03911436868018831
ACH-000169,0.04250514900567871
ACH-000178,0.049786684455473934
ACH-000183,0.07499124463246425
ACH-000188,0.12245927880662183
ACH-000189,0.13210951482355912
ACH-000190,-0.1952317742234088
ACH-000198,0.06882633126815971
ACH-000203,0.02754659212232169
ACH-000204,-0.10681540937022567
ACH-000206,-0.10039455465637986
ACH-000207,-0.09285046781373904
ACH-000208,-0.23013343502295935
ACH-000210,0.08741735360809054
ACH-000211,0.015555557176680057
ACH-000215,0.00043936266533476433
ACH-000221,0.14744474806851948
ACH-000222,0.06281972798028511
ACH-000223,-0.05590768175314281
ACH-000226,0.10907813891778652
ACH-000227,0.00399179239593926
ACH-000228,0.02205925742817618
ACH-000231,-0.053876364609635914
ACH-000232,-0.08037424673232796
ACH-000233,0.09222176268569172
ACH-000234,-0.054723883703133296
ACH-000235,-0.024920722376056317
ACH-000237,-0.04093948928620289
ACH-000238,-0.05561188083965533
ACH-000242,-0.06723108899306518
ACH-000243,-0.01546752132947607
ACH-000244,0.023972008156939485
ACH-000246,0.011526927936976229
ACH-000248,0.11709909202657187
ACH-000250,0.00012717550180090678
ACH-000251,-0.34154188690429904
ACH-000252,0.20998601049513266
ACH-000253,0.08550171845541707
ACH-000255,-0.07705089421622205
ACH-000256,-0.003044528044269525
ACH-000257,-0.05922413007874724
ACH-000258,0.13841691793704552
ACH-000259,-0.12284706792243184
ACH-000260,-0.08935402034306401
ACH-000261,0.03883837923360423
ACH-000262,0.06864519363391322
ACH-000263,-0.04625343871404463
ACH-000264,-0.03450764929939156
ACH-000265,0.05589762000017029
ACH-000266,-0.05781601627585086
ACH-000272,-0.007822275795066568
ACH-000274,-0.1325945827113
ACH-000277,0.09106019185810812
ACH-000278,-0.07335349609106576
ACH-000279,-0.12242403308311199
ACH-000280,0.019515221884453263
ACH-000281,0.13910142162626624
ACH-000288,-0.013287540017651669
ACH-000291,0.03148246937435945
ACH-000293,-0.14689926980808074
ACH-000294,0.073150550310081
ACH-000295,0.031108691954116193
ACH-000296,-0.2268225671652113
ACH-000302,0.030130235579992094
ACH-000304,0.012398260933948028
ACH-000307,0.08439726184800814
ACH-000308,0.012612665178153659
ACH-000310,-0.029924106317157688
ACH-000311,0.15057418573419826
ACH-000312,0.0252531942010012
ACH-000315,-0.02303159852009041
ACH-000316,-0.03298881198556897
ACH-000317,0.10015807826803197
ACH-000318,0.017308346338334942
ACH-000319,0.10027548845151872
ACH-000320,0.10735041317156396
ACH-000322,0.037197934639897116
ACH-000323,-0.048642594850021266
ACH-000324,-0.07441520666748197
ACH-000329,0.03971415119399973
ACH-000330,0.17597701432820215
ACH-000331,0.006706299230335078
ACH-000332,-0.010142359352955784
ACH-000334,0.2796293612492953
ACH-000335,-0.038195740398613696
ACH-000336,-0.1338808265072116
ACH-000337,-0.02398511677082297
ACH-000338,-0.3637000214054645
ACH-000339,-0.04620477079750847
ACH-000341,-0.11109556782444373
ACH-000348,0.0028448999085965852
ACH-000350,0.0018498151670504684
ACH-000352,-0.003322609905857786
ACH-000356,-0.14616209651562778
ACH-000361,0.23959274667233305
ACH-000362,-0.060967203979705724
ACH-000363,0.05220041323054057
ACH-000364,-0.01903832198162597
ACH-000365,-0.06646768214300443
ACH-000366,0.007128665506682575
ACH-000368,-0.024558642812865208
ACH-000374,0.1288865499032766
ACH-000375,-0.03047013199259578
ACH-000376,0.007735835073438194
ACH-000381,-0.006723999277328181
ACH-000383,-0.0829792422436921
ACH-000387,-0.051121541247390316
ACH-000389,0.2477662211232781
ACH-000390,0.027361716535211654
ACH-000393,-0.08155869110181044
ACH-000395,-0.025894625631873988
ACH-000396,0.09910162055232856
ACH-000397,0.11741720446554416
ACH-000401,0.0792511961262504
ACH-000402,-0.18944935940816676
ACH-000403,0.0252322648617962
ACH-000404,0.0803294501769705
ACH-000406,0.0016731978985368096
ACH-000407,-0.12795378049051265
ACH-000408,0.07076669960209434
