,MIS12 (79003)
ACH-000470,-0.8338100568674578
ACH-000471,-0.698120805357949
ACH-000472,-0.7251442580730825
ACH-000473,-0.7038039039676612
ACH-000475,-0.7607949541506117
ACH-000476,-0.4560291953534122
ACH-000477,-0.3333361369400536
ACH-000479,-0.5288131769558446
ACH-000480,-0.4744271555873629
ACH-000481,-0.8727299796656915
ACH-000483,-0.5878504365256055
ACH-000484,-0.7728832850371503
ACH-000485,-0.7525155671042909
ACH-000486,-0.6040780339761571
ACH-000487,-0.9550350877042696
ACH-000488,-0.6792006534649365
ACH-000490,-0.5219992899106239
ACH-000491,-0.470902357460367
ACH-000495,-0.8950575381417254
ACH-000496,-0.3974666331463328
ACH-000499,-0.8329903826272352
ACH-000500,-0.4683758109002075
ACH-000502,-0.6904536504179608
ACH-000503,-0.9923599456996296
ACH-000505,-0.6246995325204282
ACH-000507,-0.6842040270522882
ACH-000510,-0.8460339527750218
ACH-000511,-0.6638875806369271
ACH-000512,-0.41753129707622055
ACH-000516,-0.7777733129174826
ACH-000517,-0.8202110672630575
ACH-000518,-0.7368637581183992
ACH-000520,-0.6568237414854275
ACH-000521,-0.3776601383313857
ACH-000522,-0.525457288029081
ACH-000524,-0.4592976235759777
ACH-000527,-0.6158221747913749
ACH-000528,-0.9773247954942988
ACH-000537,-0.5169082103659681
ACH-000541,-0.5876020913976653
ACH-000542,-0.6019648768090398
ACH-000544,-0.5897070280755101
ACH-000545,-0.7942589602894278
ACH-000547,-0.7756132286076933
ACH-000548,-0.7420176054370426
ACH-000549,-0.8076102380295819
ACH-000550,-0.6211956047880082
ACH-000552,-0.6289394339206419
ACH-000556,-0.5635347341372954
ACH-000557,-0.9296415805963336
ACH-000569,-0.7079039533410212
ACH-000570,-0.5207180311846007
ACH-000571,-0.5455469823536722
ACH-000573,-0.6772102266655661
ACH-000576,-0.5461065100918422
ACH-000579,-0.4967920041748806
ACH-000580,-0.6080156105842477
ACH-000584,-0.8813811353941593
ACH-000585,-0.8502769177844821
ACH-000588,-0.4770964270198075
ACH-000589,-0.6315136727178348
ACH-000591,-0.4431703515828568
ACH-000593,-0.6485514111511264
ACH-000600,-0.6291491946690516
ACH-000601,-0.6714363425740686
ACH-000605,-0.5417731670900671
ACH-000606,-0.6007973876023447
ACH-000608,-0.502815700138795
ACH-000614,-0.3643514349015027
ACH-000616,-0.5059984946884072
ACH-000618,-0.5782588411475937
ACH-000619,-0.6425636614665498
ACH-000620,-0.6145554913226398
ACH-000621,-0.6428848961923759
ACH-000622,-0.4815275413189551
ACH-000623,-0.5622340187277772
ACH-000624,-0.709642489015713
ACH-000627,-0.5523958778522059
ACH-000630,-0.5333638118038903
ACH-000631,-0.7593962056054381
ACH-000632,-0.6633419932577203
ACH-000633,-0.7120449414409623
ACH-000637,-0.3057086481363626
ACH-000638,-0.4879152536916512
ACH-000646,-0.4457679876075311
ACH-000647,-0.5485620072470742
ACH-000648,-0.44219542495587294
ACH-000649,-0.579215491586508
ACH-000651,-0.4060856889790493
ACH-000652,-0.7586733589159947
ACH-000653,-0.5145876833502937
ACH-000657,-0.6198077131886527
ACH-000658,-0.6668780815664033
ACH-000661,-0.3784802394677799
ACH-000662,-0.33962454320091595
ACH-000663,-0.5041764880325292
ACH-000665,-0.6324118537980419
ACH-000671,-0.5323207184701666
ACH-000672,-0.6531884486543533
ACH-000673,-0.8208933239070798
ACH-000676,-0.3948493729245454
ACH-000677,-0.11959716819681525
ACH-000681,-0.2076178922279916
ACH-000683,-0.6054537791291804
ACH-000684,-0.5986705935249207
ACH-000688,-0.6059341660645664
ACH-000693,-0.6059517862075073
ACH-000694,-0.6449174377313677
ACH-000695,-0.5640477995847173
ACH-000696,-0.7705425662323946
ACH-000697,-0.6066784774048473
ACH-000699,-0.5565233109710793
ACH-000701,-0.6447504481516826
ACH-000706,-0.5735846699873804
ACH-000711,-0.6895923446671095
ACH-000713,-0.7651904948155375
ACH-000714,-1.1173836666938282
ACH-000718,-0.6428205672272105
ACH-000720,-0.7193310191226118
ACH-000721,-0.8127995026115309
ACH-000724,-0.7108164734749352
ACH-000725,-0.5078031106876172
ACH-000732,-0.6041541940679029
ACH-000734,-0.4825834975357353
ACH-000735,-0.6280721160799008
ACH-000736,-0.5330802337923524
ACH-000738,-0.6188987618399235
ACH-000746,-0.5270925759792674
ACH-000747,-0.4518973798571828
ACH-000748,-0.6958957124762529
ACH-000753,-0.7336368376665429
ACH-000756,-0.9316695893210232
ACH-000757,-0.7854955865873727
ACH-000758,-0.7858722632717476
ACH-000760,-0.6765227559642156
ACH-000762,-0.4827120534766563
ACH-000763,-0.4941086043936384
ACH-000764,-0.5909124237984925
ACH-000765,-0.5785054883177533
ACH-000766,-0.5335320688807059
ACH-000767,-0.9585069876949388
ACH-000768,-0.4786236211308478
ACH-000769,-0.5131106780576885
ACH-000770,-0.526136793071841
ACH-000771,-0.4350209515759351
ACH-000773,-0.7330922960814075
ACH-000776,-0.6800557552898124
ACH-000777,-0.41160280809668776
ACH-000778,-0.7037024266865547
ACH-000781,-0.5365178324836805
ACH-000782,-0.6246574007174459
ACH-000783,-0.8464729905365553
ACH-000784,-0.6857372357740592
ACH-000785,-0.9698692101372426
ACH-000787,-0.4906194540902309
ACH-000788,-0.5903134407105972
ACH-000791,-0.6138466827826259
ACH-000792,-0.4009404087688951
ACH-000794,-0.4721523555323204
ACH-000796,-0.9424736353769592
ACH-000798,-0.7435638862514333
ACH-000799,-0.7759942153915858
ACH-000800,-0.5289497622865209
ACH-000802,-0.950377306819806
ACH-000804,-0.6000955722932181
ACH-000805,-0.4048107063423577
ACH-000809,-0.6539758138421174
ACH-000810,-0.255066231562531
ACH-000811,-0.7580191342509293
ACH-000817,-0.6267756587946942
ACH-000819,-0.6478965106913116
ACH-000820,-0.577839558390177
ACH-000821,-0.4299598765055307
ACH-000822,-0.7176611794323804
ACH-000823,-0.5932128715154261
ACH-000824,-0.6010865751779217
ACH-000827,-0.5648039965058529
ACH-000829,-0.4745180897399609
ACH-000831,-0.3438724219236567
ACH-000832,-0.5235470546797274
ACH-000833,-0.6317702921514611
ACH-000834,-0.6713645168623997
ACH-000835,-0.5265841804920361
ACH-000836,-0.7108199582814604
ACH-000837,-0.5941130049484293
ACH-000838,-0.6571992850549628
ACH-000839,-0.475176395306085
ACH-000840,-0.2479360877600463
ACH-000841,-0.3437609123650847
ACH-000843,-0.6173802128645014
ACH-000846,-0.7795057767863506
ACH-000847,-0.5743632725817412
ACH-000848,-0.7676026054015598
ACH-000849,-0.7057487580586457
ACH-000851,-0.8676962149846444
ACH-000855,-0.6523176811862905
ACH-000856,-0.5253631959035627
ACH-000858,-0.5759665437827027
ACH-000859,-0.6421715308260345
ACH-000861,-0.5832572044082148
ACH-000862,-0.7204313569165975
ACH-000865,-0.5613275903228333
ACH-000866,-0.8852130819340754
ACH-000867,-0.7394726930026068
ACH-000869,-0.6620066825804555
ACH-000872,-0.5892082427293747
ACH-000873,-0.7286157156450812
ACH-000876,-0.3935396421388096
ACH-000878,-0.5331451962535889
ACH-000880,-0.6906793364586605
ACH-000881,-0.5690095514373813
ACH-000882,-0.5451417260302958
ACH-000884,-0.5785403095376578
ACH-000885,-0.5972095993037521
ACH-000887,-0.6435049069957763
ACH-000889,-0.5536528677723307
ACH-000896,-0.7061659294657765
ACH-000898,-0.8004679574890996
ACH-000900,-0.4935703094290339
ACH-000901,-0.6683168750942708
ACH-000905,-0.7868045911089683
ACH-000906,-0.5379469406997696
ACH-000907,-0.4679720741003929
ACH-000910,-0.6649134501560146
ACH-000911,-0.6488576401256216
ACH-000912,-0.7181999899192546
ACH-000913,-0.5871256906531833
ACH-000915,-0.8249721252787431
ACH-000916,-0.570909913440659
ACH-000917,-0.7509408340549626
ACH-000920,-0.6626029155103711
ACH-000921,-0.574352236927627
ACH-000924,-0.2901713323930237
ACH-000926,-0.7682310605278574
ACH-000928,-0.7886459025830033
ACH-000929,-0.5433201632368689
ACH-000932,-0.4831313735214459
ACH-000935,-0.6001442464176286
ACH-000936,-0.4150897672782673
ACH-000937,-0.4865147794346661
ACH-000938,-0.4760334476296778
ACH-000939,-0.7803052133333573
ACH-000941,-0.696033670240777
ACH-000943,-0.4815041121453181
ACH-000946,-0.5022989686986025
ACH-000947,-0.5637857138169013
ACH-000948,-0.7432294235814314
ACH-000950,-0.658779532122319
ACH-000953,-0.4858595390748499
ACH-000954,-0.5923246129860998
ACH-000957,-0.7117481874970072
ACH-000958,-0.8257128801552309
ACH-000960,-0.6335399467734661
ACH-000963,-0.573375042676523
ACH-000968,-0.4105314265988277
ACH-000969,-0.6436748172913966
ACH-000972,-0.6322013322790964
ACH-000973,-0.4939175887441037
ACH-000974,-0.638927946821724
ACH-000978,-0.6038548912210487
ACH-000984,-0.5234349221344996
ACH-000986,-0.4780677431730838
ACH-000988,-0.7066262640210802
ACH-000993,-0.7503440818168289
ACH-000994,-0.7450469312731747
ACH-000996,-0.7762990438015163
ACH-001001,-0.6129634207639647
ACH-001020,-0.9668437089491456
ACH-001028,-0.5405416587397153
ACH-001031,-0.6535116277187658
ACH-001038,-0.7511529952422681
ACH-001048,-0.6102422047925113
ACH-001050,-0.4703191395728766
ACH-001053,-0.6623810668549062
ACH-001054,-0.6867338569951645
ACH-001061,-0.5201331907263329
ACH-001067,-0.6032987981654421
ACH-001075,-0.6254559126340011
ACH-001096,-0.6516961246248941
ACH-001111,-0.6640849074341381
ACH-001119,-0.6265334642702302
ACH-001128,-0.7240237477164503
ACH-001134,-0.3697207678375853
ACH-001151,-0.6987346448453516
ACH-001163,-0.5919216337075586
ACH-001164,-0.5372910363745602
ACH-001183,-0.7849153910491057
ACH-001192,-0.6624048954572791
ACH-001193,-0.44176303417340657
ACH-001196,-0.5658726769074403
ACH-001197,-0.884703512311223
ACH-001205,-0.6050580626718817
ACH-001211,-0.3977658423371053
ACH-001212,-0.33408590856306986
ACH-001228,-0.7521747674425954
ACH-001232,-0.7869653028409059
ACH-001239,-0.4613968937623345
ACH-001270,-0.6826019122705353
ACH-001274,-0.4593456315685139
ACH-001275,-0.4534821863254629
ACH-001277,-0.6787316969995466
ACH-001278,-0.4784711153590686
ACH-001280,-0.8101055121281815
ACH-001283,-0.7334784913737359
ACH-001289,-0.541283527712251
ACH-001300,-0.5893673729214935
ACH-001301,-0.8755820828476899
ACH-001302,-0.9003438049294623
ACH-001306,-0.5382748225269602
ACH-001318,-0.6875596481539565
ACH-001322,-0.6166799027224853
ACH-001328,-0.7600013152839837
ACH-001332,-0.8054548809388806
ACH-001336,-0.7767279762028199
ACH-001346,-0.6244737486962206
ACH-001353,-0.6995165241475292
ACH-001354,-0.4149825654824408
ACH-001367,-0.6561293818857301
ACH-001368,-0.4789833557189992
ACH-001374,-0.5980293712249238
ACH-001377,-0.6412799570489901
ACH-001380,-0.4899588225899288
ACH-001391,-0.7350840097234778
ACH-001408,-0.7420405741337932
ACH-001430,-0.6163551490362845
ACH-001431,-0.65142879486841
ACH-001450,-0.5642408975018754
ACH-001496,-0.8164650662679244
ACH-001500,-0.5814656975714266
ACH-001523,-0.6032778932280198
ACH-001532,-0.5939489536990896
ACH-001550,-0.589155337146033
ACH-001552,-0.7707849810060691
ACH-001554,-0.4922747663689541
ACH-001654,-0.4804328292569906
ACH-001735,-0.5716697923258347
ACH-001736,-0.7089349274136886
ACH-001737,-0.8155027372508323
ACH-001740,-0.6648970894926499
ACH-001745,-0.6353104228884721
ACH-001765,-0.4166221206258418
