,INS (3630)
ACH-000368,-0.25347405033118314
ACH-000374,-0.3158447447726273
ACH-000375,-0.3113207782264683
ACH-000376,-0.4525056556988405
ACH-000381,-0.3013907304619681
ACH-000383,-0.3747011185132905
ACH-000387,-0.28503059372418155
ACH-000389,-0.2013061663630272
ACH-000390,-0.3069882474657468
ACH-000393,-0.2883846165678322
ACH-000395,-0.28433160745335495
ACH-000396,-0.2356329036559025
ACH-000397,-0.4192220200760616
ACH-000401,-0.2306172879869284
ACH-000402,-0.1742537641299123
ACH-000403,-0.5322880266380707
ACH-000404,-0.2368073761117648
ACH-000406,-0.2749707413410234
ACH-000407,-0.35095865575262336
ACH-000408,-0.06297807820316495
ACH-000410,-0.13808959642439375
ACH-000411,-0.5311043227631167
ACH-000414,-0.2948053558221849
ACH-000415,-0.4058357803123867
ACH-000416,-0.1856498806141649
ACH-000420,-0.3456373158864017
ACH-000421,-0.3587678710730021
ACH-000424,-0.3334807584772606
ACH-000425,-0.1524296687566972
ACH-000426,-0.5097932026226123
ACH-000427,-0.6423676281793392
ACH-000433,-0.16986996307200594
ACH-000435,-0.3180924925206662
ACH-000436,-0.3817295053876446
ACH-000444,-0.3623613110798168
ACH-000445,-0.4190321493639459
ACH-000448,-0.2851511980575208
ACH-000450,-0.3023018146110738
ACH-000452,-0.35190202364351364
ACH-000454,-0.3623771097558305
ACH-000458,-0.2007528320903489
ACH-000459,-0.17763776670182374
ACH-000460,-0.2811364969878655
ACH-000461,-0.16589551418893922
ACH-000463,-0.25194680210027065
ACH-000464,-0.11431956535486873
ACH-000466,-0.3231149056226011
ACH-000467,-0.31265839879896673
ACH-000468,-0.14144302288122534
ACH-000469,-0.3694436381943828
ACH-000470,-0.3170535471616995
ACH-000471,-0.3699281041230302
ACH-000472,-0.17322727561034576
ACH-000473,-0.1892441443498252
ACH-000475,-0.2577684266448634
ACH-000476,-0.4351706181637399
ACH-000477,-0.11890954056158858
ACH-000479,-0.521242779307502
ACH-000480,-0.24691152806665398
ACH-000481,-0.223868006246622
ACH-000483,-0.37350176640351307
ACH-000484,-0.4791732291340098
ACH-000485,-0.370691740691996
ACH-000486,-0.3820564070162001
ACH-000487,-0.18637002353778112
ACH-000488,-0.3958181386722841
ACH-000490,-0.4989648725023434
ACH-000491,-0.24029458370631684
ACH-000495,-0.5563420079892015
ACH-000496,-0.2322236745228928
ACH-000499,-0.22302667332451973
ACH-000500,-0.538965154688034
ACH-000502,-0.3733459664216251
ACH-000503,-0.5119753001544156
ACH-000505,-0.2781112134037982
ACH-000507,-0.287281280091617
ACH-000510,-0.29778154910802546
ACH-000511,-0.3897151982937212
ACH-000512,-0.33519825979516904
ACH-000516,-0.2745933409742492
ACH-000517,-0.3703584047928088
ACH-000518,-0.3805088687527982
ACH-000520,-0.1556937406610754
ACH-000521,-0.4266303267962179
ACH-000522,-0.1847698414986932
ACH-000524,-0.3185410057711001
ACH-000527,-0.31536375152479784
ACH-000528,-0.43938365734121004
ACH-000537,-0.5049378161112215
ACH-000541,-0.16312862779429027
ACH-000542,-0.20303897468286533
ACH-000544,-0.4304070927766013
ACH-000545,-0.3019818943366517
ACH-000547,-0.31991708469415897
ACH-000548,-0.4040127125970679
ACH-000549,-0.3739593072441851
ACH-000550,-0.3326217635756488
ACH-000552,-0.28657087722859953
ACH-000556,-0.347065463536395
ACH-000557,-0.36011920509024536
ACH-000569,-0.2021950262477254
ACH-000570,-0.2840154863153241
ACH-000571,-0.2594235099912106
ACH-000573,-0.21125632674148245
ACH-000576,-0.2342748704861545
ACH-000579,-0.3176526561552243
ACH-000580,-0.1546863454660061
ACH-000584,-0.2803644740147241
ACH-000585,-0.37337541205123903
ACH-000588,-0.3340435829980127
ACH-000589,-0.2853053109178353
ACH-000591,-0.5394721107380204
ACH-000593,-0.4001579672036598
ACH-000600,-0.4491614967339495
ACH-000601,-0.36464952578299736
ACH-000605,-0.4105313302955767
ACH-000606,-0.290798835162719
ACH-000608,-0.3432456914358665
ACH-000614,-0.1907268127011033
ACH-000616,-0.2494060826385165
ACH-000618,-0.3051771486537643
ACH-000619,-0.4175622384274763
ACH-000620,-0.2905098644006029
ACH-000621,-0.2198277789809529
ACH-000622,-0.21700954604081174
ACH-000623,-0.42405470557440705
ACH-000624,-0.3899601666271321
ACH-000627,-0.28309927826211495
ACH-000630,-0.3046422029918377
ACH-000631,-0.3286500635547931
ACH-000632,-0.2634167435016767
ACH-000633,-0.295187857655188
ACH-000637,-0.27133966040731994
ACH-000638,-0.2754361435908523
ACH-000646,-0.15415917395621692
ACH-000647,-0.18876014391355456
ACH-000648,-0.2761625678245205
ACH-000649,-0.2720820215538368
ACH-000651,-0.21193848027727152
ACH-000652,-0.20334434637931412
ACH-000653,-0.193622176855824
ACH-000657,-0.3211841725884362
ACH-000658,-0.3495593223541839
ACH-000661,-0.1318574967460042
ACH-000662,-0.3885889459503975
ACH-000663,-0.3258819069429923
ACH-000665,-0.4230771594421667
ACH-000671,-0.4290499482793004
ACH-000672,0.00010308530370045874
ACH-000673,-0.2588406530726677
ACH-000676,-0.24721725692563604
ACH-000677,-0.30328935552257463
ACH-000681,-0.31689117749031825
ACH-000683,-0.3586608190137049
ACH-000684,-0.2818380103570306
ACH-000688,-0.29041658379091273
ACH-000693,-0.3675493871890164
ACH-000694,-0.2626405065763582
ACH-000695,-0.29627278508021704
ACH-000696,-0.3348171484140322
ACH-000697,-0.2137601530059557
ACH-000699,-0.26144939489480706
ACH-000701,-0.3650720195097046
ACH-000706,-0.2252448422958813
ACH-000711,-0.3063768308012204
ACH-000713,-0.3420037677858673
ACH-000714,-0.3076063858566164
ACH-000718,-0.5077050091263576
ACH-000720,-0.34058016168855715
ACH-000721,-0.2343543089245197
ACH-000724,-0.6429846796822611
ACH-000725,-0.2602635792484047
ACH-000732,-0.3062756102935153
ACH-000734,-0.4044058882763361
ACH-000735,-0.36190441703895976
ACH-000736,-0.34127233277567004
ACH-000738,-0.29151354110042105
ACH-000746,-0.3645552964011252
ACH-000747,-0.33332543102667844
ACH-000748,-0.4123735337402244
ACH-000753,-0.21236624749400554
ACH-000756,-0.540786237520162
ACH-000757,-0.321730565685138
ACH-000758,-0.12949829190700282
ACH-000760,-0.2378227828833995
ACH-000762,-0.5028663520950357
ACH-000763,-0.3071811066447375
ACH-000764,0.01819682926383437
ACH-000765,-0.09448381152816243
ACH-000766,-0.27577204730145194
ACH-000767,-0.3642592155134396
ACH-000768,-0.2597028275121707
ACH-000769,-0.4138043125229902
ACH-000770,-0.2599618401198489
ACH-000771,-0.2976870651102146
ACH-000773,-0.24776745887034146
ACH-000776,-0.2820942933948492
ACH-000777,-0.41775590886813
ACH-000778,-0.19625987818237686
ACH-000781,-0.3445210147490999
ACH-000782,-0.27260647829133433
ACH-000783,-0.6277256131805041
ACH-000784,-0.3691955270474567
ACH-000785,-0.3340945639169997
ACH-000787,-0.4108323929641337
ACH-000788,-0.2274380500764128
ACH-000791,-0.4512360609880809
ACH-000792,-0.2519685362946005
ACH-000794,-0.3813069794105498
ACH-000796,-0.4362892673799
ACH-000798,-0.2903614696269608
ACH-000799,-0.26021002036906504
ACH-000800,-0.2956040992425559
ACH-000802,-0.30658829340255017
ACH-000804,-0.16694206734989472
ACH-000805,-0.40342476895148016
ACH-000809,-0.3699838460630104
ACH-000810,-0.18495551469887694
ACH-000811,-0.3182681072357766
ACH-000817,-0.2471663099040013
ACH-000819,-0.4049318393008873
ACH-000820,-0.3896579861894207
ACH-000821,-0.33496181181242835
ACH-000822,-0.20393538881858211
ACH-000823,-0.4382877690039311
ACH-000824,-0.3860660359096182
ACH-000827,-0.21725441205509302
ACH-000829,-0.28703186972815226
ACH-000831,-0.2522034345491549
ACH-000832,-0.2921371228882447
ACH-000833,-0.2279830910575717
ACH-000834,-0.3710336412857359
ACH-000835,-0.2501802880646691
ACH-000836,-0.30581232720904805
ACH-000837,-0.2471002997083836
ACH-000838,-0.2905977805119658
ACH-000839,-0.5459426210896896
ACH-000840,-0.2702582788021218
ACH-000841,-0.3484858596512242
ACH-000843,-0.2492272045101395
ACH-000846,-0.2457649987360049
ACH-000847,-0.03286057949965086
ACH-000848,-0.3225529229158685
ACH-000849,-0.4009165517219356
ACH-000851,-0.3115104378938152
ACH-000855,-0.047318316033616886
ACH-000856,-0.3914533856263372
ACH-000858,-0.41947524068317343
ACH-000859,-0.2013750457491644
ACH-000861,-0.11535598202227006
ACH-000862,-0.31491701946734163
ACH-000865,-0.3097958914872979
ACH-000866,-0.2548052160694409
ACH-000867,-0.3711083624591245
ACH-000869,-0.2586922875165595
ACH-000872,-0.17913154316247568
ACH-000873,-0.4696115698239478
ACH-000876,-0.0617053724703179
ACH-000878,-0.41512527824504536
ACH-000880,-0.35956259998773243
ACH-000881,-0.19249591598009036
ACH-000882,-0.2370901128332949
ACH-000884,-0.3029659304566724
ACH-000885,-0.377491190014264
ACH-000887,-0.34150549937484176
ACH-000889,-0.3006845594706907
ACH-000896,-0.31908473678546834
ACH-000898,-0.3430244210135256
ACH-000900,-0.27899896977125266
ACH-000901,-0.2008738077392839
ACH-000905,-0.28611017546295897
ACH-000906,-0.23481078181211215
ACH-000907,-0.1805180240642452
ACH-000910,-0.42962162289976
ACH-000911,-0.3014112112870924
ACH-000912,-0.28593874631534605
ACH-000913,-0.3122314721163599
ACH-000915,-0.26381769670369826
ACH-000916,-0.13251017616046276
ACH-000917,-0.22357587842338975
ACH-000920,-0.41268051880399387
ACH-000921,-0.27656344037099395
ACH-000924,-0.2850491291263949
ACH-000926,-0.5502493268301679
ACH-000928,-0.6075191057016962
ACH-000929,-0.3587230474087393
ACH-000932,-0.3016702350736541
ACH-000935,-0.2816394229316473
ACH-000936,-0.10575318957223168
ACH-000937,-0.4955811017428901
ACH-000938,-0.13666724471249386
ACH-000939,-0.40889927027806816
ACH-000941,-0.12598320107696212
ACH-000943,-0.14925681945314934
ACH-000946,-0.1543048325260045
ACH-000947,-0.27508260026101194
ACH-000948,-0.29258771636345954
ACH-000950,-0.1792517873635815
ACH-000953,-0.394285187208288
ACH-000954,-0.2925597805085246
ACH-000957,-0.23617751885611785
ACH-000958,-0.3202114344290441
ACH-000960,-0.15202938471556246
ACH-000963,-0.5795020357746251
ACH-000968,-0.149266343652023
ACH-000969,-0.2431494180383652
ACH-000972,-0.14699977251505014
ACH-000973,-0.2448425007318964
ACH-000974,-0.3452050471191863
ACH-000978,-0.4614728460404551
ACH-000984,-0.28239122315486703
ACH-000986,-0.42799784795953255
ACH-000988,-0.3045859596929341
ACH-000993,-0.4479927142512414
ACH-000994,-0.35620931177809634
ACH-000996,-0.5834199095485023
ACH-001001,-0.2907074827760637
ACH-001020,-0.2470836221226739
ACH-001028,-0.15651266300027578
ACH-001031,-0.3524288566097226
ACH-001038,-0.22040728112608435
ACH-001048,-0.24207523536923564
ACH-001050,-0.3081278303636786
ACH-001053,-0.06127458080866539
ACH-001054,-0.19195249109007284
ACH-001061,-0.210331528317682
ACH-001067,-0.3315092541516218
ACH-001075,-0.42528695250601184
ACH-001096,-0.3754322264980465
ACH-001111,-0.08595700603672864
ACH-001119,-0.5364939792390733
ACH-001128,0.13420544429843442
ACH-001134,-0.40089784312690296
ACH-001151,-0.30887837292296444
ACH-001163,-0.1834406998182847
ACH-001164,-0.5916422384765762
ACH-001183,-0.35334741917714463
ACH-001192,-0.04742156921003818
ACH-001193,-0.10013736885861192
ACH-001196,-0.3219177888032935
ACH-001197,-0.1832122468898329
ACH-001205,-0.10754646849439813
ACH-001211,-0.268713659916945
ACH-001212,-0.17002436141673755
ACH-001228,-0.5555452145588365
ACH-001232,-0.3114858672210852
ACH-001239,-0.2879412000720368
ACH-001270,-0.4137690392006624
ACH-001274,-0.1866621803909662
ACH-001275,-0.2423120899014517
ACH-001277,-0.12027826673206198
ACH-001278,-0.5544623144593241
ACH-001280,-0.22340946974346101
ACH-001283,-0.30864654592291946
ACH-001289,-0.3548424017861823
ACH-001300,-0.4224453467322791
ACH-001301,-0.4136435914551431
ACH-001302,0.12148244374707373
ACH-001306,-0.2698819466481281
ACH-001318,-0.12270750358542284
ACH-001322,-0.37408205759591995
ACH-001328,-0.5799358302363146
ACH-001332,-0.34852755833287263
ACH-001336,-0.34575048094203503
ACH-001346,-0.43619876493336734
ACH-001353,-0.35312939158587475
ACH-001354,-0.22240525105854506
ACH-001367,-0.6611783287526316
ACH-001368,-0.2433919348739778
ACH-001374,-0.2550239608602645
ACH-001377,-0.4064414959377286
ACH-001380,-0.2940169398843893
ACH-001391,-0.21330265989682234
ACH-001408,-0.4693558995646461
ACH-001430,-0.3892556272773014
ACH-001431,-0.5092200043489818
ACH-001450,-0.4136326992858526
ACH-001496,-0.4613506312822439
ACH-001500,-0.18148748024449105
ACH-001523,-0.1827645606671265
ACH-001532,-0.3647007484950374
ACH-001550,-0.26985543997412675
ACH-001552,-0.3424926728381731
ACH-001554,-0.28890110684553616
ACH-001654,-0.35132394285449603
ACH-001735,-0.3050466237102124
ACH-001736,-0.17543531166936616
ACH-001737,-0.3866255933712507
ACH-001740,-0.20829458358091127
ACH-001745,-0.2368028294742246
ACH-001765,-0.3357688156929579
