,ZC3H11A (9877)
ACH-000450,-0.09516397409709973
ACH-000452,-0.1756000948475292
ACH-000454,-0.34730341488212296
ACH-000458,-0.4224544040261913
ACH-000459,-0.3600134399047603
ACH-000460,-0.2764706025868854
ACH-000461,-0.2055621454004732
ACH-000463,-0.413338274025788
ACH-000464,-0.30838558415881606
ACH-000466,-0.3165069526205164
ACH-000467,-0.4022780806647941
ACH-000468,-0.3631800875480672
ACH-000469,-0.3335825151952774
ACH-000470,-0.43947682331645205
ACH-000471,-0.3211561027133402
ACH-000472,-0.28743752103032844
ACH-000473,-0.17552117732656386
ACH-000475,-0.27000363378227016
ACH-000476,-0.32239899830294394
ACH-000477,-0.1550305673202139
ACH-000479,-0.6199920212583776
ACH-000480,-0.4244951950914098
ACH-000481,-0.4911906804601322
ACH-000483,-0.3590571096568891
ACH-000484,-0.4950838063286871
ACH-000485,-0.30983273852724386
ACH-000486,-0.047548715579630106
ACH-000487,-0.22971146340072934
ACH-000488,-0.20183958305378916
ACH-000490,-0.22195570411603271
ACH-000491,-0.32347377520291426
ACH-000495,-0.3938836072594432
ACH-000496,-0.14180587110459653
ACH-000499,-0.4181617778985665
ACH-000500,-0.7228082004763087
ACH-000502,-0.3008619424231319
ACH-000503,-0.009970936287189182
ACH-000505,-0.4797728787481368
ACH-000507,-0.4377371802265965
ACH-000510,-0.4013152001064551
ACH-000511,-0.4230573680359017
ACH-000512,-0.3618048768433189
ACH-000516,-0.3143977715979744
ACH-000517,-0.23746255382142276
ACH-000518,-0.07566476960896808
ACH-000520,-0.508882007105859
ACH-000521,-0.27726470543585896
ACH-000522,-0.5810426643718553
ACH-000524,-0.2425185068589585
ACH-000527,-0.14891999792731325
ACH-000528,-0.2523116442934207
ACH-000537,-0.1893843675045776
ACH-000541,-0.31944860636345224
ACH-000542,-0.4351725180784396
ACH-000544,-0.14438674815241082
ACH-000545,-0.4942358563896698
ACH-000547,-0.04134147981634285
ACH-000548,-0.4432416590553144
ACH-000549,-0.2713102074661892
ACH-000550,-0.43774196637644464
ACH-000552,-0.26517228184223113
ACH-000556,-0.2900476143314107
ACH-000557,-0.2458521757308928
ACH-000569,-0.425577427405314
ACH-000570,-0.2432929708895688
ACH-000571,-0.36880451195467817
ACH-000573,-0.5268140948847229
ACH-000576,-0.5211935182499783
ACH-000579,-0.5137999725945879
ACH-000580,-0.3441101819605634
ACH-000584,-0.3172283482480173
ACH-000585,-0.5864438428245627
ACH-000588,-0.2859486076948227
ACH-000589,-0.6465744368522838
ACH-000591,-0.11471071817475326
ACH-000593,-0.5097417431521459
ACH-000600,-0.22892878058413035
ACH-000601,-0.2898706691548588
ACH-000605,-0.14936386849009645
ACH-000606,-0.3691916939750293
ACH-000608,-0.4203734023585448
ACH-000614,-0.4324522307694851
ACH-000616,-0.3649415538382581
ACH-000618,-0.494030360000633
ACH-000619,-0.4641281703569391
ACH-000620,-0.3277861356141747
ACH-000621,-0.14319824289824934
ACH-000622,-0.3328962556300917
ACH-000623,-0.28437190533820794
ACH-000624,-0.11202551489109884
ACH-000627,-0.5296174935784438
ACH-000630,-0.2414190909145991
ACH-000631,-0.1323617851656986
ACH-000632,-0.22319758062932465
ACH-000633,-0.2161964410617716
ACH-000637,-0.197533598612532
ACH-000638,-0.2475887677289561
ACH-000646,-0.4379040724157428
ACH-000647,-0.3777583742451612
ACH-000648,-0.486570873746283
ACH-000649,-0.0901623365367574
ACH-000651,-0.18901342204076227
ACH-000652,-0.3775185249579017
ACH-000653,-0.474635789479556
ACH-000657,-0.3263046501323883
ACH-000658,-0.5629010927993839
ACH-000661,-0.32239121069505633
ACH-000662,-0.5557999827100663
ACH-000663,-0.2291611845058026
ACH-000665,-0.3028754675165175
ACH-000671,-0.3905514458399936
ACH-000672,-0.0933044640854662
ACH-000673,-0.2883671480523382
ACH-000676,-0.4137728632547141
ACH-000677,-0.3128678738586285
ACH-000681,-0.2341499882240255
ACH-000683,-0.4364879924904045
ACH-000684,-0.31347770884858056
ACH-000688,-0.4915236536507371
ACH-000693,-0.21084357486564964
ACH-000694,-0.24693285533515905
ACH-000695,-0.5453503556717221
ACH-000696,-0.3009153785682258
ACH-000697,-0.36079001248807374
ACH-000699,-0.22718685142222456
ACH-000701,-0.2904089434565202
ACH-000706,-0.5694018591519775
ACH-000711,-0.3739259730463646
ACH-000713,-0.329674188855815
ACH-000714,-0.39298317707737823
ACH-000718,-0.2672090558085688
ACH-000720,-0.2226498684457371
ACH-000721,-0.3128586914643783
ACH-000724,-0.23408807315197774
ACH-000725,-0.2780698315068489
ACH-000732,-0.4173702676837053
ACH-000734,-0.1607395246674577
ACH-000735,-0.3601912756260018
ACH-000736,-0.2501053531730489
ACH-000738,-0.4159839314379991
ACH-000746,-0.13095898177602044
ACH-000747,-0.31982035477028986
ACH-000748,-0.2855276301969958
ACH-000753,-0.5492959983014035
ACH-000756,-0.4018254239504563
ACH-000757,-0.4603207246548273
ACH-000758,-0.2660218701347649
ACH-000760,-0.3180835558594187
ACH-000762,-0.4570640977471461
ACH-000763,-0.5939332491714067
ACH-000764,-0.2371230094236416
ACH-000765,-0.2585752144574772
ACH-000766,-0.3431195123262721
ACH-000767,-0.3096835593103928
ACH-000768,-0.38801822644288697
ACH-000769,-0.3799546307185239
ACH-000770,-0.2390617176466044
ACH-000771,-0.29678924392315004
ACH-000773,-0.4081881574485749
ACH-000776,-0.414251039729302
ACH-000777,-0.22217657707055588
ACH-000778,-0.1925344825605192
ACH-000781,-0.2300767516241729
ACH-000782,-0.12127250329303943
ACH-000783,-0.3881779124161833
ACH-000784,-0.2292433524086753
ACH-000785,-0.7778600566676337
ACH-000787,-0.2544047327919441
ACH-000788,-0.1912189035745205
ACH-000791,-0.2686028637592769
ACH-000792,-0.2689101591365653
ACH-000794,-0.13776079348611706
ACH-000796,-0.4176903581720097
ACH-000798,-0.3992302986015934
ACH-000799,-0.2283792056025489
ACH-000800,-0.5828795832339452
ACH-000802,-0.15531469752146246
ACH-000804,-0.2027394177873029
ACH-000805,-0.3862755610116314
ACH-000809,-0.4357037358774974
ACH-000810,-0.5313428669893779
ACH-000811,-0.2461515036249128
ACH-000817,-0.5168651667852705
ACH-000819,-0.4660410130473157
ACH-000820,-0.6749527927031772
ACH-000821,-0.5502239724697222
ACH-000822,-0.3474547673769796
ACH-000823,-0.2925885206880185
ACH-000824,-0.26398230078944845
ACH-000827,-0.1908251577724957
ACH-000829,-0.4440734928241426
ACH-000831,-0.1291452257679966
ACH-000832,-0.3383808408445644
ACH-000833,-0.3325433550831585
ACH-000834,-0.31783250808255264
ACH-000835,-0.17560030277264765
ACH-000836,-0.14620598266723106
ACH-000837,-0.3834107779754031
ACH-000838,-0.5079056317591194
ACH-000839,-0.4907914342652848
ACH-000840,-0.3281452720751437
ACH-000841,-0.4170409266033456
ACH-000843,-0.18722770649034648
ACH-000846,-0.26520591344677297
ACH-000847,-0.3841062078788159
ACH-000848,-0.3291767661892087
ACH-000849,-0.39777541889129
ACH-000851,-0.3839484335063375
ACH-000855,-0.1468109666791619
ACH-000856,-0.402008336467179
ACH-000858,-0.06514581657115505
ACH-000859,-0.2053690537902096
ACH-000861,-0.30607338891537383
ACH-000862,-0.3088757473450163
ACH-000865,-0.3519395778819619
ACH-000866,-0.3239356423406777
ACH-000867,-0.2026317919335764
ACH-000869,-0.351533247583232
ACH-000872,-0.514153979520714
ACH-000873,-0.4474596865086786
ACH-000876,-0.07896626357701954
ACH-000878,-0.1809128247803344
ACH-000880,-0.40018408093441465
ACH-000881,-0.18799920691586575
ACH-000882,-0.418934742637978
ACH-000884,-0.2162019118476639
ACH-000885,-0.28373532573977284
ACH-000887,-0.28211006637602104
ACH-000889,-0.5194298240890687
ACH-000896,-0.31741441882694793
ACH-000898,-0.4054295632043192
ACH-000900,-0.5758934624276131
ACH-000901,-0.2655297683090844
ACH-000905,-0.34050443642219536
ACH-000906,-0.13039543820391836
ACH-000907,-0.499253083918652
ACH-000910,-0.2563434557398425
ACH-000911,-0.35263009230566555
ACH-000912,-0.4096557870997575
ACH-000913,-0.18918396950087948
ACH-000915,-0.21606114438068272
ACH-000916,-0.6814269519186635
ACH-000917,-0.2922942109518658
ACH-000920,-0.11653038984846015
ACH-000921,-0.2709540019745069
ACH-000924,-0.3605311360433215
ACH-000926,-0.2355289785590395
ACH-000928,-0.24048772381891856
ACH-000929,-0.07268494491150689
ACH-000932,-0.3462757721180809
ACH-000935,-0.2382345543166587
ACH-000936,-0.3148547655924221
ACH-000937,-0.4237711385577128
ACH-000938,-0.5293280919235565
ACH-000939,-0.3825780502718309
ACH-000941,-0.3078426506601349
ACH-000943,-0.2411874383894302
ACH-000946,-0.32931418870424484
ACH-000947,-0.29992438628049484
ACH-000948,-0.35856595436857064
ACH-000950,-0.3618281394919395
ACH-000953,-0.45469594943139097
ACH-000954,0.4740922627612715
ACH-000957,-0.3546746893201819
ACH-000958,-0.006546341381904708
ACH-000960,-0.3153550202866237
ACH-000963,-0.22819986539530066
ACH-000968,-0.4583953788355003
ACH-000969,-0.3647767405597087
ACH-000972,-0.1568276271166796
ACH-000973,-0.3433731955666917
ACH-000974,-0.04391166083385164
ACH-000978,-0.4598275949359626
ACH-000984,-0.33159895146839524
ACH-000986,-0.26223694167797584
ACH-000988,-0.1228235576674945
ACH-000993,-0.34301182574138617
ACH-000994,-0.092941400175775
ACH-000996,-0.2789752919772471
ACH-001001,-0.32092451111159664
ACH-001020,-0.41453549476876705
ACH-001028,-0.2557413787363866
ACH-001031,-0.12405734530147138
ACH-001038,-0.2709958858694104
ACH-001048,-0.4519265414598648
ACH-001050,-0.36301383635253537
ACH-001053,-0.533329322022402
ACH-001054,-0.3437917128488228
ACH-001061,-0.2761077113163809
ACH-001067,-0.3880179501120029
ACH-001075,-0.3701421029352585
ACH-001096,-0.30195611240887626
ACH-001111,-0.38802916882428573
ACH-001119,-0.6923558935824548
ACH-001128,-0.13528343212417251
ACH-001134,-0.4447434748333633
ACH-001151,-0.2665279281966632
ACH-001163,-0.4748244244771122
ACH-001164,-0.7535144363813713
ACH-001183,-0.6296241858517817
ACH-001192,-0.16716968888486514
ACH-001193,-0.2843466532205545
ACH-001196,-0.26447064070924303
ACH-001197,-0.4951976584608644
ACH-001205,-0.4701582616270272
ACH-001211,-0.5224745711956565
ACH-001212,-0.3664831116116355
ACH-001228,-0.2678327751795087
ACH-001232,-0.31356177853150785
ACH-001239,-0.2286364776700332
ACH-001270,-0.16061173444516508
ACH-001274,-0.014286511980750273
ACH-001275,-0.10375011342188467
ACH-001277,-0.1263194881030455
ACH-001278,-0.3164275047985805
ACH-001280,-0.3883252827206906
ACH-001283,-0.557350089617852
ACH-001289,-0.5131290694588273
ACH-001300,-0.12463791331284033
ACH-001301,-0.1335494247283906
ACH-001302,-0.20334639384763994
ACH-001306,-0.5976924903176792
ACH-001318,-0.43274032302582777
ACH-001322,-0.3349577954735006
ACH-001328,-0.3927373754247737
ACH-001332,-0.3309987371664963
ACH-001336,-0.21323053383813725
ACH-001346,-0.2689059515140789
ACH-001353,-0.3030256025488665
ACH-001354,-0.2689248372840861
ACH-001367,-0.229760093498445
ACH-001368,-0.3224125035904477
ACH-001374,-0.5882752683039547
ACH-001377,-0.1958023056696626
ACH-001380,-0.2600791537998913
ACH-001391,-0.42389774420043225
ACH-001408,-0.19496459560070226
ACH-001430,-0.3334441174579452
ACH-001431,-0.4028520642276421
ACH-001450,-0.6438151603873908
ACH-001496,-0.1918472586992644
ACH-001500,-0.3989925276934351
ACH-001523,-0.270194638460081
ACH-001532,-0.4291788061702079
ACH-001550,-0.32620564758295856
ACH-001552,-0.32567998366831297
ACH-001554,-0.22402996956073906
ACH-001654,-0.2571581453609033
ACH-001735,-0.21549261854839932
ACH-001736,-0.3528325996683868
ACH-001737,-0.30119300086105844
ACH-001740,-0.421155101796243
ACH-001745,-0.43526737686504796
ACH-001765,-0.4661356761404646
