,PCCA (5095)
ACH-000004,0.023679761949633997
ACH-000005,0.19793089250906185
ACH-000007,-0.0006444230703307613
ACH-000009,0.23346352870073306
ACH-000011,0.18467984472472815
ACH-000012,0.1343796222033775
ACH-000013,0.06430028560504683
ACH-000014,0.14169893560717184
ACH-000015,0.06480787627396987
ACH-000017,0.037051813194368566
ACH-000018,-0.012056480335253418
ACH-000019,0.12022267104213046
ACH-000021,0.18626806910026245
ACH-000022,0.08865448398969593
ACH-000025,0.07398651357474052
ACH-000028,0.2339706156451713
ACH-000030,0.1231091193161496
ACH-000035,0.11680157762051815
ACH-000036,0.12382167302354727
ACH-000037,-0.007608039985390769
ACH-000039,-0.05265076396785464
ACH-000040,0.14279991721610436
ACH-000041,0.18286461196050252
ACH-000042,0.11605484047798527
ACH-000045,0.1158266199791866
ACH-000047,0.05991640003704781
ACH-000052,0.2019493349893964
ACH-000053,0.1395106799112403
ACH-000054,0.0912933467543451
ACH-000055,0.15390563407077626
ACH-000060,0.1498089072997441
ACH-000067,0.009301175701245518
ACH-000070,0.31814844737311604
ACH-000075,0.1940025752580671
ACH-000078,0.05896319405604996
ACH-000082,0.07749073769608587
ACH-000085,0.05949551511659167
ACH-000086,0.09003580430154061
ACH-000087,0.19026371790176744
ACH-000092,0.15939021990154234
ACH-000095,0.1145021067939952
ACH-000097,0.10210907646903833
ACH-000098,0.09979327848562992
ACH-000099,0.15787764756479314
ACH-000108,0.14368867603894114
ACH-000113,0.00622339132665663
ACH-000116,0.16827764461349629
ACH-000118,0.18536894506447965
ACH-000120,0.16988922672416268
ACH-000123,0.25655020268485385
ACH-000127,0.15431548396956246
ACH-000128,0.08165684097359617
ACH-000132,-0.013015341018018987
ACH-000133,0.07343686187524599
ACH-000137,0.3139436649842313
ACH-000138,0.1443628009298842
ACH-000142,0.1084880909878722
ACH-000143,0.20061874983761105
ACH-000146,0.17769857242197326
ACH-000148,0.07665751924500068
ACH-000150,0.1152994452235082
ACH-000152,0.01765893719657587
ACH-000153,0.09915849096453423
ACH-000159,0.06894399821592373
ACH-000160,0.04053756060639615
ACH-000163,0.12059986728700747
ACH-000167,0.02498493875847704
ACH-000168,0.0835210323946077
ACH-000169,0.101646367057045
ACH-000178,0.11959326260085085
ACH-000183,0.1846765905584876
ACH-000188,0.18444645273094432
ACH-000189,0.2761155654303317
ACH-000190,0.11382118167207265
ACH-000198,0.14763642167203314
ACH-000203,-0.10577779388849433
ACH-000204,0.3493893297161205
ACH-000206,0.0791365324057595
ACH-000207,0.24872281191098675
ACH-000208,0.060982049958545836
ACH-000210,0.3417550989958859
ACH-000211,0.10761305039129182
ACH-000215,0.09897654707745147
ACH-000221,0.2266602045705361
ACH-000222,-0.1055370940085388
ACH-000223,0.014897435971042598
ACH-000226,0.199024356753886
ACH-000227,0.08370671502753198
ACH-000228,0.1826853310518253
ACH-000231,0.14473696356094665
ACH-000232,0.09165045896819277
ACH-000233,0.10009815597006527
ACH-000234,0.12327264704072866
ACH-000235,0.15591865689699302
ACH-000237,0.11453003676352035
ACH-000238,0.11119464002446557
ACH-000242,-0.1266577084504288
ACH-000243,0.1224837863704584
ACH-000244,0.05636744486146264
ACH-000246,0.07189335090113376
ACH-000248,0.23084903441108814
ACH-000250,0.15602649713471342
ACH-000251,0.2667209221096067
ACH-000252,0.0739332156760029
ACH-000253,0.17543760067105305
ACH-000255,0.1939580082147164
ACH-000256,0.18267651551483205
ACH-000257,0.17670369334741445
ACH-000258,-0.06820799564604138
ACH-000259,0.15358205005725975
ACH-000260,0.142984216769505
ACH-000261,0.0879085502888389
ACH-000262,0.06672505785713258
ACH-000263,0.06759064933672783
ACH-000264,0.013150822505530584
ACH-000265,0.16074062365937333
ACH-000266,0.0571894140414041
ACH-000272,0.15518646598653224
ACH-000274,0.038631999343090175
ACH-000277,0.19239276705752667
ACH-000278,0.12650143596860974
ACH-000279,0.1181406972551426
ACH-000280,-0.0012720783525950186
ACH-000281,0.00189860203914408
ACH-000288,0.1162965898327845
ACH-000291,0.08500895702419299
ACH-000293,0.12642189897366704
ACH-000294,0.1890817264559192
ACH-000295,0.2354885228092235
ACH-000296,-0.02005239931850051
ACH-000302,0.13847965909016074
ACH-000304,0.12151567829188545
ACH-000307,0.1457753162919274
ACH-000308,0.12838474718150206
ACH-000310,0.07363140346110475
ACH-000311,-0.08065801040543981
ACH-000312,0.21694138148699202
ACH-000315,0.12292177172471755
ACH-000316,0.07627088597343977
