,PATE2 (399967)
ACH-000004,0.05303224882082799
ACH-000005,0.09965640449040618
ACH-000007,0.0091397662233433
ACH-000009,0.014262124051031003
ACH-000011,-0.0616414238765635
ACH-000012,0.07653569940269292
ACH-000013,0.03214267096362156
ACH-000014,-0.008998707351959446
ACH-000015,0.07592429347133911
ACH-000017,0.05098606966189028
ACH-000018,-0.12352866489718717
ACH-000019,0.17056948821380438
ACH-000021,0.11105196789883247
ACH-000022,0.09255065739165896
ACH-000025,0.12759068282680786
ACH-000028,0.001077643451184028
ACH-000030,0.0800121067752746
ACH-000035,-0.006890550947493706
ACH-000036,0.07838591287534584
ACH-000037,-0.008202523431713208
ACH-000039,0.1641668015311674
ACH-000040,-0.031602199034022393
ACH-000041,-0.15671184074428476
ACH-000042,0.1259830762416818
ACH-000045,0.1024033036818938
ACH-000047,-0.027823625241757
ACH-000052,0.18768894243036
ACH-000053,0.07208428591363883
ACH-000054,-0.02794200679536486
ACH-000055,0.22451635963903208
ACH-000060,0.07703640727293927
ACH-000067,0.09449687161982154
ACH-000070,0.07976931747736
ACH-000075,0.017329961940981683
ACH-000078,-0.02712601178902959
ACH-000082,0.12826041940999944
ACH-000085,0.0940172003464689
ACH-000086,0.04510418267694564
ACH-000087,0.16127006269972802
ACH-000092,0.13346799035826365
ACH-000095,-0.019991379798040117
ACH-000097,-0.01861447167602986
ACH-000098,0.051042099936828414
ACH-000099,0.08651728769572517
ACH-000108,0.03838623467634858
ACH-000113,0.02979977819902408
ACH-000116,0.06988986542725434
ACH-000118,-0.05830105963241061
ACH-000120,0.017099950469964632
ACH-000123,0.05943623798463566
ACH-000127,0.034036250277877954
ACH-000128,0.09145203727091858
ACH-000132,0.03758494072329367
ACH-000133,0.03753243660249785
ACH-000137,0.009604697007927982
ACH-000138,0.05332475544434909
ACH-000142,0.10413488794409197
ACH-000143,0.1829561220957472
ACH-000146,0.0682707388508915
ACH-000148,-0.015290270966311728
ACH-000150,0.0970379245318892
ACH-000152,-0.008348671784295405
ACH-000153,0.05942522393437005
ACH-000159,0.10314438403631347
ACH-000160,0.08299564669380012
ACH-000163,0.07320231746007945
ACH-000167,0.2549385355737537
ACH-000168,0.06287382399773585
ACH-000169,0.002137202366781826
ACH-000178,0.09952220442956958
ACH-000183,0.09893750301674674
ACH-000188,0.05259518568931551
ACH-000189,0.05806220377720794
ACH-000190,0.08643658784669474
ACH-000198,0.0748800049782344
ACH-000203,-0.025778763669901568
ACH-000204,0.11396631108863317
ACH-000206,0.12243873541579076
ACH-000207,-0.027712557553259173
ACH-000208,-0.07222500655722645
ACH-000210,0.15773778705380098
ACH-000211,0.10406886224297696
ACH-000215,0.037099580015380114
ACH-000221,-0.057892704637357274
ACH-000222,-0.007178526715302131
ACH-000223,0.08503832113101507
ACH-000226,0.09179713235579083
ACH-000227,0.0426980880642714
ACH-000228,-0.06908042965944207
ACH-000231,0.058495294302271725
ACH-000232,0.09590895382830736
ACH-000233,0.05350308202843195
ACH-000234,-0.02187897430068393
ACH-000235,0.14513821901120733
ACH-000237,0.09798399756932584
ACH-000238,0.10635594019863118
ACH-000242,-0.028073163374418838
ACH-000243,0.043255791400489366
ACH-000244,-0.10587793241928403
ACH-000246,0.105893169414485
ACH-000248,0.13209947913213102
ACH-000250,0.059507481212356
ACH-000251,0.1327335168615632
ACH-000252,0.006758228433399884
ACH-000253,0.0996442776524307
ACH-000255,0.1385942253377602
ACH-000256,0.0631687380508705
ACH-000257,0.2085161944736721
ACH-000258,0.022199493841659212
ACH-000259,0.035786389213155474
ACH-000260,0.01317791669617665
ACH-000261,0.033861289453097555
ACH-000262,0.0811320808543606
ACH-000263,0.03048674728063832
ACH-000264,0.09337776170389753
ACH-000265,0.17878930228718112
ACH-000266,0.07026401605790908
ACH-000272,0.10653586506626847
ACH-000274,-0.0862725062816979
ACH-000277,-0.006742425264043876
ACH-000278,-0.01766961267492121
ACH-000279,0.02556115874251709
ACH-000280,0.04992661034789162
ACH-000281,0.032589909843019065
ACH-000288,0.010281814905522064
ACH-000291,0.03972943816665198
ACH-000293,0.13788302158668966
ACH-000294,0.09059441762149692
ACH-000295,-0.010719702615675713
ACH-000296,0.3157348271535229
ACH-000302,0.10131583579333626
ACH-000304,-0.05618849331349921
ACH-000307,0.13072756446416425
ACH-000308,-0.10013708453628656
ACH-000310,0.052530341449671315
ACH-000311,0.13412843369156324
ACH-000312,-0.12209951816462952
ACH-000315,0.18269928073137692
ACH-000316,0.024476453557367186
ACH-000317,-0.08692509245886693
ACH-000318,-0.1116501211039878
ACH-000319,0.09103576638475816
ACH-000320,0.07014411649245664
ACH-000322,-0.011758951779279042
ACH-000323,0.10798644962505727
ACH-000324,0.015923708011268745
