,TBC1D10C (374403)
ACH-000390,-0.21378968078489155
ACH-000393,-0.21671629086328156
ACH-000395,-0.1896835193525942
ACH-000396,-0.13840811061061314
ACH-000397,-0.18004023498564214
ACH-000401,0.14226494499044387
ACH-000402,-0.06293068801144731
ACH-000403,-0.08531399084864474
ACH-000404,-0.34360758681526377
ACH-000406,-0.12228223184433724
ACH-000407,-0.2950084399710945
ACH-000408,-0.26881194602693953
ACH-000410,-0.04548287056708481
ACH-000411,-0.12067430948558085
ACH-000414,-0.06441542949690766
ACH-000415,-0.153449742995836
ACH-000416,-0.1370047112882703
ACH-000420,-0.1402903240498663
ACH-000421,-0.09882807409220858
ACH-000424,0.03331651210101242
ACH-000425,-0.055039768920505966
ACH-000426,-0.013991134040877968
ACH-000427,-0.3101434663325699
ACH-000433,-0.19283524148109196
ACH-000435,-0.07671122984729695
ACH-000436,0.0008145901414198251
ACH-000444,-0.07884674946366374
ACH-000445,-0.2330837369100083
ACH-000448,-0.17211705637617727
ACH-000450,-0.3757132354712329
ACH-000452,-0.11219806186383648
ACH-000454,-0.04346398144174565
ACH-000458,-0.1784394073727779
ACH-000459,0.02989428969206435
ACH-000460,-0.06330985333726796
ACH-000461,-0.2970379665678777
ACH-000463,-0.1311662044146593
ACH-000464,-0.06024463517606678
ACH-000466,-0.17520635856649705
ACH-000467,0.0259681357717566
ACH-000468,-0.21266113270438086
ACH-000469,-0.09747242911216523
ACH-000470,-0.2141511335037228
ACH-000471,-0.1458811988778583
ACH-000472,-0.1411476654565647
ACH-000473,-0.08354755161777626
ACH-000475,-0.13805552202526625
ACH-000476,-0.1825802232172917
ACH-000477,-0.10651983425520004
ACH-000479,-0.018482877457645392
ACH-000480,-0.2579526338220717
ACH-000481,-0.12420663828460148
ACH-000483,-0.16998124483376073
ACH-000484,-0.1257873607031159
ACH-000485,-0.06576209020636699
ACH-000486,-0.2910472134929548
ACH-000487,-0.13625460231073253
ACH-000488,-0.18857707076222766
ACH-000490,-0.06356377028451933
ACH-000491,-0.13358634153918034
ACH-000495,-0.05755164095989865
ACH-000496,-0.2970312566320665
ACH-000499,-0.10389043163039634
ACH-000500,-0.18309143756635474
ACH-000502,-0.17230243009961266
ACH-000503,-0.16887739760632514
ACH-000505,-0.17673098344333854
ACH-000507,-0.23339181733225575
ACH-000510,-0.14239732790681614
ACH-000511,0.00877639663257835
ACH-000512,-0.12425955134467415
ACH-000516,0.03678871716514097
ACH-000517,-0.0757962164828503
ACH-000518,-0.15836536992099895
ACH-000520,-0.056291446483830866
ACH-000521,0.04914162663697517
ACH-000522,-0.1623494583607693
ACH-000524,-0.11053582398503152
ACH-000527,-0.10204798063002153
ACH-000528,-0.06684683140261335
ACH-000537,-0.24069195383864905
ACH-000541,-0.0918662091356454
ACH-000542,-0.11767549840972055
ACH-000544,-0.41222344917268106
ACH-000545,-0.3927032599810525
ACH-000547,0.048523517752459236
ACH-000548,-0.20834551969906154
ACH-000549,-0.025923971928839683
ACH-000550,-0.1447989826761738
ACH-000552,-0.2114837818001319
ACH-000556,-0.15056581173554345
ACH-000557,-0.027601813737565685
ACH-000569,-0.09682538257705643
ACH-000570,-0.06513749000970302
ACH-000571,-0.09947935624075127
ACH-000573,-0.17918942094845555
ACH-000576,-0.06698584986990706
ACH-000579,-0.1794395822288552
ACH-000580,-0.043766102016279264
ACH-000584,-0.15746151382237022
ACH-000585,-0.19596034998470602
ACH-000588,-0.08892173369911055
ACH-000589,-0.1359384241582738
ACH-000591,0.03578922635767482
ACH-000593,-0.20834897695157067
ACH-000600,-0.19213849733203311
ACH-000601,-0.10549953082987144
ACH-000605,-0.14682780581817467
ACH-000606,-0.2551946195017949
ACH-000608,-0.1964379194045461
ACH-000614,-0.24458394603064204
ACH-000616,-0.06854648718048703
ACH-000618,-0.315143493742948
ACH-000619,-0.2352054857488076
ACH-000620,-0.01918847195068497
ACH-000621,-0.06654205750591315
ACH-000622,-0.10985992101009087
ACH-000623,-0.0039042119479964906
ACH-000624,-0.051015433381144906
ACH-000627,-0.023280506569322592
ACH-000630,-0.3048638735504957
ACH-000631,0.04773661865526984
ACH-000632,-0.12233091092341447
ACH-000633,-0.23234823556241235
ACH-000637,-0.13893844212197146
ACH-000638,-0.15493741036090608
ACH-000646,-0.07560327118220972
ACH-000647,-0.22477484737581885
ACH-000648,0.06263752668875151
ACH-000649,-0.11978704213643827
ACH-000651,-0.026189960626089383
ACH-000652,-0.07803232540597325
ACH-000653,-0.01811966562084541
ACH-000657,-0.18040829271499406
ACH-000658,-0.10309246246411284
ACH-000661,-0.2539046049590575
ACH-000662,-0.2015697680736184
ACH-000663,-0.19366752751530766
ACH-000665,-0.3415363512437615
ACH-000671,-0.1672376376267162
ACH-000672,0.0873884219912099
ACH-000673,-0.06451524688856118
ACH-000676,-0.116282770504068
ACH-000677,-0.08790191904882373
ACH-000681,-0.06943785307959575
ACH-000683,-0.1632194974567622
ACH-000684,-0.016231763344359888
ACH-000688,-0.06170114900075278
ACH-000693,-0.168053368977382
ACH-000694,-0.31912161360186525
ACH-000695,-0.02990043227613345
ACH-000696,-0.05721906191035661
ACH-000697,0.00978584215923671
ACH-000699,-0.16119454594427735
ACH-000701,0.03545366739262666
ACH-000706,-0.15856843087958128
ACH-000711,-0.15123325116670672
ACH-000713,-0.10417279935252316
ACH-000714,-0.29922278083342063
ACH-000718,0.016626681425914728
ACH-000720,-0.19921176729056905
ACH-000721,-0.0892873738205175
ACH-000724,-0.026889361557882904
ACH-000725,-0.2073238662007908
ACH-000732,-0.34656148000684417
ACH-000734,-0.3818831541510258
ACH-000735,-0.1326586787146983
ACH-000736,-0.1215290080509354
ACH-000738,-0.11667765948977901
ACH-000746,-0.07231480195738266
ACH-000747,-0.18851033612702686
ACH-000748,-0.4105907291361503
ACH-000753,-0.11506086794073885
ACH-000756,-0.3223419733136838
ACH-000757,-0.3403919700743361
ACH-000758,-0.2275861338696939
ACH-000760,-0.07571460438258433
ACH-000762,-0.31620087884237946
ACH-000763,-0.08109648082239672
ACH-000764,-0.1473863948608804
ACH-000765,-0.28306592461568103
ACH-000766,-0.16695199307195954
ACH-000767,-0.07349549812123418
ACH-000768,-0.02637283855470264
ACH-000769,-0.09975715449477908
ACH-000770,-0.075959177504332
ACH-000771,-0.0511901408354044
ACH-000773,-0.1277204730611014
ACH-000776,-0.20589570010408426
ACH-000777,-0.1594045153366018
ACH-000778,-0.2254441068618306
ACH-000781,-0.1573631221116853
ACH-000782,-0.09850692986656333
ACH-000783,-0.1686362461452314
ACH-000784,-0.06965984500280634
ACH-000785,-0.14683846986783886
ACH-000787,-0.0013839118149221394
ACH-000788,-0.10756520242529287
ACH-000791,-0.08643755779445753
ACH-000792,-0.22672856666787705
ACH-000794,-0.3316667263997309
ACH-000796,-0.2468715719823853
ACH-000798,-0.20131762408167247
ACH-000799,-0.13827579252746836
ACH-000800,-0.016004836880508456
ACH-000802,-0.2973750473730025
ACH-000804,-0.1330469105692193
ACH-000805,-0.1726355452177302
ACH-000809,-0.120269066956424
ACH-000810,0.03227756570146735
ACH-000811,-0.0376906340619856
ACH-000817,-0.14296087412892244
ACH-000819,-0.14190020144567414
ACH-000820,-0.33463701618261515
ACH-000821,-0.05027708708187633
ACH-000822,-0.2716454238076201
ACH-000823,-0.23023945470246845
ACH-000824,-0.2264139355817231
ACH-000827,-0.08378567346811369
ACH-000829,-0.0025920760855856315
ACH-000831,-0.1937294846065683
ACH-000832,-0.1976349068802318
ACH-000833,-0.01921016469372474
ACH-000834,-0.21084403293020695
ACH-000835,-0.15807477614577242
ACH-000836,-0.11563040987138955
ACH-000837,-0.2548481146014774
ACH-000838,-0.051007066718397234
ACH-000839,-0.4135710072702898
ACH-000840,-0.24836498508046365
ACH-000841,-0.2415226832467112
ACH-000843,-0.21287607688926907
ACH-000846,-0.24278813117253545
ACH-000847,-0.1336595772641518
ACH-000848,-0.08123222960693066
ACH-000849,-0.060958785778128764
ACH-000851,0.041972761761684664
ACH-000855,0.1212498869262412
ACH-000856,-0.014521158430338722
ACH-000858,-0.15521131240475486
ACH-000859,0.00943750078159414
ACH-000861,-0.2189740224331992
ACH-000862,-0.07553474457866419
ACH-000865,-0.17924509552497325
ACH-000866,-0.03392371301907829
ACH-000867,-0.10576953334272254
ACH-000869,-0.11842025889544475
ACH-000872,-0.38695623550341546
ACH-000873,-0.003298219045008784
ACH-000876,-0.18635821288830987
ACH-000878,-0.06474907931576362
ACH-000880,-0.021882556791833933
ACH-000881,-0.09271346460699766
ACH-000882,-0.07075237527716624
ACH-000884,-0.04977475263285235
ACH-000885,-0.14064393740060835
ACH-000887,-0.2170121200204443
ACH-000889,-0.08070054601017823
ACH-000896,-0.15293847700960847
ACH-000898,-0.03398212438710307
ACH-000900,-0.0981630368544104
ACH-000901,-0.20644884188917825
ACH-000905,-0.2304250585109194
ACH-000906,-0.07735384710391499
ACH-000907,-0.06755606627358779
ACH-000910,-0.25569548587199503
ACH-000911,-0.2696609768420209
ACH-000912,-0.11058765348939446
ACH-000913,-0.10942646907417816
ACH-000915,-0.10248424708254557
ACH-000916,0.12468373287731475
ACH-000917,-0.4272590351513966
ACH-000920,-0.19464453355196115
ACH-000921,-0.15998763334696658
ACH-000924,-0.1034807750181522
ACH-000926,-0.12054997623401295
ACH-000928,0.050658526381476485
ACH-000929,-0.18817333634185748
ACH-000932,-0.1928726545679545
ACH-000935,-0.325433397738998
ACH-000936,-0.2831685876103163
ACH-000937,-0.04781312872371002
ACH-000938,-0.1173669301046698
ACH-000939,-0.09547441495265227
ACH-000941,-0.19782055880280813
ACH-000943,-0.0905839582272151
ACH-000946,-0.1634225380239347
ACH-000947,-0.05700572637847155
ACH-000948,-0.2349507445525435
ACH-000950,-0.12145266931707666
ACH-000953,-0.05878199781088065
ACH-000954,0.16435571344669375
ACH-000957,-0.22674661250020184
ACH-000958,0.045000009938001934
ACH-000960,-0.003656506525204393
ACH-000963,-0.02596672780357554
ACH-000968,-0.13649613607436314
ACH-000969,-0.10692525151108477
ACH-000972,-0.2389649828108039
ACH-000973,-0.1088461431868704
ACH-000974,-0.1174310866967556
ACH-000978,-0.4054984732485708
ACH-000984,-0.16444154076666972
ACH-000986,-0.10798116979001826
ACH-000988,-0.1657484066750668
ACH-000993,0.003438576298094308
ACH-000994,-0.14782900893530956
ACH-000996,-0.04129756744980415
ACH-001001,-0.1838150459508844
ACH-001020,-0.06886226778413425
ACH-001028,-0.2296460165075638
ACH-001031,-0.12274815153879515
ACH-001038,-0.0875500879735604
ACH-001048,-0.2592407453526017
ACH-001050,-0.08929052365807391
ACH-001053,-0.07274841925066194
ACH-001054,-0.004982475975650207
ACH-001061,-0.19422752365335927
ACH-001067,-0.2798834483671996
ACH-001075,-0.1495990064045037
ACH-001096,-0.09644372796205757
ACH-001111,0.16637036308668451
ACH-001119,-0.26499995035138285
ACH-001128,-0.3250120625915787
ACH-001134,-0.18330560417235509
ACH-001151,-0.037766485402979215
ACH-001163,-0.28644778701221546
ACH-001164,-0.22996871738515945
ACH-001183,-0.05638226231495231
ACH-001192,-0.06137049698142823
ACH-001193,-0.07582439467799378
ACH-001196,0.014527113234950904
ACH-001197,-0.10374919676218854
ACH-001205,-0.13971089300483747
ACH-001211,-0.14491993476171722
ACH-001212,0.03956030559275612
ACH-001228,-0.0575836626046584
ACH-001232,-0.010177160344339185
ACH-001239,0.03829001359349693
ACH-001270,-0.06576610692062178
ACH-001274,-0.07526913684525917
ACH-001275,-0.2447879197407824
ACH-001277,-0.08155977442840573
ACH-001278,-0.1375187706879497
ACH-001280,-0.04423089595166068
ACH-001283,-0.09074500414985087
ACH-001289,-0.15680523512210742
ACH-001300,-0.13552352664809986
ACH-001301,0.03165360254685773
ACH-001302,-0.07027685450259102
ACH-001306,-0.0501477383442116
ACH-001318,-0.108353954922446
ACH-001322,-0.200182288988133
ACH-001328,-0.20266085514744286
ACH-001332,-0.316918375731586
ACH-001336,-0.1123802233857755
ACH-001346,-0.27571603683866475
ACH-001353,-0.17324106428070524
ACH-001354,-0.14482984981309333
ACH-001367,-0.20188530233677301
ACH-001368,-0.08658239853944923
ACH-001374,-0.3272927840269318
ACH-001377,-0.20070027884421265
ACH-001380,-0.08684016215980797
ACH-001391,-0.12972006093823266
ACH-001408,-0.11111849572743833
ACH-001430,-0.08509974473494515
ACH-001431,-0.21453716256402947
ACH-001450,-0.03706230518013617
ACH-001496,-0.16262381151068814
ACH-001500,-0.12504704407475775
ACH-001523,-0.06473228300405295
ACH-001532,-0.13483765590804442
ACH-001550,-0.4966013594316474
ACH-001552,-0.15995075836188982
ACH-001554,-0.09854639063489368
ACH-001654,-0.2022494611032703
ACH-001735,-0.1672858791612306
ACH-001736,-0.04012855943661977
ACH-001737,-0.31598459302487497
ACH-001740,0.06516060380313363
ACH-001745,-0.01941789714190563
ACH-001765,-0.08155997858237535
