,DPYD (1806)
ACH-000004,0.08854634467353724
ACH-000005,0.053645076462541234
ACH-000007,0.061254069362342574
ACH-000009,-0.17228831999372846
ACH-000011,-0.09822679682989344
ACH-000012,-0.09016668778597532
ACH-000013,-0.04679337680240527
ACH-000014,-0.05777685606687539
ACH-000015,-0.040601795089997166
ACH-000017,-0.11735783360576008
ACH-000018,-0.33839964042121645
ACH-000019,0.12591463098340136
ACH-000021,-0.08181783678147013
ACH-000022,0.0019004007737218466
ACH-000025,-0.2228675517448856
ACH-000028,-0.1479313305955661
ACH-000030,-0.08198288768742126
ACH-000035,-0.16053997803771053
ACH-000036,-0.19501061655677435
ACH-000037,0.1301351584823258
ACH-000039,-0.1048205637451258
ACH-000040,-0.2707737669973845
ACH-000041,-0.07451366729653154
ACH-000042,-0.03512187339212201
ACH-000045,-0.0981214456132258
ACH-000047,-0.14613452384915462
ACH-000052,-0.2702014630739936
ACH-000053,-0.07860365191808019
ACH-000054,-0.0914548825178108
ACH-000055,-0.1771825608921275
ACH-000060,-0.17512899046536287
ACH-000067,-0.028636756168769362
ACH-000070,0.01786745753827425
ACH-000075,-0.10288671172331136
ACH-000078,-0.30058420572560063
ACH-000082,-0.12984397117054286
ACH-000085,-0.2447896920107471
ACH-000086,-0.14886142919459405
ACH-000087,-0.2259046276026289
ACH-000092,-0.14398564218158547
ACH-000095,-0.11151445446919196
ACH-000097,-0.2243801539407288
ACH-000098,-0.06721210414673777
ACH-000099,-0.033174203005650334
ACH-000108,-0.02163841645524144
ACH-000113,0.04414443415552445
ACH-000116,-0.026290274483203563
ACH-000118,-0.13049787750938693
ACH-000120,-0.27059226169952594
ACH-000123,0.023507203049758712
ACH-000127,-0.2012120645657708
ACH-000128,-0.08478180632625404
ACH-000132,-0.2352358150295305
ACH-000133,-0.3052997908891261
ACH-000137,-0.22597039027842875
ACH-000138,-0.07361023707464706
ACH-000142,0.03826064063610167
ACH-000143,-0.11335577492119675
ACH-000146,-0.10728025427266258
ACH-000148,-0.16793237091449226
ACH-000150,-0.0006740546026266775
ACH-000152,-0.17618428745704212
ACH-000153,-0.2642682061772493
ACH-000159,-0.2659191137515555
ACH-000160,-0.024379878128917013
ACH-000163,-0.18166752880925707
ACH-000167,-0.21848097592502347
ACH-000168,-0.1943696367663939
ACH-000169,0.05406766154695307
ACH-000178,-0.13314315460866333
