,NMRK2 (27231)
ACH-000004,-0.10686163683828173
ACH-000005,-0.2381351080246525
ACH-000007,-0.08355007385556598
ACH-000009,-0.11248302834711203
ACH-000011,-0.0012502441635517127
ACH-000012,-0.22506836621460294
ACH-000013,-0.12275443364412053
ACH-000014,-0.07848629898548415
ACH-000015,-0.17667649440196628
ACH-000017,-0.1882234733442842
ACH-000018,0.03433903637049068
ACH-000019,-0.26807149002990244
ACH-000021,-0.20580050682783266
ACH-000022,-0.19137844383219565
ACH-000025,-0.08903558349623597
ACH-000028,-0.1038168274800805
ACH-000030,-0.10068621331798497
ACH-000035,-0.09349296454261093
ACH-000036,-0.12794805838550385
ACH-000037,0.008601358195365118
ACH-000039,-0.11687917980694218
ACH-000040,-0.2371932426141337
ACH-000041,-0.16400510092261794
ACH-000042,-0.11439168889398373
ACH-000045,-0.1827236919342622
ACH-000047,-0.05970897636644727
ACH-000052,-0.03499469035126257
ACH-000053,-0.09135640563467506
ACH-000054,-0.11108749359005096
ACH-000055,-0.08453537804574089
ACH-000060,-0.1116648724525476
ACH-000067,-0.010361194144579984
ACH-000070,-0.20919281236203013
ACH-000075,-0.1247872479340381
ACH-000078,-0.004919483471501156
ACH-000082,-0.13604810292485178
ACH-000085,-0.1795311251202979
ACH-000086,-0.023141931443623653
ACH-000087,0.08635957586357934
ACH-000092,-0.2650222673237216
ACH-000095,-0.28993695829517857
ACH-000097,-0.07650856674956143
ACH-000098,-0.1623127655670614
ACH-000099,-0.18956710812794028
ACH-000108,-0.191368082688784
ACH-000113,-0.15269386152196576
ACH-000116,-0.06874891342276694
ACH-000118,0.02669994415068493
ACH-000120,-0.12278292772346945
ACH-000123,-0.1228790080906062
ACH-000127,-0.14727024047802426
ACH-000128,-0.1319959461316272
ACH-000132,-0.08375015727027288
ACH-000133,-0.03634219641319443
ACH-000137,-0.12297674163187368
ACH-000138,0.0031509006470385012
ACH-000142,0.026069481691112974
ACH-000143,-0.16406983280794538
ACH-000146,-0.10225103093671198
ACH-000148,-0.15881906619751116
ACH-000150,0.043029421286757935
ACH-000152,-0.1444103597757728
ACH-000153,-0.04630107052424827
ACH-000159,-0.19816911159258133
ACH-000160,-0.0625729010330291
ACH-000163,0.00224244120661486
ACH-000167,-0.23129243323300264
ACH-000168,0.041631448962078085
ACH-000169,-0.09707789301294498
ACH-000178,-0.1016589322043484
ACH-000183,-0.04177214075453158
ACH-000188,-0.12600310466571082
ACH-000189,-0.05037899485692327
ACH-000190,-0.1265826517719586
ACH-000198,-0.2046916357538523
ACH-000203,0.25031317714253554
ACH-000204,0.02472268837944814
ACH-000206,-0.23719115495821366
ACH-000207,-0.10903120256407796
ACH-000208,-0.18327253527213969
ACH-000210,-0.23073745344816896
ACH-000211,0.020373539840612933
ACH-000215,-0.04983787193090812
ACH-000221,-0.08795046310280018
ACH-000222,-0.1199773515872892
ACH-000223,-0.02959315156108762
ACH-000226,-0.02843415870235162
ACH-000227,-0.20084902645160851
ACH-000228,0.03325766244185039
ACH-000231,0.019855202358379873
ACH-000232,-0.15611435086902242
ACH-000233,-0.019955240512396524
ACH-000234,-0.22264693597389432
ACH-000235,-0.17104056025906614
ACH-000237,-0.1375191008780204
ACH-000238,-0.034858238760205836
ACH-000242,0.20551246161388154
ACH-000243,-0.17463421150609842
ACH-000244,-0.19350131219487754
ACH-000246,-0.13380132671896225
