,FKRP (79147)
ACH-000004,-0.15278498199408688
ACH-000005,0.0009657668007142801
ACH-000007,-0.29220194641903996
ACH-000009,-0.22733220443996305
ACH-000011,-0.015004412064092356
ACH-000012,-0.035727451769872534
ACH-000013,-0.2752580005600952
ACH-000014,-0.019243609781101297
ACH-000015,-0.013322996258758563
ACH-000017,-0.06321328487676961
ACH-000018,0.025171158122161138
ACH-000019,0.2415322562158877
ACH-000021,-0.01877171049304757
ACH-000022,-0.025894775024053792
ACH-000025,0.07802871055702577
ACH-000028,0.020472342064945814
ACH-000030,-0.21750414521928635
ACH-000035,-0.22997591112609306
ACH-000036,-0.10924529463810173
ACH-000037,-0.05280214259130469
ACH-000039,-0.013810908427748582
ACH-000040,0.006669370032577769
ACH-000041,-0.1810579355456275
ACH-000042,-0.03599060750994705
ACH-000045,-0.0769731146379907
ACH-000047,-0.20153686388079867
ACH-000052,-0.025463752283941408
ACH-000053,-0.3305358742736089
ACH-000054,0.1134053637722329
ACH-000055,-0.13878276168930026
ACH-000060,-0.11389648274494793
ACH-000067,-0.1265529244972401
ACH-000070,-0.1541904703389203
ACH-000075,-0.1611022163755398
ACH-000078,0.05388436331503838
ACH-000082,-0.04194830938924212
ACH-000085,-0.3339912436144354
ACH-000086,-0.13846590174194884
ACH-000087,-0.05121016595444612
ACH-000092,-0.06152833199257495
ACH-000095,-0.036628938073930015
ACH-000097,-0.1809969819778246
ACH-000098,-0.02026936966511831
ACH-000099,-0.15376076100044306
ACH-000108,-0.1909511438204187
ACH-000113,-0.002533071165768008
ACH-000116,-0.09014317453835813
ACH-000118,-0.06872890235536383
ACH-000120,-0.026575268097607883
ACH-000123,0.08832152400722279
ACH-000127,-0.12137608272756735
ACH-000128,0.12072221006630772
ACH-000132,0.013255716374365806
ACH-000133,0.012656934306185523
ACH-000137,-0.22720032594956
ACH-000138,-0.11385723315018287
ACH-000142,-0.23582194031826856
ACH-000143,-0.005305697187997677
ACH-000146,-0.030298427686396144
ACH-000148,-0.038501840911159005
ACH-000150,0.026183376935509668
ACH-000152,-0.10313056039762517
ACH-000153,-0.40314335743416896
ACH-000159,-0.03880874123866624
ACH-000160,0.02690639007488812
ACH-000163,-0.006520687413824271
ACH-000167,0.5641034472213421
ACH-000168,-0.15311066645808302
ACH-000169,-0.05402971711642561
ACH-000178,-0.18935835758356512
ACH-000183,0.049644757171230285
ACH-000188,0.06870556617233482
ACH-000189,0.011763775127021344
ACH-000190,-0.14580310913414365
ACH-000198,-0.13610646920349584
ACH-000203,-0.25535996960883084
ACH-000204,0.17573806993439414
ACH-000206,-0.021860635870495623
ACH-000207,0.17645116476092473
ACH-000208,-0.3654581953409439
ACH-000210,0.034653163770804754
ACH-000211,-0.11014025340167816
ACH-000215,0.014443208037983966
ACH-000221,-0.3781842137360425
ACH-000222,0.008393410961586368
ACH-000223,-0.09500997029641504
ACH-000226,-0.29495854899541724
ACH-000227,-0.00031303963950467527
ACH-000228,-0.012072977607760329
ACH-000231,-0.008605182258242769
ACH-000232,-0.02123603113897036
ACH-000233,-0.20595592119093492
ACH-000234,0.021368296571130402
ACH-000235,-0.06940427306804328
ACH-000237,-0.10516396105857807
ACH-000238,-0.08355094836383821
ACH-000242,0.1279186906091879
ACH-000243,-0.03151770065022624
ACH-000244,-0.29208230288263604
ACH-000246,-0.10950111059102788
ACH-000248,-0.07011499227958197
ACH-000250,-0.01930961261754632
ACH-000251,0.026702685355516145
ACH-000252,-0.21327276833768766
ACH-000253,-0.14683563155713286
ACH-000255,-0.13025435916834927
ACH-000256,-0.04463374332350512
ACH-000257,-0.025137992804913585
ACH-000258,-0.10130036579301438
ACH-000259,-0.04675995315501789
ACH-000260,-0.16926636060011893
ACH-000261,-0.003698192212895153
ACH-000262,-0.39603240687713853
ACH-000263,0.20256904117629773
ACH-000264,-0.016736649539075863
ACH-000265,-0.0928146508711312
ACH-000266,-0.15935298668100856
ACH-000272,0.05627855264828864
ACH-000274,0.028101523889523788
ACH-000277,-0.008017551442216126
ACH-000278,-0.13378059040220042
ACH-000279,0.05382205741792795
ACH-000280,-0.1830339564853636
ACH-000281,0.08823902931127114
ACH-000288,0.02817859571616302
ACH-000291,-0.15245850026093954
ACH-000293,-0.2291118243599657
ACH-000294,-0.504137462238436
ACH-000295,0.3362695173934818
ACH-000296,-0.14414529326894573
ACH-000302,-0.2254057579828033
ACH-000304,0.32613251473685195
ACH-000307,0.08449620746821275
ACH-000308,-0.16938867860628887
ACH-000310,-0.13187338037570925
ACH-000311,-0.1701322257133182
ACH-000312,-0.08486062997767294
ACH-000315,-0.07421338130770999
ACH-000316,0.2194742577663757
ACH-000317,0.15412120322881534
ACH-000318,-0.10484704653454577
ACH-000319,-0.19760511020961027
ACH-000320,0.11045127599118658
ACH-000322,-0.3240066188391469
ACH-000323,-0.22719701861362715
ACH-000324,-0.035434897882522014
ACH-000329,-0.08868173370760664
ACH-000330,-0.12141425371148945
ACH-000331,0.09049514802827538
ACH-000332,-0.04680708580527538
ACH-000334,-0.09584213467628944
ACH-000335,-0.3124016491439245
ACH-000336,-0.10419630413357772
ACH-000337,-0.0764568368592682
ACH-000338,0.13210377662719605
ACH-000339,-0.1931854561396093
ACH-000341,-0.304993810653204
ACH-000348,0.04065929373527877
ACH-000350,-0.07300997786640126
ACH-000352,-0.09519450849334447
ACH-000356,-0.05081299540304127
ACH-000361,-0.11940167416909114
ACH-000362,-0.08127799613952699
ACH-000363,-0.026628501909232712
ACH-000364,-0.037582910967252345
ACH-000365,-0.11853866991296462
ACH-000366,-0.09201548413937813
ACH-000368,0.00831126141278952
ACH-000374,0.04781716126409016
ACH-000375,-0.27899507764041315
ACH-000376,-0.09156062176195527
ACH-000381,-0.04886562436328732
ACH-000383,-0.1434030880171372
ACH-000387,-0.12980069069901967
ACH-000389,-0.05140649221285084
ACH-000390,0.006114156573286521
ACH-000393,-0.03848584534944848
ACH-000395,-0.3107831303537732
ACH-000396,-0.021893450696276927
ACH-000397,-0.07473704583880167
ACH-000401,-0.04557132858590422
ACH-000402,0.03976923870702598
ACH-000403,0.003598286794458257
ACH-000404,0.13200559714217244
ACH-000406,-0.07222261901679734
ACH-000407,-0.0762644651342001
ACH-000408,-0.1485696430074685
ACH-000410,-0.00938076628592726
ACH-000411,0.03545299646317589
ACH-000414,-0.03834326002281144
ACH-000415,-0.09042909864943224
ACH-000416,-0.01928526823989053
ACH-000420,-0.1567038239064209
ACH-000421,-0.16396945874623875
ACH-000424,0.0231849412838041
ACH-000425,-0.06249365274375127
ACH-000426,-0.2457647644609197
ACH-000427,-0.0361652620404036
ACH-000433,0.2391672129831437
ACH-000435,0.10445192534502168
ACH-000436,-0.04875817459280347
ACH-000444,-0.18575520979388474
ACH-000445,0.00010146459850881657
ACH-000448,-0.024375730400833018
ACH-000450,0.02134162032979647
ACH-000452,0.01931855498315922
ACH-000454,0.10139812338538516
ACH-000458,-0.12667822901301876
ACH-000459,-0.023101934856292947
ACH-000460,-0.15404314145829948
ACH-000461,-0.21949700036488468
ACH-000463,-0.10627688910599553
ACH-000464,-0.08359996173843512
ACH-000466,-0.13424336835419487
ACH-000467,-0.0731431698792902
ACH-000468,-0.03544082928970277
ACH-000469,-0.11420532917519664
ACH-000470,-0.11750499301489882
ACH-000471,-0.08683907520203978
ACH-000472,0.025429597617620658
ACH-000473,0.16152441498870812
ACH-000475,-0.027815621285471482
ACH-000476,-0.10648308517534323
ACH-000477,-0.21305798713807547
ACH-000479,-0.049026298314175966
ACH-000480,-0.03554371741435556
ACH-000481,-0.16798073406704073
ACH-000483,-0.1725392826595912
ACH-000484,-0.23469832465735374
ACH-000485,0.009505029253732795
ACH-000486,-0.15303990163541994
ACH-000487,-0.06801165638438983
ACH-000488,-0.04212783170684815
ACH-000490,-0.11785523951902832
ACH-000491,-0.12607325177295092
ACH-000495,0.010551409747130229
ACH-000496,-0.04997976885144277
ACH-000499,0.08738825527085348
ACH-000500,-0.2458242114518761
ACH-000502,-0.08680849225446799
ACH-000503,-0.2636557142757693
ACH-000505,0.003832869361395922
ACH-000507,0.0990008286729052
ACH-000510,-0.07653742654025203
ACH-000511,-0.05824215734442788
ACH-000512,-0.03667685341131492
ACH-000516,-0.03465644225715827
ACH-000517,-0.10214992273728916
ACH-000518,0.09175530811222324
ACH-000520,0.05508721353448354
ACH-000521,0.026868505979759903
ACH-000522,0.010724185167313528
ACH-000524,-0.11737925396502992
ACH-000527,-0.0981007471073287
ACH-000528,0.020044053467832532
ACH-000537,0.002286104464047231
ACH-000541,-0.014725867201814081
ACH-000542,-0.0707971263544216
ACH-000544,-0.13094161438876026
ACH-000545,-0.10926575599783228
ACH-000547,0.2580771246917495
ACH-000548,-0.14441866067012313
ACH-000549,-0.20762798573721766
ACH-000550,0.018796162006578063
ACH-000552,-0.05189718270921877
ACH-000556,-0.14377568197559168
ACH-000557,0.011671765210101557
ACH-000569,-0.03542920927948213
ACH-000570,0.009367238264366015
ACH-000571,-0.01145484758265168
ACH-000573,-0.06904396531312484
ACH-000576,0.022300862073731772
ACH-000579,-0.0375765945522478
ACH-000580,0.11304439331616414
ACH-000584,-0.09317361262582563
ACH-000585,-0.18957628195774068
ACH-000588,-0.09875784070713026
ACH-000589,-0.07490707699004838
ACH-000591,-0.02953013624003012
ACH-000593,-0.09955254685048576
ACH-000600,-0.026095204704921292
ACH-000601,-0.06216991072594773
ACH-000605,0.03512431419000784
ACH-000606,-0.033182326896196795
ACH-000608,-0.16326777148891075
ACH-000614,0.05999519707814935
ACH-000616,-0.20635556819581785
ACH-000618,0.01159773973234582
ACH-000619,-0.07745403258927103
ACH-000620,-0.15240094810490076
ACH-000621,-0.1621610968477973
ACH-000622,0.09923393714594933
ACH-000623,0.11524886653413728
ACH-000624,-0.17035680388057284
ACH-000627,-0.16186371935750865
ACH-000630,0.09611464944706456
ACH-000631,-0.2086522447617226
ACH-000632,-0.1351591713160367
ACH-000633,-0.09113277836704764
ACH-000637,-0.281527002411912
ACH-000638,-0.08465270919259542
ACH-000646,-0.0911633264257947
ACH-000647,0.06396050712568108
ACH-000648,-0.08172487409910233
ACH-000649,-0.04294127585921597
ACH-000651,-0.07422447307821672
ACH-000652,-0.13504067508574022
ACH-000653,-0.10522019093084012
ACH-000657,-0.0981607859809142
ACH-000658,-0.08833154827722298
ACH-000661,-0.05975013483592459
ACH-000662,0.21628920843104185
ACH-000663,-0.08651322549725053
ACH-000665,-0.04949025771523247
ACH-000671,-0.05990582190243252
ACH-000672,-0.299628106250248
ACH-000673,-0.014586625964650903
ACH-000676,-0.04035040667162347
ACH-000677,-0.2865276114253632
ACH-000681,-0.08470102803820402
ACH-000683,-0.053309284968857486
ACH-000684,0.09979417449087456
ACH-000688,-0.06978220734417773
ACH-000693,0.025485411903691545
ACH-000694,-0.11044233806737803
ACH-000695,-0.1019962732856792
ACH-000696,-0.1144971776901765
ACH-000697,-0.14337929231800867
ACH-000699,-0.10296152584292216
ACH-000701,-0.289029635443356
ACH-000706,-0.04167617400117432
ACH-000711,-0.10397271477303087
ACH-000713,-0.11320468505530926
ACH-000714,0.03191130838481274
ACH-000718,-0.1518936427051872
