,NFKB2 (4791)
ACH-000004,-0.3097692998528317
ACH-000005,-0.20557910090487336
ACH-000007,-0.20883542809921896
ACH-000009,-0.12477248988917483
ACH-000011,-0.14648562183209074
ACH-000012,-0.18924217474153385
ACH-000013,-0.10529135051795456
ACH-000014,-0.015958355258031378
ACH-000015,-0.21520254500617875
ACH-000017,-0.26802363801046697
ACH-000018,-0.06290638761297047
ACH-000019,-0.009377360057589691
ACH-000021,-0.0405286312180254
ACH-000022,-0.3910846514179915
ACH-000025,-0.02851622146846263
ACH-000028,-0.08301800974501301
ACH-000030,-0.2691976627843331
ACH-000035,-0.07338115034085797
ACH-000036,-0.09367268755082443
ACH-000037,-0.2843918415906131
ACH-000039,-0.13582947155893196
ACH-000040,-0.2714311031175255
ACH-000041,-0.1971202760212352
ACH-000042,-0.015346168469383643
ACH-000045,-0.3133047339126425
ACH-000047,-0.22734453190628745
ACH-000052,0.15605801651425108
ACH-000053,-0.610261759459814
ACH-000054,-0.21255962603876571
ACH-000055,-0.14291252178335576
ACH-000060,-0.32094053066616074
ACH-000067,0.02281448583440229
ACH-000070,-0.43444231334357203
ACH-000075,-0.2182648276551642
ACH-000078,-0.1842960616106903
ACH-000082,-0.10269185383244947
ACH-000085,-0.11818148267080365
ACH-000086,-0.2673603008575428
ACH-000087,-0.13155143405211608
ACH-000092,-0.11042848693529543
ACH-000095,-0.2418902722876155
ACH-000097,-0.21104730644464215
ACH-000098,-0.2275614452264509
ACH-000099,-0.1857125009640696
ACH-000108,-0.028031937324474367
ACH-000113,-0.15760468243739706
ACH-000116,-0.1125404559174348
ACH-000118,-0.3000233709899511
ACH-000120,-0.3659733718893008
ACH-000123,-0.2117754944090156
ACH-000127,-0.1140384381861748
ACH-000128,-0.22047411817661444
ACH-000132,-0.21217939962963825
ACH-000133,-0.14048449814674946
ACH-000137,-0.2444573169914364
ACH-000138,-0.3774029393840174
ACH-000142,-0.13206491845198634
ACH-000143,-0.32121350403025223
ACH-000146,-0.23351815834707065
ACH-000148,-0.2877466550447787
ACH-000150,-0.03683471547594161
ACH-000152,-0.20160118803473812
ACH-000153,0.007022658190350203
ACH-000159,-0.33747273606835004
ACH-000160,-0.21251676077811535
ACH-000163,-0.07509009545245313
ACH-000167,-0.6509084864567575
ACH-000168,-0.2512525140178483
ACH-000169,-0.3436572853200272
ACH-000178,-0.17096461544669242
ACH-000183,-0.920302344737754
ACH-000188,-0.16249753901328434
ACH-000189,-0.0037737480453077757
ACH-000190,-0.11007469426620757
ACH-000198,-0.3510039037417801
ACH-000203,0.0013689799256859472
ACH-000204,-0.2316746334802993
ACH-000206,-1.0059708924836932
ACH-000207,-0.284908692168815
ACH-000208,-0.11837365016748792
ACH-000210,-0.17103667527123195
ACH-000211,-0.38652645918727774
ACH-000215,-0.20116205436875614
ACH-000221,-0.05606469662298237
ACH-000222,-0.2678244715922589
ACH-000223,-0.2690166521409769
ACH-000226,-0.0937383357119695
ACH-000227,-0.2252079281985593
ACH-000228,-0.39306199406839903
ACH-000231,-0.23911897123525394
ACH-000232,-0.17711769433424787
ACH-000233,-0.2603943631059837
ACH-000234,-0.2686783113901809
ACH-000235,-0.21087858740682425
ACH-000237,-0.35283839929291844
ACH-000238,-0.17835315371383206
ACH-000242,0.11790920361776774
