,PXT1 (222659)
ACH-000004,-0.0036581556304348273
ACH-000005,-0.17576315777403986
ACH-000007,-0.07033719184115028
ACH-000009,0.06124389046262387
ACH-000011,0.1927915921380427
ACH-000012,0.048142665097580944
ACH-000013,-0.010235593671319513
ACH-000014,0.034629049055795544
ACH-000015,0.11114758374343983
ACH-000017,-0.022203910849936826
ACH-000018,-0.0933089909848751
ACH-000019,-0.0060596420783942135
ACH-000021,0.16257410342162615
ACH-000022,0.03833354628552447
ACH-000025,0.1090079839968384
ACH-000028,-0.06169890711504272
ACH-000030,-0.03528772962750882
ACH-000035,0.06530674112147758
ACH-000036,0.008538828106562483
ACH-000037,0.08720771631793267
ACH-000039,0.01532851865487892
ACH-000040,-0.10735898593701884
ACH-000041,0.1647338821772476
ACH-000042,0.03929473574378412
ACH-000045,0.12843856875852033
ACH-000047,0.020021432969394667
ACH-000052,0.026989372781573952
ACH-000053,0.005765508588443778
ACH-000054,0.10318652032645187
ACH-000055,-0.03502508466787655
ACH-000060,-0.00502564522773855
ACH-000067,-0.015839111585686197
ACH-000070,0.3059143283836925
ACH-000075,0.1130640279677127
ACH-000078,0.1001689315387502
ACH-000082,-0.056435067143272774
ACH-000085,0.04053096342306434
ACH-000086,0.02235823721484515
ACH-000087,0.0182827720992974
ACH-000092,0.07039357640828622
ACH-000095,0.02284411364709915
ACH-000097,0.07597629054245877
ACH-000098,0.03312051457615161
ACH-000099,0.148024240190999
ACH-000108,-0.056748668492028864
ACH-000113,0.035327686823691404
ACH-000116,0.07176992385901322
ACH-000118,0.08121402422372895
ACH-000120,0.3016882831908213
ACH-000123,-0.14014650979607465
ACH-000127,0.05782448042867677
ACH-000128,0.0748246689822973
ACH-000132,0.08958729493102294
ACH-000133,0.06645983877367424
ACH-000137,0.06341667544488007
ACH-000138,0.1940047172501428
ACH-000142,0.0469841775939874
ACH-000143,0.27376979701396714
ACH-000146,0.0612006953015807
ACH-000148,0.06178594844798764
ACH-000150,0.08783747854690338
ACH-000152,-0.1133928761830558
ACH-000153,0.06535794155543508
ACH-000159,0.04001628944050661
ACH-000160,0.10569924337988187
ACH-000163,-0.042913493481306485
ACH-000167,-0.16073231261823048
ACH-000168,0.2543195057143141
ACH-000169,0.08863856533172056
ACH-000178,0.1070409722211858
ACH-000183,0.2677766466442341
ACH-000188,-0.04564903297674838
ACH-000189,-0.0995752684909144
ACH-000190,0.010234475591095063
ACH-000198,0.16805687243625916
ACH-000203,0.13312009773686045
ACH-000204,-0.06009914936344695
ACH-000206,-0.0052773384460468795
ACH-000207,0.08625549320303927
ACH-000208,0.09004416161059407
ACH-000210,-0.17350436817538578
ACH-000211,0.00627767081383335
ACH-000215,0.027105427691596632
ACH-000221,0.028197217691924382
ACH-000222,0.13097243307270867
ACH-000223,-0.0027588566123569426
ACH-000226,0.11857447152407788
ACH-000227,0.09879972136525086
ACH-000228,0.06422452937603193
ACH-000231,0.1215590093290665
ACH-000232,0.16728982056292274
ACH-000233,0.09606863989301613
ACH-000234,0.14482665227358546
ACH-000235,0.17538071200988162
ACH-000237,0.024183376645185724
ACH-000238,0.05218905321912448
ACH-000242,0.226915831606915
ACH-000243,0.041522809763776015
ACH-000244,-0.053989321166459485
ACH-000246,0.01652058201103304
ACH-000248,0.20820104865891906
ACH-000250,-0.008559725304001444
ACH-000251,-0.07248598614229418
ACH-000252,0.06140309980530586
ACH-000253,0.1002708924858663
ACH-000255,0.04849733959682149
ACH-000256,0.08837666580609807
ACH-000257,0.22086414931092002
ACH-000258,0.025512322468923092
ACH-000259,0.1434936282865581
ACH-000260,0.11756627836153945
ACH-000261,0.04091439428508824
ACH-000262,0.09556214895416232
ACH-000263,-0.07234041446629752
ACH-000264,0.01375887074134745
ACH-000265,0.02983846490107475
ACH-000266,0.07223560867462712
ACH-000272,0.10773311958721583
ACH-000274,0.0858824343927468
ACH-000277,0.06724059311023856
ACH-000278,0.04494760949104122
ACH-000279,0.055008392767058656
ACH-000280,0.05750260360978063
ACH-000281,0.18796782161385686
ACH-000288,0.17874262012449554
ACH-000291,0.08985120649293925
ACH-000293,0.2143489345186804
ACH-000294,0.08228253915057558
ACH-000295,0.18695326167345247
ACH-000296,0.0696741990162582
ACH-000302,-0.01645691993555612
ACH-000304,0.0936996038794721
ACH-000307,0.04519325408468169
ACH-000308,0.08470459333499411
ACH-000310,0.059581879216023786
ACH-000311,0.09929642231870413
ACH-000312,0.14995724027685078
ACH-000315,0.2876989940730252
ACH-000316,-0.2568737898031501
ACH-000317,0.2345493734745829
ACH-000318,0.19638513270814145
ACH-000319,0.1108913365963757
ACH-000320,0.3337710410602461
ACH-000322,0.14328163000576774
ACH-000323,0.2919827005241831
ACH-000324,0.028290168217190874
ACH-000329,0.1048273519577322
ACH-000330,-0.1777286089878691
ACH-000331,0.027201617089606923
ACH-000332,0.006935641131741266
ACH-000334,0.04494718886397096
ACH-000335,0.006288972628141553
ACH-000336,-0.001584552360649356
ACH-000337,0.023131243315752757
ACH-000338,0.17834097128630114
ACH-000339,0.06430671942319728
ACH-000341,0.14984774592994649
ACH-000348,0.1162045768589457
ACH-000350,0.014830616603134544
ACH-000352,0.09037346076406698
ACH-000356,-0.04697837788220939
ACH-000361,-0.16490101298798193
ACH-000362,0.02172888304709373
ACH-000363,0.06968538349634429
ACH-000364,-0.15263641444360887
ACH-000365,0.09731465341565916
ACH-000366,0.18379613303086664
ACH-000368,0.09004473778559402
ACH-000374,-0.02994428019830087
ACH-000375,0.1719820430436995
ACH-000376,-0.020112231849787658
ACH-000381,0.15942242417881364
ACH-000383,0.007674479020116966
ACH-000387,0.015172586828746656
ACH-000389,0.2151499812145266
ACH-000390,0.05088581827583922
ACH-000393,0.0418644886492642
ACH-000395,0.09561236744447754
ACH-000396,0.3787395978576
ACH-000397,-0.026657474471423363
ACH-000401,0.2464761052719544
ACH-000402,0.0381583882525304
ACH-000403,0.1136727079284259
ACH-000404,0.30438984682227643
ACH-000406,0.17934624928848528
ACH-000407,-0.01243627738893726
ACH-000408,0.1146361228366666
ACH-000410,0.20136811519976827
ACH-000411,0.1360029851594199
ACH-000414,0.16152199763956224
ACH-000415,0.01257851408469419
ACH-000416,0.12435411613134575
ACH-000420,0.09282203837323894
ACH-000421,0.08803503802194745
ACH-000424,0.04565221869831725
ACH-000425,0.04191283530654204
ACH-000426,0.007082945839166587
ACH-000427,-0.07142294679173927
ACH-000433,0.2970577580912777
ACH-000435,-0.10967274030038757
ACH-000436,0.09463483368555972
ACH-000444,-0.0030026373430128697
ACH-000445,0.3039661578097534
ACH-000448,-0.09139737314920572
ACH-000450,0.0012019118337214204
ACH-000452,0.049959375908041836
ACH-000454,0.01804493906306327
ACH-000458,0.12389709885824328
ACH-000459,0.2868112059031469
ACH-000460,0.12172839765217455
ACH-000461,0.0776016441855599
ACH-000463,0.08016504874608929
ACH-000464,0.0933425327280998
