,CASKIN2 (57513)
ACH-000475,-0.053140360825942916
ACH-000476,-0.1749397901925881
ACH-000477,-0.30964024341852736
ACH-000479,-0.11512821081231556
ACH-000480,-0.06509009792684926
ACH-000481,0.0915336199777988
ACH-000483,-0.07599111965049411
ACH-000484,0.10501955434093803
ACH-000485,-0.12549651336000645
ACH-000486,-0.08936355843246246
ACH-000487,-0.006894427312746332
ACH-000488,-0.1786165470380321
ACH-000490,-0.3238983910352365
ACH-000491,-0.2151713491844648
ACH-000495,-0.0646766626031163
ACH-000496,-0.23465526590458397
ACH-000499,-0.17932637768141962
ACH-000500,-0.5868337967295159
ACH-000502,-0.3990595593469728
ACH-000503,-0.07602719179698426
ACH-000505,-0.09742196740850298
ACH-000507,-0.1391087121444511
ACH-000510,-0.06947379180581037
ACH-000511,-0.09373094556683187
ACH-000512,0.13029748246870435
ACH-000516,-0.1525372291203794
ACH-000517,-0.1597295582548389
ACH-000518,-0.3767897238926612
ACH-000520,-0.1654109091512149
ACH-000521,-0.30291349748490565
ACH-000522,-0.0995478682950902
ACH-000524,-0.1423264256818527
ACH-000527,-0.04104869793186633
ACH-000528,-0.11141390279830436
ACH-000537,-0.12172958036403345
ACH-000541,-0.4318964684946496
ACH-000542,-0.142638753669044
ACH-000544,-0.26452046866872936
ACH-000545,-0.1893491779724706
ACH-000547,0.010481589242724349
ACH-000548,-0.06028015792174726
ACH-000549,-0.17336694525414528
ACH-000550,-0.262360556788017
ACH-000552,-0.23353987705956536
ACH-000556,-0.16712045142778548
ACH-000557,-0.060547703441247214
ACH-000569,0.021907733401064108
ACH-000570,-0.1543439936992992
ACH-000571,-0.17298659803341326
ACH-000573,-0.04805123343668381
ACH-000576,-0.16113961617025813
ACH-000579,-0.0025472357337601287
ACH-000580,-0.20173527768709607
ACH-000584,-0.07150014576674828
ACH-000585,-0.1560581523792511
ACH-000588,-0.08498918329777527
ACH-000589,-0.138589276027574
ACH-000591,-0.3320233927905945
ACH-000593,-0.19754720661246147
ACH-000600,-0.06423442216187154
ACH-000601,-0.09304023283853816
ACH-000605,-0.14354310774126935
ACH-000606,-0.22513342518391224
ACH-000608,-0.09141801984056508
ACH-000614,-0.062317414906975566
ACH-000616,-0.110945586439989
ACH-000618,-0.1831329159954984
ACH-000619,-0.2788148634163086
ACH-000620,0.10604102244577987
ACH-000621,-0.10672817032463554
ACH-000622,-0.2459172541698436
ACH-000623,-0.1901581657492011
ACH-000624,-0.062410981010248126
ACH-000627,-0.08760559952037877
ACH-000630,-0.20797223922371733
ACH-000631,-0.08940744278688212
ACH-000632,-0.16540813888258074
ACH-000633,-0.3270636465643887
ACH-000637,-0.15573200440399526
ACH-000638,-0.032858167614963144
ACH-000646,-0.2361600375454479
ACH-000647,-0.07266074158510878
ACH-000648,-0.1663410126879474
ACH-000649,-0.16010993737149726
ACH-000651,-0.13728650155165906
ACH-000652,-0.00859030139933855
ACH-000653,-0.04403707563437173
ACH-000657,-0.13605532570171633
ACH-000658,-0.026401814543367225
ACH-000661,-0.16817479571133429
ACH-000662,-0.0675077530951572
ACH-000663,-0.4349740851807353
ACH-000665,-0.04623929257978692
ACH-000671,-0.13649896123089253
ACH-000672,-0.16710439411757952
ACH-000673,-0.13781924174349355
ACH-000676,-0.09898948389072744
ACH-000677,-0.06040256560212093
ACH-000681,-0.2715958810214352
ACH-000683,-0.033538132397237144
ACH-000684,-0.0830870626232964
ACH-000688,-0.15509550657290486
ACH-000693,-0.13028748099016982
ACH-000694,-0.2333045996362373
ACH-000695,-0.06426823777441826
ACH-000696,-0.0467979052516585
ACH-000697,-0.02430912175351446
ACH-000699,-0.1530826135328662
ACH-000701,-0.12082237360945995
ACH-000706,-0.06949848194820613
ACH-000711,-0.202889447262845
ACH-000713,-0.06591269818824852
ACH-000714,-0.17413633011200852
ACH-000718,-0.08904724479742103
ACH-000720,-0.15191114515611656
ACH-000721,-0.2872937068605866
ACH-000724,-0.2772395347525964
ACH-000725,-0.0076227730922100575
ACH-000732,-0.0937383494860158
ACH-000734,0.0042347339734601685
ACH-000735,-0.10851404345129724
ACH-000736,-0.17321940718888118
ACH-000738,-0.04424626371650097
ACH-000746,-0.03343031694095752
ACH-000747,0.02335651514297277
ACH-000748,-0.17611001761993278
ACH-000753,-0.18565429363968644
ACH-000756,0.010221042749715659
ACH-000757,-0.06565598989339591
ACH-000758,-0.0051084986180608615
ACH-000760,-0.16543094513965453
ACH-000762,-0.25281581150990634
ACH-000763,0.01301562146130598
ACH-000764,-0.13708938301094095
ACH-000765,-0.19859313717910626
ACH-000766,-0.21526886142132476
ACH-000767,-0.2008118421009951
ACH-000768,-0.06177335531426046
ACH-000769,-0.1813634742801298
ACH-000770,-0.1275277633112976
ACH-000771,-0.12555675211256306
ACH-000773,-0.14255256977957742
ACH-000776,-0.227411054052736
ACH-000777,-0.2768465551806352
ACH-000778,-0.15694238010095862
ACH-000781,-0.11785726104857835
ACH-000782,-0.13150034153805734
ACH-000783,-0.17545398180584165
ACH-000784,-0.17498689163264938
ACH-000785,-0.0742638348750261
ACH-000787,-0.19327787490342987
ACH-000788,-0.1631282380919576
ACH-000791,-0.0938286139183757
ACH-000792,-0.0711828523328771
ACH-000794,-0.13973637524785373
ACH-000796,-0.1451541244052481
ACH-000798,-0.19232530427666855
ACH-000799,-0.11215557513516898
ACH-000800,-0.09768232979475716
ACH-000802,-0.15698166177379894
ACH-000804,0.016089261729106973
ACH-000805,0.07217838320536349
ACH-000809,-0.2970900942834169
ACH-000810,0.0285383374406072
ACH-000811,-0.2711420021151787
ACH-000817,-0.21614727409109424
ACH-000819,-0.16006067830878795
ACH-000820,-0.01871692867911886
ACH-000821,-0.19805773721604766
ACH-000822,-0.09489692192154238
ACH-000823,-0.18725824941591865
ACH-000824,-0.06894516535127111
ACH-000827,-0.03604918449803998
ACH-000829,-0.16778531049310294
ACH-000831,0.024784470376557403
ACH-000832,-0.012053965886710784
ACH-000833,0.06428937319864372
ACH-000834,-0.13238760743257122
ACH-000835,-0.15320920579851466
ACH-000836,-0.2581418188098093
ACH-000837,-0.17935106959685224
ACH-000838,-0.09730847535129704
ACH-000839,-0.19778120035390054
ACH-000840,-0.059567591536614777
ACH-000841,-0.20612924577217046
ACH-000843,-0.14811959577883202
ACH-000846,-0.022258428568058725
ACH-000847,-0.19996944997541524
ACH-000848,-0.18303390701248948
ACH-000849,-0.1103158472753068
ACH-000851,-0.08220412767614392
ACH-000855,0.03952479891798381
ACH-000856,-0.1359479921879581
ACH-000858,-0.1698674541097923
ACH-000859,-0.31679440797028563
ACH-000861,-0.016102351046573798
ACH-000862,-0.07543077246266046
ACH-000865,-0.14728488101909165
ACH-000866,-0.019627685619737555
ACH-000867,-0.10845912264218154
ACH-000869,0.03805285534272841
ACH-000872,-0.07637344756584323
ACH-000873,-0.14707560914215678
ACH-000876,0.2584961038662645
ACH-000878,0.1712507228126943
ACH-000880,-0.2286599916930617
ACH-000881,-0.35099337840645484
ACH-000882,-0.002699788516719173
ACH-000884,-0.12923185047944452
ACH-000885,-0.23986662769770015
ACH-000887,-0.11222488152616428
ACH-000889,-0.10062880905776328
ACH-000896,-0.05073516372222977
ACH-000898,-0.18471683384105916
ACH-000900,-0.04958457417215748
ACH-000901,-0.09096902134870956
ACH-000905,-0.11795568879099196
ACH-000906,-0.08734175143233036
ACH-000907,-0.0982818648881268
ACH-000910,-0.1326497659257804
ACH-000911,-0.06182135344209819
ACH-000912,-0.10809683174260756
ACH-000913,-0.17060438768883554
ACH-000915,-0.11287284506810585
ACH-000916,-0.3212042818970056
ACH-000917,-0.10377094781332688
ACH-000920,0.008047547072871999
ACH-000921,-0.2354673466264655
ACH-000924,-0.13103920764606794
ACH-000926,-0.23343301434336344
ACH-000928,-0.16321096251112174
ACH-000929,-0.10126153580818692
ACH-000932,-0.07166097548729006
ACH-000935,-0.10753059931155133
ACH-000936,-0.12050364546195096
ACH-000937,-0.1728819712271816
ACH-000938,-0.09457604884459003
ACH-000939,-0.2680900547870537
ACH-000941,-0.11222140739571827
ACH-000943,-0.00643954177731257
ACH-000946,-0.013270171344945764
ACH-000947,0.0868679805051856
ACH-000948,-0.13773000069689245
ACH-000950,-0.1661841134275841
ACH-000953,-0.2209123944750952
ACH-000954,-0.15016722312321515
ACH-000957,-0.20557546784760572
ACH-000958,-0.07462179758595233
ACH-000960,-0.057555436125981324
ACH-000963,-0.027500590907555387
ACH-000968,-0.19741291260192334
ACH-000969,-0.08708153887501477
ACH-000972,0.008776705753537905
ACH-000973,-0.07999071361250508
ACH-000974,-0.06723249302100341
ACH-000978,0.1897892320727594
ACH-000984,0.011072344948187169
ACH-000986,-0.2633481291470056
ACH-000988,-0.0021801627890691744
ACH-000993,-0.2777192922332491
ACH-000994,-0.10344162865975602
ACH-000996,-0.14776861988168352
ACH-001001,-0.13125450824549095
ACH-001020,-0.08207612795432154
ACH-001028,-0.09367356161754962
ACH-001031,-0.09138968428061234
ACH-001038,-0.03492792662058869
ACH-001048,-0.30440088743110905
ACH-001050,-0.4309648072143995
ACH-001053,-0.160249402450863
ACH-001054,0.033827065959022906
ACH-001061,-0.033933747059331665
ACH-001067,-0.19422092032793872
ACH-001075,-0.3045875206068467
ACH-001096,-0.20946554807579795
ACH-001111,-0.1991423776874643
ACH-001119,-0.08091806228967256
ACH-001128,-0.16711370201536746
ACH-001134,-0.0710173412885409
ACH-001151,-0.16981309144755294
ACH-001163,-0.17993593723547285
ACH-001164,0.09153055946801322
ACH-001183,-0.23762345069784185
ACH-001192,-0.0901374723961153
ACH-001193,-0.10465747111283584
ACH-001196,-0.029538699896386918
ACH-001197,-0.15700270091780674
ACH-001205,0.17807860426842992
ACH-001211,-0.183077118095938
ACH-001212,0.07868556643501326
ACH-001228,-0.14886842468267014
ACH-001232,-0.051835680204497095
ACH-001239,-0.13717590772943256
ACH-001270,-0.19364400506267168
ACH-001274,-0.17966510366114175
ACH-001275,-0.12285602431693388
ACH-001277,0.0355956461218053
ACH-001278,-0.08777787386725452
ACH-001280,-0.07253207408321878
ACH-001283,-0.04008418848969072
ACH-001289,-0.13757687315061568
ACH-001300,-0.16832967487021838
ACH-001301,-0.18088420192549265
ACH-001302,-0.2738664558373716
ACH-001306,-0.14288883251614629
ACH-001318,-0.0810229235057954
ACH-001322,-0.06456747173092321
ACH-001328,-0.25142549982093404
ACH-001332,0.10361926446872216
ACH-001336,-0.05565322840797752
ACH-001346,-0.049175863131470564
ACH-001353,-0.23031057672269856
ACH-001354,0.013689101334060387
ACH-001367,-0.18146901058871884
ACH-001368,-0.1032172260890064
ACH-001374,-0.2236114053406076
ACH-001377,-0.07197412096397468
ACH-001380,-0.1274959434869332
ACH-001391,-0.10341494671983484
ACH-001408,-0.24512410795193376
ACH-001430,0.06497427987041733
ACH-001431,-0.15798160813242185
ACH-001450,-0.13413204647910565
ACH-001496,-0.044022090667042484
ACH-001500,-0.1925501747830131
ACH-001523,-0.14862784893931852
ACH-001532,-0.029724847686364107
ACH-001550,-0.1671619303335406
ACH-001552,-0.09179101769119427
ACH-001554,-0.030716760864456707
ACH-001654,-0.22392524206092435
ACH-001735,-0.0833301078746095
ACH-001736,-0.13198657689959975
ACH-001737,-0.0730562701826149
ACH-001740,-0.20639196770704135
ACH-001745,-0.07783395119387247
ACH-001765,-0.04870410170038904
