,SRPR (6734)
ACH-000266,-0.5830651376292652
ACH-000272,-0.5861569866200428
ACH-000274,-0.5078308741777099
ACH-000277,-0.8180480394735681
ACH-000278,-0.5347405045132599
ACH-000279,-0.26821720014529954
ACH-000280,-0.6168223846163173
ACH-000281,-0.4882394177318843
ACH-000288,-0.4879308770542079
ACH-000291,-0.4240133799112108
ACH-000293,-0.6677980624329922
ACH-000294,-0.1389883233987259
ACH-000295,-0.3661255978113498
ACH-000296,-0.2878892104363772
ACH-000302,-0.6246545262661126
ACH-000304,-0.3539008600487993
ACH-000307,-0.531151831563025
ACH-000308,-0.3693861309154378
ACH-000310,-0.3307755139905061
ACH-000311,-0.4802090542046669
ACH-000312,-0.5254461173980073
ACH-000315,-0.492176578390742
ACH-000316,-0.7205441101960205
ACH-000317,-0.6565691311405961
ACH-000318,-0.546872071011005
ACH-000319,-0.4843728638754484
ACH-000320,-0.4932263424168809
ACH-000322,-0.6223910514209001
ACH-000323,-0.5190955817487409
ACH-000324,-0.4946322597761827
ACH-000329,-0.3993348432109458
ACH-000330,-0.4609106892561451
ACH-000331,-0.5273898291655295
ACH-000332,-0.29305053283468796
ACH-000334,-0.4218426615779281
ACH-000335,-0.4945122824661221
ACH-000336,-0.6121200162332395
ACH-000337,-0.26593847335439297
ACH-000338,-0.24725177472145166
ACH-000339,-0.35691028380313644
ACH-000341,-0.3698304153577697
ACH-000348,-0.4877055372987889
ACH-000350,-0.3635334181015307
ACH-000352,-0.4688908884826456
ACH-000356,-0.3190861346817537
ACH-000361,-0.5756549713879074
ACH-000362,-0.5418445973848425
ACH-000363,-0.2494828685070176
ACH-000364,-0.94878305296997
ACH-000365,-0.4835898390765802
ACH-000366,-0.6770332848507727
ACH-000368,-0.5633775991811762
ACH-000374,-0.9757925104954484
ACH-000375,-0.5962580951630619
ACH-000376,-0.417047583487
ACH-000381,-0.5245373985941341
ACH-000383,-0.4674904925163395
ACH-000387,-0.1955939350298833
ACH-000389,-0.7472401645643754
ACH-000390,-0.4663668845572609
ACH-000393,-0.448166353258441
ACH-000395,-0.5567138588603353
ACH-000396,-0.7487240375632239
ACH-000397,-0.4790007640010394
ACH-000401,-0.5342964936210599
ACH-000402,-0.3472435468782244
ACH-000403,-0.6239596786005076
ACH-000404,-0.8739869661336819
ACH-000406,-0.5940697227367956
ACH-000407,-0.4502035966040727
ACH-000408,-0.2965621590506681
ACH-000410,-0.5778320298091134
ACH-000411,-0.7800186725207563
ACH-000414,-0.4389604434546521
ACH-000415,-0.5843486358262749
ACH-000416,-0.6354607623532288
ACH-000420,-0.8588311950660421
ACH-000421,-0.5306595364574563
ACH-000424,-0.4967921280069857
ACH-000425,-0.6025463158917086
ACH-000426,-0.3513500945937659
ACH-000427,-0.5169349985483538
ACH-000433,-0.565900865030857
ACH-000435,-0.6644717272944604
ACH-000436,-0.26752605109304683
ACH-000444,-0.584419706157053
ACH-000445,-0.3973292772427821
ACH-000448,-0.6228266736067237
ACH-000450,-0.4920154310197059
ACH-000452,-0.6611735676308731
ACH-000454,-0.5025448756995724
ACH-000458,-0.6300978808891617
ACH-000459,-0.1318717504572389
ACH-000460,-0.6842731062760342
ACH-000461,-0.45558436815056397
ACH-000463,-0.4280168707256482
ACH-000464,-0.5036389947621256
ACH-000466,-0.5174462027671802
ACH-000467,-0.5605451819334405
ACH-000468,-0.3827376891247266
ACH-000469,-0.4108335854345787
ACH-000470,-0.15420952807098467
ACH-000471,-0.5179266158118053
ACH-000472,-0.24559117664271704
ACH-000473,-0.6777843401296579
ACH-000475,-0.4171762671400369
ACH-000476,-0.3002768580628044
ACH-000477,-0.36555426025478543
ACH-000479,-0.7066168631803886
ACH-000480,-0.5123268424181388
ACH-000481,-0.5304780097896751
ACH-000483,-0.6888686588080136
ACH-000484,-0.5226838941690282
ACH-000485,-0.5919250885544689
ACH-000486,-0.7217473135687275
ACH-000487,-0.5322080025612271
ACH-000488,-0.570849133055251
ACH-000490,-0.6993186963166746
ACH-000491,-0.6177115605554616
ACH-000495,-0.6228250332904269
ACH-000496,-0.3840314713875436
ACH-000499,-0.6105995533250915
ACH-000500,-0.3872028703563666
ACH-000502,-0.6932064560438531
ACH-000503,-0.525918642384123
ACH-000505,-0.4943488924696088
ACH-000507,-0.403430867454876
ACH-000510,-0.3920503953029297
ACH-000511,-0.6216500962364911
ACH-000512,-0.5458804721191193
ACH-000516,-0.4532552240969323
ACH-000517,-0.4277261394069172
ACH-000518,-0.5036856346065213
ACH-000520,-0.5102788021263194
ACH-000521,-0.5648349804616011
ACH-000522,-0.3603069324359521
ACH-000524,-0.4326120156742725
ACH-000527,-0.6988816852013591
ACH-000528,-0.3824098113554891
ACH-000537,-0.9155094308143312
ACH-000541,-0.6751218300174885
ACH-000542,-0.4916693684209283
ACH-000544,-0.6806599756961211
ACH-000545,-0.4122443140152951
ACH-000547,-0.27996290234435395
ACH-000548,-0.40900864847804697
ACH-000549,-0.4866556193561522
ACH-000550,-0.4243543105991068
ACH-000552,-0.3800539852326061
ACH-000556,-0.4077935661373205
ACH-000557,-0.4093688691567411
ACH-000569,-0.4957887644474186
ACH-000570,-0.4976391635655726
ACH-000571,-0.3744102498512656
ACH-000573,-0.6422012883234889
ACH-000576,-0.4143165011985557
ACH-000579,-0.6097913045465818
ACH-000580,-0.9069688333455768
ACH-000584,-0.4651808246139098
ACH-000585,-0.7512519892813246
ACH-000588,-0.4602176861523698
ACH-000589,-0.3291630457757557
ACH-000591,-0.5333770149284512
ACH-000593,-0.5731387699301724
ACH-000600,-0.7409448941222092
ACH-000601,-0.5774729262753839
ACH-000605,-0.5751693763803452
ACH-000606,-0.8807670079303218
ACH-000608,-0.5096800284321649
ACH-000614,-0.5404043624686427
ACH-000616,-0.2981367088116983
ACH-000618,-0.6892025341712589
ACH-000619,-0.7391422186530241
ACH-000620,-0.4393806231152887
ACH-000621,-0.4276388805136541
ACH-000622,-0.6357800739683163
ACH-000623,-0.691207394785265
ACH-000624,-0.8098547842704007
ACH-000627,-0.6212466786043849
ACH-000630,-0.7348036536479241
ACH-000631,-0.4678501848095231
ACH-000632,-0.6917375367191221
ACH-000633,-0.2859559682324262
ACH-000637,-0.700698496039401
ACH-000638,-0.4111316178414483
ACH-000646,-0.5283056637506899
ACH-000647,-0.4857415086586334
ACH-000648,-0.3801481797705399
ACH-000649,-0.4501714722071601
ACH-000651,-0.4729901132206243
ACH-000652,-0.19068680436420088
ACH-000653,-0.4023165370854189
ACH-000657,-0.6210917581460051
ACH-000658,-0.3874672817996574
ACH-000661,-0.5340927596831366
ACH-000662,-0.5060735225916567
ACH-000663,-0.7891564058211218
ACH-000665,-0.7585113561830092
ACH-000671,-0.5241390105191491
ACH-000672,-0.8080607980985925
ACH-000673,-0.5839916983669453
ACH-000676,-0.5364730937002051
ACH-000677,-0.6989372460963891
ACH-000681,-0.4064966450503389
ACH-000683,-0.5349323620929014
ACH-000684,-0.6186772871258025
ACH-000688,-0.2820033656370924
ACH-000693,-0.7533271014477325
ACH-000694,-0.4886110799025786
ACH-000695,-0.392390555573437
ACH-000696,-0.5979956346417159
ACH-000697,-0.4360785687641245
ACH-000699,-0.444585009068837
ACH-000701,-0.5879552918945726
ACH-000706,-0.4938541036513551
ACH-000711,-0.3932910042290704
ACH-000713,-0.5835666456070407
ACH-000714,-0.7562883500058155
ACH-000718,-0.478156534787009
ACH-000720,-0.3842214918157312
ACH-000721,-0.445642224374497
ACH-000724,-0.5438438913447583
ACH-000725,-0.6742340579415498
ACH-000732,-0.7028857513415865
ACH-000734,-0.4991214316710432
ACH-000735,-0.4277175816729218
ACH-000736,-0.5481224653498853
ACH-000738,-0.5262393166641363
ACH-000746,-0.3628229597504112
ACH-000747,-0.5679663016804289
ACH-000748,-0.8257831883165417
ACH-000753,-0.7064502441850656
ACH-000756,-0.5248193414100035
ACH-000757,-0.6298490549799215
ACH-000758,-0.4164940084829448
ACH-000760,-0.4136350707158149
ACH-000762,-0.682218137917085
ACH-000763,-0.1598930191444513
ACH-000764,-0.4501889752262872
ACH-000765,-0.8931107544176932
ACH-000766,-0.3566018641512518
ACH-000767,-0.2988099248672003
ACH-000768,-0.4935520636634137
ACH-000769,-0.6694401252040114
ACH-000770,-0.6794312369184462
ACH-000771,-0.6397153822221271
ACH-000773,-0.6370810530718403
ACH-000776,-0.6707930628435548
ACH-000777,-0.5090263591431936
ACH-000778,-0.8386986893497358
ACH-000781,-0.5149660834845579
ACH-000782,-0.7408806332083909
ACH-000783,-0.6477064411956099
ACH-000784,-0.462199914254943
ACH-000785,-0.4921014965668999
ACH-000787,-0.5599848620114629
ACH-000788,-0.4674762674585846
ACH-000791,-0.5347097576149247
ACH-000792,-0.5923096561744648
ACH-000794,-0.7207922336909126
ACH-000796,-0.5161225800216586
ACH-000798,-0.7304937953485611
ACH-000799,-0.5090555754516043
ACH-000800,-0.42081759605497204
ACH-000802,-0.6104521328373611
ACH-000804,-0.5813673632887858
ACH-000805,-0.6762406481630838
ACH-000809,-0.7355157473154879
ACH-000810,-0.5662834607309791
ACH-000811,-0.5156196444009125
ACH-000817,-0.3660018503148235
ACH-000819,-0.4893177142061559
ACH-000820,-0.5823237071251122
ACH-000821,-0.5785002691714158
ACH-000822,-0.39351434607326624
ACH-000823,-0.6957622349495691
ACH-000824,-0.7602457000618109
ACH-000827,-0.5925123141136929
ACH-000829,-0.34280066563867345
ACH-000831,-0.4526593239148271
ACH-000832,-0.8847818977221243
ACH-000833,-0.3514782603831098
ACH-000834,-0.4313486067792448
ACH-000835,-0.4582944826171936
ACH-000836,-0.5320318888486856
ACH-000837,-0.4623491382862556
ACH-000838,-0.3530894660508042
ACH-000839,-0.7526965134429414
ACH-000840,-0.3242606994971837
ACH-000841,-0.32028440559579513
ACH-000843,-0.3896694873644511
ACH-000846,-0.43974295276916425
ACH-000847,-0.38231836133713976
ACH-000848,-0.4555524048279668
ACH-000849,-0.4229465534093128
ACH-000851,-0.4196158261711389
ACH-000855,-0.34044214034636805
ACH-000856,-0.5505260718471409
ACH-000858,-0.4874513044765485
ACH-000859,-0.5791425690186986
ACH-000861,-0.25793527878632583
ACH-000862,-0.4747890754685904
ACH-000865,-0.8565504485707989
ACH-000866,-0.5151593401930056
ACH-000867,-0.4155190692769723
ACH-000869,-0.3751922415262765
ACH-000872,-0.7445495789278291
ACH-000873,-0.6608896306003118
ACH-000876,-0.6906385734894094
ACH-000878,-0.4755015935834768
ACH-000880,-0.6856115977010949
ACH-000881,-0.3383686768486097
ACH-000882,-0.6120063897661122
ACH-000884,-0.41970076988879823
ACH-000885,-0.4807316613324831
ACH-000887,-0.4937095405537604
ACH-000889,-0.6186688238784477
ACH-000896,-0.5161534501140441
ACH-000898,-0.6345534677622855
ACH-000900,-0.7360727469063715
ACH-000901,-0.6106313209925791
ACH-000905,-0.3750147093476832
ACH-000906,-0.6268948779753662
ACH-000907,-0.8075761497512801
ACH-000910,-0.4796908944020427
ACH-000911,-0.703595677863145
ACH-000912,-0.6605623793347719
ACH-000913,-0.4774408169962802
ACH-000915,-0.5786578242977938
ACH-000916,-0.6741781022767293
ACH-000917,-0.5058365206389136
ACH-000920,-0.6454932087192847
ACH-000921,-0.551488516118439
ACH-000924,-0.2438753500681201
ACH-000926,-0.6372673816602149
ACH-000928,-0.3355703370803785
ACH-000929,-0.6120509132905926
ACH-000932,-0.40978712921526905
ACH-000935,-0.1972556834175984
ACH-000936,-0.3794789067172568
ACH-000937,-0.39512201409463704
ACH-000938,-0.5891624128443798
ACH-000939,-0.5173990386171632
ACH-000941,-0.5181455329702227
ACH-000943,-0.4830224819518872
ACH-000946,-0.5960185887311618
ACH-000947,-0.5892488046431843
ACH-000948,-0.4351757281001517
ACH-000950,-0.5301333752481749
ACH-000953,-0.2278908161094611
ACH-000954,-0.6507860202196158
ACH-000957,-0.759514555041013
ACH-000958,-0.91312760581525
ACH-000960,-0.3390470855311717
ACH-000963,-0.8030363279896895
ACH-000968,-0.6846067515531045
ACH-000969,-0.5418596096354475
ACH-000972,-0.618697221239428
ACH-000973,-0.3106036548930013
ACH-000974,-0.4821133039497517
ACH-000978,-0.5586079784017384
ACH-000984,-0.7868044568760006
ACH-000986,-0.4407902538044442
ACH-000988,-0.8227693147850229
ACH-000993,-0.33127276531843564
ACH-000994,-0.4639542057684684
ACH-000996,-0.7597190628569784
ACH-001001,-0.5192759027629423
ACH-001020,-0.4414173850094367
ACH-001028,-0.4542006138994572
ACH-001031,-0.4741765603143716
ACH-001038,-0.4408609731413177
ACH-001048,-0.6212762113323848
ACH-001050,-0.6481643637889173
ACH-001053,-0.5211203634255813
ACH-001054,-0.6470208856558226
ACH-001061,-0.6574344833808924
ACH-001067,-0.4203199631386005
ACH-001075,-0.6103800489157791
ACH-001096,-0.5952557344314808
ACH-001111,-0.5307008885321496
ACH-001119,-0.26036199350913586
ACH-001128,-0.6902400390314555
ACH-001134,-0.6890427685685095
ACH-001151,-0.5320234914704879
ACH-001163,-0.6306875848358433
ACH-001164,-0.3707177423564097
ACH-001183,-0.5093583997540526
ACH-001192,-0.5328116697731872
ACH-001193,-0.7200329410826233
ACH-001196,-0.39583204037472136
ACH-001197,-0.4748810864687813
ACH-001205,-0.5039020380220764
ACH-001211,-0.6777318046246876
ACH-001212,-0.5900154811220862
ACH-001228,-0.8021853622799698
ACH-001232,-0.5581327325522244
ACH-001239,-0.4170606566032197
ACH-001270,-0.3983686603073173
ACH-001274,-0.3994068887104727
ACH-001275,-0.29348082901870226
ACH-001277,-0.5121768271001477
ACH-001278,-0.4276943443002402
ACH-001280,-0.4167822011002615
ACH-001283,-0.8695401226487107
ACH-001289,-0.39550595130880667
ACH-001300,-0.6664393725438688
ACH-001301,-0.5978471449601541
ACH-001302,-0.5513699290420176
ACH-001306,-0.6638521036117202
ACH-001318,-0.3145564504982854
ACH-001322,-0.5243317489531838
ACH-001328,-0.7900286238863242
ACH-001332,-0.4601987896873093
ACH-001336,-0.8098979876612318
ACH-001346,-0.6840084254785186
ACH-001353,-0.4132316857429662
ACH-001354,-0.4322909377201878
ACH-001367,-0.5335307266637025
ACH-001368,-0.708656014134175
ACH-001374,-0.7338807444063954
ACH-001377,-0.7142987427343466
ACH-001380,-0.4967674827573436
ACH-001391,-0.6901227893334795
ACH-001408,-0.4337821536719052
ACH-001430,-0.7860399879748926
ACH-001431,-0.8038911893990448
ACH-001450,-0.4590173013169169
ACH-001496,-0.5993163447297407
ACH-001500,-0.3959494233469307
ACH-001523,-0.4747754779706281
ACH-001532,-0.5307356361317409
ACH-001550,-0.6089635194662953
ACH-001552,-0.7799909969688763
ACH-001554,-0.6618762324067978
ACH-001654,-0.4471277304418509
ACH-001735,-0.302517473201957
ACH-001736,-0.4469614127011029
ACH-001737,-0.1755398448005013
ACH-001740,-0.2398319857295573
ACH-001745,-0.38385654424246707
ACH-001765,-0.6769775199957534
