,ARSK (153642)
ACH-000004,-0.09720630825733197
ACH-000005,-0.06328448324435892
ACH-000007,-0.2153681164847004
ACH-000009,-0.06010060962580587
ACH-000011,-0.20325260808306525
ACH-000012,-0.10759316362869327
ACH-000013,-0.09553158315457806
ACH-000014,-0.18966955947006087
ACH-000015,-0.2781818567786913
ACH-000017,-0.06915973180365709
ACH-000018,-0.1292065157374679
ACH-000019,-0.036800386540060376
ACH-000021,-0.14253122140183702
ACH-000022,-0.13458469356982064
ACH-000025,-0.08785312736688007
ACH-000028,-0.11889628005560007
ACH-000030,-0.1339737473368348
ACH-000035,-0.08339734904568755
ACH-000036,-0.1833557328266482
ACH-000037,-0.1335674937170449
ACH-000039,0.024535924595806224
ACH-000040,-0.1221173795927612
ACH-000041,0.0038439653654708415
ACH-000042,-0.17005317131084846
ACH-000045,-0.010707324250292824
ACH-000047,-0.1649764242704646
ACH-000052,-0.18538089241228986
ACH-000053,-0.14611724879611024
ACH-000054,-0.16718607735233285
ACH-000055,-0.08066878478740162
ACH-000060,-0.14791134236569728
ACH-000067,-0.1168498119468667
ACH-000070,-0.15043741703057792
ACH-000075,-0.015426539705161274
ACH-000078,-0.1052298273254268
ACH-000082,-0.1012357492417112
ACH-000085,-0.31838539262389426
ACH-000086,-0.18149086617206675
ACH-000087,-0.09046662887203152
ACH-000092,-0.14275160519866936
ACH-000095,-0.18378150503491544
ACH-000097,-0.07718712736048286
ACH-000098,-0.2338281570895073
ACH-000099,-0.2051662580711845
ACH-000108,-0.1781235362122017
ACH-000113,0.008947868799645391
ACH-000116,-0.09546965568581138
ACH-000118,-0.051914357064131667
ACH-000120,-0.17638061001476382
ACH-000123,-0.10918849894137224
ACH-000127,-0.1524730283280869
ACH-000128,-0.16488885252070165
ACH-000132,-0.08089458252861588
ACH-000133,-0.16225080304175155
ACH-000137,-0.10044863006204101
ACH-000138,-0.16698036027595034
ACH-000142,-0.16096904509343604
ACH-000143,-0.11272965969363236
ACH-000146,-0.07005751820007328
ACH-000148,-0.06969195869947044
ACH-000150,-0.03140157512741188
ACH-000152,-0.12987996884624334
ACH-000153,-0.15921153153945633
ACH-000159,-0.1735583658457429
ACH-000160,-0.08301225127833066
ACH-000163,-0.1781108909039468
ACH-000167,0.017779831376434574
ACH-000168,-0.052742290517377804
ACH-000169,-0.19767982468568346
ACH-000178,-0.17524236119128958
ACH-000183,-0.2353717456306023
ACH-000188,-0.16162333799348888
ACH-000189,-0.06575798287542398
ACH-000190,-0.3718864012341484
ACH-000198,-0.1700112234602814
ACH-000203,0.14035640845868538
ACH-000204,-0.2208241684302372
ACH-000206,-0.06357820903268313
ACH-000207,-0.13040738278826386
ACH-000208,-0.18554562402217967
ACH-000210,-0.3939651057608131
ACH-000211,-0.14983672286024352
ACH-000215,-0.11345666723663947
ACH-000221,0.07787379172431176
ACH-000222,-0.1440313205074375
ACH-000223,-0.028990076455390625
ACH-000226,-0.1158369775144722
ACH-000227,-0.11731728511935124
ACH-000228,-0.14807479571314144
ACH-000231,-0.04473732643391226
ACH-000232,-0.1870802409848323
ACH-000233,-0.18514314093395914
ACH-000234,-0.11273421838056324
ACH-000235,-0.1064644527628928
ACH-000237,-0.12424846296958167
ACH-000238,-0.08795755569436027
ACH-000242,0.024936268331035998
ACH-000243,-0.0807416483412615
ACH-000244,-0.1885441347327997
ACH-000246,-0.2948509819414164
ACH-000248,-0.13099385406379715
ACH-000250,-0.05399298377383537
ACH-000251,-0.16950009435779614
ACH-000252,-0.2291298724519165
ACH-000253,-0.10852169991582512
ACH-000255,-0.15511583608246252
ACH-000256,-0.29328138795108555
ACH-000257,-0.09099321823622013
ACH-000258,-0.16716032848471862
ACH-000259,-0.14348468334142406
ACH-000260,-0.10742121285342902
ACH-000261,-0.1412799211341037
ACH-000262,-0.167083162219848
ACH-000263,0.03328072721925044
ACH-000264,-0.16133455292808116
ACH-000265,-0.013116938960433195
ACH-000266,-0.18583382966727569
ACH-000272,-0.03549771283241936
ACH-000274,-0.12975181236419395
ACH-000277,-0.07029829120263606
ACH-000278,0.0020276803376826427
ACH-000279,-0.1488902791818605
ACH-000280,-0.27294126176016953
ACH-000281,-0.09394187943920383
ACH-000288,-0.1110110866628823
ACH-000291,-0.13200513729275626
ACH-000293,-0.22025876592295865
ACH-000294,-0.07011812032896393
ACH-000295,-0.35685655435785674
ACH-000296,-0.07008762402227818
ACH-000302,-0.17334524543199384
ACH-000304,-0.04550924269674258
ACH-000307,-0.17275221427251236
ACH-000308,-0.10532583570735067
ACH-000310,-0.11886782406131124
ACH-000311,-0.14656821159123365
ACH-000312,-0.1776324757103871
ACH-000315,0.06693969180387734
ACH-000316,-0.1575139957580661
ACH-000317,0.06799155251516951
ACH-000318,-0.04346961242052863
ACH-000319,-0.019520658359753782
ACH-000320,-0.16909436815935572
ACH-000322,-0.13417159111713028
ACH-000323,-0.045327615530082806
ACH-000324,-0.013312945256092248
ACH-000329,-0.2051755864237258
ACH-000330,-0.1713696504131622
ACH-000331,-0.17046382431228266
ACH-000332,-0.15465557607258287
ACH-000334,-0.2935409719357084
ACH-000335,-0.20036134575879766
ACH-000336,-0.17589564555748702
ACH-000337,-0.12481330476271064
ACH-000338,-0.07042036238290017
ACH-000339,-0.09076721339887384
ACH-000341,-0.21034728357121807
ACH-000348,-0.13752923951447485
ACH-000350,-0.24700823652566006
ACH-000352,-0.13054851583305718
ACH-000356,-0.2344179956760976
ACH-000361,-0.1700293195384767
ACH-000362,-0.12736118883920264
ACH-000363,-0.07112433776792791
ACH-000364,-0.1829229910760741
ACH-000365,-0.1841363110856255
ACH-000366,-0.08821238656623108
ACH-000368,-0.14905260332568313
ACH-000374,-0.0853766797406155
ACH-000375,-0.14371340198055085
ACH-000376,-0.10252332731904457
ACH-000381,-0.008839785554749435
ACH-000383,-0.10361317952760414
ACH-000387,-0.0843478637664956
ACH-000389,-0.11327025997694788
ACH-000390,-0.18979813496706766
ACH-000393,-0.2924326205664152
ACH-000395,-0.008298841127492577
ACH-000396,-0.20787627394973576
ACH-000397,-0.13505477446426267
ACH-000401,0.04194082510367477
ACH-000402,-0.19989279987562128
ACH-000403,-0.19083841760155135
ACH-000404,0.1355923650598839
ACH-000406,-0.09465116617391556
ACH-000407,-0.17860587322331636
ACH-000408,-0.2582450312604204
ACH-000410,-0.20589540750357468
ACH-000411,-0.09221124979308656
ACH-000414,-0.15547582013489872
ACH-000415,-0.2284058890183497
ACH-000416,-0.14827186369498255
ACH-000420,-0.09874052930620657
ACH-000421,-0.15119075345662536
ACH-000424,-0.04072664606340114
ACH-000425,-0.13987845784030026
ACH-000426,-0.1185017063857389
ACH-000427,-0.27337604633428386
ACH-000433,-0.18221472702259847
ACH-000435,0.2520608871157615
ACH-000436,-0.09234188130417592
ACH-000444,-0.09656562371337987
ACH-000445,-0.17743664504918438
ACH-000448,-0.11598413161486534
ACH-000450,-0.12218690814963935
ACH-000452,-0.07985538061280613
ACH-000454,-0.12590597514183133
ACH-000458,-0.038187580495290786
ACH-000459,-0.116168910340901
ACH-000460,-0.09571645443801753
ACH-000461,-0.17648759105156314
ACH-000463,-0.13096280628064447
ACH-000464,-0.12173142207284528
ACH-000466,-0.09728979614287346
ACH-000467,-0.031095290878276536
ACH-000468,-0.0651987309428201
ACH-000469,-0.13750021485341987
ACH-000470,-0.06840669263994076
ACH-000471,-0.22963770656156604
ACH-000472,-0.12954191760251027
ACH-000473,-0.10715037254163837
ACH-000475,-0.12660595455253476
ACH-000476,-0.3894692979727468
ACH-000477,-0.08024714435765685
ACH-000479,-0.27158182407789755
ACH-000480,-0.07492852569355901
ACH-000481,-0.15008662539446946
ACH-000483,-0.04511151674402986
ACH-000484,-0.31302643768190525
ACH-000485,-0.02383004032186093
ACH-000486,-0.2371239056751302
ACH-000487,-0.2445111856170872
ACH-000488,-0.1493783373215158
ACH-000490,-0.2127359287466228
ACH-000491,-0.24068274213921065
ACH-000495,-0.02974875729068828
ACH-000496,-0.04996966838727656
ACH-000499,-0.2617053166512772
ACH-000500,-0.3060139838615341
ACH-000502,-0.11312355426651935
ACH-000503,-0.1537851442143789
ACH-000505,-0.08791592071597541
ACH-000507,-0.13218429332090664
ACH-000510,-0.0972070714469868
ACH-000511,-0.22960652444674404
ACH-000512,-0.12396175534263215
ACH-000516,-0.09871913790662487
ACH-000517,-0.14066415188953496
ACH-000518,-0.11108566535001572
ACH-000520,-0.25739486212549656
ACH-000521,-0.13763834797970426
ACH-000522,-0.1891812153124372
ACH-000524,-0.09068994376091424
ACH-000527,-0.16210451101550627
ACH-000528,-0.17580903336576084
ACH-000537,-0.22806478769072094
ACH-000541,-0.2006950254719884
ACH-000542,-0.13457989715102234
ACH-000544,-0.14589309289643138
ACH-000545,-0.21914944904624145
ACH-000547,-0.038019293560094515
ACH-000548,-0.13810008334998958
ACH-000549,-0.16130441143582974
ACH-000550,-0.19005685590104476
ACH-000552,-0.3512158295472117
ACH-000556,-0.1915790662282682
ACH-000557,-0.12520616743065732
ACH-000569,-0.18614888887384834
ACH-000570,-0.20329877314793085
ACH-000571,-0.13829492142751368
ACH-000573,-0.098057898321439
ACH-000576,-0.10259827188212864
ACH-000579,-0.013688276268533243
ACH-000580,-0.2900719532883066
ACH-000584,-0.1121944888986207
ACH-000585,-0.19880387059263369
ACH-000588,-0.1146005959787166
ACH-000589,-0.15204687001360878
ACH-000591,-0.13430171855707934
ACH-000593,-0.09968181382275527
ACH-000600,-0.0764981562800092
ACH-000601,-0.17399359967725775
ACH-000605,0.0004708069226009291
ACH-000606,-0.16552949873052805
ACH-000608,-0.1424361720179703
ACH-000614,-0.08185413292401836
ACH-000616,-0.10291445559121117
ACH-000618,-0.06620831248210103
ACH-000619,-0.14431786498623447
ACH-000620,-0.09879072068486508
ACH-000621,-0.05393569623386253
ACH-000622,-0.1438136966813842
ACH-000623,-0.0937917709170038
ACH-000624,-0.14278449184197206
ACH-000627,-0.21747316458727967
ACH-000630,-0.12477136242677354
ACH-000631,-0.1383768743197881
ACH-000632,-0.13318752405820994
ACH-000633,-0.08688800740575123
ACH-000637,-0.007321027724461181
ACH-000638,-0.16260640999058532
ACH-000646,-0.2040848467159455
ACH-000647,-0.03323345717473593
ACH-000648,-0.10085969301034628
ACH-000649,-0.10365744701840963
ACH-000651,-0.1756860659612237
ACH-000652,-0.123353419465138
ACH-000653,-0.12495007216420385
ACH-000657,-0.1569972963734483
ACH-000658,-0.15379190140386384
ACH-000661,-0.1186987359436401
ACH-000662,-0.20861850021703016
ACH-000663,-0.08691300265931233
ACH-000665,-0.17632948483191152
ACH-000671,-0.06915664692762194
ACH-000672,-0.34667554274190204
ACH-000673,-0.23475638609748103
ACH-000676,-0.14508575697347054
ACH-000677,-0.0759784207129247
ACH-000681,-0.1115637412110524
ACH-000683,-0.12694927667458936
ACH-000684,0.012997146163819659
ACH-000688,-0.31255132514179884
ACH-000693,-0.16281408945984358
ACH-000694,-0.08628066001339751
ACH-000695,-0.15484450614603235
ACH-000696,-0.07818147320115078
ACH-000697,-0.17351280255079524
ACH-000699,-0.13557199549965065
ACH-000701,-0.08801406353150118
ACH-000706,-0.13650506463731235
ACH-000711,-0.18955584148010024
ACH-000713,-0.08741586200453334
ACH-000714,-0.13509586790808034
ACH-000718,-0.11796707329577776
ACH-000720,-0.1239295472877282
ACH-000721,-0.1672120409981444
ACH-000724,-0.1823208706586568
ACH-000725,-0.15497408786034567
ACH-000732,-0.08841100612472337
ACH-000734,-0.1463719159856592
ACH-000735,-0.18640251030279095
ACH-000736,-0.10969236106213183
ACH-000738,-0.08536473802169227
ACH-000746,-0.18775974732041464
ACH-000747,-0.13294480092081698
ACH-000748,-0.02262903531904966
ACH-000753,-0.19595058354340555
ACH-000756,0.04257679376264024
ACH-000757,-0.034388150524619215
ACH-000758,-0.034785602735549835
ACH-000760,-0.050387065500496715
ACH-000762,-0.03552624043001225
ACH-000763,0.0058022815310141106
ACH-000764,-0.15172166109744462
ACH-000765,0.04381765114637017
ACH-000766,-0.02896421189549825
ACH-000767,-0.10466112677777346
ACH-000768,-0.12264819842282965
ACH-000769,-0.055831530833486916
ACH-000770,-0.14405564292680495
ACH-000771,-0.12674556184768987
ACH-000773,-0.2162274890071314
ACH-000776,-0.08983079910108452
ACH-000777,-0.1813051823291074
ACH-000778,-0.06756677552563346
ACH-000781,-0.1530378885394257
ACH-000782,-0.13931948426039806
ACH-000783,-0.10380605066220454
ACH-000784,-0.08020220677347165
ACH-000785,-0.1809800684841723
ACH-000787,-0.19285225839671608
ACH-000788,-0.12833322811773792
ACH-000791,-0.20317353316304584
ACH-000792,-0.13630627892895467
ACH-000794,-0.21497658003073
ACH-000796,-0.19780043267283864
ACH-000798,-0.16012677940549894
ACH-000799,-0.2738636544097573
ACH-000800,0.040133871446689236
ACH-000802,-0.16738700553841512
ACH-000804,-0.2360637726558115
ACH-000805,-0.1834309642364709
ACH-000809,-0.10032380008291047
ACH-000810,-0.03469062573673168
ACH-000811,-0.16474060821665365
ACH-000817,-0.25345564184445524
ACH-000819,-0.1994348899430762
ACH-000820,0.08180122096964929
ACH-000821,-0.006539432859855003
ACH-000822,-0.12717966229531402
ACH-000823,-0.12291555963349148
ACH-000824,-0.16125460392218482
ACH-000827,-0.10619267982945267
ACH-000829,-0.09164282946161642
ACH-000831,0.04097218409602935
ACH-000832,-0.03795795179055445
ACH-000833,-0.15534545438695746
ACH-000834,0.004313617911454713
ACH-000835,-0.14013583070366545
ACH-000836,-0.16632362366174527
ACH-000837,-0.20294674528505496
ACH-000838,-0.044012590720210576
ACH-000839,-0.0879571181603825
ACH-000840,-0.03512818621716985
ACH-000841,-0.17552925531997746
ACH-000843,-0.14385503344232548
ACH-000846,-0.05746003389734705
ACH-000847,-0.09603694121150427
ACH-000848,-0.2615409254350657
ACH-000849,-0.1194422285572781
ACH-000851,-0.07841404309431464
ACH-000855,-0.18284615531107204
ACH-000856,-0.14014589831164356
ACH-000858,-0.0300167899360927
ACH-000859,-0.0502614920640566
ACH-000861,-0.1185005347618989
ACH-000862,-0.1136824112463425
ACH-000865,-0.08214639619761754
ACH-000866,-0.0915908311384086
ACH-000867,-0.2041478048457473
ACH-000869,-0.09777131265344476
ACH-000872,-0.2069381833723684
ACH-000873,-0.18404121626146527
ACH-000876,-0.09845803903323952
ACH-000878,-0.08349271540671069
ACH-000880,-0.18614434749805847
ACH-000881,-0.18170378087774414
ACH-000882,-0.058454544632833935
ACH-000884,-0.09929489002925868
ACH-000885,-0.052425562088319146
ACH-000887,-0.13680275326990482
ACH-000889,-0.12587606845916313
ACH-000896,-0.10259465936007446
ACH-000898,-0.09071989132167142
ACH-000900,-0.11800936470989094
ACH-000901,-0.08587736954223828
ACH-000905,-0.17665794411841526
ACH-000906,-0.09630297868851252
ACH-000907,-0.06671995022829656
ACH-000910,-0.14916354002263982
ACH-000911,-0.1286899084532068
ACH-000912,-0.1362597431615364
ACH-000913,-0.2321262603286203
ACH-000915,-0.15957786809486166
ACH-000916,-0.5460573159109716
ACH-000917,-0.15887572653003829
ACH-000920,-0.1201127776310858
ACH-000921,-0.04318493370586431
ACH-000924,-0.10659337767656793
ACH-000926,-0.123746431273586
ACH-000928,-0.14865884463080273
ACH-000929,-0.0991151208291084
ACH-000932,-0.192625588429684
ACH-000935,-0.055666817433669816
ACH-000936,-0.013259222553145602
ACH-000937,-0.10470430232036744
ACH-000938,-0.08893323795151202
ACH-000939,-0.07770370942633904
ACH-000941,0.024788928798452962
ACH-000943,-0.16733425675948602
ACH-000946,-0.021831791883975275
ACH-000947,-0.05833257497844685
ACH-000948,-0.1224340585671838
ACH-000950,-0.1457755120729987
ACH-000953,-0.07639996390727533
ACH-000954,-0.011167013722814294
ACH-000957,-0.1555835339549934
ACH-000958,-0.24311841866315154
ACH-000960,-0.057772638435691866
ACH-000963,-0.18197770363121332
ACH-000968,-0.3120915416887096
ACH-000969,-0.039607353349416265
ACH-000972,-0.28432733643793273
ACH-000973,-0.11539530379678445
ACH-000974,-0.0928450081667702
ACH-000978,-0.06288331010969014
ACH-000984,-0.3115991058753169
ACH-000986,-0.1511621879416889
ACH-000988,-0.05423932201395488
ACH-000993,-0.15203726585432942
ACH-000994,-0.19370073513173874
ACH-000996,-0.4939161049536759
ACH-001001,-0.046885448178366235
ACH-001020,-0.17085950038852968
ACH-001028,-0.19517743206596827
ACH-001031,-0.14676590541203302
ACH-001038,-0.18961564394555944
ACH-001048,0.028224912371279495
ACH-001050,-0.14291261080869738
ACH-001053,-0.042894198137746274
ACH-001054,-0.1594304971228925
ACH-001061,-0.0963714843212988
ACH-001067,-0.2330001240662643
ACH-001075,-0.12100292220938208
ACH-001096,-0.09790083175363333
ACH-001111,0.013978843914824391
ACH-001119,-0.01951721278266189
ACH-001128,-0.3283715568005845
ACH-001134,-0.09801227989328276
ACH-001151,-0.05082330746429368
ACH-001163,-0.1724193930682332
ACH-001164,-0.2819982136283015
ACH-001183,-0.11861258414183615
ACH-001192,0.0419724868585272
ACH-001193,-0.24902695916556966
ACH-001196,-0.195824905323781
ACH-001197,-0.04890852464469967
ACH-001205,-0.08777237177274766
ACH-001211,-0.2435566073221592
ACH-001212,0.060911537687735225
ACH-001228,-0.0923545511678794
ACH-001232,-0.24202657093459076
ACH-001239,-0.14131750832448006
ACH-001270,-0.13507387543306376
ACH-001274,-0.26832261989908057
ACH-001275,-0.08968530333226851
ACH-001277,-0.1257294995755087
ACH-001278,-0.10641282528978477
ACH-001280,-0.24936692694127144
ACH-001283,-0.12541413858385347
ACH-001289,-0.17835322371198675
ACH-001300,-0.2548132502652896
ACH-001301,-0.09028941369714147
ACH-001302,-0.1368317284200244
ACH-001306,-0.0508947444379172
ACH-001318,-0.012948807599013795
ACH-001322,-0.12456224389059352
ACH-001328,-0.16088170497751125
ACH-001332,0.050307211623367966
ACH-001336,-0.16748956312498667
ACH-001346,-0.2025813265944678
ACH-001353,-0.10115704317443376
ACH-001354,0.01876769647845208
ACH-001367,-0.3033053962042043
ACH-001368,-0.08116924532603859
ACH-001374,0.13718035623719907
ACH-001377,-0.09090612719038532
ACH-001380,-0.10108513322179748
ACH-001391,-0.1823286767357444
ACH-001408,-0.20771511683935207
ACH-001430,-0.11332936899142305
ACH-001431,-0.05481279900015398
ACH-001450,-0.039360076032941116
ACH-001496,-0.12494793649943013
ACH-001500,-0.16749780942423234
ACH-001523,-0.14684360179473327
ACH-001532,-0.21236511600495853
ACH-001550,-0.13855247452148836
ACH-001552,-0.18779412707753584
ACH-001554,-0.07030369685820569
ACH-001654,-0.08455792193586055
ACH-001735,-0.07541878123818407
ACH-001736,-0.10738223069266772
ACH-001737,0.034884974428647735
ACH-001740,-0.2803589329696909
ACH-001745,-0.138258066524307
ACH-001765,-0.11327706538224992
