,PNLDC1 (154197)
ACH-000004,-0.049669952930401134
ACH-000005,-0.2778558702922043
ACH-000007,-0.11497666848348387
ACH-000009,-0.15405770357316784
ACH-000011,-0.011032803762540528
ACH-000012,0.06302642256938874
ACH-000013,-0.025647703296412642
ACH-000014,-0.07217756914628097
ACH-000015,0.019330684407792332
ACH-000017,0.06693470550511109
ACH-000018,0.02622720080666964
ACH-000019,-0.029320983265133226
ACH-000021,-0.3727702301827783
ACH-000022,0.03309105936520533
ACH-000025,-0.07251590754711461
ACH-000028,-0.029119358700452607
ACH-000030,-0.01842533542597579
ACH-000035,0.0777368572857461
ACH-000036,-0.03256073626088009
ACH-000037,-0.02237816679370148
ACH-000039,-0.15295148984041415
ACH-000040,-0.11984638480875455
ACH-000041,-0.041001170164368994
ACH-000042,-0.10630045970006452
ACH-000045,-0.01748270560829513
ACH-000047,-0.09661432321343746
ACH-000052,-0.12417280822374055
ACH-000053,-0.08666753982149601
ACH-000054,-0.07240665166499881
ACH-000055,-0.18732753057378346
ACH-000060,0.002766321944970022
ACH-000067,0.04694523274624938
ACH-000070,-0.10295521193747788
ACH-000075,-0.34127017349020305
ACH-000078,-0.18539740370962765
ACH-000082,-0.09828803066072808
ACH-000085,-0.12558255192677592
ACH-000086,-0.011349652083758002
ACH-000087,-0.23759028201893115
ACH-000092,-0.03851157432550588
ACH-000095,-0.01695517444605332
ACH-000097,0.002523905029444788
ACH-000098,-0.05141408565823993
ACH-000099,-0.02080618225634211
ACH-000108,-0.14222283859194024
ACH-000113,-0.04584137216949746
ACH-000116,0.08821236168511863
ACH-000118,-0.04996442022786952
ACH-000120,0.05109021369797293
ACH-000123,-0.01681247241948199
ACH-000127,0.020439849631205452
ACH-000128,-0.01082125345403618
ACH-000132,0.001460747822451585
ACH-000133,0.002782552819880252
ACH-000137,-0.08266550236160627
ACH-000138,-0.062375648543553285
ACH-000142,-0.005118845093192922
ACH-000143,-0.002404080427298284
ACH-000146,-0.12111093655538542
ACH-000148,-0.1406288140324188
ACH-000150,-0.3485413371825816
ACH-000152,0.17621400507227405
ACH-000153,0.12271726429401415
ACH-000159,0.05883341834762696
ACH-000160,0.09517205249647444
ACH-000163,-0.00687009239386801
ACH-000167,-0.07868016325665787
ACH-000168,0.057952526386011075
ACH-000169,-0.13868570744561565
ACH-000178,-0.022149668280805574
ACH-000183,-0.03634516267747306
ACH-000188,0.12113056155931387
ACH-000189,0.0202649213521015
ACH-000190,-0.06670167882586422
ACH-000198,-0.07105861068506318
ACH-000203,0.17293720166824247
ACH-000204,-0.06382152777933255
ACH-000206,-0.006652300197004114
ACH-000207,-0.17718140407327151
ACH-000208,-0.08517571458038294
ACH-000210,0.03325507427343167
ACH-000211,-0.13128001161161698
ACH-000215,-0.027080680205821817
ACH-000221,-0.0013444415286251767
ACH-000222,-0.13765033326390666
ACH-000223,-0.08333807568126185
ACH-000226,0.03380279099164879
ACH-000227,-0.003035165491145831
ACH-000228,0.005262250414512523
ACH-000231,0.012794708611227177
ACH-000232,-0.054523918982219255
ACH-000233,-0.001263289411669639
ACH-000234,0.1365792868966829
ACH-000235,0.004369803738376355
ACH-000237,-0.043578577713981576
ACH-000238,-0.11191629030465973
ACH-000242,-0.4656371452086389
ACH-000243,-0.023648646436170342
ACH-000244,0.07523345836342309
ACH-000246,0.03205786829996314
ACH-000248,0.18241330741875966
ACH-000250,-0.054799526030272334
ACH-000251,0.1173663063978392
ACH-000252,0.002414686609083662
ACH-000253,-0.06547412485088239
ACH-000255,-0.06501757673222862
ACH-000256,-0.1413477096913722
ACH-000257,0.027356995070248403
ACH-000258,0.1364410922935338
ACH-000259,-0.012101836215529087
ACH-000260,-0.11820243722125585
ACH-000261,0.030223917432064207
ACH-000262,-0.1943072342174045
ACH-000263,0.029830846785738094
ACH-000264,-0.007814113483786576
ACH-000265,0.06472011323688794
ACH-000266,-0.03033155759890852
ACH-000272,-0.05690205238576286
ACH-000274,-0.049740480475151255
ACH-000277,-0.052297942784216386
ACH-000278,-0.10095315400674723
ACH-000279,0.01052499961745192
ACH-000280,0.018892869666644236
ACH-000281,-0.1034813042486976
ACH-000288,-0.11767798046301245
ACH-000291,0.06709229450189319
ACH-000293,-0.09222573597745633
ACH-000294,-0.025767663083721463
ACH-000295,0.14184904730373155
ACH-000296,-0.17777401429006576
ACH-000302,-0.1116630650566682
ACH-000304,-0.07324650109086199
ACH-000307,-0.026350298456337764
ACH-000308,-0.009215212544337879
ACH-000310,0.016257873229017342
ACH-000311,0.006710258009204326
ACH-000312,-0.05972772471693503
ACH-000315,-0.3409729417860057
ACH-000316,-0.09765332854041513
ACH-000317,0.05617820555174136
ACH-000318,-0.06260373615043803
ACH-000319,-0.1044963304334397
ACH-000320,-0.13156829177345286
ACH-000322,-0.13479180775514116
ACH-000323,0.10193894219574308
ACH-000324,-0.06476515800725867
ACH-000329,-0.09389778013502148
ACH-000330,-0.015174045137854137
ACH-000331,0.038413349216674
ACH-000332,-0.02045493332472768
ACH-000334,0.14786393634077893
ACH-000335,0.16544870919960258
ACH-000336,-0.07056922145935643
ACH-000337,0.1142078117829008
ACH-000338,-0.10743342950969476
ACH-000339,-0.012308757180175723
