,ARL14EP (120534)
ACH-000004,0.2007889973802241
ACH-000005,0.3478421177385842
ACH-000007,0.08446972660379445
ACH-000009,0.10483238735321923
ACH-000011,0.067997861444809
ACH-000012,0.05637397161356491
ACH-000013,0.12731033045105958
ACH-000014,-0.2413837949638349
ACH-000015,0.0665641433377439
ACH-000017,0.025387258177483864
ACH-000018,0.029952090555604088
ACH-000019,-0.05061507316247908
ACH-000021,0.05706764317190925
ACH-000022,-0.003135723952619193
ACH-000025,-0.0316396128186559
ACH-000028,0.02066477965796492
ACH-000030,0.06693380259381296
ACH-000035,0.08522493950663143
ACH-000036,0.019069267509059632
ACH-000037,0.16088487101870186
ACH-000039,0.16697796300489298
ACH-000040,-0.1338075194590994
ACH-000041,0.0334334401815433
ACH-000042,0.1089540892321076
ACH-000045,0.2993036298232915
ACH-000047,-0.10052838738947396
ACH-000052,-0.2021564926822114
ACH-000053,0.0736231610633901
ACH-000054,-0.08705014120290996
ACH-000055,-0.05423507657333168
ACH-000060,0.114679126443015
ACH-000067,-0.36923881729441776
ACH-000070,-0.03322503609613181
ACH-000075,-0.1286390717646169
ACH-000078,0.2073358693905539
ACH-000082,-0.00522232094086141
ACH-000085,0.07892744772601333
ACH-000086,0.10326396339145597
ACH-000087,0.19450945591135907
ACH-000092,0.03760409482640864
ACH-000095,0.16372399609904612
ACH-000097,0.1256217987425298
ACH-000098,0.018167236276552583
ACH-000099,0.10175436162605436
ACH-000108,0.1307743503402798
ACH-000113,0.1396056830688534
ACH-000116,0.034576812794992064
ACH-000118,0.014326095018563797
ACH-000120,-0.2273805059220467
ACH-000123,0.125460900233611
ACH-000127,0.11420936315207313
ACH-000128,0.1226282360766162
ACH-000132,0.2072180160733389
ACH-000133,0.057144989308121334
ACH-000137,-0.14550324765651068
ACH-000138,0.005055090124719622
ACH-000142,-0.10807015529635536
ACH-000143,0.1565546200145143
ACH-000146,-0.09239964573360622
ACH-000148,-0.0235023253290076
ACH-000150,0.24527714401717945
ACH-000152,0.15106783263807932
ACH-000153,0.10520082525252324
ACH-000159,0.07081983609642059
ACH-000160,0.06526256018936609
ACH-000163,-0.02674893121829459
ACH-000167,-0.213830455048956
ACH-000168,0.13388404606607446
ACH-000169,-0.0022385710580907184
ACH-000178,0.09198111015997346
ACH-000183,0.07942333193660245
ACH-000188,0.20320612818257927
ACH-000189,-0.09757116344041424
ACH-000190,0.1648606175044393
ACH-000198,0.013534198637467236
ACH-000203,0.24945622606197435
ACH-000204,-0.17749816934867094
ACH-000206,0.10088199511414807
ACH-000207,0.09128434281891197
ACH-000208,0.02909677120207837
ACH-000210,0.4278587051884956
ACH-000211,-0.07278319333769159
ACH-000215,0.01648560713923276
ACH-000221,-0.05041498903919783
ACH-000222,-0.07800703053102613
ACH-000223,-0.017419142060167276
ACH-000226,0.13433692904164074
ACH-000227,0.07754182500958426
ACH-000228,0.11479201128735772
ACH-000231,0.05479642508929774
ACH-000232,0.048551615660033805
ACH-000233,0.04111692570106236
ACH-000234,-0.027098873680826262
ACH-000235,0.06071991549287852
ACH-000237,0.0548220394567492
ACH-000238,0.03759476071065381
ACH-000242,-0.03493561272522342
ACH-000243,0.008559525692949821
ACH-000244,-0.045986131338062994
ACH-000246,0.0012196187325060205
ACH-000248,0.04729925239311485
ACH-000250,0.07427296211887571
ACH-000251,0.1639550391910092
ACH-000252,0.06483733664358082
ACH-000253,0.07226492049089908
ACH-000255,0.20980050088147847
ACH-000256,0.09002162835298197
ACH-000257,0.0531035125696021
ACH-000258,0.055935213863463916
ACH-000259,0.018527316291904024
ACH-000260,-0.03179742616719273
ACH-000261,0.0008565580894944246
ACH-000262,-0.01554842762592554
ACH-000263,0.08622085312948526
ACH-000264,0.0914599812870503
ACH-000265,0.1766292901712167
ACH-000266,0.06611556065381873
ACH-000272,0.08389086682743689
ACH-000274,0.047422147459456936
ACH-000277,-0.09575177075503156
ACH-000278,-0.0018394407008726797
ACH-000279,0.1344080336778187
ACH-000280,0.1563895090254548
ACH-000281,0.15432049204335502
ACH-000288,0.0936659246176362
ACH-000291,-0.06621247902104929
ACH-000293,-0.1279126881153033
ACH-000294,0.1283189338378194
ACH-000295,-0.10379999851152323
ACH-000296,0.004248774988931497
ACH-000302,0.18838036501450175
ACH-000304,0.024097060097479608
ACH-000307,0.02782475200756347
ACH-000308,0.05031159073203914
ACH-000310,-0.05458445365365863
ACH-000311,0.14355429833674258
ACH-000312,0.2213562712061511
ACH-000315,0.3422356053824888
ACH-000316,0.13527583582590758
ACH-000317,0.02001442682062856
ACH-000318,-0.05030189872895762
ACH-000319,-0.0531734957279266
ACH-000320,0.1370305937159513
ACH-000322,-0.049597783367308135
ACH-000323,-0.05596495930020698
ACH-000324,-0.3998363030920895
ACH-000329,0.06804197626495817
ACH-000330,0.14601578588833394
ACH-000331,0.018133066627019096
ACH-000332,0.12920714075556278
ACH-000334,0.06951356857460607
ACH-000335,0.0989993377232642
ACH-000336,-0.041118284644562166
ACH-000337,0.07826611563086351
ACH-000338,0.1246145073869492
ACH-000339,-0.04058904253988994
ACH-000341,0.034244396616597166
ACH-000348,-0.07928834543721948
ACH-000350,0.07345217642655129
ACH-000352,-0.034857494593087235
ACH-000356,0.13987204161186578
ACH-000361,0.0068188305207611604
ACH-000362,-0.033613974730578644
ACH-000363,0.1120678276944444
ACH-000364,0.06585846319973593
ACH-000365,0.04493780000152228
ACH-000366,-0.0030476402160351896
ACH-000368,0.05402898094668344
ACH-000374,0.029022355942955057
ACH-000375,-0.009973516961047594
ACH-000376,-0.05897967664550885
ACH-000381,0.08995216299374083
ACH-000383,0.03399724680355353
ACH-000387,0.17728707580835604
ACH-000389,0.09303250828251196
ACH-000390,0.0016941977955742204
ACH-000393,-0.03662583355877603
ACH-000395,0.15573355709737918
ACH-000396,-0.025615924880466625
ACH-000397,-0.12394797834296965
ACH-000401,-0.038226272670689884
ACH-000402,-0.06183152398334794
ACH-000403,0.020110377214227898
ACH-000404,0.051650607677859325
ACH-000406,0.12218184338951335
ACH-000407,0.19994216139689247
ACH-000408,-0.06314732951908007
ACH-000410,0.08766460557646392
ACH-000411,0.07368061881690087
ACH-000414,0.03820314527061319
ACH-000415,0.0009556552695732689
ACH-000416,0.056706303142020575
ACH-000420,0.1371827525116628
ACH-000421,0.08438570387310454
ACH-000424,0.11849495856804385
ACH-000425,0.051659777210756604
ACH-000426,0.08946472531000366
ACH-000427,0.003694817935650157
ACH-000433,-0.0071885853813279735
ACH-000435,0.2271457811822664
ACH-000436,-0.1157248995291093
ACH-000444,0.036954769491942256
ACH-000445,0.13755156133342747
ACH-000448,0.005406516829205525
ACH-000450,-0.19411733419692195
ACH-000452,0.1069936880332045
ACH-000454,-0.359687298036712
ACH-000458,0.04597119971270075
ACH-000459,0.0029556185969784104
ACH-000460,-0.0719233721889719
ACH-000461,0.15153003293681716
ACH-000463,0.004263548443451015
ACH-000464,-0.038639002086106426
ACH-000466,0.13675295123309927
ACH-000467,0.10277763206296624
ACH-000468,0.08239822324848459
ACH-000469,0.11451235472994815
ACH-000470,0.12443978320872562
ACH-000471,0.10779111320864053
ACH-000472,0.011502862058426952
ACH-000473,0.15201886763168812
ACH-000475,0.05874671346534286
ACH-000476,0.046907980732604944
ACH-000477,0.05383103205686729
