,DTNB (1838)
ACH-000004,0.1489627374916947
ACH-000005,0.2778738146600368
ACH-000007,0.02101131100159625
ACH-000009,0.0506641582565834
ACH-000011,0.161720790925191
ACH-000012,0.06517219396699989
ACH-000013,0.01969730660012377
ACH-000014,0.0433752462839216
ACH-000015,0.05996996840990231
ACH-000017,-0.0514134576519066
ACH-000018,-0.06671073985111108
ACH-000019,0.05623992303927272
ACH-000021,0.02127167010722264
ACH-000022,-0.04317838997975778
ACH-000025,0.010347042106650002
ACH-000028,0.08935394580267622
ACH-000030,0.1488895779766933
ACH-000035,0.01624086089115134
ACH-000036,0.0688208666152737
ACH-000037,-0.12074472796552345
ACH-000039,0.07218173154898444
ACH-000040,-0.001728486412320262
ACH-000041,0.025998603037372045
ACH-000042,-0.1257060904970468
ACH-000045,0.0781846109743132
ACH-000047,-0.10633264948383346
ACH-000052,-0.02780760013812885
ACH-000053,0.08382252050915676
ACH-000054,-0.01079263260215347
ACH-000055,0.06200999845992983
ACH-000060,0.11931839792630787
ACH-000067,0.055411879213473535
ACH-000070,0.2283276705200617
ACH-000075,0.10429975987915484
ACH-000078,0.0009709301312638193
ACH-000082,0.14928021501732355
ACH-000085,-0.05260199303635153
ACH-000086,0.012213847327182323
ACH-000087,0.04678154544998247
ACH-000092,-0.13592076118265622
ACH-000095,0.08169711932617198
ACH-000097,0.06710342600267942
ACH-000098,0.07357461830794618
ACH-000099,-0.11034461647800696
ACH-000108,-0.018794218641030067
ACH-000113,-0.06300439061715532
ACH-000116,0.01760740133299963
ACH-000118,0.04053323288780132
ACH-000120,0.07162440580838618
ACH-000123,0.08111200040598995
ACH-000127,0.04180896274919335
ACH-000128,0.09786671272602313
ACH-000132,0.16853211390759232
ACH-000133,-0.0039511544300710934
ACH-000137,0.17467088972815512
ACH-000138,-0.0051271783790124885
ACH-000142,-0.0624013923586525
ACH-000143,-0.011151641286126307
ACH-000146,0.10217718627824167
ACH-000148,0.058220893046919214
ACH-000150,0.16324178302292192
ACH-000152,0.06527317784701406
ACH-000153,0.21155159916080649
ACH-000159,-0.015379978043782222
ACH-000160,0.07728321452304927
ACH-000163,0.06796401383350101
ACH-000167,-0.08087716083135467
ACH-000168,0.040563926356450265
ACH-000169,0.0802991513470707
ACH-000178,-0.030579011784592183
ACH-000183,0.1936410202689415
ACH-000188,0.15146643907710391
ACH-000189,-0.04042142070338365
ACH-000190,-0.04315611379902228
ACH-000198,0.05174191455567632
ACH-000203,0.040705154687659166
ACH-000204,-0.009571144890277031
ACH-000206,-0.012505040783516195
ACH-000207,0.2079889092879852
ACH-000208,0.013053943704180405
ACH-000210,-0.10656320036291683
ACH-000211,0.09402549462718753
ACH-000215,-0.0012423072355482055
ACH-000221,0.0810457031547039
ACH-000222,0.06460798042229092
ACH-000223,0.00806440940261844
ACH-000226,0.05372278399472585
ACH-000227,0.04456565453244631
ACH-000228,0.16720906550632295
ACH-000231,-0.0019050237801112226
ACH-000232,0.04642256878923743
ACH-000233,-0.07808546338216417
ACH-000234,-0.03305776086853085
ACH-000235,0.008429166046019532
ACH-000237,0.03851554371083879
ACH-000238,-0.07972207613179859
ACH-000242,-0.2882888708112189
ACH-000243,-0.13921333759494806
ACH-000244,-0.04952590663116863
ACH-000246,-0.031882393158310575
ACH-000248,-0.008894956245566101
ACH-000250,0.017108819682199308
ACH-000251,0.2956648948202936
ACH-000252,0.28218005434696736
ACH-000253,0.08713094129313395
ACH-000255,0.11754645126967796
ACH-000256,0.03504632572113648
ACH-000257,0.02356687817756895
ACH-000258,0.04869329292556401
ACH-000259,-0.10075417008995716
ACH-000260,0.11115811489017093
ACH-000261,0.04634358224812652
