,GFM1 (85476)
ACH-000211,-0.4440698321320451
ACH-000215,-0.5351183698474633
ACH-000221,-0.7563467199301052
ACH-000222,-0.5198350387660003
ACH-000223,-0.3996740562660103
ACH-000226,-0.4373222836131841
ACH-000227,-0.3753308662526433
ACH-000228,-0.5206683771043255
ACH-000231,-0.748363504349023
ACH-000232,-0.714243400937317
ACH-000233,-0.4913563983606824
ACH-000234,-0.6012967614266832
ACH-000235,-0.5170845234299936
ACH-000237,-0.1864109973830414
ACH-000238,-0.619224392599952
ACH-000242,-0.4038945480541185
ACH-000243,-0.3227313505549785
ACH-000244,-0.6158177463176269
ACH-000246,-0.7639543971481765
ACH-000248,-0.8135491488696798
ACH-000250,-0.2421775578191296
ACH-000251,-0.6330513485801083
ACH-000252,-0.6464464244475714
ACH-000253,-0.46975873704409205
ACH-000255,-0.5185217298849183
ACH-000256,-0.4371465902332942
ACH-000257,-0.6713279067223857
ACH-000258,-0.7614832094566407
ACH-000259,-0.4386373533913592
ACH-000260,-0.4096935910510038
ACH-000261,-0.37938784779294776
ACH-000262,-0.4190959838971436
ACH-000263,-0.4437630526187528
ACH-000264,-0.4605725661162572
ACH-000265,-0.7526545413068156
ACH-000266,-0.2162381633128473
ACH-000272,-0.42114060001970893
ACH-000274,-0.5124736049684052
ACH-000277,-0.6612386964496881
ACH-000278,-0.2829774651946039
ACH-000279,-0.5707678808156572
ACH-000280,-0.4065954036444451
ACH-000281,-0.5457872897644556
ACH-000288,-0.8146229274717047
ACH-000291,-0.4342600063580687
ACH-000293,-0.6631970604515482
ACH-000294,-0.4720153395219112
ACH-000295,-0.6956117480759528
ACH-000296,-0.4791539241876563
ACH-000302,-0.4542532265605221
ACH-000304,-0.7743804191004005
ACH-000307,-0.465387450367332
ACH-000308,-0.4011763216671055
ACH-000310,-0.5252671261050115
ACH-000311,-0.459011588018985
ACH-000312,-0.7641719837286807
ACH-000315,-0.7864724682906565
ACH-000316,-0.4901252657006917
ACH-000317,-0.8468699634312312
ACH-000318,-0.3637884559718004
ACH-000319,-0.31226895122075904
ACH-000320,-0.7481325344698859
ACH-000322,-0.6647583330692969
ACH-000323,-0.6909269432359814
ACH-000324,-0.5205341898783594
ACH-000329,-0.6408609885836877
ACH-000330,-0.595462388542891
ACH-000331,-0.6044825481488506
ACH-000332,-0.12408708001240873
ACH-000334,-0.5626064235327829
ACH-000335,-0.8321005450094687
ACH-000336,-0.4424583375332429
ACH-000337,-0.4910724180331361
ACH-000338,-0.23883335643280135
ACH-000339,-0.5744777874606987
ACH-000341,-0.6016795072162311
ACH-000348,-0.4619393665204551
ACH-000350,-0.4158156612335575
ACH-000352,-0.5651556125618459
ACH-000356,-0.5048191840201726
ACH-000361,-0.5703256456362351
ACH-000362,-0.3754656862212611
ACH-000363,-0.4326534387108438
ACH-000364,-0.3866573951929522
ACH-000365,-0.6914100062879438
ACH-000366,-0.44614549895678296
ACH-000368,-0.6171447923234901
ACH-000374,-0.6501328994327739
ACH-000375,-0.5838020697700461
ACH-000376,-0.9280845672377512
ACH-000381,-0.6342126255269991
ACH-000383,-0.495848363595136
ACH-000387,-0.6993366137400367
ACH-000389,-0.2637767629879055
ACH-000390,-0.4654145898551044
ACH-000393,-0.3943220006465232
ACH-000395,-0.5017031352002939
ACH-000396,-0.6536064619642317
ACH-000397,-0.3247171724964126
ACH-000401,-0.5860844823741452
ACH-000402,-0.3768579637033525
ACH-000403,-0.3975310325304952
ACH-000404,-0.7134540632924419
ACH-000406,-0.6993846233498296
ACH-000407,-0.6425179725280534
ACH-000408,-0.6881364154226801
ACH-000410,-0.6102017819684504
ACH-000411,-0.3937723950733539
ACH-000414,-0.4508407937502717
ACH-000415,-0.5061528381300961
ACH-000416,-0.35206368511228203
ACH-000420,-0.3672119304580159
ACH-000421,-0.4487635227263724
ACH-000424,-0.8038190590093652
ACH-000425,-0.4734177828786718
ACH-000426,-0.5008151262738332
ACH-000427,-0.6367970668738746
ACH-000433,-0.5579445990453384
ACH-000435,-0.4329335913685587
ACH-000436,-0.2271943254305174
ACH-000444,-0.7496095410471759
ACH-000445,-0.319685717739146
ACH-000448,-0.3384352679652382
ACH-000450,-0.9081122758939626
ACH-000452,-0.4054648553446144
ACH-000454,-0.5291130567759724
ACH-000458,-0.4791379522193118
ACH-000459,-0.7817850411173768
ACH-000460,-0.5627144652437496
ACH-000461,-0.8545049837695959
ACH-000463,-0.3486190390652825
ACH-000464,-0.4234699065438197
ACH-000466,-0.6474213392651146
ACH-000467,-0.5849670114773551
ACH-000468,-0.4965369207929558
ACH-000469,-0.5386154162158449
ACH-000470,-0.4603513002439242
ACH-000471,-0.3809891235512053
ACH-000472,-0.3517003889106949
ACH-000473,-0.4383963182871723
ACH-000475,-0.6073319298453973
ACH-000476,-0.6844109245136007
ACH-000477,-0.6565511273802653
ACH-000479,-0.6726001772972628
ACH-000480,-0.6915331417224991
ACH-000481,-0.4769874531042946
ACH-000483,-0.4170925770689468
ACH-000484,-0.3594577941265923
ACH-000485,-0.37874217125469056
ACH-000486,-0.5287840717272891
ACH-000487,-0.6851302770968943
ACH-000488,-0.6137357051436733
ACH-000490,-0.5620213598404324
ACH-000491,-0.8662026973160988
ACH-000495,-0.4202154693635813
ACH-000496,-0.4328673102382715
ACH-000499,-0.7458585427534672
ACH-000500,-0.6338668370897426
ACH-000502,-0.4104835431050692
ACH-000503,-0.6200906567905842
ACH-000505,-0.3834476332293001
ACH-000507,-0.7199329987029731
ACH-000510,-0.6261909795829771
ACH-000511,-0.7590966843624396
ACH-000512,-0.3970921016470365
ACH-000516,-0.4581391308195852
ACH-000517,-0.24816630374976176
ACH-000518,-0.5266892088083786
ACH-000520,-0.2286752415774374
ACH-000521,-0.5362845420179685
ACH-000522,-0.5866572180802934
ACH-000524,-0.4066413506914445
ACH-000527,-0.4401514206193229
ACH-000528,-0.43314806822937946
ACH-000537,-0.7336835570495379
ACH-000541,-0.1459565753726605
ACH-000542,-0.28647552209995153
ACH-000544,-0.7215203631704081
ACH-000545,-0.6352825493869436
ACH-000547,-0.8869994062631709
ACH-000548,-0.6233033164221695
ACH-000549,-0.5832840209236909
ACH-000550,-0.5103927971787657
ACH-000552,-0.6629034227042401
ACH-000556,-0.5337979653547904
ACH-000557,-0.09338067051904247
ACH-000569,-0.6171852805025525
ACH-000570,-0.6411573286768808
ACH-000571,-0.4846753086206154
ACH-000573,-0.7353199277453636
ACH-000576,-0.2785233858369249
ACH-000579,-0.7131600480874661
ACH-000580,-0.41605727413783616
ACH-000584,-0.4822524511832517
ACH-000585,-0.407339789009236
ACH-000588,-0.7398588290024416
ACH-000589,-0.8365616425017093
ACH-000591,-0.4706035803674426
ACH-000593,-0.6381324952067728
ACH-000600,-0.4611531553040524
ACH-000601,-0.7512131022265602
ACH-000605,-0.6512014743156747
ACH-000606,-0.6185922626551685
ACH-000608,-0.35190904147694485
ACH-000614,-0.7962673790531873
ACH-000616,-0.4927704388077761
ACH-000618,-0.5509143224762046
ACH-000619,-0.5276946291232991
ACH-000620,-0.4262065276841957
ACH-000621,-0.4294128283844353
ACH-000622,-0.491976138874301
ACH-000623,-0.4581631968765511
ACH-000624,-0.3673586941775833
ACH-000627,-0.7061300082310465
ACH-000630,-0.7249902799447556
ACH-000631,-0.5370474470239525
ACH-000632,-0.7559957036768002
ACH-000633,-0.7075278861240207
ACH-000637,-0.5471238823072234
ACH-000638,-0.5418358675804399
ACH-000646,-0.5077680974082902
ACH-000647,-0.5280881081537386
ACH-000648,-0.4675933836173997
ACH-000649,-0.5220785400336582
ACH-000651,-0.8542298372058188
ACH-000652,-0.6757639562853229
ACH-000653,-0.43992236952207503
ACH-000657,-0.4527945297193888
ACH-000658,-0.6141641695486003
ACH-000661,-0.5832804136394699
ACH-000662,-0.659886346836127
ACH-000663,-0.5056001047043021
ACH-000665,-0.2948738285728812
ACH-000671,-0.6515058009517952
ACH-000672,-0.6443066406767011
ACH-000673,-0.19053729807042008
ACH-000676,-0.8092131094047829
ACH-000677,-1.0694178955289126
ACH-000681,-0.5994390053898135
ACH-000683,-0.4285366404844136
ACH-000684,-0.5171841721003555
ACH-000688,-0.4450863940215973
ACH-000693,-0.4942233764665581
ACH-000694,-0.7122116311192428
ACH-000695,-0.33027692158347743
ACH-000696,-0.6425686949634558
ACH-000697,-0.5144392499300234
ACH-000699,-0.641346940620062
ACH-000701,-0.4720265137845174
ACH-000706,-0.7524369340414289
ACH-000711,-0.4748620882221375
ACH-000713,-0.6146047080967572
ACH-000714,-0.1983367450775762
ACH-000718,-0.43563045266781697
ACH-000720,-0.7163984235918726
ACH-000721,-0.8493497797910691
ACH-000724,-0.6857162797864779
ACH-000725,-0.5818665678200953
ACH-000732,-0.6461529285495884
ACH-000734,-0.7381282257505501
ACH-000735,-0.6235658365616611
ACH-000736,-0.5374329682363902
ACH-000738,-0.8263701772426273
ACH-000746,-0.9691186409112352
ACH-000747,-0.8258285313147005
ACH-000748,-0.270851378646161
ACH-000753,-0.5800819358677406
ACH-000756,-0.4441104915401376
ACH-000757,-0.7238406615472939
ACH-000758,-0.5467001474709202
ACH-000760,-0.5389165533761906
ACH-000762,-0.8204364416190711
ACH-000763,-0.3877216876055684
ACH-000764,-0.5149884075062717
ACH-000765,-0.7091566763384177
ACH-000766,-0.448335873654424
ACH-000767,-0.6482289392901585
ACH-000768,-0.7870092417977501
ACH-000769,-0.5272017316582367
ACH-000770,-0.6186961967685136
ACH-000771,-0.5175643976513556
ACH-000773,-0.2850796599766627
ACH-000776,-0.6946063310252801
ACH-000777,-0.7265814495481573
ACH-000778,-0.6400888158671799
ACH-000781,-0.5245356189065897
ACH-000782,-0.5701143892234405
ACH-000783,-0.29365986507357433
ACH-000784,-0.6121138926596497
ACH-000785,-0.5219565071626531
ACH-000787,-0.6481800452461646
ACH-000788,-0.3625347986216926
ACH-000791,-0.4554441579346159
ACH-000792,-0.3918686737282985
ACH-000794,-0.4037968419699223
ACH-000796,-0.6242274259702983
ACH-000798,-0.540176905825813
ACH-000799,-0.5360171194624235
ACH-000800,-0.7023279118055195
ACH-000802,-0.6961388582255835
ACH-000804,-0.5082524419455284
ACH-000805,-0.7121730102621286
ACH-000809,-0.7285920896909448
ACH-000810,-0.5763183144918327
ACH-000811,-0.3854324714689954
ACH-000817,-0.536949467299786
ACH-000819,-0.7419071280289469
ACH-000820,-0.6673411559091856
ACH-000821,-0.5119616729486716
ACH-000822,-0.459606089166218
ACH-000823,-0.41851807855368456
ACH-000824,-0.28232241583530976
ACH-000827,-0.3188539409456584
ACH-000829,-0.5109920147173861
ACH-000831,-0.8772746735825445
ACH-000832,-0.7105363815356399
ACH-000833,-0.5245039072431915
ACH-000834,-0.5438191885000765
ACH-000835,-0.6926770710385356
ACH-000836,-0.6348769510933747
ACH-000837,-0.6760701862065163
ACH-000838,-0.4732715441267131
ACH-000839,-0.3512076667239761
ACH-000840,-0.2939621297091973
ACH-000841,-0.42110295747577786
ACH-000843,-0.4795919693243638
ACH-000846,-0.6188800396080247
ACH-000847,-0.8133585341994901
ACH-000848,-0.7351776828896309
ACH-000849,-0.907614978947838
ACH-000851,-0.8334433066169618
ACH-000855,-0.7774015890606509
ACH-000856,-0.5606989406311682
ACH-000858,-0.8262946016299699
ACH-000859,-0.5944780111248329
ACH-000861,-0.5716164473607097
ACH-000862,-0.7577637767266364
ACH-000865,-0.7918661222221863
ACH-000866,-0.5805360982734349
ACH-000867,-0.2722858004955746
ACH-000869,-0.462633140354523
ACH-000872,-0.6354564363453775
ACH-000873,-0.5477427454367885
ACH-000876,-1.0903176582630425
ACH-000878,-0.8179494320381715
ACH-000880,-0.8256425935486762
ACH-000881,-0.4483874025406049
ACH-000882,-0.5090631367993971
ACH-000884,-0.7095617151021854
ACH-000885,-0.4120071774926469
ACH-000887,-0.5010838261634943
ACH-000889,-0.7053330883913643
ACH-000896,-0.7370630369338225
ACH-000898,-0.5290856063934086
ACH-000900,-0.5501868428241719
ACH-000901,-0.37742928488026695
ACH-000905,-0.5811895371006071
ACH-000906,-0.6012450197411529
ACH-000907,-0.5427530464110174
ACH-000910,-0.7053341221689464
ACH-000911,-0.7842525365556811
ACH-000912,-0.4628213373872802
ACH-000913,-0.5818121971175195
ACH-000915,-1.0812824435736232
ACH-000916,-0.5738700147869785
ACH-000917,-0.6629364554558131
ACH-000920,-0.5577108822403705
ACH-000921,-0.6272497108033538
ACH-000924,-0.7918703482248616
ACH-000926,-0.44447363924106187
ACH-000928,-0.4106648900256273
ACH-000929,-0.4957179278818628
ACH-000932,-0.4892814376971006
ACH-000935,-0.8231080975610322
ACH-000936,-0.8158541803739329
ACH-000937,-0.7278667020063811
ACH-000938,-0.7342921546849143
ACH-000939,-0.6370068420556674
ACH-000941,-0.4998928160940298
ACH-000943,-0.7060690375530502
ACH-000946,-0.43775774142425344
ACH-000947,-0.681584823757089
ACH-000948,-0.3859497106587847
ACH-000950,-0.5584593762841293
ACH-000953,-0.5012460666276987
ACH-000954,-0.8429268344294033
ACH-000957,-0.4622181160509026
ACH-000958,-0.4665660127250508
ACH-000960,-0.4610748733193646
ACH-000963,-0.7451316554705582
ACH-000968,-0.7739402075633761
ACH-000969,-0.6214704338686191
ACH-000972,-0.6065613088019101
ACH-000973,-0.9176075467853672
ACH-000974,-0.5610590706881994
ACH-000978,-0.7611069261812669
ACH-000984,-0.6538965689084703
ACH-000986,-0.6586351767464339
ACH-000988,-0.5165058569571895
ACH-000993,-0.34191495574546826
ACH-000994,-0.6230652839230018
ACH-000996,-0.3167470185011637
ACH-001001,-0.745467505403634
ACH-001020,-0.3609554308387786
ACH-001028,-0.7802268216145769
ACH-001031,-0.20352037609150675
ACH-001038,-0.6128908119107715
ACH-001048,-0.5875985537702616
ACH-001050,-0.3501784017128072
ACH-001053,-0.517662713034478
ACH-001054,-0.5987096009234919
ACH-001061,-0.6382196990484504
ACH-001067,-0.47336007424649
ACH-001075,-0.2958006869591615
ACH-001096,-0.5568151791401403
ACH-001111,-0.6741305311478721
ACH-001119,-0.6556451524912558
ACH-001128,-0.3131164438258508
ACH-001134,-0.6039528611251191
ACH-001151,-0.2290627179951013
ACH-001163,-0.8107937946964798
ACH-001164,-0.6553315769351346
ACH-001183,-0.6093337964254159
ACH-001192,-0.4264008448256082
ACH-001193,-0.4013900625154964
ACH-001196,-0.40799612446009387
ACH-001197,-0.4881645810946048
ACH-001205,-0.4480808994482016
ACH-001211,-0.22317411598666306
ACH-001212,-0.4980456784308085
ACH-001228,-0.3065517477181276
ACH-001232,-0.5123889858260411
ACH-001239,-0.5886436259244615
ACH-001270,-0.447339077715316
ACH-001274,-0.5806778750052737
ACH-001275,-0.4512449144539113
ACH-001277,-0.6082288609282152
ACH-001278,-0.3794375278538829
ACH-001280,-0.5285247138065352
ACH-001283,-0.4891526758781022
ACH-001289,-0.4301295548641916
ACH-001300,-0.6057727869368058
ACH-001301,-0.31439156509537863
ACH-001302,-0.2679369300581469
ACH-001306,-0.5481481661403471
ACH-001318,-0.7289108578529898
ACH-001322,-0.8387250005284052
ACH-001328,-0.6349039773972339
ACH-001332,-0.9625942503119824
ACH-001336,-0.7661564532288059
ACH-001346,-0.6173343215296068
ACH-001353,-0.4054791720005904
ACH-001354,-0.9792011645280578
ACH-001367,-0.6223333575652477
ACH-001368,-0.793081882744616
ACH-001374,-0.4111051403589717
ACH-001377,-0.5264719997721541
ACH-001380,-0.6288208710988334
ACH-001391,-0.3285828040663707
ACH-001408,-0.4301004990274341
ACH-001430,-0.4585195693886693
ACH-001431,-0.4508193708289559
ACH-001450,-0.953311267747582
ACH-001496,-0.7691762322627882
ACH-001500,-0.8258270276111438
ACH-001523,-0.7066705429374058
ACH-001532,-0.5240532467052792
ACH-001550,-0.647611928371213
ACH-001552,-0.4963175593620431
ACH-001554,-0.6159443908719611
ACH-001654,-0.41011102443713854
ACH-001735,-0.6025590190265024
ACH-001736,-0.7617713985879369
ACH-001737,-0.397280877550639
ACH-001740,-0.4673737110745249
ACH-001745,-0.36301880542531695
ACH-001765,-0.4942111111627658
