,G0S2 (50486)
ACH-000004,0.02729207032130361
ACH-000005,0.03468992535261005
ACH-000007,-0.260634903781669
ACH-000009,-0.03729531969438138
ACH-000011,-0.12482060835756816
ACH-000012,-0.01941916128381059
ACH-000013,0.0008495856615582767
ACH-000014,-0.09108844489890552
ACH-000015,0.06504166271923376
ACH-000017,-0.010221050228775395
ACH-000018,-0.0778585412906125
ACH-000019,-0.10923200732064788
ACH-000021,-0.1634422952578048
ACH-000022,0.007501999003381989
ACH-000025,0.009697163814683805
ACH-000028,-0.056811510219373015
ACH-000030,0.08975227535856531
ACH-000035,0.08975742276784596
ACH-000036,-0.029146100683954863
ACH-000037,0.08417694777118555
ACH-000039,0.1918203940189012
ACH-000040,0.03409157597405653
ACH-000041,0.07354009361501374
ACH-000042,0.1576063058847133
ACH-000045,0.10736938165672696
ACH-000047,0.07575273417370379
ACH-000052,-0.16044515614617444
ACH-000053,0.04453194066424858
ACH-000054,0.09474029197820236
ACH-000055,0.0052416900366057464
ACH-000060,0.0783083551675478
ACH-000067,0.12515311287047984
ACH-000070,0.02985850541667341
ACH-000075,0.019449816179301662
ACH-000078,-0.041712997370702866
ACH-000082,-0.037242140669352906
ACH-000085,-0.12686871157751334
ACH-000086,-0.13451588814698065
ACH-000087,0.017008126672985305
ACH-000092,0.10109828377062488
ACH-000095,-0.018216988542511543
ACH-000097,-0.01673761941128649
ACH-000098,0.02245847684561815
ACH-000099,-0.06341801971165971
ACH-000108,-0.014264680924408213
ACH-000113,-0.09861419790331552
ACH-000116,0.07292150518540587
ACH-000118,-0.04977306067577696
ACH-000120,-0.09349676937091313
ACH-000123,0.15362569495255973
ACH-000127,-0.10690898259265763
ACH-000128,-0.01718933347327605
ACH-000132,-0.0006117320564908716
ACH-000133,-0.011363276339477237
ACH-000137,-0.23254712050826465
ACH-000138,0.07286595055494567
ACH-000142,0.04552154332954527
ACH-000143,-0.02075372952815508
ACH-000146,-0.039535160361476585
ACH-000148,0.052862823810783145
ACH-000150,-0.10882385027633552
ACH-000152,0.08419841909894721
ACH-000153,0.16837674084741888
ACH-000159,0.017736724590298816
ACH-000160,0.000704494376928032
ACH-000163,-0.006695931442578439
ACH-000167,-0.31093893400931466
ACH-000168,0.09371743275065346
ACH-000169,-0.036811858259998304
ACH-000178,-0.10142458946596067
ACH-000183,0.035523330260429024
ACH-000188,0.07649808534470881
ACH-000189,-0.07372349994161048
ACH-000190,0.15253516279060875
ACH-000198,0.01778369303579842
ACH-000203,0.10044444749931493
ACH-000204,0.18174536642233668
ACH-000206,-0.02913055118362028
ACH-000207,-0.003793169489329305
ACH-000208,-0.044808453839778134
ACH-000210,-0.09712538282507413
ACH-000211,0.012556880940148922
ACH-000215,-0.04746867865434861
ACH-000221,-0.08630709669818633
ACH-000222,-0.032416264400106774
ACH-000223,-0.060786779550498535
ACH-000226,-0.02027496534568485
ACH-000227,-0.12539136067127246
ACH-000228,-0.024349982634983062
ACH-000231,-0.07509168531425843
ACH-000232,-0.00410537797560748
ACH-000233,-0.027084190147429552
ACH-000234,-0.1263102135136356
ACH-000235,0.035441571251180214
ACH-000237,0.06445263995532155
ACH-000238,-0.14327852906560534
ACH-000242,-0.2232078670848211
ACH-000243,0.02598134989841011
ACH-000244,0.1764125546138896
ACH-000246,-0.06639317303979671
ACH-000248,0.12392266086502099
ACH-000250,0.08972004132670437
ACH-000251,0.09108997392597323
ACH-000252,-0.2108821501700444
ACH-000253,0.08314513566977286
ACH-000255,-0.1411145500570937
ACH-000256,0.027768324820551984
ACH-000257,0.10604887435901812
ACH-000258,-0.19440442293772955
ACH-000259,-0.017052107989373257
ACH-000260,0.030773431777561536
ACH-000261,0.09346226307030922
ACH-000262,-0.002904205764692201
ACH-000263,0.030181087834293917
ACH-000264,0.045867840843456464
ACH-000265,0.04175624122957048
ACH-000266,0.015845059353344192
ACH-000272,0.005002004539812778
ACH-000274,-0.10282550182868118
ACH-000277,0.06689501050278776
ACH-000278,0.012945886879967231
ACH-000279,0.054306277354654736
ACH-000280,0.006281393597265348
ACH-000281,-0.14229204487652305
ACH-000288,-0.050314031790708695
ACH-000291,0.02892976652383742
ACH-000293,0.08799144014450679
ACH-000294,0.010256341949057227
ACH-000295,-0.09645083260872864
ACH-000296,-0.07290813510308289
ACH-000302,0.02741991694588019
ACH-000304,-0.12055432282759103
ACH-000307,0.09607613162706638
ACH-000308,0.08660126432836869
ACH-000310,-0.2583986825957195
ACH-000311,-0.1491357930563681
ACH-000312,-0.11369766437463688
ACH-000315,-0.038734272677938136
ACH-000316,0.004318506502412885
ACH-000317,-0.12472486265515235
ACH-000318,0.003224391541986061
ACH-000319,-0.05617221224490844
ACH-000320,-0.09006571234067949
ACH-000322,0.09767123113784264
ACH-000323,0.016402472556903178
ACH-000324,-0.08263468138994277
ACH-000329,0.009428148434079714
ACH-000330,-0.1237626159289377
ACH-000331,0.07983309776378833
ACH-000332,0.01254354312416366
ACH-000334,0.017404175428720695
ACH-000335,0.02280721368317035
ACH-000336,-0.20133236521847744
ACH-000337,0.018501337187393645
ACH-000338,0.22803228646435536
ACH-000339,0.004086044825363247
ACH-000341,-0.31116414794682024
ACH-000348,0.07780165923506227
ACH-000350,-0.2086213353185883
ACH-000352,0.07583281461009922
ACH-000356,-0.05872864838956805
ACH-000361,0.2138760465685894
ACH-000362,-0.02065578710541014
ACH-000363,0.050300088567989384
ACH-000364,-0.14264255692977718
ACH-000365,-0.0023345321353838155
ACH-000366,-0.05289999581843256
ACH-000368,-0.012126767741409031
ACH-000374,-0.0097972376437115
ACH-000375,0.08785111871266481
ACH-000376,0.123320284643783
ACH-000381,0.20292930123962172
ACH-000383,0.03628782469626464
ACH-000387,0.0956134910973822
ACH-000389,0.013707245479255949
ACH-000390,0.036925910770370406
ACH-000393,0.04569305230367865
ACH-000395,-0.009339167146682318
ACH-000396,-0.12307429493550075
ACH-000397,0.11458933947694347
ACH-000401,-0.0674669879374155
ACH-000402,0.10167589967446172
ACH-000403,-0.02208843586882969
ACH-000404,-0.10945099586847873
ACH-000406,0.0845156173303212
ACH-000407,0.07218199542268543
ACH-000408,-0.10894526968218217
ACH-000410,-0.15676992019835045
ACH-000411,0.010716931504923472
ACH-000414,-0.07475608908168854
ACH-000415,0.002780749247254262
ACH-000416,-0.036698765944478295
ACH-000420,-0.036948778411144384
ACH-000421,0.044179629458950036
ACH-000424,0.1820988646032505
ACH-000425,0.03039464738324941
ACH-000426,0.001603401770735792
ACH-000427,-0.20311691894166656
ACH-000433,0.16647350873100722
ACH-000435,-0.019950591512479174
ACH-000436,0.07020320539555208
ACH-000444,-0.068415551251649
ACH-000445,-0.033819824477613177
ACH-000448,0.013098876360218172
ACH-000450,0.015271355637139744
ACH-000452,-0.005135018857941155
ACH-000454,-0.08326490209436968
ACH-000458,-0.02775592154288223
ACH-000459,0.29415693746030513
ACH-000460,0.05339517511732148
ACH-000461,0.04741629160658014
ACH-000463,0.1051072670037971
ACH-000464,0.032983855085113006
ACH-000466,0.005861258678258152
ACH-000467,0.009747958354734241
ACH-000468,0.0940410190187245
ACH-000469,0.061697215844826875
ACH-000470,0.11663756719622287
ACH-000471,-0.05283248694057889
ACH-000472,-0.08116043277655602
ACH-000473,-0.07817119721746042
ACH-000475,0.054254798250545806
ACH-000476,0.047165826947796655
ACH-000477,0.03736578898372373
ACH-000479,-0.025143161855149792
ACH-000480,-0.04221039728234635
ACH-000481,-0.007380687854900741
ACH-000483,0.061329495112247424
ACH-000484,0.04672539482102511
ACH-000485,0.05871466651820554
ACH-000486,0.02911227406089697
ACH-000487,0.035368801313147534
ACH-000488,0.013105798229159287
ACH-000490,-0.06708665328148893
ACH-000491,-0.12593767208173873
ACH-000495,0.10569554854383204
ACH-000496,0.06383539001045321
ACH-000499,0.20098604454425406
ACH-000500,0.3620517633402144
ACH-000502,0.09234821944441722
ACH-000503,0.02541305868084916
ACH-000505,-0.09927142157026134
ACH-000507,0.02574409202129684
ACH-000510,-0.03125140846315808
ACH-000511,0.008747675021425427
ACH-000512,-0.2557890570522645
ACH-000516,0.007725875779988962
ACH-000517,0.010506741143211769
ACH-000518,0.06125423860548807
ACH-000520,-0.14328672072712062
ACH-000521,0.026456523459253815
ACH-000522,0.008271819022871734
ACH-000524,0.017847138529112724
ACH-000527,-0.04503978100366678
ACH-000528,-0.015119721668494216
ACH-000537,0.01993316003960235
ACH-000541,0.06913476024974104
ACH-000542,0.08215726857849398
ACH-000544,-0.01209123977478906
ACH-000545,-0.08726510247573757
ACH-000547,-0.08225212509714988
ACH-000548,-0.05485952398533061
ACH-000549,-0.09714663338912813
ACH-000550,0.015071564307526687
ACH-000552,0.08995396702020468
