,HHAT (55733)
ACH-000004,0.1825670323562586
ACH-000005,0.18789704231915072
ACH-000007,-0.20898815770000484
ACH-000009,-0.0457027977898766
ACH-000011,0.17999590964656922
ACH-000012,0.006710933811867236
ACH-000013,3.3016268240733035e-05
ACH-000014,-0.07700286842668347
ACH-000015,0.042234736489641586
ACH-000017,0.06539773863772208
ACH-000018,0.12244742876897548
ACH-000019,-0.07476731147358577
ACH-000021,-0.08816910475430746
ACH-000022,0.051274080547060265
ACH-000025,0.03513256515326793
ACH-000028,0.030613345922157288
ACH-000030,0.005254465819882388
ACH-000035,0.024370565205096333
ACH-000036,0.01551497693993487
ACH-000037,-0.017787767829189928
ACH-000039,0.1138647693174732
ACH-000040,0.021967653888583183
ACH-000041,-0.027200758713780658
ACH-000042,-0.0016930888209692
ACH-000045,0.0903799661109326
ACH-000047,-0.07950716426062572
ACH-000052,0.053271490657933886
ACH-000053,-0.002013641491209733
ACH-000054,0.013659386824587021
ACH-000055,-0.029713854288139267
ACH-000060,0.18060766414473853
ACH-000067,0.06574126387659636
ACH-000070,0.08244228420661638
ACH-000075,-0.1276161903314501
ACH-000078,-0.0672795428042921
ACH-000082,0.05132093641084188
ACH-000085,-0.2315493276287347
ACH-000086,-0.08190355075752888
ACH-000087,0.11565845362453203
ACH-000092,0.02279115878784
ACH-000095,-0.04668059938704552
ACH-000097,-0.051430460870988806
ACH-000098,0.07943566620702988
ACH-000099,-0.04668349418543776
ACH-000108,-0.06167339763221096
ACH-000113,-0.044067101268690186
ACH-000116,0.1642681550494118
ACH-000118,0.05278487419106402
ACH-000120,-0.061841825323320464
ACH-000123,0.07223018551289492
ACH-000127,0.050643167762781584
ACH-000128,-0.04044207590208193
ACH-000132,-0.14068784028195008
ACH-000133,-0.09605976724089466
ACH-000137,-0.01720696156215258
ACH-000138,0.04987066506817208
ACH-000142,-0.0857853967666623
ACH-000143,0.21231724075538014
ACH-000146,0.01961916162827581
ACH-000148,0.024117755964410386
