,PI15 (51050)
ACH-000004,0.006172782718774536
ACH-000005,0.19323494966510574
ACH-000007,-0.2155646839340088
ACH-000009,0.10978649561887542
ACH-000011,-0.009966270986599076
ACH-000012,-0.14226313905048193
ACH-000013,-0.05196009082024325
ACH-000014,-0.00874565219320133
ACH-000015,-0.04960436490882238
ACH-000017,-0.03293670032748056
ACH-000018,-0.09178209758157704
ACH-000019,-0.015346445105239102
ACH-000021,-0.0982200718937114
ACH-000022,0.1028491709076325
ACH-000025,-0.0132243349345594
ACH-000028,0.03938919213259078
ACH-000030,-0.10379032327580244
ACH-000035,0.0366311327346428
ACH-000036,-0.05928491413623544
ACH-000037,-0.09584206217502304
ACH-000039,-0.18325028991280268
ACH-000040,-0.03962401749735909
ACH-000041,-0.13654435303282111
ACH-000042,-0.03516342948918892
ACH-000045,-0.02499856375667846
ACH-000047,-0.09179766847961936
ACH-000052,-0.13044604770281415
ACH-000053,-0.01920861114167948
ACH-000054,0.010223114531360608
ACH-000055,-0.237714848129482
ACH-000060,-0.025974282917262163
ACH-000067,-0.1116728969498125
ACH-000070,-0.06232673563818621
ACH-000075,-0.3373784005199605
ACH-000078,-0.03694828421992266
ACH-000082,-0.04589790746453802
ACH-000085,-0.17618469381305712
ACH-000086,0.019446960893591467
ACH-000087,-0.13009747223982324
ACH-000092,-0.21377757534544814
ACH-000095,-0.0022317941308135814
ACH-000097,-0.05053705021416972
ACH-000098,-0.1891064587861235
ACH-000099,-0.07911006999099192
ACH-000108,-0.06568977424181092
ACH-000113,0.048551853524023504
ACH-000116,-0.02704121890000795
ACH-000118,-0.0975350440289815
ACH-000120,0.09122702288948747
ACH-000123,0.00822957938803183
ACH-000127,-0.0188135758408744
ACH-000128,0.00932801102186882
ACH-000132,0.0504295262957648
ACH-000133,-0.048420173817296366
ACH-000137,0.12877238331151564
ACH-000138,-0.0291384577209818
ACH-000142,-0.10563384331305543
ACH-000143,-0.08297149935435548
ACH-000146,-0.011850421097550318
ACH-000148,-0.059219009059907415
ACH-000150,-0.1685892236939302
ACH-000152,-0.24981752275555336
ACH-000153,0.03550871390852226
ACH-000159,-0.02160035175971412
ACH-000160,-0.16968295647407453
ACH-000163,-0.1317279266915181
ACH-000167,-0.0996916157599778
ACH-000168,-0.030088442087255588
ACH-000169,0.007495582650520633
ACH-000178,-0.08777256699372696
ACH-000183,-0.1903568171667115
ACH-000188,-0.15311611188236726
ACH-000189,-0.008108574567389212
ACH-000190,-0.30852648278571204
ACH-000198,-0.09186072853263434
ACH-000203,-0.4019867725122076
ACH-000204,-0.20514007666840867
ACH-000206,-0.11537642602860575
ACH-000207,-0.1840109329996312
ACH-000208,0.12482095770965075
ACH-000210,-0.0954958007126023
ACH-000211,0.019296234719145183
ACH-000215,-0.050113041314242684
ACH-000221,-0.1354227218491444
ACH-000222,0.15474766561428915
ACH-000223,-0.011957034274371404
ACH-000226,-0.08587460925298697
ACH-000227,-0.13795617476183258
ACH-000228,0.04181162140474716
ACH-000231,0.017464641687226085
ACH-000232,-0.08050332931769788
ACH-000233,-0.09848550300623186
ACH-000234,0.022252070869000124
ACH-000235,-0.16577548051002028
ACH-000237,-0.12254601839378655
ACH-000238,-0.10005706964180253
ACH-000242,0.10309369457489807
ACH-000243,-0.010129122908869515
ACH-000244,-0.2786028887691422
ACH-000246,0.022444811327121124
ACH-000248,-0.01214931688560777
ACH-000250,-0.05737985791644384
ACH-000251,0.05323116531960331
ACH-000252,-0.05017167333190762
ACH-000253,0.14572048781409205
ACH-000255,-0.08459806733532875
ACH-000256,-0.3737251059092973
ACH-000257,-0.07360413493786631
ACH-000258,-0.14573848064577366
ACH-000259,-0.0741873438024949
ACH-000260,-0.0773680636073145
ACH-000261,-0.11961103223438754
ACH-000262,-0.033532501014524554
ACH-000263,0.1325341342627571
ACH-000264,-0.13296262278654852
ACH-000265,-0.09582062971723528
ACH-000266,-0.037688575438703735
ACH-000272,-0.017671641491363483
ACH-000274,0.006154149310250363
ACH-000277,-0.0632349829127208
ACH-000278,-0.1489505988010935
ACH-000279,-0.0239007231606775
ACH-000280,-0.04724920494521664
ACH-000281,0.1388946793576636
ACH-000288,0.038778174756540267
ACH-000291,-0.014014348718992892
ACH-000293,0.05547049878518599
ACH-000294,-0.12077500087344385
ACH-000295,-0.0004894273156844993
ACH-000296,-0.10775444050740993
ACH-000302,0.08505785648301473
ACH-000304,0.005062907632219516
ACH-000307,-0.08431364050122586
ACH-000308,-0.06498118710806923
ACH-000310,-0.17160736811029625
ACH-000311,-0.08666097887879386
ACH-000312,0.024594930123095802
ACH-000315,-0.16819998714407966
ACH-000316,0.04365755549036615
ACH-000317,-0.196956087684712
ACH-000318,-0.017159790041677687
ACH-000319,-0.1519755355412713
ACH-000320,-0.019776054906787646
ACH-000322,-0.17916505353358128
ACH-000323,-0.07789839326218369
ACH-000324,-0.06512369297917436
ACH-000329,-0.02013353728891028
ACH-000330,0.21262142381792049
ACH-000331,-0.0269937652633124
ACH-000332,-0.05365527481935832
ACH-000334,-0.04940356313853148
ACH-000335,-0.07322563118923855
ACH-000336,0.1122117781450269
ACH-000337,0.08169102941152158
ACH-000338,0.09223509943790094
ACH-000339,-0.0772186281195359
ACH-000341,-0.4289390026209978
ACH-000348,-0.08732124247207049
ACH-000350,0.0833795686066459
ACH-000352,-0.075368479799934
ACH-000356,0.014534125402281203
ACH-000361,-0.24200231509822326
ACH-000362,-0.07761681075531922
ACH-000363,-0.06367667321266528
ACH-000364,-0.0038225351980210828
ACH-000365,-0.11094640205368628
ACH-000366,-0.08899606288953567
ACH-000368,-0.11266350001874807
ACH-000374,0.02556631421491165
ACH-000375,0.0784367123393441
ACH-000376,-0.0493324154786624
ACH-000381,0.021399716989877984
ACH-000383,-0.023810151361521363
ACH-000387,-0.1038115155782332
ACH-000389,-0.10416893460602317
ACH-000390,-0.018870496994254003
ACH-000393,-0.12724724278262287
ACH-000395,-0.027499186749826786
ACH-000396,-0.1962307632395486
ACH-000397,-0.1372258074770895
ACH-000401,-0.3207492053571677
ACH-000402,0.20768763759051734
ACH-000403,-0.1238706163639776
ACH-000404,-0.12977830352369618
ACH-000406,-0.009532839290266592
ACH-000407,0.235728416797881
ACH-000408,0.0781669907487766
ACH-000410,-0.06809260719645507
ACH-000411,-0.01961660348521581
ACH-000414,-0.09610203276635873
ACH-000415,-0.1262022384080361
ACH-000416,-0.07066114886321986
ACH-000420,0.04321382113123761
ACH-000421,-0.10110693278819184
ACH-000424,0.07043267174562846
ACH-000425,-0.12778362372601787
ACH-000426,-0.08756769902050883
ACH-000427,-0.1736233314251106
ACH-000433,0.055588869290238256
ACH-000435,0.3400205734166634
ACH-000436,0.02551900279124257
ACH-000444,-0.3157004245282388
ACH-000445,-0.0862442245469388
ACH-000448,-0.0733270614411405
ACH-000450,-0.13498219539734405
ACH-000452,-0.018490574995000418
ACH-000454,-0.07870521594794203
ACH-000458,0.038939129379374486
ACH-000459,-0.09351293618653612
ACH-000460,0.011392631123868121
ACH-000461,-0.15772123310605646
ACH-000463,-0.14596263891830946
ACH-000464,-0.12094398170518998
ACH-000466,-0.17256107013894662
ACH-000467,-0.09325121669774272
ACH-000468,0.07668361869242885
ACH-000469,-0.13425468862775053
ACH-000470,0.09044973994745784
ACH-000471,8.615653344265102e-05
ACH-000472,-0.1165561500368114
ACH-000473,-0.014189877357237247
ACH-000475,-0.05566056609551838
ACH-000476,-0.039646509560519114
ACH-000477,-0.12185756499548525
ACH-000479,-0.09523786710177032
ACH-000480,0.06708945197568658
ACH-000481,-0.14643392545153786
ACH-000483,-0.016632573303479913
ACH-000484,0.06299438390234889
ACH-000485,-0.06691887106609411
ACH-000486,-0.011102863463612684
ACH-000487,-0.07925114924808886
ACH-000488,-0.02103695613679457
ACH-000490,-0.13624971976097036
ACH-000491,-0.1222540996768336
ACH-000495,-0.10016665400169628
ACH-000496,-0.03443652515521058
ACH-000499,0.016065733973139974
ACH-000500,-0.4013595362310875
ACH-000502,-0.08544534294314113
ACH-000503,-0.09745087865767582
ACH-000505,-0.07195394884464698
ACH-000507,-0.22226699893655766
ACH-000510,0.017455246405760728
ACH-000511,-0.07339687596238369
ACH-000512,0.06193318063428355
ACH-000516,-0.15680389351007387
ACH-000517,-0.07415690122843413
ACH-000518,-0.1226216246656946
ACH-000520,-0.024816725734766797
ACH-000521,-0.1554861440036565
ACH-000522,-0.07005514493259894
ACH-000524,-0.005607546653772243
ACH-000527,0.014299823054085297
ACH-000528,-0.07881020188567693
ACH-000537,-0.10252368329146563
ACH-000541,0.32014073092250017
ACH-000542,-0.15416773805101328
ACH-000544,-0.11214949425228933
ACH-000545,-0.09128241877384123
ACH-000547,-0.1672267835742236
ACH-000548,-0.03789575190566079
ACH-000549,-0.3305729208920993
ACH-000550,0.11720251001836965
ACH-000552,-0.22397425238559585
ACH-000556,-0.05640236814215091
ACH-000557,-0.15901270621055325
ACH-000569,0.13786922697784887
ACH-000570,-0.19435333057922852
ACH-000571,0.015163405808055962
ACH-000573,-0.07826953511589327
ACH-000576,-0.11385123312013065
ACH-000579,-0.03995262261907208
ACH-000580,0.17444039929619393
ACH-000584,-0.14856737209593834
ACH-000585,-0.05763783224185182
ACH-000588,-0.2291024706935625
ACH-000589,0.00460318128043648
ACH-000591,-0.008382863037605931
ACH-000593,0.03709591658588544
ACH-000600,-0.0012963231793991985
ACH-000601,-0.049077718919717295
ACH-000605,-0.02588215584008919
ACH-000606,0.010905881398095698
ACH-000608,-0.055671847015257216
ACH-000614,-0.0931833016413277
ACH-000616,-0.04967191196004631
ACH-000618,-0.115825110822269
ACH-000619,-0.17114711541039188
ACH-000620,0.02362832901989052
ACH-000621,-0.08874564260638843
ACH-000622,-0.07715279446162902
ACH-000623,-0.07487741095467795
ACH-000624,-0.014171344895764416
ACH-000627,-0.06154028491793551
ACH-000630,-0.027446647235733708
ACH-000631,0.04453555994870855
ACH-000632,0.021919433038868247
ACH-000633,-0.052878234000254
ACH-000637,-0.13730249158493982
ACH-000638,-0.10501625482116957
ACH-000646,-0.2325276015888067
ACH-000647,-0.08923047472220717
ACH-000648,0.047972600205843284
ACH-000649,-0.056686267198150474
ACH-000651,-0.09323938227575884
ACH-000652,-0.04555080563729881
ACH-000653,0.09799343729340257
ACH-000657,-0.04333500497832191
ACH-000658,-0.0922595389202605
ACH-000661,-0.11471758939485174
ACH-000662,-0.07588694377360555
ACH-000663,-0.0850173876612917
ACH-000665,-0.1219414587527485
ACH-000671,-0.0311703891701038
ACH-000672,0.3562859867391041
ACH-000673,-0.03738186650327323
ACH-000676,0.04281270793302714
ACH-000677,-0.09752567560184856
ACH-000681,0.07080475535113642
ACH-000683,-0.12303414866414306
ACH-000684,-0.0275071965061766
ACH-000688,0.004293953621704762
ACH-000693,-0.0889015954824163
ACH-000694,-0.08488097581073037
ACH-000695,0.06752035897977443
ACH-000696,-0.09818743209563342
ACH-000697,0.037854972369902484
ACH-000699,-0.1225947362389197
ACH-000701,-0.3376094259339368
ACH-000706,0.014603103777916971
ACH-000711,-0.09749471339871983
ACH-000713,-0.05912387602140036
ACH-000714,-0.05330230649262109
ACH-000718,-0.10823608162255267
ACH-000720,0.019032707960378897
ACH-000721,-0.0891000324250825
ACH-000724,-0.2120289244015552
ACH-000725,-0.0945194517768606
ACH-000732,0.05552937416514769
ACH-000734,-0.15346100175757152
ACH-000735,-0.0339077800861167
ACH-000736,-0.04307161057606216
ACH-000738,-0.14329120516707367
ACH-000746,0.11363904632248654
ACH-000747,0.08630362636456658
ACH-000748,-0.026299617960852617
ACH-000753,-0.04143516626357705
ACH-000756,0.14666847269561775
ACH-000757,-0.024996382345991986
ACH-000758,-0.008774677285812368
ACH-000760,-0.04323806804896965
ACH-000762,-0.16535868009091656
ACH-000763,-0.0299282569942851
ACH-000764,0.3528925762547142
ACH-000765,-0.2750027864690635
ACH-000766,-0.1527323242208402
ACH-000767,-0.08682251220438841
ACH-000768,-0.19798520525577126
ACH-000769,-0.1002673250898698
ACH-000770,-0.026645234320100228
ACH-000771,-0.1410850688953735
ACH-000773,-0.20357745664830848
ACH-000776,-0.11566699978297468
ACH-000777,0.0943874875584594
ACH-000778,-0.026584225611877937
ACH-000781,-0.03628982353673591
ACH-000782,-0.04053666435389905
ACH-000783,0.05279722695694386
ACH-000784,-0.09094038861637516
ACH-000785,0.017058393577755668
ACH-000787,-0.1207375792568711
ACH-000788,-0.0001613370617520387
ACH-000791,0.039956409829087436
ACH-000792,-0.13336438881978804
ACH-000794,-0.010186982781352362
