,FOXE3 (2301)
ACH-000004,0.06496302048238631
ACH-000005,0.020251873909088603
ACH-000007,0.13472151365328205
ACH-000009,0.06944619663670425
ACH-000011,-0.10342295814751801
ACH-000012,-0.10029759056148303
ACH-000013,0.010180439808560298
ACH-000014,-0.04317900558919907
ACH-000015,0.03347359580745314
ACH-000017,0.1465419177661747
ACH-000018,0.07717671826950838
ACH-000019,0.2636027757956875
ACH-000021,0.1376567810242186
ACH-000022,0.1758087055500738
ACH-000025,0.028107739371494238
ACH-000028,0.09003513537215674
ACH-000030,-0.010891495372837205
ACH-000035,0.014894960559349085
ACH-000036,0.035373690109295766
ACH-000037,0.11287832023978955
ACH-000039,-0.003976319498428676
ACH-000040,-0.05551165107361851
ACH-000041,0.14356933792539664
ACH-000042,0.05892435500056036
ACH-000045,0.22407882381547148
ACH-000047,0.0064549624276148115
ACH-000052,0.03679295740262933
ACH-000053,0.03559350869743691
ACH-000054,0.12458072793130112
ACH-000055,-0.001906955878262668
ACH-000060,0.04299720824700165
ACH-000067,0.10983944941744904
ACH-000070,0.2853830667696285
ACH-000075,0.113770928024105
ACH-000078,0.03794512369348018
ACH-000082,0.05084881698132709
ACH-000085,0.031311634795288534
ACH-000086,0.05086662998673145
ACH-000087,-0.02272349145938721
ACH-000092,-0.10115967777572972
ACH-000095,0.10266344924251204
ACH-000097,0.11784045489913715
ACH-000098,0.03971321425408406
ACH-000099,0.05744386388379678
ACH-000108,0.06339746282604447
ACH-000113,0.10351339740490258
ACH-000116,0.04977380129569521
ACH-000118,0.10299159492728843
ACH-000120,0.14577464127388348
ACH-000123,0.035430341982047815
ACH-000127,0.0907545232059944
ACH-000128,0.01259498671439168
ACH-000132,0.11247505288684276
ACH-000133,0.0972660571137864
ACH-000137,0.05805824384791278
ACH-000138,0.03528838790862795
ACH-000142,0.07070094400241224
ACH-000143,0.08985454198612894
ACH-000146,0.08492911894710606
ACH-000148,0.11197401165187314
ACH-000150,-0.2119862425288943
ACH-000152,0.030966312817854787
ACH-000153,-0.13157843871309158
ACH-000159,0.08011606492376619
ACH-000160,-0.033691918847879636
ACH-000163,0.008674876903130166
ACH-000167,0.035633002193950256
ACH-000168,0.16017542307912
ACH-000169,0.007451761572722882
ACH-000178,0.08950563327217897
ACH-000183,0.07630460429805284
ACH-000188,0.0022855945044382552
ACH-000189,-0.04475400731111424
ACH-000190,-0.012353619633704014
ACH-000198,0.1276413363035212
ACH-000203,-0.1320870611801008
ACH-000204,0.13471660019904474
ACH-000206,0.2759280828812285
ACH-000207,0.10949664310168893
ACH-000208,0.05171849368610694
ACH-000210,0.02101933662264276
ACH-000211,0.18732893409045095
ACH-000215,0.0453176787193202
ACH-000221,-0.061315212852346125
ACH-000222,0.050501904853083215
ACH-000223,0.0380924841092893
ACH-000226,0.09866618838414018
ACH-000227,0.18172354901128732
ACH-000228,0.03814696735704663
ACH-000231,0.09888851129734412
ACH-000232,0.08784657972601075
ACH-000233,0.020486422958227692
ACH-000234,0.006852246740840031
ACH-000235,0.11145422368903793
ACH-000237,0.07911382119515485
ACH-000238,-0.015316125050898547
ACH-000242,0.1039213570125972
ACH-000243,0.0588404940754535
ACH-000244,0.28057885606370514
ACH-000246,0.018260637473767632
ACH-000248,0.0893847059756005
ACH-000250,-0.015950956643162473
ACH-000251,-0.012532176296175942
ACH-000252,0.02656883679996661
ACH-000253,0.0567261651488228
ACH-000255,-0.11114144796992842
ACH-000256,0.07067037861361415
ACH-000257,0.1584153083999832
ACH-000258,0.20791695494821946
ACH-000259,-0.010076262806528987
ACH-000260,0.037089197313588416
ACH-000261,0.07857407965503566
ACH-000262,-0.16770496401336216
ACH-000263,0.009774069045467498
ACH-000264,0.06433651779402312
ACH-000265,0.08215013796464947
ACH-000266,0.1566954256346441
ACH-000272,0.0556947501257925
ACH-000274,0.031890000689922336
ACH-000277,0.07028358783839417
ACH-000278,0.03600802647043283
ACH-000279,-0.008342949260630369
ACH-000280,0.0048463118662354044
ACH-000281,0.2995502650001051
ACH-000288,0.08161104425844071
ACH-000291,0.11907428820353952
ACH-000293,0.006331167654603643
ACH-000294,0.10518494004390316
ACH-000295,0.2535959721646343
ACH-000296,0.12297810487394074
ACH-000302,0.08591016834620496
ACH-000304,0.3667226321467747
ACH-000307,-0.06844411394402349
ACH-000308,0.07532462356213633
ACH-000310,0.050549609636268866
ACH-000311,0.16113483014416044
ACH-000312,0.11606263024997047
ACH-000315,0.3191142607799445
ACH-000316,0.13518562057120104
ACH-000317,0.03754540194518722
ACH-000318,0.03857326213757944
ACH-000319,0.035415190251782414
ACH-000320,0.07000870866388939
ACH-000322,-0.013292279051563645
ACH-000323,0.07882281832853061
ACH-000324,0.07194823067738727
ACH-000329,0.0040092486442370396
ACH-000330,-0.04677772314788888
ACH-000331,0.03775026813733776
ACH-000332,0.0792195422057488
ACH-000334,0.10960587673918024
ACH-000335,0.22913548818962315
ACH-000336,0.1014584844889403
ACH-000337,0.1698989557173915
ACH-000338,0.21912181181922274
ACH-000339,0.06410244760347421
ACH-000341,0.008362920408865292
ACH-000348,0.16424971325719195
ACH-000350,0.0854510474552255
ACH-000352,0.10699630099723656
ACH-000356,-0.04732955625065982
