,MPPED1 (758)
ACH-000004,-0.023848541442854344
ACH-000005,-0.1907613072657657
ACH-000007,-0.12871534033312088
ACH-000009,-0.18706303300417695
ACH-000011,-0.20229205995701308
ACH-000012,-0.1508732741877413
ACH-000013,-0.14295924900893134
ACH-000014,-0.03259284759653765
ACH-000015,-0.0789432189570385
ACH-000017,-0.12889971787270196
ACH-000018,-0.0241882306552047
ACH-000019,-0.3426972521485283
ACH-000021,-0.07148380177678662
ACH-000022,-0.005676780635124732
ACH-000025,-0.15666993020932796
ACH-000028,-0.0112934893564823
ACH-000030,-0.1875302639642209
ACH-000035,-0.01840233594227893
ACH-000036,-0.060086157056106086
ACH-000037,-0.11603653211729993
ACH-000039,-0.2335106924413139
ACH-000040,-0.09739331378899846
ACH-000041,-0.2538709935111663
ACH-000042,-0.26452021489797084
ACH-000045,-0.1854256772434924
ACH-000047,0.05449704944810812
ACH-000052,-0.05248866290552785
ACH-000053,-0.07753461407103351
ACH-000054,-0.1307012638529732
ACH-000055,-0.13930144898810634
ACH-000060,-0.2704159726268961
ACH-000067,-0.09508623174974706
ACH-000070,-0.1458977460140639
ACH-000075,-0.1984485542737506
ACH-000078,-0.23454843420284754
ACH-000082,-0.08818526292201738
ACH-000085,-0.2815202563723902
ACH-000086,0.0598069573076903
ACH-000087,-0.460108111735092
ACH-000092,-0.07799233390064071
ACH-000095,-0.07541555016037384
ACH-000097,-0.16695547524018364
ACH-000098,-0.13778906196592233
ACH-000099,-0.2672590713672893
ACH-000108,-0.08990238963515199
ACH-000113,-0.08438110622055146
ACH-000116,-0.1291646653785226
ACH-000118,-0.15027297764973535
ACH-000120,-0.08377140985257679
ACH-000123,-0.18182598624225169
ACH-000127,-0.12113967691910554
ACH-000128,-0.2335269967767269
ACH-000132,-0.06635345506994975
ACH-000133,-0.11817198230121935
ACH-000137,-0.3442547110178407
ACH-000138,0.04777984043999156
ACH-000142,-0.05299743380908252
ACH-000143,-0.1836211305682201
ACH-000146,-0.1975624690160213
ACH-000148,-0.0774935902165182
ACH-000150,0.06595603388191837
ACH-000152,-0.1908061911339232
ACH-000153,0.01306786559476724
ACH-000159,-0.0013710674833186248
ACH-000160,-0.012926074551214565
ACH-000163,-0.05760892161488099
ACH-000167,-0.3598548855769174
ACH-000168,-0.308123679244852
