,MCPH1 (79648)
ACH-000004,-0.18886598018848288
ACH-000005,-0.09607546686025112
ACH-000007,-0.012123851973157818
ACH-000009,0.035404218203252916
ACH-000011,-0.15361235265603307
ACH-000012,-0.11680429700099815
ACH-000013,0.1249195482243796
ACH-000014,-0.06498659848531073
ACH-000015,0.0849403124697297
ACH-000017,-0.007125758548720049
ACH-000018,-0.1086773355018937
ACH-000019,-0.11789855353471584
ACH-000021,0.07614573551080651
ACH-000022,-0.1209848133086348
ACH-000025,-0.1933603173262264
ACH-000028,-0.2121492684068066
ACH-000030,-0.1658761287837415
ACH-000035,0.10816345425447506
ACH-000036,-0.20167364037815286
ACH-000037,-0.01882391221536267
ACH-000039,-0.08908772252278738
ACH-000040,0.08688214125336269
ACH-000041,-0.2545410260070748
ACH-000042,-0.12376965206630933
ACH-000045,0.13681907757129674
ACH-000047,-0.12685595565106478
ACH-000052,-0.216986060953536
ACH-000053,-0.06413135739671914
ACH-000054,0.04221473365814134
ACH-000055,0.12202021044380387
ACH-000060,-0.5438346633255936
ACH-000067,0.13384419055349658
ACH-000070,-0.2564111567478914
ACH-000075,-0.22653036615982625
ACH-000078,0.011324748319217329
ACH-000082,0.221895954412065
ACH-000085,0.023248915161759115
ACH-000086,-0.0074050975378268675
ACH-000087,-0.046866630100634
ACH-000092,0.03726084718473691
ACH-000095,0.1156423629373986
ACH-000097,-0.16475906602040155
ACH-000098,0.01206089362379915
ACH-000099,0.12599185317501754
ACH-000108,0.01294992895613415
ACH-000113,-0.06350857231661326
ACH-000116,-0.19084436854985104
ACH-000118,-0.1577496758660291
ACH-000120,-0.2166294561034156
ACH-000123,-0.027145072618758228
ACH-000127,-0.21639440164061416
ACH-000128,0.09184961337601152
ACH-000132,-0.7284100754409147
ACH-000133,-0.02006276214697174
ACH-000137,-0.16653401397016698
ACH-000138,0.02775616522549033
ACH-000142,0.06399891560371643
ACH-000143,-0.05583361379096998
ACH-000146,0.005297733672779745
ACH-000148,0.04679291982001052
ACH-000150,-0.3753923853794044
ACH-000152,-0.003619417716345428
ACH-000153,-0.3779771149795173
ACH-000159,0.002036304003355821
ACH-000160,-0.14378563675125647
ACH-000163,0.07114101439824949
ACH-000167,-0.03930421623650583
ACH-000168,0.06993505530925401
ACH-000169,-0.0574081119704132
ACH-000178,-0.2604152657814849
ACH-000183,-0.03200828921706607
ACH-000188,-0.19403314054679466
ACH-000189,-0.10083813785220963
ACH-000190,-0.08879570548992301
ACH-000198,0.012037447244157805
ACH-000203,-0.3854410688543746
ACH-000204,-0.21637848154182085
ACH-000206,-0.15074841417305926
ACH-000207,-0.07050586947302884
ACH-000208,-0.036570013034759034
ACH-000210,-0.2788276617309589
ACH-000211,-0.16871801677422654
ACH-000215,0.11784260187639413
ACH-000221,0.08306241385755554
ACH-000222,0.0692216617479884
ACH-000223,-0.14643744292183192
ACH-000226,-0.2904248490641264
ACH-000227,-0.1730546604290486
ACH-000228,-0.1889946208380773
ACH-000231,-0.08919162211566706
ACH-000232,-0.14519685158103154
ACH-000233,-0.10245788298109088
ACH-000234,-0.07212962529319847
ACH-000235,-0.06948412766270758
ACH-000237,-0.13421676171376642
ACH-000238,-0.05481895340504444
ACH-000242,0.029758267826934824
ACH-000243,-0.6019627607217621
ACH-000244,-0.1810298501115363
ACH-000246,-0.3111166843088069
ACH-000248,-0.04060715324210553
ACH-000250,-0.2091959502910211
ACH-000251,-0.1794996592869482
ACH-000252,0.2899037187862329
ACH-000253,0.1279958193996007
ACH-000255,-0.14127581734714215
ACH-000256,-0.11700869780399005
ACH-000257,0.017839931631995758
ACH-000258,0.0014708713470244885
ACH-000259,0.08972440862619141
ACH-000260,-0.0547308583782922
ACH-000261,-0.13461127834328465
ACH-000262,-0.04525172635810328
ACH-000263,0.09902086992808924
ACH-000264,-0.11829678783223785
ACH-000265,-0.08892452254996945
ACH-000266,-0.09909841237188673
ACH-000272,-0.1406796542155021
ACH-000274,-0.19736969996617332
ACH-000277,0.04977416424386843
ACH-000278,-0.16468096068625812
ACH-000279,-0.11042579721264983
ACH-000280,-0.02232395576285667
ACH-000281,-0.2824942447018874
ACH-000288,0.06949712103559608
ACH-000291,0.042976680314575084
ACH-000293,-0.06488900497745592
ACH-000294,0.16959244968661566
ACH-000295,-0.12314452695994775
ACH-000296,-0.03360466523735808
ACH-000302,-0.03340191387304263
ACH-000304,0.028149740294369126
ACH-000307,0.033923047009064566
ACH-000308,0.0055098020307088385
ACH-000310,-0.3068102978820011
ACH-000311,-0.048126188038329486
ACH-000312,-0.010661648778039287
ACH-000315,0.03422464494759165
