,GPN1 (11321)
ACH-000004,-0.8801507998954735
ACH-000005,-0.8673757800344869
ACH-000007,-1.3039562430821996
ACH-000009,-1.046645898902528
ACH-000011,-0.8550765615895121
ACH-000012,-1.10997263989095
ACH-000013,-1.1098635073523195
ACH-000014,-1.192836769658093
ACH-000015,-1.1591122848882212
ACH-000017,-0.9848943976922682
ACH-000018,-1.064352591165869
ACH-000019,-1.1972195529550649
ACH-000021,-1.0456682836005438
ACH-000022,-1.1135757451397617
ACH-000025,-1.289785453184707
ACH-000028,-1.1563047357381382
ACH-000030,-1.1377058373672353
ACH-000035,-1.0483867253826251
ACH-000036,-1.1483583911309454
ACH-000037,-1.3505446561448544
ACH-000039,-1.0300653546215706
ACH-000040,-1.2381189711489675
ACH-000041,-0.7579674494594051
ACH-000042,-1.0863009197847424
ACH-000045,-1.1390870664759971
ACH-000047,-0.9891868454228252
ACH-000052,-1.085897476301284
ACH-000053,-1.2737775157484683
ACH-000054,-1.1936945137698518
ACH-000055,-1.0176708279414028
ACH-000060,-1.2313835856709603
ACH-000067,-1.2296181033899694
ACH-000070,-1.4012025128104804
ACH-000075,-1.40656543017862
ACH-000078,-0.877480680381169
ACH-000082,-1.217990314147502
ACH-000085,-1.3481622203328782
ACH-000086,-1.2397769954963915
ACH-000087,-1.303906912431274
ACH-000092,-1.1898147511827726
ACH-000095,-1.0715680740376934
ACH-000097,-1.205276774016031
ACH-000098,-1.137441825121969
ACH-000099,-0.9175758582593744
ACH-000108,-1.0613064760399125
ACH-000113,-0.9188698833711738
ACH-000116,-1.0900937623040745
ACH-000118,-1.1741311344140717
ACH-000120,-1.4008832797341682
ACH-000123,-1.0713576760090855
ACH-000127,-1.369938292303137
ACH-000128,-0.8963760355626323
ACH-000132,-1.146431215405604
ACH-000133,-1.1017437443232758
ACH-000137,-1.2431579196183629
ACH-000138,-1.1619922414177315
ACH-000142,-0.9764693754570872
ACH-000143,-1.0117643017915994
ACH-000146,-1.077622021736999
ACH-000148,-1.2010701135807955
ACH-000150,-1.092928046290696
ACH-000152,-1.0484835220347606
ACH-000153,-1.146588134777356
ACH-000159,-0.943370235042727
ACH-000160,-1.1477122907524615
ACH-000163,-1.0677621859497242
ACH-000167,-1.1459516361858721
ACH-000168,-1.251945964022063
ACH-000169,-1.0885869802988652
ACH-000178,-1.0437970747816059
ACH-000183,-1.1011147197502555
ACH-000188,-1.0648481386673552
ACH-000189,-1.1117802857308263
ACH-000190,-0.9915367239348571
ACH-000198,-1.1537610008381678
ACH-000203,-1.2274287713956389
ACH-000204,-1.156238323113725
ACH-000206,-1.1228861552229426
ACH-000207,-1.2379693811156187
ACH-000208,-1.1197744772540572
ACH-000210,-1.0424705606857552
ACH-000211,-1.0854034540856128
ACH-000215,-1.1814114904944355
ACH-000221,-1.3929811907016645
ACH-000222,-1.0592591816826733
ACH-000223,-1.2208170077297766
ACH-000226,-1.2013349994535132
ACH-000227,-1.0571796598981422
ACH-000228,-1.0727206657173065
ACH-000231,-1.2060127450638465
ACH-000232,-1.0152905543917259
ACH-000233,-1.2497765179351843
ACH-000234,-0.9433696802131666
ACH-000235,-1.1430625136622534
ACH-000237,-1.0704231436854141
ACH-000238,-1.1739467781137063
ACH-000242,-1.3983849606161487
ACH-000243,-1.1286005000740635
ACH-000244,-0.9838801452472716
ACH-000246,-1.0079453023240563
ACH-000248,-0.9160340881080876
ACH-000250,-1.0989428433292592
ACH-000251,-0.871713353148859
ACH-000252,-1.4763416376525562
ACH-000253,-1.1024012458920365
ACH-000255,-0.9629912372303612
ACH-000256,-1.0309911103245253
ACH-000257,-1.2251802555016704
ACH-000258,-1.024625992745117
ACH-000259,-1.0478565661868815
ACH-000260,-1.1296137214475537
ACH-000261,-1.1701690685057649
ACH-000262,-1.15546415738813
ACH-000263,-1.1325009792321559
ACH-000264,-1.2507603750741287
ACH-000265,-0.959239776644066
ACH-000266,-1.1381647695473815
ACH-000272,-1.199818242258179
ACH-000274,-1.0497158621223797
ACH-000277,-1.1749350203071878
ACH-000278,-1.0717348020561646
ACH-000279,-1.0252638785452477
ACH-000280,-1.018721261731793
ACH-000281,-1.1304700806847643
ACH-000288,-1.110784902586745
ACH-000291,-1.0358280192321865
ACH-000293,-1.1367956453930492
ACH-000294,-1.0162722720230344
ACH-000295,-1.272000837823199
ACH-000296,-1.0928404686898625
ACH-000302,-1.1584908719903957
ACH-000304,-0.968907487518304
ACH-000307,-0.8648198739020773
ACH-000308,-1.1935450353774726
ACH-000310,-0.9074376318160284
ACH-000311,-1.2042907569272736
ACH-000312,-1.1345294578893894
ACH-000315,-0.9902623000998848
ACH-000316,-1.1032495643298221
ACH-000317,-1.4493453435283374
ACH-000318,-1.0157172843569129
ACH-000319,-1.168639946070336
ACH-000320,-1.2299977399700546
ACH-000322,-1.146684454836562
ACH-000323,-1.315992631004712
ACH-000324,-1.3334246208995504
ACH-000329,-1.033419762955879
ACH-000330,-1.4103867106110353
ACH-000331,-1.0208249181662137
ACH-000332,-1.1145344217573727
ACH-000334,-1.2046430060597042
ACH-000335,-1.265816948280563
ACH-000336,-0.6176784621832775
ACH-000337,-1.0550979289998954
ACH-000338,-1.1648072196141306
ACH-000339,-1.0646437864275875
ACH-000341,-0.6997952613954901
ACH-000348,-1.1970722709085573
ACH-000350,-0.8574983131652413
ACH-000352,-1.2383390051031422
ACH-000356,-1.0246099296864355
ACH-000361,-1.077620453190494
ACH-000362,-1.1660683066559705
ACH-000363,-1.1893068194526366
ACH-000364,-1.0899058616852453
ACH-000365,-1.1546764955933626
ACH-000366,-1.0998534686433834
ACH-000368,-1.083797839293274
ACH-000374,-1.2403362682878674
ACH-000375,-0.7506382306709956
ACH-000376,-1.310929402752632
ACH-000381,-0.9533411462826614
ACH-000383,-1.1619390881286646
ACH-000387,-0.9277006866988587
ACH-000389,-1.2723297206424118
ACH-000390,-1.3757970968412574
ACH-000393,-1.1652857650751072
ACH-000395,-1.0730349906777767
ACH-000396,-1.3877565445643163
ACH-000397,-1.1739050282489971
ACH-000401,-1.0859640446520291
ACH-000402,-1.1076370232888966
ACH-000403,-1.4196810307278505
ACH-000404,-0.9551681211381
ACH-000406,-1.0718594025887198
ACH-000407,-1.3393091823647607
ACH-000408,-1.3640678622850757
ACH-000410,-1.2048074319689597
ACH-000411,-1.0972366229286037
ACH-000414,-1.1017693440885168
