,GTF2I (2969)
ACH-000257,0.0321957974504768
ACH-000258,-0.42618294051498345
ACH-000259,-0.2539599449546762
ACH-000260,-0.30103233936393936
ACH-000261,-0.35570213522768485
ACH-000262,-0.4857303086070816
ACH-000263,-0.5041004612456842
ACH-000264,-0.4085319954381349
ACH-000265,-0.3335194201110649
ACH-000266,-0.372125138832011
ACH-000272,-0.3940150924025649
ACH-000274,-0.35999179379468205
ACH-000277,-0.2476392562810552
ACH-000278,-0.4322290664565528
ACH-000279,-0.3487011485390255
ACH-000280,-0.2467581843571917
ACH-000281,-0.2902398792680709
ACH-000288,-0.3595949020407855
ACH-000291,-0.42715338491925103
ACH-000293,-0.3814635913914317
ACH-000294,-0.4395605181761993
ACH-000295,-0.28343092132845465
ACH-000296,-0.3708178061812956
ACH-000302,-0.3839185865931811
ACH-000304,-0.5840768141275925
ACH-000307,-0.17434867294951756
ACH-000308,-0.2466951765537856
ACH-000310,-0.4081556092736995
ACH-000311,-0.16421356994437766
ACH-000312,-0.33319708451197044
ACH-000315,-0.015475055633220004
ACH-000316,-0.37903331818264097
ACH-000317,-0.2495253190752255
ACH-000318,-0.4308982902710832
ACH-000319,-0.38494280164928796
ACH-000320,-0.28814423129821004
ACH-000322,-0.5100166471509683
ACH-000323,-0.3307160962792846
ACH-000324,-0.2727216808294315
ACH-000329,-0.324851815686334
ACH-000330,-0.36009983831670794
ACH-000331,-0.3080726974622394
ACH-000332,-0.32704211494944
ACH-000334,-0.1371639016943307
ACH-000335,-0.34011774155173696
ACH-000336,-0.35314662473354586
ACH-000337,-0.5818059952057114
ACH-000338,-0.5930115211321495
ACH-000339,-0.4003603296582355
ACH-000341,-0.5496687635091969
ACH-000348,-0.3212785525196246
ACH-000350,-0.2968614902603384
ACH-000352,-0.25242853867833714
ACH-000356,-0.34587300755848155
ACH-000361,-0.3877828804937519
ACH-000362,-0.3382450625219971
ACH-000363,-0.4410722157602807
ACH-000364,-0.2663795512857217
ACH-000365,-0.2521407995354088
ACH-000366,-0.33914157548433865
ACH-000368,-0.2897760274574269
ACH-000374,-0.4435624874698845
ACH-000375,-0.17612700145974775
ACH-000376,-0.228061815199679
ACH-000381,-0.41718859899246535
ACH-000383,-0.1866113295883569
ACH-000387,-0.25586363993681144
ACH-000389,-0.26730779883767103
ACH-000390,-0.3184928015056701
ACH-000393,-0.40289651128867343
ACH-000395,-0.323895081426036
ACH-000396,-0.206533974078475
ACH-000397,-0.3295600685830983
ACH-000401,-0.20289141006262693
ACH-000402,-0.03535420863930267
ACH-000403,-0.3243859910591721
ACH-000404,-0.3841819995972576
ACH-000406,-0.2508564130679114
ACH-000407,-0.5031257059202957
ACH-000408,-0.2480040482413969
ACH-000410,-0.2206160964749697
ACH-000411,-0.2905835135851577
ACH-000414,-0.2427269805099487
ACH-000415,-0.537800123360614
ACH-000416,-0.35659149500057763
ACH-000420,-0.4231293176289809
ACH-000421,-0.3969200017123209
ACH-000424,-0.4946592288493343
ACH-000425,-0.2344732157170031
ACH-000426,-0.4261594102330278
ACH-000427,-0.41877431486176303
ACH-000433,-0.3369263499564449
ACH-000435,-0.07772143164017653
ACH-000436,-0.490925161135235
ACH-000444,-0.14300183652477652
ACH-000445,-0.05565481822786869
ACH-000448,-0.3253041206400089
ACH-000450,-0.42714123221537215
ACH-000452,-0.22837471601476503
ACH-000454,-0.10448240161817282
ACH-000458,-0.2489276029569111
ACH-000459,-0.2853919800841029
ACH-000460,-0.06777719492569867
ACH-000461,-0.3907490292316459
ACH-000463,-0.370403281117332
ACH-000464,-0.12700990484273633
ACH-000466,-0.3639663474114305
ACH-000467,-0.12411516189471708
ACH-000468,-0.2302164583334411
ACH-000469,-0.2991594474926741
ACH-000470,-0.17711215548764175
ACH-000471,-0.3278545162097
ACH-000472,-0.29870468248340376
ACH-000473,-0.2670198358196336
ACH-000475,-0.21798717173347526
ACH-000476,-0.20137655261318071
ACH-000477,-0.4583180071041052
ACH-000479,-0.15574917018075649
ACH-000480,-0.28580707690184803
ACH-000481,-0.43249661565651615
ACH-000483,-0.4226121623613032
ACH-000484,-0.3656798264532691
ACH-000485,-0.08110463391359607
ACH-000486,-0.25785912778144765
ACH-000487,-0.2612604511834713
ACH-000488,-0.2404830469341368
ACH-000490,-0.4007657673105321
ACH-000491,-0.3890338898083919
ACH-000495,-0.497321927286691
ACH-000496,-0.2762583450476879
ACH-000499,-0.27861848737380845
ACH-000500,-0.1106059936578896
ACH-000502,-0.29329588219077624
ACH-000503,-0.08507135768629075
ACH-000505,-0.2040231979301589
ACH-000507,-0.27828756646025965
ACH-000510,-0.17175487606577552
ACH-000511,-0.4150883873681203
ACH-000512,-0.08650703889589338
ACH-000516,-0.4995177357206607
ACH-000517,-0.2871666096790194
ACH-000518,-0.4768302211689026
ACH-000520,-0.3356208023877986
ACH-000521,-0.2850261854281759
ACH-000522,-0.3849866943531045
ACH-000524,-0.3713654175793469
ACH-000527,-0.4619010678171919
ACH-000528,-0.3010316341604894
ACH-000537,-0.4584012233716469
ACH-000541,-0.7325423871538645
ACH-000542,-0.2627303601761725
ACH-000544,-0.1633487730527717
ACH-000545,-0.37710084590658705
ACH-000547,-0.3186680199450376
ACH-000548,-0.3281225751690727
ACH-000549,-0.2653768640727048
ACH-000550,-0.2509414394821351
ACH-000552,-0.15698103779615802
ACH-000556,-0.36426717341818987
ACH-000557,-0.5892566135434155
ACH-000569,-0.414055012044943
ACH-000570,-0.2944131688682041
ACH-000571,-0.2429695790272477
ACH-000573,-0.3699049171003752
ACH-000576,-0.4788548778448617
ACH-000579,-0.09546600260018068
ACH-000580,-0.3052692589367464
ACH-000584,-0.4517521124861742
ACH-000585,-0.1955016484450184
ACH-000588,-0.3249505412833498
ACH-000589,-0.4138343555690193
ACH-000591,-0.2674620594460365
ACH-000593,-0.23378083147574835
ACH-000600,-0.4517944923035504
ACH-000601,-0.3504174019384289
ACH-000605,-0.30674900668854155
ACH-000606,-0.3401997674097836
ACH-000608,-0.4147810053488617
ACH-000614,-0.05088930537057168
ACH-000616,-0.5027418546796276
ACH-000618,-0.32089983752490137
ACH-000619,-0.3224955616983797
ACH-000620,-0.250573115108714
ACH-000621,-0.3996845167755075
ACH-000622,-0.5270559832987648
ACH-000623,-0.4037042831456245
ACH-000624,-0.33537073310031906
ACH-000627,-0.1270730460019797
ACH-000630,-0.25939767946018905
ACH-000631,-0.4754750562019542
ACH-000632,-0.3438689289299842
ACH-000633,-0.2414739751584537
ACH-000637,-0.2772267865954753
ACH-000638,-0.3990493380824953
ACH-000646,-0.2317762754541507
ACH-000647,-0.293537868524864
ACH-000648,-0.6233254449820872
ACH-000649,-0.4292725249292688
ACH-000651,-0.13847986632876108
ACH-000652,-0.468337159426255
ACH-000653,-0.3411208181626999
ACH-000657,-0.2184662859775082
ACH-000658,-0.33462157311876634
ACH-000661,-0.3465162341946162
ACH-000662,-0.4518485865842454
ACH-000663,-0.231119643201764
ACH-000665,-0.37221622888867467
ACH-000671,-0.4356528807192761
ACH-000672,-0.11384036006023053
ACH-000673,-0.41910156836392304
ACH-000676,-0.28884458745024993
ACH-000677,-0.382450490251108
ACH-000681,-0.2188754997641832
ACH-000683,-0.22253387428238275
ACH-000684,-0.12470735494320084
ACH-000688,-0.4507615094407062
ACH-000693,-0.335923979729862
ACH-000694,-0.3493676341488676
ACH-000695,-0.24633818533086385
ACH-000696,-0.4074089206937813
ACH-000697,0.01787700942227755
ACH-000699,-0.3940437942436693
ACH-000701,-0.41449937334184384
ACH-000706,-0.3242598978279726
ACH-000711,-0.4805770787097913
ACH-000713,-0.3614765887698991
ACH-000714,-0.34413089226649857
ACH-000718,-0.18186225520402866
ACH-000720,-0.3042600033430916
ACH-000721,-0.3510898542332352
ACH-000724,-0.3833533453210265
ACH-000725,-0.5410046828043743
ACH-000732,-0.5517097010566693
ACH-000734,-0.26392916732319704
ACH-000735,-0.3141344397200566
ACH-000736,-0.16603435335728506
ACH-000738,-0.35111978260626864
ACH-000746,-0.31740415645495823
ACH-000747,-0.3865336505345246
ACH-000748,-0.19326236156214846
ACH-000753,-0.13348384336013114
ACH-000756,-0.19877222114983192
ACH-000757,-0.248499026085647
ACH-000758,-0.18444929205877852
ACH-000760,-0.21744656042264496
ACH-000762,-0.1750447916270534
ACH-000763,-0.4964202580063097
ACH-000764,-0.2971223416690407
ACH-000765,-0.2016087101239178
ACH-000766,-0.5637757716457661
ACH-000767,-0.37747941572138816
ACH-000768,-0.2618688805523095
ACH-000769,-0.3725875149499024
ACH-000770,-0.44912155190311054
ACH-000771,-0.536277205712566
ACH-000773,-0.09191875367129324
ACH-000776,-0.15064546806708484
ACH-000777,-0.2606951763830147
ACH-000778,-0.3867952059461898
ACH-000781,-0.30446623676345186
ACH-000782,-0.4328040097578
ACH-000783,-0.4249904291007336
ACH-000784,-0.2911542693312376
ACH-000785,-0.5616518221734687
ACH-000787,-0.3990498218217949
ACH-000788,-0.2891065664729629
ACH-000791,-0.3369223349768629
ACH-000792,-0.30552064468613954
ACH-000794,-0.1763560711932427
ACH-000796,-0.28969376664539265
ACH-000798,-0.492289846790935
ACH-000799,-0.4887511858389302
ACH-000800,-0.4010148089694759
ACH-000802,-0.4758539955038308
ACH-000804,-0.27038610345770936
ACH-000805,-0.3914072864024575
ACH-000809,-0.2849559034746184
ACH-000810,-0.3787247658385751
ACH-000811,-0.31657760364470083
ACH-000817,-0.4506735717376542
ACH-000819,-0.3762336136431535
ACH-000820,-0.25757163668303296
ACH-000821,-0.3309282885797816
ACH-000822,-0.3590914407108789
ACH-000823,-0.3342376817131561
ACH-000824,-0.2064181630799669
ACH-000827,-0.2566010327773127
ACH-000829,-0.5652316499182406
ACH-000831,-0.4884796855204918
ACH-000832,-0.25064777358303125
ACH-000833,-0.16106950580548385
ACH-000834,-0.3957197618795359
ACH-000835,-0.1928595359751981
ACH-000836,-0.3684406559201198
ACH-000837,-0.34307133917505744
ACH-000838,-0.4310239473299325
ACH-000839,-0.07130410770720144
ACH-000840,-0.37692896160777206
ACH-000841,-0.3573191953894815
ACH-000843,-0.20676671920640585
ACH-000846,-0.4993335834876404
ACH-000847,-0.3045939853923361
ACH-000848,-0.2519653671894681
ACH-000849,-0.3968282579779156
ACH-000851,-0.43412806156037337
ACH-000855,-0.3379890382765835
ACH-000856,-0.3609626814777167
ACH-000858,-0.14821789264827134
ACH-000859,-0.20133975505620455
ACH-000861,-0.3513277824317169
ACH-000862,-0.40624648393966784
ACH-000865,-0.3383930219427886
ACH-000866,-0.4155979209381643
ACH-000867,-0.4415761206470208
ACH-000869,-0.4384719642647792
ACH-000872,-0.3927832023535683
ACH-000873,-0.3295165749870443
ACH-000876,-0.4037531397545571
ACH-000878,-0.2212934825150264
ACH-000880,-0.4931352406385612
ACH-000881,-0.19184008465514027
ACH-000882,-0.3326614246538676
ACH-000884,-0.2632495251781889
ACH-000885,-0.3808129514891414
ACH-000887,-0.4350458733783601
ACH-000889,-0.4267600659124275
ACH-000896,-0.22306191852851606
ACH-000898,-0.4362417848369332
ACH-000900,-0.3285251947242402
ACH-000901,-0.3905259175420709
ACH-000905,-0.2075149396511708
ACH-000906,-0.1923889117393236
ACH-000907,-0.3139038429036021
ACH-000910,-0.31694369566161923
ACH-000911,-0.3336751381531819
ACH-000912,-0.388013868602367
ACH-000913,-0.32832901313344065
ACH-000915,-0.1670659159450396
ACH-000916,-0.17008392765792002
ACH-000917,-0.2810445199329399
ACH-000920,-0.4679034447889226
ACH-000921,-0.2463069801267208
ACH-000924,-0.225973175559881
ACH-000926,-0.2997733006930322
ACH-000928,-0.407415204763982
ACH-000929,-0.2699268833753648
ACH-000932,-0.35729235427372785
ACH-000935,-0.22383426885221305
ACH-000936,-0.31637174743670005
ACH-000937,-0.3362094192942159
ACH-000938,-0.3446132029171652
ACH-000939,-0.4718111681766627
ACH-000941,-0.42812188814041696
ACH-000943,-0.3622272907568848
ACH-000946,-0.2662001099436722
ACH-000947,-0.43440240815308173
ACH-000948,-0.3637972280568679
ACH-000950,-0.2956538344911916
ACH-000953,-0.2835530180366487
ACH-000954,-0.5606904721358632
ACH-000957,-0.3597848427067584
ACH-000958,-0.1979903390230559
ACH-000960,-0.21633942927998487
ACH-000963,-0.3166566406806926
ACH-000968,-0.2691876995100028
ACH-000969,-0.4474527155783209
ACH-000972,-0.3869192504967763
ACH-000973,-0.37582619935823497
ACH-000974,-0.4051414890952973
ACH-000978,-0.515138533447704
ACH-000984,-0.09980349060577796
ACH-000986,-0.2867749947388174
ACH-000988,-0.5411358588450994
ACH-000993,-0.4330554998087249
ACH-000994,-0.5660674682560257
ACH-000996,-0.3572381659482877
ACH-001001,-0.32241270316094045
ACH-001020,-0.2377077702046117
ACH-001028,-0.1022368893749788
ACH-001031,-0.3415152946603594
ACH-001038,-0.2559735159604217
ACH-001048,-0.3257553406307204
ACH-001050,-0.27298339010203465
ACH-001053,-0.6081935414695588
ACH-001054,-0.2914818038185497
ACH-001061,-0.2445541525782242
ACH-001067,-0.22883508661924334
ACH-001075,-0.3312729250914188
ACH-001096,-0.1878960550367073
ACH-001111,-0.5165985817731685
ACH-001119,-0.3969237485178993
ACH-001128,-0.12083791292326328
ACH-001134,-0.2701370551372512
ACH-001151,-0.5591058617473629
ACH-001163,-0.3927463631850694
ACH-001164,-0.3645579829472054
ACH-001183,-0.2464542740234006
ACH-001192,-0.35946118871369404
ACH-001193,-0.37112242829653547
ACH-001196,-0.559664176334544
ACH-001197,-0.2565028416568042
ACH-001205,-0.3391539679591445
ACH-001211,-0.4842524105828918
ACH-001212,-0.3173619216448785
ACH-001228,-0.3670843108997008
ACH-001232,-0.33375268274820064
ACH-001239,-0.26837553037445805
ACH-001270,-0.006928377016447674
ACH-001274,-0.1841060173535011
ACH-001275,-0.1496095539790587
ACH-001277,-0.3554144719035362
ACH-001278,-0.2114079123523184
ACH-001280,-0.464508550471594
ACH-001283,-0.29943566472328365
ACH-001289,-0.30386351207967643
ACH-001300,-0.2853462627666735
ACH-001301,-0.3237614284588785
ACH-001302,-0.15968273676424705
ACH-001306,-0.2234442490497352
ACH-001318,-0.30408653943849084
ACH-001322,-0.05012351208199242
ACH-001328,-0.22969615463853804
ACH-001332,-0.608004536662016
ACH-001336,-0.5281308836388838
ACH-001346,-0.3123682703440765
ACH-001353,-0.3939912782421731
ACH-001354,-0.3293754340207111
ACH-001367,-0.2689986356315236
ACH-001368,-0.4742702113537676
ACH-001374,0.013912885809270192
ACH-001377,-0.36824815944692413
ACH-001380,-0.19668818154985387
ACH-001391,-0.19639531379352346
ACH-001408,-0.352038699659226
ACH-001430,-0.42696966039835793
ACH-001431,-0.3561868704707577
ACH-001450,-0.4217210081560517
ACH-001496,-0.3859397371768069
ACH-001500,-0.24451580107050225
ACH-001523,-0.601112863815063
ACH-001532,-0.2203460262025392
ACH-001550,-0.4016312242508593
ACH-001552,-0.06184965006175765
ACH-001554,-0.3362282555956947
ACH-001654,-0.2778780106425853
ACH-001735,-0.4329907831157158
ACH-001736,-0.38584143851872577
ACH-001737,-0.5786534947258452
ACH-001740,-0.34364838429016153
ACH-001745,-0.3139599947513437
ACH-001765,-0.5674882856075663
