,JMJD7 (100137047)
ACH-000004,-0.05547588228692547
ACH-000005,-0.12505701913171646
ACH-000007,-0.14360456564459448
ACH-000009,-0.20657816374514168
ACH-000011,0.04330637189312814
ACH-000012,0.027149022403406
ACH-000013,-0.0024619003120115363
ACH-000014,-0.07831965391777312
ACH-000015,0.012289677744369659
ACH-000017,2.1819350000713544e-05
ACH-000018,0.07784674057940152
ACH-000019,-0.04462512313904039
ACH-000021,0.02346546914407222
ACH-000022,-0.05319982276615642
ACH-000025,-0.18269938609293
ACH-000028,0.201040228332144
ACH-000030,-0.0902247454154036
ACH-000035,-0.16890800720985838
ACH-000036,-0.0848990675362302
ACH-000037,0.06341864015249428
ACH-000039,-0.02071522461337252
ACH-000040,0.0476059657799478
ACH-000041,-0.026169794342888655
ACH-000042,0.02213666687920231
ACH-000045,-0.13593658982061313
ACH-000047,-0.035516319386727016
ACH-000052,-0.07962169829638409
ACH-000053,-0.0437645915687185
ACH-000054,-0.07025200857150585
ACH-000055,-0.0409562081622546
ACH-000060,0.037789931040042704
ACH-000067,0.1123826469507998
ACH-000070,0.0747689557523014
ACH-000075,-0.03851399414547104
ACH-000078,-0.052821925029521315
ACH-000082,-0.06299551070605285
ACH-000085,0.0625936759973226
ACH-000086,-0.11748043495631502
ACH-000087,-0.09504097457857286
ACH-000092,-0.029317211322741638
ACH-000095,-0.042266608310998405
ACH-000097,0.002925772098214087
ACH-000098,0.02514989356554564
ACH-000099,-0.024777665084387137
ACH-000108,-0.007505775537924017
ACH-000113,-0.0727054179968679
ACH-000116,0.034140344256800945
ACH-000118,0.048878017094514864
ACH-000120,-0.0962279440129412
ACH-000123,-0.08050569365862006
ACH-000127,-0.0891506013114524
ACH-000128,-0.04825985968950842
ACH-000132,-0.2276873444960536
ACH-000133,0.03627069206508456
ACH-000137,-0.003863279322501004
ACH-000138,0.07797224484321218
ACH-000142,-0.006569342164826982
ACH-000143,-0.1830367501928064
ACH-000146,-0.05736583563263833
ACH-000148,0.0013893796102387665
ACH-000150,0.08862268003398313
ACH-000152,0.031751739331967184
ACH-000153,0.0045828516053810844
ACH-000159,-0.06344159854276478
ACH-000160,0.059634221536302816
ACH-000163,0.004903068021630955
ACH-000167,0.1318153320144425
ACH-000168,-0.20013176336194816
ACH-000169,-0.14699770597126113
ACH-000178,-0.0656159713546485
ACH-000183,0.01773929170170827
ACH-000188,-0.06493499520473144
ACH-000189,0.004219342174410293
ACH-000190,0.053513188462357454
ACH-000198,-0.04448996463938271
ACH-000203,0.05173972949085541
ACH-000204,-0.0691095059681574
ACH-000206,-0.3324253261133283
ACH-000207,-0.043590429546936094
ACH-000208,0.09356240261530004
ACH-000210,-0.06558737499313004
ACH-000211,0.05331672617129479
ACH-000215,-0.042055098745670906
ACH-000221,-0.08122853740808353
ACH-000222,0.08556280215240189
ACH-000223,-0.02734187809334607
ACH-000226,-0.0133802035026063
ACH-000227,-0.20238067688020356
ACH-000228,-0.05521205138665095
ACH-000231,-0.12025649803301365
ACH-000232,-0.019406265392052133
ACH-000233,-0.17492741154993224
ACH-000234,-0.126381265419114
ACH-000235,-0.02877864855511223
ACH-000237,-0.09060259955322104
ACH-000238,0.02999600487414585
ACH-000242,-0.12445483620411354
ACH-000243,-0.06665117371005817
ACH-000244,-0.015005714610844056
ACH-000246,0.05685418348793556
ACH-000248,0.03157746991179388
ACH-000250,-0.05351413659032992
ACH-000251,-0.07796334007409994
ACH-000252,0.0028202781688589453
ACH-000253,-0.08374491974114652
ACH-000255,-0.14283402163340211
ACH-000256,-0.04706889456742769
ACH-000257,0.1035004982831682
ACH-000258,-0.19912139310923307
ACH-000259,-0.06433456380325145
ACH-000260,-0.10002367330024348
ACH-000261,-0.08817124129509582
ACH-000262,0.04497171843488764
ACH-000263,-0.1087908589460222
ACH-000264,-0.026128250628924942
ACH-000265,-0.1801924242811285
ACH-000266,-0.010063580575619777
ACH-000272,-0.16396800318018176
ACH-000274,-0.04625337719750389
ACH-000277,-0.08218485785708446
ACH-000278,-0.04830870883096166
ACH-000279,-0.04881559062523922
ACH-000280,0.0615872632713755
ACH-000281,0.09986221674430744
ACH-000288,-0.1145643859979362
ACH-000291,-0.0008058467484715067
ACH-000293,0.06952717057457942
ACH-000294,-0.1353533289426016
ACH-000295,-0.13054116639111954
ACH-000296,-0.007768048647341548
ACH-000302,-0.097388235208518
ACH-000304,0.044215158413967434
ACH-000307,-0.14845054845514488
ACH-000308,-0.02127644698948357
ACH-000310,-0.04432046140656351
ACH-000311,-0.11160173853617864
ACH-000312,-0.0049879177740904425
ACH-000315,-0.14055890241161684
