,FLAD1 (80308)
ACH-000004,0.2481055475124609
ACH-000005,0.05376557144920576
ACH-000007,0.14231430525683855
ACH-000009,-0.07244061952360123
ACH-000011,0.2133088829061537
ACH-000012,-0.04305009707174346
ACH-000013,0.01845269656828605
ACH-000014,0.06360577117543627
ACH-000015,-0.008663931958102368
ACH-000017,0.16046150668701106
ACH-000018,0.08555648428686108
ACH-000019,-0.02897733477610345
ACH-000021,-0.03157640179829551
ACH-000022,0.06603628155389096
ACH-000025,-0.012148950623040413
ACH-000028,0.10610579169189414
ACH-000030,-0.1106725586365592
ACH-000035,0.013488262308419922
ACH-000036,0.030407385911658907
ACH-000037,-0.013538958197227129
ACH-000039,0.03961657956479631
ACH-000040,0.0713888655092098
ACH-000041,0.10938165285739172
ACH-000042,0.17374306187397076
ACH-000045,0.16716881163940253
ACH-000047,0.0748542742611808
ACH-000052,0.1955202113867648
ACH-000053,-0.12106737656268572
ACH-000054,0.11013312049053353
ACH-000055,0.15281414039581645
ACH-000060,0.1766276874044534
ACH-000067,0.12652857242785756
ACH-000070,-0.018872897857409608
ACH-000075,0.10440876985432138
ACH-000078,-0.0007424046393499134
ACH-000082,0.054658832000186286
ACH-000085,0.007983971914498079
ACH-000086,-0.0447944589170745
ACH-000087,0.09146766345005826
ACH-000092,0.010906216540695214
ACH-000095,0.1867178343117984
ACH-000097,0.014771535600036691
ACH-000098,0.011256942938426395
ACH-000099,0.12047469514965968
ACH-000108,0.041598842454617285
ACH-000113,0.1700104223865582
ACH-000116,0.12517555473673542
ACH-000118,-0.07357143616987308
ACH-000120,0.101961160337964
ACH-000123,0.013340808729324386
ACH-000127,-0.01686238320161686
ACH-000128,0.17360828900654904
ACH-000132,-0.10564899575424623
ACH-000133,0.06140974086495659
ACH-000137,0.16369949200628947
ACH-000138,0.00818844060854076
ACH-000142,0.049278184842207313
ACH-000143,0.21173674227904007
ACH-000146,0.17861613794415634
ACH-000148,0.04563086192232373
ACH-000150,0.10498224313146856
ACH-000152,0.07003282439500484
ACH-000153,0.12220089183980648
ACH-000159,-0.01829495206334825
ACH-000160,0.11221781664859996
ACH-000163,0.2466983108157138
ACH-000167,-0.10671115874275527
ACH-000168,-0.008138662014191684
ACH-000169,0.04513550550181007
ACH-000178,0.1914526072304931
ACH-000183,0.1822884216936204
ACH-000188,0.050145409149370115
ACH-000189,-0.35846561613672845
ACH-000190,0.19119635877633112
ACH-000198,-0.01009791577605563
ACH-000203,0.2450232997012132
ACH-000204,-0.28411607934041905
ACH-000206,0.0939506091749744
ACH-000207,0.05552345171772912
ACH-000208,-0.09405447397870376
ACH-000210,-0.18542765544052345
ACH-000211,0.08996509832321001
ACH-000215,0.05861419960831146
ACH-000221,-0.0723747889551847
ACH-000222,0.15349086384229615
ACH-000223,0.01030798124740378
ACH-000226,0.025428669844980142
ACH-000227,0.14737557992367462
ACH-000228,-0.07139568707456884
ACH-000231,0.025003330280546437
ACH-000232,0.174579208408587
ACH-000233,0.019776469597889184
ACH-000234,-0.06912847870033689
ACH-000235,-0.006836033288169511
ACH-000237,0.02475834357748941
ACH-000238,0.15540309659829574
ACH-000242,0.20466342511951024
ACH-000243,0.11057935689577973
