,HRASLS2 (54979)
ACH-000004,-0.04627254590965168
ACH-000005,0.04109825460383276
ACH-000007,-0.050685115777886286
ACH-000009,0.02102675028638029
ACH-000011,0.0017318406624655769
ACH-000012,-0.08554595618212926
ACH-000013,-0.04339345975378694
ACH-000014,0.12739646748631214
ACH-000015,-0.06220074408319772
ACH-000017,0.06366939746100513
ACH-000018,-0.1326909809352418
ACH-000019,-0.1120836811532093
ACH-000021,-0.03890588867894843
ACH-000022,-0.02992565872958483
ACH-000025,-0.048859996739374086
ACH-000028,-0.16510878970059858
ACH-000030,0.002203897196765327
ACH-000035,0.06281024825630366
ACH-000036,-0.1284144953695752
ACH-000037,-0.16471456648963334
ACH-000039,0.14955962382565033
ACH-000040,-0.03629605613786418
ACH-000041,-0.1411100923953614
ACH-000042,-0.06701140053878826
ACH-000045,0.06551690241549876
ACH-000047,-0.05493845173089787
ACH-000052,-0.011430268171506323
ACH-000053,-0.013806066009642648
ACH-000054,-0.016171434354229255
ACH-000055,0.0029806827503165725
ACH-000060,-0.03227467374499432
ACH-000067,-0.04964167537905373
ACH-000070,0.09530136339452976
ACH-000075,0.005424370736665954
ACH-000078,-0.07006653687088069
ACH-000082,-0.03914515187308841
ACH-000085,-0.04415117360566181
ACH-000086,-0.0830468815303952
ACH-000087,-0.05147238506568506
ACH-000092,0.0014879316459329385
ACH-000095,-0.006436983770255946
ACH-000097,-0.06848959170262546
ACH-000098,-0.016740098660719543
ACH-000099,0.04444526979060694
ACH-000108,-0.12355921388588526
ACH-000113,-0.017777077474444417
ACH-000116,-0.11958648467913376
ACH-000118,-0.1998322673696682
ACH-000120,0.08078694171459272
ACH-000123,0.022792659865043204
ACH-000127,-0.04727570361739359
ACH-000128,0.05272474918391847
ACH-000132,-0.14871855844006893
ACH-000133,0.010830761801231464
ACH-000137,-0.09740219523142243
ACH-000138,-0.0006021006191712084
ACH-000142,-0.0947246356451352
ACH-000143,0.03973761785754858
ACH-000146,-0.05918133562486466
ACH-000148,0.006263305679522677
ACH-000150,0.017889971960910692
ACH-000152,0.013207066714403892
ACH-000153,-0.2906113750727465
ACH-000159,0.028748233214077906
ACH-000160,-0.0486603010821798
ACH-000163,-0.12191321833872068
ACH-000167,-0.13004161588183266
ACH-000168,-0.01137563804541737
ACH-000169,-0.22083169900367808
ACH-000178,-0.03936125564875701
ACH-000183,-0.12258062878516499
ACH-000188,-0.09494363067162227
ACH-000189,-0.35573940683484684
ACH-000190,0.03761512522250516
ACH-000198,0.028994632192098305
ACH-000203,0.2595234837568854
ACH-000204,-0.1601781229247561
ACH-000206,0.021869218514878237
ACH-000207,-0.07360917539613486
ACH-000208,0.19013973665462194
ACH-000210,0.3574995294762256
ACH-000211,-0.07191837190891573
ACH-000215,-0.10259512790891036
ACH-000221,-0.2061066037607342
ACH-000222,-0.1391507400281759
ACH-000223,-0.10441990970315718
ACH-000226,-0.050431858960832
ACH-000227,0.03236174440814168
ACH-000228,0.06244226733288464
ACH-000231,-0.08156602523862211
ACH-000232,-0.09379669342913813
ACH-000233,0.006590016311857553
ACH-000234,0.030900629230868056
ACH-000235,-0.05738828431751429
ACH-000237,-0.07488239378255948
ACH-000238,-0.07520604910394396
ACH-000242,0.08587039681723672
ACH-000243,-0.1181227264571292
ACH-000244,0.12264189903428865
ACH-000246,-0.0721863801140288
ACH-000248,0.18435417520165653
ACH-000250,-0.042232936808058716
ACH-000251,0.03989566170705769
ACH-000252,0.04164160159353653
ACH-000253,0.060349660771740726
ACH-000255,-0.1342405303898064
ACH-000256,0.00928243328964539
ACH-000257,0.12811173536674214
ACH-000258,-0.23492970688558326
ACH-000259,-0.005190619397150453
ACH-000260,-0.04414901916202946
ACH-000261,-0.14322415740097633
ACH-000262,0.027662507510746417
ACH-000263,0.020058521884057132
ACH-000264,-0.0425680057819638
ACH-000265,-0.02499932616515858
ACH-000266,-0.037996428248963016
ACH-000272,0.05536077460056967
ACH-000274,-0.014814590126344784
ACH-000277,0.011103704766826393
ACH-000278,0.15058064374101332
ACH-000279,-0.06141597110847079
ACH-000280,0.12064063622743575
ACH-000281,-0.006526779306410403
ACH-000288,-0.034440461095271914
ACH-000291,-0.001958724237321269
ACH-000293,0.06155391465507953
ACH-000294,0.050445054995911925
ACH-000295,-0.13719803067036607
ACH-000296,-0.046971300603848375
ACH-000302,-0.07769519201594946
ACH-000304,0.059031638145837936
ACH-000307,0.0025497041130263806
ACH-000308,-0.1263966580632869
ACH-000310,-0.0030852024658545524
ACH-000311,-0.14993899516204362
ACH-000312,-0.11244282936303218
ACH-000315,-0.06200115973894135
ACH-000316,-0.09091333186703816
ACH-000317,0.14038677228291285
ACH-000318,-0.2850224452427377
ACH-000319,0.15140591614074247
ACH-000320,0.0065840501071361066
ACH-000322,-0.09128554840707692
ACH-000323,0.026687804116466776
ACH-000324,0.08072457573809676
ACH-000329,0.03689307829523609
ACH-000330,-0.00422097691243262
ACH-000331,-0.06286041526800246
ACH-000332,-0.02260984920984993
ACH-000334,0.02002409434614124
ACH-000335,-0.061758406442913916
ACH-000336,0.03209595029486632
ACH-000337,-0.2342706094326599
ACH-000338,0.0003134373041188607
ACH-000339,-0.02730593714071964
ACH-000341,-0.13277897487120013
ACH-000348,0.1435431049909003
ACH-000350,-0.0007620219729026443
ACH-000352,-0.043782553240041835
ACH-000356,-0.038806982357700096
ACH-000361,-0.03742993273708879
ACH-000362,0.0626912944948506
ACH-000363,-0.03200408291248332
ACH-000364,-0.02585802419644458
ACH-000365,0.1011947678678548
ACH-000366,-0.20250331759781046
ACH-000368,-0.11472436393418968
ACH-000374,-0.044483058916337095
ACH-000375,-0.13482980954997606
ACH-000376,-0.020308477293392718
ACH-000381,-0.07351081234384663
ACH-000383,-0.06684229941706547
ACH-000387,0.0341331651296481
ACH-000389,0.09618019101812972
ACH-000390,-0.11856598967899973
ACH-000393,-0.025123772932509215
ACH-000395,-0.0744423591182564
ACH-000396,-0.16300861877276096
ACH-000397,-0.0792331927147339
ACH-000401,-0.14500307400697332
ACH-000402,-0.16677801519967986
ACH-000403,-0.004024226288489003
ACH-000404,0.052814648369369666
ACH-000406,-0.03998856473636635
ACH-000407,-0.21661703287956047
ACH-000408,0.04295922424049015
ACH-000410,-0.14734677708708466
ACH-000411,-0.12058550926115905
ACH-000414,0.009985277090404036
ACH-000415,-0.06766882933828394
ACH-000416,-0.06318486641080077
ACH-000420,-0.134329769548581
ACH-000421,0.0581412642174047
ACH-000424,0.05862322451722626
ACH-000425,0.12300224425908522
ACH-000426,-0.122135823260362
ACH-000427,-0.095696876459509
ACH-000433,-0.22701363027485474
ACH-000435,0.16009404843476682
ACH-000436,0.10021338897090487
ACH-000444,0.0067035003789646455
ACH-000445,-0.0342076497555052
ACH-000448,0.02340174153575492
ACH-000450,-0.3208828428668572
ACH-000452,-0.020508792919460308
ACH-000454,-0.05921495590379827
ACH-000458,-0.036853200501148285
ACH-000459,-0.15548024990756742
ACH-000460,-0.053122593178653726
ACH-000461,-0.2350124452554989
ACH-000463,-0.07291637610293562
ACH-000464,-0.034206239339124735
ACH-000466,-0.007254736165724269
ACH-000467,0.01210459995961519
ACH-000468,-0.022598620370548158
ACH-000469,-0.09892380672877474
ACH-000470,-0.07183804631811788
ACH-000471,-0.09413270531890468
ACH-000472,0.002305564121253898
ACH-000473,0.078496412956785
ACH-000475,0.04140573890348888
ACH-000476,0.005650228038480488
ACH-000477,0.19724774056710206
ACH-000479,0.11222718879822087
ACH-000480,-0.400314056092194
ACH-000481,-0.08680693922973376
ACH-000483,0.09084585635036338
ACH-000484,-0.01295221215532253
ACH-000485,-0.0706821793182129
ACH-000486,-0.07936542953616495
ACH-000487,-0.04310266079857763
ACH-000488,-0.03939934485284058
ACH-000490,-0.02461925640441929
ACH-000491,-0.0076019222425540095
ACH-000495,-0.09333042599443207
ACH-000496,-0.12084373606148358
ACH-000499,0.0026696773963561693
ACH-000500,-0.05341336794782472
ACH-000502,-0.0939414785111835
ACH-000503,0.08905659554071743
ACH-000505,0.036410076243595824
ACH-000507,0.08752844456712973
ACH-000510,0.005247761009716491
ACH-000511,-0.1592261717242635
ACH-000512,0.0369008260093143
ACH-000516,-0.00808356905825015
ACH-000517,0.023177920817847638
ACH-000518,0.0745918448429567
ACH-000520,0.06599979187333896
ACH-000521,0.050255254466277516
ACH-000522,-0.013303314509379813
ACH-000524,0.002662632763016287
ACH-000527,-0.019503073211101705
ACH-000528,0.006663439713228136
ACH-000537,-0.076584727754852
ACH-000541,-0.3455360987388548
ACH-000542,-0.04941809148665747
ACH-000544,-0.1488315662509982
ACH-000545,-0.14846432116828526
ACH-000547,-0.2097382325169867
