,UBE2W (55284)
ACH-000004,0.018310787610621056
ACH-000005,-0.07469227747371655
ACH-000007,-0.11046893932889523
ACH-000009,-0.007372527678901565
ACH-000011,-0.002870351133563165
ACH-000012,-0.1426199886248286
ACH-000013,-0.08459524833695274
ACH-000014,0.3019025083846889
ACH-000015,0.016174814288623197
ACH-000017,-0.4082294096221039
ACH-000018,-0.10819064882604604
ACH-000019,-0.05339808750532639
ACH-000021,-0.11669925402086867
ACH-000022,-0.1181093677445182
ACH-000025,-0.09102035716114837
ACH-000028,-0.11679734242518094
ACH-000030,-0.044881421547982935
ACH-000035,0.054944855389752856
ACH-000036,-0.00816250915814358
ACH-000037,-0.06639455430774313
ACH-000039,-0.19661570032137066
ACH-000040,-0.21056914036348312
ACH-000041,-0.09886944472216297
ACH-000042,-0.015841650235664285
ACH-000045,0.0758286718540509
ACH-000047,-0.06226143110090311
ACH-000052,0.2067964980086104
ACH-000053,-0.0316986289935676
ACH-000054,-0.06314817914078719
ACH-000055,-0.2378436375109831
ACH-000060,-0.0023419670190335763
ACH-000067,-0.09627940725272684
ACH-000070,0.07607108452261384
ACH-000075,-0.00049394551519872
ACH-000078,0.08132438042715065
ACH-000082,-0.09103858774355056
ACH-000085,0.015815009238466647
ACH-000086,0.0460833861166278
ACH-000087,0.10181498910671773
ACH-000092,-0.15571015313940945
ACH-000095,0.03709082003994876
ACH-000097,-0.09188393817879456
ACH-000098,-0.039229232962934686
ACH-000099,-0.1121045459339894
ACH-000108,-0.041681669966780736
ACH-000113,-0.028068916615461237
ACH-000116,-0.1025784958016869
ACH-000118,-0.05231843944461128
ACH-000120,0.10762017790489103
ACH-000123,-0.00672133389286735
ACH-000127,-0.06404208076936937
ACH-000128,-0.03233890871826989
ACH-000132,-0.023607709501745747
ACH-000133,0.02576358196556705
ACH-000137,-0.1357663550060039
ACH-000138,-0.040831211693187895
ACH-000142,0.05140106343654132
ACH-000143,-0.10943761096831313
ACH-000146,-0.007200463646409924
ACH-000148,0.007473994159777484
ACH-000150,-0.1307991608747256
ACH-000152,-0.10406921093181364
ACH-000153,-0.2150999584316952
ACH-000159,-0.040565075596234366
ACH-000160,0.0615488450278359
ACH-000163,-0.2031403805050068
ACH-000167,-0.039600922871125516
ACH-000168,0.07588841409137809
ACH-000169,-0.10309203139877134
ACH-000178,0.0213583821175865
ACH-000183,-0.15185806066061816
ACH-000188,-0.023755474355090074
ACH-000189,-0.06251079403737142
ACH-000190,0.08667102085016203
ACH-000198,-0.18958161305961413
ACH-000203,-0.09634699250031192
ACH-000204,-0.0525048311921999
ACH-000206,-0.0543150529279578
ACH-000207,-0.07426377624848474
ACH-000208,0.1042753786168658
ACH-000210,0.044699194234493575
ACH-000211,0.08209992506685655
ACH-000215,-0.03113384911988156
ACH-000221,-0.20655664883710612
ACH-000222,0.05440182853482235
ACH-000223,-0.04611831998277892
ACH-000226,-0.145628044990761
ACH-000227,0.15342394727188036
ACH-000228,0.0327589226616671
ACH-000231,-0.011314774501310474
ACH-000232,-0.07040213896284757
ACH-000233,-0.023658145737445933
ACH-000234,0.001152132433065426
ACH-000235,-0.06071291292745125
ACH-000237,-0.02428978407479267
ACH-000238,-0.09043421373303916
ACH-000242,-0.062291512694230736
ACH-000243,-0.054705287465891116
ACH-000244,-0.12123729350694637
ACH-000246,-0.05005332053408285
ACH-000248,-0.1411049134458045
ACH-000250,-0.08880663149766113
ACH-000251,-0.033317736564367005
ACH-000252,-0.1964012938266968
ACH-000253,-0.04425919596909463
ACH-000255,0.0026109535888971733
ACH-000256,-0.22943760216267325
ACH-000257,-0.20501174889967932
ACH-000258,-0.1763576530542562
