,MCEMP1 (199675)
ACH-000004,-0.012630642968400023
ACH-000005,-0.44209280318037
ACH-000007,0.029619302780444917
ACH-000009,-0.0566840936964715
ACH-000011,-0.09498141802343026
ACH-000012,-0.13427687461180804
ACH-000013,-0.1286840855898254
ACH-000014,-0.015075252313885037
ACH-000015,-0.13019619142845748
ACH-000017,-0.1492666627613788
ACH-000018,-0.3011323409365534
ACH-000019,-0.3183407369202219
ACH-000021,-0.11562930384069235
ACH-000022,-0.058913515287394476
ACH-000025,-0.12605963390083036
ACH-000028,-0.22059878712349112
ACH-000030,-0.14035831506288876
ACH-000035,-0.12982987735742307
ACH-000036,0.04484703514750588
ACH-000037,-0.13380115564441142
ACH-000039,-0.3529246175696195
ACH-000040,-0.2861630288296665
ACH-000041,-0.1021662984139344
ACH-000042,-0.02327267582090677
ACH-000045,-0.10964590400247308
ACH-000047,-0.16820987150909333
ACH-000052,0.012717029022871121
ACH-000053,-0.10943547676747536
ACH-000054,-0.0963055834283346
ACH-000055,0.03184592576388134
ACH-000060,-0.149279640704191
ACH-000067,-0.2107149466212172
ACH-000070,-0.03253723295130976
ACH-000075,-0.04511542772832069
ACH-000078,-0.09423240553629753
ACH-000082,-0.13677561087269285
ACH-000085,-0.17111682941895434
ACH-000086,-0.13973680348959627
ACH-000087,0.060331173563001515
ACH-000092,-0.21672685505378336
ACH-000095,-0.2404759426329391
ACH-000097,-0.15088886638022472
ACH-000098,-0.1598571513313862
ACH-000099,-0.1955442856885276
ACH-000108,-0.09743232722461254
ACH-000113,-0.1747124916486308
ACH-000116,-0.15119553563669616
ACH-000118,-0.2453593562274962
ACH-000120,0.025750401100411453
ACH-000123,-0.18203681344843314
ACH-000127,-0.2267447640988569
ACH-000128,-0.31421959849878434
ACH-000132,-0.1850687051589737
ACH-000133,-0.0864462406905688
ACH-000137,-0.2561865265189353
ACH-000138,-0.16084526698758206
ACH-000142,-0.033484778161181734
ACH-000143,-0.26309761229168405
ACH-000146,-0.09094400013267592
ACH-000148,-0.14889299825479796
ACH-000150,-0.09222840759926296
ACH-000152,-0.15926854259445786
ACH-000153,0.09914998366665713
ACH-000159,-0.012079520896231214
ACH-000160,-0.05738355037727525
ACH-000163,-0.17502260924947896
ACH-000167,-0.06162639993165672
ACH-000168,-0.2539167224343278
ACH-000169,-0.012414880359202969
ACH-000178,-0.16114784591587716
ACH-000183,-0.2012250189657556
ACH-000188,-0.25755896821260105
ACH-000189,-0.11211807722039067
ACH-000190,0.05319746102787818
ACH-000198,0.02830035395187205
ACH-000203,-0.08610344780426335
ACH-000204,-0.07188292313760719
ACH-000206,-0.31061949212217915
ACH-000207,-0.07923943194545795
ACH-000208,0.037352995642409084
ACH-000210,-0.04261864945029967
ACH-000211,-0.060634369720920414
ACH-000215,-0.1215030329248828
ACH-000221,-0.09291149338224863
ACH-000222,0.20721127198298636
ACH-000223,-0.1257869087873215
ACH-000226,-0.12042171283180013
ACH-000227,-0.04523956161999243
ACH-000228,-0.05589159335965803
ACH-000231,-0.06495546349370955
ACH-000232,-0.12445580571537587
ACH-000233,-0.11354989143321985
ACH-000234,-0.11548418400331308
ACH-000235,-0.1569057209678468
ACH-000237,-0.05964165732018905
ACH-000238,-0.1020274446901777
ACH-000242,-0.1961606553960856
ACH-000243,-0.1795849458076817
ACH-000244,-0.16928996639403682
ACH-000246,-0.09036148552943564
ACH-000248,-0.20827098415506964
ACH-000250,-0.1571814364115315
ACH-000251,0.04875310926110299
ACH-000252,-0.2308407480397397
ACH-000253,-0.16408205761769198
ACH-000255,-0.07846745675937218
ACH-000256,-0.12765275244806326
ACH-000257,-0.10830162492796798
ACH-000258,-0.19492300769591286
ACH-000259,-0.04609653170552111
ACH-000260,-0.13270134546069348
ACH-000261,-0.07688487458841722
ACH-000262,-0.2250877065624481
ACH-000263,-0.32915118005975336
ACH-000264,-0.17174552798882722
ACH-000265,0.018342017297622776
ACH-000266,-0.15498605843247598
ACH-000272,-0.12666418172230906
ACH-000274,-0.26565793897985523
ACH-000277,-0.10478383665137143
ACH-000278,-0.11307565854376865
ACH-000279,-0.10447886984452408
ACH-000280,-0.13543306664024835
ACH-000281,-0.08383319601485544
ACH-000288,0.01474439004917828
ACH-000291,-0.007930704125716068
ACH-000293,-0.1019722209903049
ACH-000294,-0.04706536782922704
ACH-000295,-0.12063548609745725
ACH-000296,-0.2904438923162943
ACH-000302,-0.22396970341337466
ACH-000304,0.10940263637309976
ACH-000307,-0.2525647242226275
ACH-000308,-0.13531923727692766
ACH-000310,-0.2045155357860004
ACH-000311,-0.1260506034396649
ACH-000312,-0.06610461776125516
ACH-000315,-0.032225735226109414
ACH-000316,-0.1746020470959159
ACH-000317,-0.0013964968800075073
ACH-000318,-0.08671551024846676
ACH-000319,-0.17842556696235878
ACH-000320,-0.08088038430857318
ACH-000322,0.10775076075115532
ACH-000323,-0.16357834360229534
ACH-000324,-0.1029950804307341
ACH-000329,-0.1074245229755416
ACH-000330,0.05439222276014174
ACH-000331,-0.17349922014928526
ACH-000332,-0.18224926236412664
ACH-000334,-0.17911817445307732
ACH-000335,-0.2487425038480217
ACH-000336,0.13248944037224186
