,WHSC1L1 (54904)
ACH-000004,0.09055922807134496
ACH-000005,0.16699181702700694
ACH-000007,-0.011332987056662051
ACH-000009,0.0975113715634268
ACH-000011,-0.005255652537206805
ACH-000012,0.169823593880385
ACH-000013,0.13063180730678356
ACH-000014,-0.03912411721600127
ACH-000015,0.19222178409994628
ACH-000017,0.1943559812799817
ACH-000018,0.06437414045457368
ACH-000019,0.13390401037145522
ACH-000021,0.12491931009781472
ACH-000022,0.026220352811361574
ACH-000025,0.033320603948882165
ACH-000028,0.1373766955566258
ACH-000030,0.11388048484360146
ACH-000035,-0.08623732974425331
ACH-000036,0.20361633991383987
ACH-000037,0.12712850792249875
ACH-000039,0.13202263170995926
ACH-000040,0.18806758132400525
ACH-000041,-0.059015850092044915
ACH-000042,-0.02531044944700479
ACH-000045,0.09347933245907047
ACH-000047,0.07543847508343297
ACH-000052,0.15102796342504954
ACH-000053,0.17820354129766156
ACH-000054,0.2139257943489143
ACH-000055,-0.0798512717222284
ACH-000060,0.11354109776219365
ACH-000067,-0.1366327343143757
ACH-000070,0.11526181300241145
ACH-000075,0.13574861305657485
ACH-000078,0.12935959548970635
ACH-000082,-0.16922066721019746
ACH-000085,0.14798510373374912
ACH-000086,0.2565959731603817
ACH-000087,0.1892374265201419
ACH-000092,0.2071432517812889
ACH-000095,0.05385732892247055
ACH-000097,0.14569578180911444
ACH-000098,0.13414043368769765
ACH-000099,0.1484670146767902
ACH-000108,0.1043975104434158
ACH-000113,-0.21606950266160524
ACH-000116,0.0558868753398418
ACH-000118,0.22383266301262264
ACH-000120,-0.1290118167958399
ACH-000123,-0.02372721650777521
ACH-000127,0.07440020403060972
ACH-000128,0.13242896728226092
ACH-000132,0.04088894721358968
ACH-000133,0.08005623978705714
ACH-000137,0.27175065499243045
ACH-000138,0.25255045753615984
ACH-000142,0.1224988977507058
ACH-000143,-0.5194935364955745
ACH-000146,0.11763636438801248
ACH-000148,0.10674592984040757
ACH-000150,0.0695986017331466
ACH-000152,-0.023437794889811826
ACH-000153,0.2612292143492066
ACH-000159,0.1493550409503009
ACH-000160,0.5346122656154131
ACH-000163,-0.02692809611121688
ACH-000167,0.8115337425139483
ACH-000168,-0.2397976880039667
ACH-000169,0.0648755451091146
ACH-000178,0.1282039063305294
ACH-000183,-0.1542267051596344
ACH-000188,0.04259715195775517
ACH-000189,0.4112512661307829
ACH-000190,0.42054230624506944
ACH-000198,-0.118698921651929
ACH-000203,0.2537966741716092
ACH-000204,0.06669061872001954
ACH-000206,0.16128464764408018
ACH-000207,0.2818245148197064
ACH-000208,0.13262846432401482
ACH-000210,0.2707362761100232
ACH-000211,0.1988535060527974
ACH-000215,-0.04582611382576809
ACH-000221,0.14215644404167715
ACH-000222,0.2572829828979681
ACH-000223,-0.02260161517444096
ACH-000226,0.059603729129361065
ACH-000227,0.2304709303542191
ACH-000228,-0.110572020034046
ACH-000231,0.09902644884181737
ACH-000232,0.014883234753095909
ACH-000233,0.1906892062234148
ACH-000234,0.059485430129512136
ACH-000235,-0.042188244922250165
ACH-000237,0.09346187811284384
ACH-000238,0.1922438752409984
ACH-000242,-0.6711793447023408
ACH-000243,0.3360197456277451
ACH-000244,0.4072033635448497
ACH-000246,0.12953022879406562
ACH-000248,0.12770514114148684
ACH-000250,0.09578574790551084
ACH-000251,0.2131150339819685
ACH-000252,0.2041450251661667
ACH-000253,0.10307165777669924
ACH-000255,-0.007548234641465846
ACH-000256,0.031165910865962813
ACH-000257,0.018713833668815245
ACH-000258,-0.026346134736445728
ACH-000259,0.2341872477799358
ACH-000260,0.13913739916107967
ACH-000261,0.10872195870152387
ACH-000262,0.32086499727528794
ACH-000263,0.14423687389780704
ACH-000264,0.050283647172488184
ACH-000265,0.1028922611668203
ACH-000266,0.14448458004421985
ACH-000272,0.16450408414511375
ACH-000274,0.056363113852863925
ACH-000277,0.38320796511926136
ACH-000278,0.002936068372565837
ACH-000279,0.1483360225134233
ACH-000280,0.016927422786425606
ACH-000281,0.04118376328852224
ACH-000288,0.11986026966800105
ACH-000291,0.04229684131631765
ACH-000293,0.24727481961443598
ACH-000294,0.010040505122292305
ACH-000295,-0.06437268352087408
ACH-000296,-0.1397061757218623
ACH-000302,0.14116225741932434
ACH-000304,0.018702135709718543
ACH-000307,-0.022677325803176888
ACH-000308,0.15603209006337102
ACH-000310,0.059920746368455714
ACH-000311,0.06814681398402499
ACH-000312,0.07232615202655525
ACH-000315,-0.021034483556364343
ACH-000316,0.04558772964844442
ACH-000317,0.08237931942100638
ACH-000318,0.10829749025660036
ACH-000319,0.038603722678590656
ACH-000320,0.1760592681116879
ACH-000322,0.3159217689919994
ACH-000323,0.1928690273789392
ACH-000324,0.06891412293635234
ACH-000329,0.07956541114111347
ACH-000330,0.08390356062074254
ACH-000331,-0.03152796400582287
ACH-000332,-0.005526058493152903
ACH-000334,0.02649658766470936
ACH-000335,0.3814653601499837
ACH-000336,-0.2509956167503106
ACH-000337,0.3745017741939224
ACH-000338,-0.1474376296144056
ACH-000339,0.04283175124522467
ACH-000341,0.10546657233298788
ACH-000348,0.08633615049901618
ACH-000350,0.08272227152052472
ACH-000352,0.021042072270416573
ACH-000356,-0.033183676002717294
ACH-000361,0.21724619943010584
ACH-000362,0.04653872101949187
ACH-000363,-0.014176988699735825
ACH-000364,-0.0046584492062660575
ACH-000365,0.043046093577676935
ACH-000366,0.2261746497511309
ACH-000368,-0.08212444087121352
ACH-000374,-0.07890801713495965
ACH-000375,0.07325441829287277
ACH-000376,0.08365476937132939
ACH-000381,0.14455625254077806
ACH-000383,0.08616452220789217
ACH-000387,0.10468857085026488
ACH-000389,0.30405338114911784
ACH-000390,0.12087848554721388
ACH-000393,0.008525054191904136
ACH-000395,-0.16747115518873232
ACH-000396,0.01267838467601777
ACH-000397,0.09772556490360668
