,METTL21B (25895)
ACH-000004,-0.04027059571288362
ACH-000005,0.12419652895131257
ACH-000007,-0.1014326961622669
ACH-000009,-0.1823712739746323
ACH-000011,-0.2812159934870456
ACH-000012,-0.18576118259388152
ACH-000013,-0.2319734481955741
ACH-000014,-0.2506078400858649
ACH-000015,-0.3243453242657521
ACH-000017,-0.13636686210308488
ACH-000018,-0.16163458542840548
ACH-000019,-0.3061052515110474
ACH-000021,-0.2180742498101685
ACH-000022,-0.1629813560153458
ACH-000025,-0.21595410589297845
ACH-000028,-0.18522898038157334
ACH-000030,-0.0711149014467394
ACH-000035,-0.16109035923138165
ACH-000036,-0.14276611396376568
ACH-000037,-0.31395346727776896
ACH-000039,-0.1465025500443526
ACH-000040,-0.15111904921105015
ACH-000041,-0.026122136118077018
ACH-000042,-0.17374699959224688
ACH-000045,-0.13939666952358765
ACH-000047,-0.16504924195055745
ACH-000052,-0.12083002373142535
ACH-000053,-0.04695716863448988
ACH-000054,-0.2372440118173257
ACH-000055,-0.3242774982090593
ACH-000060,-0.06537475513387404
ACH-000067,-0.2713364817434184
ACH-000070,-0.2405240572540756
ACH-000075,-0.46430764025861604
ACH-000078,-0.21049967268076544
ACH-000082,-0.25752340309119504
ACH-000085,-0.44476315736989935
ACH-000086,-0.19752064300532532
ACH-000087,-0.14351953471489046
ACH-000092,-0.2778141225163999
ACH-000095,-0.2341171242040689
ACH-000097,-0.2699396074302833
ACH-000098,-0.1871927934240368
ACH-000099,-0.2417762060533235
ACH-000108,-0.12338257656729068
ACH-000113,-0.2754587932095042
ACH-000116,-0.15177379571918787
ACH-000118,-0.18092486254540946
ACH-000120,-0.10556136129493282
ACH-000123,-0.1497364835986182
ACH-000127,-0.11578027480680228
ACH-000128,-0.2631978789367185
ACH-000132,-0.15653598660103996
ACH-000133,-0.1500906492836202
ACH-000137,-0.3603293145712997
ACH-000138,-0.21229161248588774
ACH-000142,-0.18009867598957927
ACH-000143,-0.3125093297729458
ACH-000146,-0.05756516063960618
ACH-000148,-0.24796012856845315
ACH-000150,-0.32479455416453296
ACH-000152,-0.3853143825131151
ACH-000153,-0.11827907406488468
ACH-000159,-0.2639962042690883
ACH-000160,-0.28400979550264416
ACH-000163,-0.25804653915021913
ACH-000167,0.0944177598121974
ACH-000168,-0.1976979920824487
ACH-000169,-0.27995116734234315
ACH-000178,-0.2573833073284081
ACH-000183,-0.08120789910332804
ACH-000188,-0.13220819469850267
ACH-000189,-0.19683888392625395
ACH-000190,-0.2905183210284815
ACH-000198,-0.2518703780276381
ACH-000203,-0.07148922433622289
ACH-000204,-0.284628120219691
ACH-000206,0.011218063738709807
ACH-000207,-0.06329921563175729
ACH-000208,-0.12146644962739757
ACH-000210,-0.03149090342355125
ACH-000211,-0.14511044172635376
ACH-000215,-0.2725344272731769
ACH-000221,-0.08383965606767656
ACH-000222,-0.14562854003308065
ACH-000223,-0.030060732945019757
ACH-000226,-0.3391819132833404
ACH-000227,0.029996424932738762
ACH-000228,-0.26634255656732325
ACH-000231,-0.18027966405925366
ACH-000232,-0.1982722010794035
ACH-000233,-0.1737228114393739
ACH-000234,-0.6290501643301186
ACH-000235,-0.2276580926077671
ACH-000237,-0.1551849138718126
