,OBP2A (29991)
ACH-000221,-0.39578662156741945
ACH-000222,-0.4459374350862239
ACH-000223,-0.2693360423308598
ACH-000226,-0.11153150390140293
ACH-000227,-0.5350771801014256
ACH-000228,-0.19382792506176924
ACH-000231,-0.22452942560220665
ACH-000232,-0.25628830314085344
ACH-000233,-0.1812861883933725
ACH-000234,-0.27664989999271233
ACH-000235,-0.3668500946765033
ACH-000237,-0.3336924695026327
ACH-000238,-0.3407464872329949
ACH-000242,-0.4830531593259368
ACH-000243,-0.12105839262673596
ACH-000244,-0.15523479783356506
ACH-000246,-0.21112805910383312
ACH-000248,-0.2117397991008297
ACH-000250,-0.2526842769156568
ACH-000251,-0.3744488162880493
ACH-000252,-0.2936055067212461
ACH-000253,-0.3455811926841296
ACH-000255,-0.3070781025844189
ACH-000256,-0.335264491858049
ACH-000257,-0.2705888627980531
ACH-000258,-0.2744635968843691
ACH-000259,-0.38915986958004817
ACH-000260,-0.2944772877026661
ACH-000261,-0.1381294446356722
ACH-000262,-0.22976931936754816
ACH-000263,-0.5011323658132784
ACH-000264,-0.24226553595031944
ACH-000265,-0.14389805654592666
ACH-000266,-0.2321460674016625
ACH-000272,-0.32956980801667746
ACH-000274,-0.2670579642024397
ACH-000277,-0.25738031446028004
ACH-000278,-0.2583219801317995
ACH-000279,-0.09070687178997054
ACH-000280,-0.3504399039521517
ACH-000281,-0.3123844513274007
ACH-000288,-0.10885324492207288
ACH-000291,-0.2937891350901077
ACH-000293,-0.24926094823963035
ACH-000294,-0.34964075440001824
ACH-000295,-0.38672444326388056
ACH-000296,-0.3006703232367632
ACH-000302,-0.1035687919941611
ACH-000304,-0.17988261310520856
ACH-000307,-0.18363516056054888
ACH-000308,-0.25514761689075216
ACH-000310,-0.27120434257191256
ACH-000311,-0.2746716443952755
ACH-000312,-0.36581855174418654
ACH-000315,-0.2525298481118648
ACH-000316,-0.2815986150889628
ACH-000317,-0.2882467693121958
ACH-000318,-0.4360046485402081
ACH-000319,-0.12200821773715795
ACH-000320,-0.2791457982490221
ACH-000322,-0.20491051292218526
ACH-000323,-0.4866746984174918
ACH-000324,-0.3686056493048169
ACH-000329,-0.3884044835933891
ACH-000330,-0.18516612288955095
ACH-000331,-0.2442379056511525
ACH-000332,-0.27020231782324705
ACH-000334,-0.3827886327602792
ACH-000335,-0.2550678723017565
ACH-000336,0.11718806792452817
ACH-000337,-0.2291562160318062
ACH-000338,-0.3054033198362556
ACH-000339,-0.25227443339642186
ACH-000341,-0.1883900391530951
ACH-000348,-0.3564428594299037
ACH-000350,-0.2781399960158085
ACH-000352,-0.3106209014105301
ACH-000356,-0.18625995907163773
ACH-000361,-0.15461501828212934
ACH-000362,-0.3058397902519289
ACH-000363,-0.35442611192574336
ACH-000364,-0.08854652228711829
ACH-000365,-0.21365083414917574
ACH-000366,-0.37494439076962655
ACH-000368,-0.15861820297504148
ACH-000374,-0.2369282287994542
ACH-000375,-0.4082125235659756
ACH-000376,-0.4087127023823996
ACH-000381,-0.4288168305883507
ACH-000383,-0.3261657978538717
ACH-000387,-0.30068613417258283
ACH-000389,-0.2291357203224287
ACH-000390,-0.13602502041474726
ACH-000393,-0.3691942722912723
ACH-000395,-0.5050069318694291
ACH-000396,-0.31381030192652265
ACH-000397,-0.26270103325590904
ACH-000401,-0.2127969248877093
ACH-000402,-0.11667191121707565
ACH-000403,-0.28393627764785995
ACH-000404,-0.4192296069346715
ACH-000406,-0.3334985943789035
ACH-000407,-0.3238814310207927
ACH-000408,-0.2384360259973061
ACH-000410,-0.26166045734747195
ACH-000411,-0.3283638164941293
ACH-000414,-0.25986801572132323
ACH-000415,0.03415158101096346
ACH-000416,-0.3743075974057971
ACH-000420,-0.4097457995630736
ACH-000421,-0.13137666563775696
ACH-000424,0.03344293588132838
ACH-000425,-0.16931645942083892
ACH-000426,-0.2105148268528316
ACH-000427,-0.23647522656009426
ACH-000433,-0.2694028749619518
ACH-000435,-0.5457702404948864
ACH-000436,-0.2713136675525934
ACH-000444,-0.1898819778764886
ACH-000445,-0.3486045400599511
ACH-000448,-0.1606991727122266
ACH-000450,-0.21915275283736255
ACH-000452,-0.2371837801437808
ACH-000454,-0.2659806838329412
ACH-000458,-0.346063732348229
ACH-000459,-0.28088931788409144
ACH-000460,-0.15786642185598238
ACH-000461,-0.34216522518105635
ACH-000463,-0.2255858124292831
ACH-000464,-0.20955342463065926
ACH-000466,-0.21162830667180887
ACH-000467,-0.2636168562848096
ACH-000468,-0.2512968129464698
ACH-000469,-0.3092187714093963
ACH-000470,-0.2724667138947616
ACH-000471,-0.2228808557028696
ACH-000472,-0.22215554273620744
ACH-000473,-0.22097112805240893
ACH-000475,-0.27955378363237304
ACH-000476,-0.21856606216818655
ACH-000477,-0.1878664827427107
ACH-000479,-0.38554484476207945
ACH-000480,-0.20520109672868644
ACH-000481,-0.34053052694954977
ACH-000483,-0.2851431259936788
ACH-000484,-0.20633134020082
ACH-000485,-0.3603024272611419
ACH-000486,-0.13441981018849133
ACH-000487,-0.3373427260875139
ACH-000488,-0.33265650105615624
ACH-000490,-0.18493629669158054
ACH-000491,-0.2469635774343023
ACH-000495,-0.5372976584837016
ACH-000496,-0.29696015482502514
ACH-000499,-0.35725785589514736
ACH-000500,-0.17491953159394832
ACH-000502,-0.2869642867299585
ACH-000503,-0.1418299935854714
ACH-000505,-0.1425386524729527
ACH-000507,-0.2272684143744561
ACH-000510,-0.0743883663765378
ACH-000511,-0.27832992493648795
ACH-000512,-0.2147168212591692
ACH-000516,-0.2921921936364152
ACH-000517,-0.3014299636003362
ACH-000518,-0.13924761471504207
ACH-000520,-0.2359891342980421
ACH-000521,-0.5343712075302677
ACH-000522,-0.08173747727610275
ACH-000524,-0.2795379256484667
ACH-000527,-0.2651780699354165
ACH-000528,-0.1785485265411059
ACH-000537,-0.19012827121286824
ACH-000541,-0.4715819248922978
ACH-000542,-0.19654003098432468
ACH-000544,-0.32050792912249515
ACH-000545,-0.1041849392103476
ACH-000547,-0.2438889817944841
ACH-000548,-0.12663663043581164
ACH-000549,-0.25178616362044576
ACH-000550,-0.2828587574193561
ACH-000552,-0.2714911090500638
ACH-000556,-0.19575602434876985
ACH-000557,-0.3888091046523718
ACH-000569,-0.24852832414804985
ACH-000570,-0.3993684981165329
ACH-000571,-0.29218739170102176
ACH-000573,-0.16095205916411165
ACH-000576,-0.3034830378395432
ACH-000579,-0.3956633352410379
ACH-000580,-0.3032323954761721
ACH-000584,-0.2573601126116007
ACH-000585,-0.15853668299803028
ACH-000588,-0.2811607531343586
ACH-000589,-0.20976841171992774
ACH-000591,-0.2667741082255802
ACH-000593,-0.38096393205104
ACH-000600,-0.2251179523036415
ACH-000601,-0.2545523219570681
ACH-000605,-0.3516877024896697
ACH-000606,-0.00946490254534581
ACH-000608,-0.3833531455605577
ACH-000614,-0.4027718864428384
ACH-000616,-0.2533924862916633
ACH-000618,-0.16414708086020355
ACH-000619,-0.6284090261396144
ACH-000620,-0.1558202529199647
ACH-000621,-0.3666777681960727
ACH-000622,-0.5333702754920275
ACH-000623,-0.13267568775181862
ACH-000624,-0.16458431590195433
ACH-000627,-0.25125321526765826
ACH-000630,-0.1411168698656155
ACH-000631,-0.2916989071677153
ACH-000632,-0.2603621634019234
ACH-000633,-0.012125240606371709
ACH-000637,-0.3172680742299949
ACH-000638,-0.11606194823841633
ACH-000646,-0.2155183425418438
ACH-000647,-0.1855044751574404
ACH-000648,-0.30515604008877784
ACH-000649,-0.2902261964076916
ACH-000651,-0.27508949792932713
ACH-000652,-0.4286754920959857
ACH-000653,-0.07955946910576682
ACH-000657,-0.31564377287120016
ACH-000658,-0.39881035371932777
ACH-000661,-0.15238933730746532
ACH-000662,-0.10563258430581332
ACH-000663,-0.3200511880072627
ACH-000665,-0.2459334412328729
ACH-000671,-0.2614574822865223
ACH-000672,-0.23009736051396704
ACH-000673,-0.17886064150684625
ACH-000676,-0.3142673903010513
ACH-000677,-0.11797027676136025
ACH-000681,-0.4122463035395704
ACH-000683,-0.3488572922802649
ACH-000684,-0.22668663143355786
ACH-000688,-0.27333643109138644
ACH-000693,-0.1248364681613802
ACH-000694,-0.2449378422631108
ACH-000695,-0.2412699391602149
ACH-000696,-0.3113611169476248
ACH-000697,-0.18699638478694816
ACH-000699,-0.2663314264210502
ACH-000701,-0.20826882203334424
ACH-000706,-0.3365985958526531
ACH-000711,-0.1321283073875966
ACH-000713,-0.12591460527367782
ACH-000714,-0.09017427722873808
ACH-000718,-0.3042774685850198
ACH-000720,-0.2989763859345453
ACH-000721,-0.36393387658930504
ACH-000724,-0.24935232583593864
ACH-000725,-0.021020038417812147
ACH-000732,-0.09059177418039274
ACH-000734,-0.20454595368809228
ACH-000735,-0.27871241957383586
ACH-000736,-0.19814401825724806
ACH-000738,-0.2998694164047391
ACH-000746,-0.39165408669735496
ACH-000747,-0.2879736838554782
ACH-000748,-0.32266760021651625
ACH-000753,-0.22225091503913735
ACH-000756,-0.3103460757694337
ACH-000757,-0.4579865766423738
ACH-000758,-0.07032635970790688
ACH-000760,-0.2507772842364489
ACH-000762,-0.2870883526717959
ACH-000763,-0.02998668827702257
ACH-000764,-0.30075578821207305
ACH-000765,-0.3250456019476212
ACH-000766,-0.13153367488849127
ACH-000767,-0.37691519687803854
ACH-000768,-0.2203588175698333
ACH-000769,-0.27317429251148523
ACH-000770,-0.24385873825040605
ACH-000771,-0.2543627898758263
ACH-000773,-0.17993562689291892
ACH-000776,-0.21247342356383964
ACH-000777,-0.26020608044025395
ACH-000778,-0.1309479883715318
ACH-000781,-0.326784409154216
ACH-000782,-0.40618924553577507
ACH-000783,-0.4638992502901696
ACH-000784,-0.23949629763220606
ACH-000785,-0.2893766442749691
ACH-000787,-0.24285388429163784
ACH-000788,-0.24362370144483303
ACH-000791,-0.3263437442110981
ACH-000792,-0.1794481744605659
ACH-000794,-0.2609516256927104
ACH-000796,-0.18927137805200595
ACH-000798,-0.17478155036117513
ACH-000799,-0.259253297559208
ACH-000800,-0.21556799354945555
ACH-000802,-0.07804560197991631
ACH-000804,-0.31697660567739994
ACH-000805,-0.2568898056616558
ACH-000809,-0.3139551030295623
ACH-000810,-0.3294136381244212
ACH-000811,-0.3133938706167877
ACH-000817,-0.3455982405219684
ACH-000819,-0.4262791876869307
ACH-000820,-0.18113206195183346
ACH-000821,-0.22392798698444952
ACH-000822,-0.2427422922711442
ACH-000823,-0.26816355287867777
ACH-000824,-0.3626492477905328
ACH-000827,-0.28480833835461145
ACH-000829,-0.4117785577690536
ACH-000831,-0.2447280081732274
ACH-000832,-0.028185282533929563
ACH-000833,-0.28445186563188435
ACH-000834,-0.18943565962836847
ACH-000835,-0.30649958597697124
ACH-000836,-0.2615005987298309
ACH-000837,-0.2750015221941569
ACH-000838,-0.22965698309386245
ACH-000839,-0.2353594438321656
ACH-000840,-0.02024849334542169
ACH-000841,-0.3234719487714498
ACH-000843,-0.06534381412760308
ACH-000846,-0.4500108897112121
ACH-000847,-0.12236887687667068
ACH-000848,-0.20934267443392893
ACH-000849,-0.3917733850972989
ACH-000851,-0.25662951294074793
ACH-000855,-0.2497310881111
ACH-000856,-0.4783202269475293
ACH-000858,-0.2943088900044323
ACH-000859,-0.03662499990580003
ACH-000861,-0.271189900537174
ACH-000862,-0.3639132239404597
ACH-000865,-0.18291161740232006
ACH-000866,-0.247825877226061
ACH-000867,-0.17603242817218648
ACH-000869,-0.06394306955647913
ACH-000872,-0.3520126638085254
ACH-000873,-0.1742555677389296
ACH-000876,-0.18127670304295032
ACH-000878,-0.3389029982541167
ACH-000880,-0.3524021516287474
ACH-000881,-0.2610937345540862
ACH-000882,-0.5254778165601846
ACH-000884,-0.29837626098403186
ACH-000885,-0.2456039015886561
ACH-000887,-0.3350819989789965
ACH-000889,-0.30051085932652183
ACH-000896,-0.2935331745046543
ACH-000898,-0.25381343301095804
ACH-000900,-0.23442416464597934
ACH-000901,-0.2850435973413498
ACH-000905,-0.2430490322486933
ACH-000906,-0.20826401619842635
ACH-000907,-0.4736852092712358
ACH-000910,-0.21355362828304766
ACH-000911,-0.33954827581731195
ACH-000912,-0.18209287830920898
ACH-000913,-0.4394519362458532
ACH-000915,-0.22438238592912965
ACH-000916,-0.5430244050992361
ACH-000917,-0.10950535036938217
ACH-000920,-0.4324541812752579
ACH-000921,-0.3583267670818338
ACH-000924,-0.2509034563115689
ACH-000926,-0.3425321758396456
ACH-000928,-0.4027433277814468
ACH-000929,-0.12362352112970615
ACH-000932,-0.2624470509933809
ACH-000935,-0.2072050996640988
ACH-000936,-0.27116390176680943
ACH-000937,-0.30990492405054954
ACH-000938,-0.3079827291166254
ACH-000939,-0.21564131529405045
ACH-000941,-0.2599812991769221
ACH-000943,-0.19179925173898468
ACH-000946,-0.08583405806728787
ACH-000947,-0.23488840743352
ACH-000948,-0.08010302894705539
ACH-000950,-0.37496178603113894
ACH-000953,-0.3457687190862797
ACH-000954,-0.2896382730997841
ACH-000957,0.01143177989211663
ACH-000958,-0.2771908875215715
ACH-000960,-0.30623699135772403
ACH-000963,-0.11894316665127087
ACH-000968,-0.34842279989423003
ACH-000969,-0.17750803726522266
ACH-000972,-0.2265639458727665
ACH-000973,-0.33285926088222856
ACH-000974,-0.31383113079506225
ACH-000978,-0.18990342459994644
ACH-000984,-0.16229005635269922
ACH-000986,-0.1600055539979406
ACH-000988,-0.17410167303430255
ACH-000993,-0.3191874465030269
ACH-000994,-0.2029708088647593
ACH-000996,-0.2921729046939609
ACH-001001,-0.1384261004065777
ACH-001020,-0.6125858335293359
ACH-001028,-0.340816412487403
ACH-001031,-0.4458219351259019
ACH-001038,-0.2564547778182161
ACH-001048,-0.3410617298785159
ACH-001050,-0.24117025530029484
ACH-001053,-0.3384505431615289
ACH-001054,-0.2906467969172025
ACH-001061,-0.1717591212538676
ACH-001067,-0.3106583866478247
ACH-001075,-0.14188609511612624
ACH-001096,-0.44081643418218897
ACH-001111,-0.4250820593603695
ACH-001119,-0.4926505156729671
ACH-001128,-0.13316716931156802
ACH-001134,-0.4598855410199934
ACH-001151,-0.5387045813982232
ACH-001163,-0.2449805920880235
ACH-001164,-0.2582885247006542
ACH-001183,-0.21307046970478508
ACH-001192,-0.32355353466539105
ACH-001193,-0.06611233333146753
ACH-001196,-0.22614977868381697
ACH-001197,-0.3483424949571214
ACH-001205,-0.17962702731863647
ACH-001211,-0.24936466026153425
ACH-001212,-0.2748115254331807
ACH-001228,-0.18851090865930267
ACH-001232,-0.3058001887190656
ACH-001239,-0.3001283110829525
ACH-001270,-0.24283496552512504
ACH-001274,-0.1352862219172929
ACH-001275,-0.3632265332162917
ACH-001277,-0.15052121481674652
ACH-001278,-0.416414231721181
ACH-001280,-0.20111472004648145
ACH-001283,-0.2747977164876945
ACH-001289,-0.4540463979362077
ACH-001300,-0.4007634802051101
ACH-001301,-0.2915647316579057
ACH-001302,-0.4271543364750656
ACH-001306,-0.17543925757618914
ACH-001318,-0.3324220618709241
ACH-001322,-0.20845910201182435
ACH-001328,-0.2737411396782976
ACH-001332,-0.182173897264818
ACH-001336,-0.3403143302558953
ACH-001346,-0.21767416556432695
ACH-001353,-0.340521325312704
ACH-001354,-0.10516709124728392
ACH-001367,-0.4140678694568393
ACH-001368,-0.1765351928795587
ACH-001374,-0.15532493259998742
ACH-001377,-0.16450719889170326
ACH-001380,-0.3988059972438183
ACH-001391,-0.10010910768242633
ACH-001408,-0.21558179050845416
ACH-001430,0.03257702204292528
ACH-001431,-0.27119084450116115
ACH-001450,-0.4765788701451345
ACH-001496,-0.19303840517044898
ACH-001500,-0.3751184722513967
ACH-001523,-0.20443916602498385
ACH-001532,-0.4978521193167061
ACH-001550,-0.30689135935184225
ACH-001552,-0.4356338612797061
ACH-001554,-0.3183723870371584
ACH-001654,-0.2909252087096149
ACH-001735,-0.28674441949055984
ACH-001736,-0.36553405311510573
ACH-001737,-0.3119032124284005
ACH-001740,-0.3711513456340218
ACH-001745,-0.3369937265038059
ACH-001765,-0.2635017393892228
