,DET1 (55070)
ACH-000004,-0.5054119763486747
ACH-000005,-0.423660083651365
ACH-000007,-0.8091772454103021
ACH-000009,-0.2628045428722673
ACH-000011,-0.4871720968654827
ACH-000012,-0.2653311823810636
ACH-000013,-0.35293262324059105
ACH-000014,-0.6365737703364893
ACH-000015,-0.12870304346286468
ACH-000017,-0.17107775170016634
ACH-000018,-0.6344781773897398
ACH-000019,-0.2719827241595765
ACH-000021,-0.26417219135949765
ACH-000022,-0.2806851377703836
ACH-000025,-0.6249506901780749
ACH-000028,-0.5674857167475711
ACH-000030,-0.6735882422731759
ACH-000035,-0.13199810024500905
ACH-000036,-0.4023785558301223
ACH-000037,-0.2400383779528111
ACH-000039,0.034166067428210836
ACH-000040,-0.3700746685183647
ACH-000041,0.10388888104959017
ACH-000042,-0.2246826752204569
ACH-000045,-0.3031810685012619
ACH-000047,-0.21168037401749087
ACH-000052,-0.2513558766067849
ACH-000053,-0.3806862984112404
ACH-000054,-0.21300768691930208
ACH-000055,-0.5093670257207474
ACH-000060,0.13375642393936307
ACH-000067,-0.242244579650798
ACH-000070,-0.8619831824598652
ACH-000075,-0.19284146234102129
ACH-000078,-0.2237949672154879
ACH-000082,-0.2611522872387349
ACH-000085,-0.5592194913842066
ACH-000086,-0.28595775091466824
ACH-000087,-0.06572599094308149
ACH-000092,-0.4613763762497746
ACH-000095,-0.3800881438250224
ACH-000097,-0.4615133361194938
ACH-000098,-0.5166210216612115
ACH-000099,-0.007958363863312858
ACH-000108,-0.6270814400605121
ACH-000113,-0.3345260824340713
ACH-000116,-0.07558458059562702
ACH-000118,-0.2375804259920052
ACH-000120,-0.2348556193692491
ACH-000123,-0.12792453186033215
ACH-000127,-0.3565641644185744
ACH-000128,-0.5946129757172379
ACH-000132,-0.4581576192070508
ACH-000133,-0.1218144911394537
ACH-000137,-0.2911802492828164
ACH-000138,-0.4695527271462567
ACH-000142,-0.27781060151356346
ACH-000143,-0.2300933878469268
ACH-000146,-0.2096773499140797
ACH-000148,-0.18027850576513935
ACH-000150,-0.15259228934755228
ACH-000152,-0.3535889837691808
ACH-000153,-0.281801725235489
ACH-000159,-0.5408890696117219
ACH-000160,-0.3699778397721487
ACH-000163,-0.4257923868851724
ACH-000167,-0.5785223876199053
ACH-000168,-0.3981841463666343
ACH-000169,-0.3391429992781221
ACH-000178,-0.4524129275843724
ACH-000183,-0.7919292334611023
ACH-000188,-0.10015450510029804
ACH-000189,-0.4621849451584189
ACH-000190,-0.4584037235248175
ACH-000198,-0.2962798184187465
ACH-000203,-0.2999336931704581
ACH-000204,-0.19794147700549924
ACH-000206,-0.36033555561631614
ACH-000207,-0.20574138598043595
ACH-000208,-0.3160120070819744
ACH-000210,-0.1427494490314045
ACH-000211,-0.2281744430821132
ACH-000215,-0.12808885628040648
ACH-000221,-0.17315193696547998
ACH-000222,-0.4646013411411914
ACH-000223,-0.21112325268246285
ACH-000226,-0.24235407872188436
ACH-000227,-0.07018917772125746
ACH-000228,-0.2149540425367205
ACH-000231,-0.3533488563944065
ACH-000232,-0.3348254047444168
ACH-000233,-0.3216704084509092
ACH-000234,-0.6574977619347837
ACH-000235,-0.2791014323494149
ACH-000237,-0.21679422744244786
ACH-000238,-0.34485635301991113
ACH-000242,-0.2005376877095089
ACH-000243,-0.7758633373516161
ACH-000244,-0.4857661303221095
ACH-000246,-0.5641667653994356
ACH-000248,-0.09720108197455014
ACH-000250,-0.21719402790009606
ACH-000251,-0.5135225409834567
ACH-000252,-0.6576355430145194
ACH-000253,-0.5314426403809666
ACH-000255,-0.4845706701575077
ACH-000256,-0.474571989651968
ACH-000257,-0.08970779173878772
ACH-000258,-0.05232431265068229
ACH-000259,0.031258080597474085
ACH-000260,-0.6280260136975718
ACH-000261,-0.4278161617250647
ACH-000262,-0.16542747310214848
ACH-000263,-0.4169067629303321
ACH-000264,-0.20125361395199648
ACH-000265,-0.42274234110592696
ACH-000266,-0.2132085745341234
ACH-000272,-0.4265105153240841
ACH-000274,-0.4082594867287576
ACH-000277,-0.2586157843742582
ACH-000278,-0.4311056475999167
ACH-000279,-0.1778703711196493
ACH-000280,-0.5369518645187537
ACH-000281,-0.628301635087642
ACH-000288,-0.3261112272076758
ACH-000291,-0.3491199231106002
ACH-000293,-0.2699610226132005
ACH-000294,-0.23413849471989295
ACH-000295,-0.4414899102059085
ACH-000296,-0.3728522744378959
ACH-000302,-0.15546635280467205
ACH-000304,-0.4285781276578036
ACH-000307,-0.07148075079949588
ACH-000308,-0.33830910077857324
ACH-000310,-0.2736918060444693
ACH-000311,-0.6678831691112758
ACH-000312,-0.1324999862447032
ACH-000315,-0.6827368013738343
ACH-000316,-0.5034849976301202
ACH-000317,-0.33223909243833777
ACH-000318,-0.5727392409505121
ACH-000319,-0.29672267075410097
ACH-000320,-0.493059285882525
ACH-000322,-0.5330116802228635
ACH-000323,-0.26659546205770873
ACH-000324,-0.4431709522039631
ACH-000329,-0.055629388601603665
ACH-000330,-0.2320578356015407
ACH-000331,-0.2255835434490045
ACH-000332,-0.664555566545026
ACH-000334,-0.2596888745133874
ACH-000335,-0.7875270603322199
ACH-000336,-0.22847918984414936
ACH-000337,-0.3974494766062897
ACH-000338,0.4915921595990258
ACH-000339,-0.14188014596567455
ACH-000341,-0.24629277739201266
ACH-000348,-0.3662958678258816
ACH-000350,-0.21518862422863866
ACH-000352,-0.09895658875247246
ACH-000356,-0.3153670364993017
ACH-000361,-0.5738764410667764
ACH-000362,-0.3283928276962943
ACH-000363,-0.07417547538094657
ACH-000364,-0.07997224318629448
ACH-000365,-0.15183341619237145
ACH-000366,-0.13005144119347445
ACH-000368,-0.2966635126854115
ACH-000374,-0.21098131707978351
ACH-000375,-0.5709154182723193
ACH-000376,-0.5111564565515326
ACH-000381,-0.6559436349901364
ACH-000383,-0.3579292603372108
ACH-000387,-0.21188210604271784
ACH-000389,-0.5027795154804796
ACH-000390,-0.581684972380772
ACH-000393,-0.2526932167102191
ACH-000395,-0.35779234184057945
ACH-000396,-0.4900614088480697
ACH-000397,0.0012520653533968323
ACH-000401,-0.988811365993633
ACH-000402,-0.38109651726501004
ACH-000403,-0.1326483438152807
ACH-000404,-0.9018552779475324
ACH-000406,-0.25884071635411
ACH-000407,-0.6548639841815622
ACH-000408,-0.2306008988944761
ACH-000410,-0.2961783650783536
ACH-000411,-0.4205574795434219
ACH-000414,-0.4266666668727333
ACH-000415,-0.033604826048580165
ACH-000416,-0.33400040830762817
ACH-000420,-0.6464848767743366
ACH-000421,-0.27096097465835434
ACH-000424,-0.2904842829574634
ACH-000425,-0.5072834453750947
ACH-000426,-0.8149786854370871
ACH-000427,-0.6771467872731343
ACH-000433,-0.5214367005247471
ACH-000435,-0.2993333484708486
ACH-000436,-0.8254846130206397
ACH-000444,-0.5927184721396687
ACH-000445,-0.4080297242969646
ACH-000448,-0.2840058440877241
ACH-000450,-0.504063052124334
ACH-000452,-0.4030371548395326
ACH-000454,-0.32313782678372954
ACH-000458,-0.3760952650074629
ACH-000459,-0.3090513353081935
ACH-000460,0.060439333909093514
ACH-000461,-0.4829629500430168
ACH-000463,-0.2897721490902335
ACH-000464,-0.4916634950830415
ACH-000466,-0.039078845531784055
ACH-000467,-0.4939786049319407
ACH-000468,-0.4196248211578762
ACH-000469,-0.5253869130350589
ACH-000470,-0.4670268666118951
ACH-000471,-0.09169946159495336
ACH-000472,-0.17896694552325262
ACH-000473,-0.4285414613400472
ACH-000475,-0.44683330543700095
ACH-000476,-0.3847065232670803
ACH-000477,-0.2921320548330193
ACH-000479,-0.5689814319774172
ACH-000480,-0.3956662800017317
ACH-000481,-0.2748265524682707
ACH-000483,-0.35507112179249706
ACH-000484,-0.4392054217997404
ACH-000485,-0.7013726284295092
ACH-000486,-0.16072384176357704
ACH-000487,-0.3280413616936821
ACH-000488,-0.2836496655672941
ACH-000490,-0.012243555904253108
ACH-000491,-0.7081163534766742
ACH-000495,-0.4543484589760308
ACH-000496,-0.26517431193477425
ACH-000499,-0.1184181561276972
ACH-000500,-0.23345369401566896
ACH-000502,-0.6158482984427263
ACH-000503,-0.3804493028071941
ACH-000505,-0.4724374775057982
ACH-000507,-0.6268690056789725
ACH-000510,-0.2292214492601555
ACH-000511,-0.6315714775203282
ACH-000512,-0.6797719971746605
ACH-000516,-0.21850613033322205
ACH-000517,-0.11200221565635166
ACH-000518,-0.4775323652435816
ACH-000520,-0.39919816401954383
ACH-000521,-0.3925841030669369
ACH-000522,-0.4757831582993018
ACH-000524,-0.3823233508056249
ACH-000527,-0.4771087750188721
ACH-000528,-0.3161751754465709
ACH-000537,-0.1427140519942843
ACH-000541,-0.6500065890706432
ACH-000542,-0.5071503872072617
ACH-000544,-0.7246347128320714
ACH-000545,-0.4622454394205507
ACH-000547,-0.2913101862458844
ACH-000548,-0.07772513861760368
ACH-000549,-0.3277723157005833
ACH-000550,-0.6021107492887284
ACH-000552,-0.7058514747629134
ACH-000556,0.09679535076096547
ACH-000557,-0.2800976189435495
ACH-000569,-0.2700390089572246
ACH-000570,-0.8243487314579978
ACH-000571,-0.14358188302062802
ACH-000573,-0.19426822091338888
ACH-000576,-0.7617410205077411
ACH-000579,-0.3316997267473241
ACH-000580,-0.3624531210831781
ACH-000584,-0.13596833674541214
ACH-000585,0.04495144722456963
ACH-000588,-0.455619845968317
ACH-000589,-0.4367080082383325
ACH-000591,-0.30882626797839924
ACH-000593,-0.5494165260048688
ACH-000600,-0.4465083555626756
ACH-000601,-0.4447627146408455
ACH-000605,-0.3781415445950854
ACH-000606,-0.20162284389788487
ACH-000608,-0.4285592078721773
ACH-000614,-0.7097074697972395
ACH-000616,-0.27908203327082504
ACH-000618,-0.14370691372874686
ACH-000619,-0.45478876674418206
ACH-000620,-0.43713660551982203
ACH-000621,-0.2347002729742625
ACH-000622,-0.3602615601191372
ACH-000623,-0.3886241250597482
ACH-000624,-0.12086168724368487
ACH-000627,-0.3519666379949794
ACH-000630,-0.6723194592907092
ACH-000631,-0.09962476524172778
ACH-000632,-0.5238545341678735
ACH-000633,-0.3328300148561261
ACH-000637,-0.15950408373607802
ACH-000638,-0.1183756554907224
ACH-000646,-0.09287816323128473
ACH-000647,-0.2642602190693049
ACH-000648,-0.4077707077403179
ACH-000649,-0.5893071366449891
ACH-000651,-0.561184546083964
ACH-000652,-0.66717090134165
ACH-000653,-0.34755272685409483
ACH-000657,-0.03685095916502308
ACH-000658,-0.551275994128224
ACH-000661,-0.37318099905888935
ACH-000662,-0.7442186414903222
ACH-000663,-0.25284141758356576
ACH-000665,-0.2276102175335724
ACH-000671,0.044996333168505216
ACH-000672,-0.22218491110588728
ACH-000673,-0.4998723168161282
ACH-000676,-0.3684648401708254
ACH-000677,-0.2727517285442293
ACH-000681,-0.5745143859864879
ACH-000683,-0.3684610447574599
ACH-000684,-0.706727173939404
