,PLA2G3 (50487)
ACH-000004,0.0008593826388222402
ACH-000005,-0.06214805655236856
ACH-000007,0.057799524561540826
ACH-000009,-0.057852866824982765
ACH-000011,-0.023990247825571385
ACH-000012,0.11707049333470936
ACH-000013,-0.007027680799712336
ACH-000014,0.055955637261051135
ACH-000015,-0.062092112944263686
ACH-000017,-0.004947913664281464
ACH-000018,-0.044335623374269065
ACH-000019,-0.16619138471424771
ACH-000021,-0.1393782969592639
ACH-000022,-0.049078291937949416
ACH-000025,-0.15296841818802362
ACH-000028,-0.005233121207583926
ACH-000030,-0.13647361338498654
ACH-000035,-0.11021003749136543
ACH-000036,-0.17440171535217142
ACH-000037,-0.01519631370622865
ACH-000039,0.06498228825977273
ACH-000040,-0.06775770722936503
ACH-000041,-0.09857072504939524
ACH-000042,-0.11640205201125868
ACH-000045,0.07699793236962707
ACH-000047,-0.05726897986454343
ACH-000052,0.05816116720857033
ACH-000053,-0.020255526178111667
ACH-000054,-0.03469639610002796
ACH-000055,0.03454864201361492
ACH-000060,-0.031775230747101105
ACH-000067,0.09764005787116256
ACH-000070,0.13590108059099196
ACH-000075,0.09338966944170238
ACH-000078,0.027553903621329656
ACH-000082,-0.1456561469845649
ACH-000085,-0.21499354360922354
ACH-000086,-0.015055962458188871
ACH-000087,-0.09579180681876917
ACH-000092,-0.12772243564274155
ACH-000095,0.11853737602181565
ACH-000097,-0.056844759876818376
ACH-000098,0.10735665219247538
ACH-000099,-0.003364195234954529
ACH-000108,-0.1214167810204254
ACH-000113,-0.01316151445760598
ACH-000116,0.05084121357835717
ACH-000118,-0.07254748881981213
ACH-000120,-0.17597616519992515
ACH-000123,-0.11169203493222823
ACH-000127,0.11070364435963316
ACH-000128,0.0846858190716451
ACH-000132,0.015613612582211082
ACH-000133,-0.08371563388014512
ACH-000137,0.006481694571133625
ACH-000138,0.1405171648538147
ACH-000142,0.0292357121094181
ACH-000143,-0.12443656222715672
ACH-000146,0.0464588954234005
ACH-000148,0.04681841388616808
ACH-000150,0.13318606674080766
ACH-000152,0.08498909059941501
ACH-000153,-0.12653770819200202
ACH-000159,0.10686840602456946
ACH-000160,-0.07691084870408242
ACH-000163,-0.017457714310565583
ACH-000167,0.33759569549534146
ACH-000168,0.014663578576576337
ACH-000169,0.01696960200640761
ACH-000178,0.02861866802624255
ACH-000183,-0.043137143873058906
ACH-000188,-0.18716494414640664
ACH-000189,0.15516340084674102
ACH-000190,0.16539902611399782
ACH-000198,-0.06727478009272993
ACH-000203,-0.34068244316081203
ACH-000204,-0.07079111098841495
ACH-000206,-0.2743992686100021
ACH-000207,-0.034024065571874144
ACH-000208,0.2155004647773154
ACH-000210,0.2508618668512729
ACH-000211,0.030630070289320018
ACH-000215,-0.03342212791248468
ACH-000221,0.02445982589516953
ACH-000222,-0.06663780320872892
ACH-000223,-0.030260547430599263
ACH-000226,-0.1359862711540875
ACH-000227,-0.16188273766556227
ACH-000228,-0.02991837715260324
ACH-000231,-0.048278196573466235
ACH-000232,-0.03153381934560822
ACH-000233,-0.1183045431678074
ACH-000234,0.11330402990387195
ACH-000235,-0.03202544834517865
ACH-000237,-0.026466795976387143
ACH-000238,-0.02684687229717504
ACH-000242,0.08827797249738714
ACH-000243,-0.07709658126979951
ACH-000244,-0.22424670500789026
ACH-000246,-0.10039834309160214
ACH-000248,0.036240352363693634
ACH-000250,0.0291119461121016
ACH-000251,0.22248749866295373
ACH-000252,-0.17166038617234372
ACH-000253,-0.11444822855135495
ACH-000255,-0.14554367896048795
ACH-000256,-0.131961709362649
ACH-000257,0.3616175889379094
ACH-000258,-0.003397046507355084
ACH-000259,-0.04847948106306408
ACH-000260,-0.07907023878122056
ACH-000261,-0.0007816409036457544
ACH-000262,-0.10751463202367106
ACH-000263,0.08975272554743474
ACH-000264,-0.2079328764406146
ACH-000265,-0.09917587652774708
ACH-000266,-0.024184472678841298
ACH-000272,0.011430863038232016
ACH-000274,-0.04320142384721642
ACH-000277,-9.403323149551384e-05
ACH-000278,-0.04661219793529453
ACH-000279,-0.012592097697018405
ACH-000280,0.1044532537736623
ACH-000281,0.14005535560518342
ACH-000288,-0.07227421495054631
ACH-000291,-0.1610990384862804
ACH-000293,-0.08860617932264235
ACH-000294,0.2128751183236774
ACH-000295,0.10973903701793332
ACH-000296,-0.06861569105178299
ACH-000302,-0.08063805921811087
ACH-000304,-0.25327912385417123
ACH-000307,-0.0871142047619984
ACH-000308,-0.1212424408557321
ACH-000310,-0.15719094390231847
ACH-000311,-0.05333354998851375
ACH-000312,-0.16101182097032352
ACH-000315,-0.37789521896267697
ACH-000316,-0.14279816850274574
ACH-000317,0.25590281736225073
ACH-000318,0.06690044783212767
ACH-000319,-0.1882933080243244
ACH-000320,-0.08613358558120922
ACH-000322,-0.3372532134275891
ACH-000323,-0.137482868592903
ACH-000324,-0.028738912147830312
ACH-000329,0.0994926659371544
ACH-000330,0.051471385673352334
ACH-000331,-0.07533382964385328
ACH-000332,-0.03438450996829081
ACH-000334,0.054824080612115834
ACH-000335,-0.14520655841366512
ACH-000336,0.26807667938566765
ACH-000337,-0.1014099357464653
ACH-000338,-0.4978229527706242
ACH-000339,-0.02827043846075473
ACH-000341,-0.09519359351236932
ACH-000348,-0.019229327702368137
ACH-000350,0.10178858197476626
ACH-000352,-0.0024889927688043307
ACH-000356,-0.0844952739044763
ACH-000361,0.12915204075086895
ACH-000362,0.09037154769241376
ACH-000363,-0.13450609873083602
ACH-000364,-0.07370013062983619
ACH-000365,-0.018896187754676348
ACH-000366,-0.048273128952320284
ACH-000368,-0.2263966493154095
ACH-000374,0.11191532160662326
ACH-000375,-0.18935914718608893
ACH-000376,-0.11621330240951695
ACH-000381,0.0056232516151154535
ACH-000383,0.038572734042077936
ACH-000387,-0.07525487911737762
ACH-000389,0.0028619338945327488
ACH-000390,-0.013530682765071576
ACH-000393,-0.2529261807884582
ACH-000395,-0.019773266081912204
ACH-000396,-0.3171739788028161
ACH-000397,0.02198437913133868
ACH-000401,0.0692615669800951
ACH-000402,-0.029615916864095045
ACH-000403,0.07558189635302898
ACH-000404,-0.2414444050205878
ACH-000406,-0.04477412767090986
ACH-000407,0.11191091220647176
ACH-000408,-0.26226179161231084
ACH-000410,-0.0281554863034819
ACH-000411,-0.12365703806184113
ACH-000414,-0.031087715010916263
ACH-000415,-0.04586414008590321
ACH-000416,0.026410232643998017
ACH-000420,0.02899731411905065
ACH-000421,-0.2307040197448584
ACH-000424,-0.055244390008343386
ACH-000425,-0.3017062018098361
ACH-000426,0.011213200011899113
ACH-000427,-0.1672662340406316
ACH-000433,0.02399422322909916
ACH-000435,-0.00011803407894564211
ACH-000436,0.017067349839160355
ACH-000444,0.0513825857457541
ACH-000445,-0.08627512827802876
ACH-000448,-0.06684370526598436
ACH-000450,0.20164188244905087
ACH-000452,-0.08770059113271295
ACH-000454,-0.05714994044587408
ACH-000458,-0.15000735535351167
ACH-000459,-0.026802368458675896
ACH-000460,0.06181591820979521
ACH-000461,0.01867982027945209
ACH-000463,-0.09666896860585823
ACH-000464,-0.006814715714743875
ACH-000466,-0.0792325361334373
ACH-000467,-0.07819202253616836
ACH-000468,-0.02580663710399089
ACH-000469,0.0394526422565347
ACH-000470,0.15082212245485924
ACH-000471,-0.034291948065985366
ACH-000472,-0.0600036607438627
ACH-000473,-0.0464306355418718
ACH-000475,-0.08277990600148608
ACH-000476,0.0044754443682726375
ACH-000477,-0.06708080665417226
ACH-000479,0.2774010298209271
ACH-000480,0.004070732308803804
ACH-000481,0.12245955710483622
ACH-000483,-0.17687801545283222
ACH-000484,-0.07689609081742341
ACH-000485,0.007139098037600253
ACH-000486,-0.1366780385317321
ACH-000487,0.020820955370010743
ACH-000488,-0.19277538221651733
ACH-000490,-0.059819308290924016
ACH-000491,-0.11995184089446548
ACH-000495,0.09982978371650096
ACH-000496,0.010483130652782145
ACH-000499,-0.03541465892845234
ACH-000500,-0.05401261692784121
ACH-000502,-0.12339528652227905
ACH-000503,0.02680439666556213
ACH-000505,0.000743402834511784
ACH-000507,0.0014448327045469358
ACH-000510,-0.06581924976056007
ACH-000511,-0.05296956550255805
ACH-000512,0.12992276683777962
ACH-000516,-0.04567494391860955
ACH-000517,0.0069906466604523565
ACH-000518,0.08446008728887798
ACH-000520,0.08579966824805291
ACH-000521,-0.008717665592816733
ACH-000522,0.10310808975537374
ACH-000524,-0.06772866899523522
ACH-000527,-0.08341329304610387
ACH-000528,-0.14170885501421066
ACH-000537,-0.043072854375461496
ACH-000541,-0.19521872446077002
ACH-000542,-0.03024254198935718
ACH-000544,0.07038541316831172
ACH-000545,0.10646096390087167
ACH-000547,0.0724779955909839
ACH-000548,0.02239977132445596
ACH-000549,-0.1615764160738294
ACH-000550,0.06610388561014968
ACH-000552,-0.11912675850402918
ACH-000556,-0.008837969123736506
ACH-000557,-0.03179406865931508
ACH-000569,-0.14853314354130104
ACH-000570,-0.12930778279960653
ACH-000571,-0.11915922666077572
ACH-000573,-0.049908662749290685
ACH-000576,-0.16048158498278525
ACH-000579,0.2036821084004268
ACH-000580,-0.04296936137354977
ACH-000584,0.05155938357003584
ACH-000585,0.1927618694430952
ACH-000588,-0.12901505535083732
ACH-000589,-0.03250997858858825
ACH-000591,-0.1673864637264399
