,NR5A2 (2494)
ACH-000004,0.00984786136344548
ACH-000005,0.14740132369313444
ACH-000007,0.008094588866512405
ACH-000009,-0.134481938413639
ACH-000011,0.04723520390709102
ACH-000012,0.19873901001002867
ACH-000013,0.04640826194389737
ACH-000014,-0.021545513964961262
ACH-000015,0.04587206430054445
ACH-000017,0.1043860555531992
ACH-000018,0.01528113132097891
ACH-000019,-0.11173714285366784
ACH-000021,-0.018716806056951425
ACH-000022,-0.002466387047014265
ACH-000025,-0.08530279687497498
ACH-000028,0.08067651253790092
ACH-000030,0.037256837753590254
ACH-000035,-0.11398870959829713
ACH-000036,0.06644110587952969
ACH-000037,0.07367385627604088
ACH-000039,0.07731654664489263
ACH-000040,0.17262291861554868
ACH-000041,-0.1261091891558382
ACH-000042,0.10398909040225383
ACH-000045,-0.009391742085412557
ACH-000047,-0.02054820172803761
ACH-000052,-0.12660455954582597
ACH-000053,0.05742516116475644
ACH-000054,0.03844154318387039
ACH-000055,0.05898257180130965
ACH-000060,0.07913867925816345
ACH-000067,-0.014375745273435185
ACH-000070,-0.04618671397710464
ACH-000075,0.21418919691154908
ACH-000078,0.12582340869953967
ACH-000082,0.11872691360103688
ACH-000085,0.08233330437872002
ACH-000086,-0.13688752541750865
ACH-000087,-0.15783797882689726
ACH-000092,-0.01292244450756602
ACH-000095,0.00399830211638669
ACH-000097,-0.04798664220373869
ACH-000098,-0.035479786142388704
ACH-000099,0.04651080397860437
ACH-000108,0.05759723419954432
ACH-000113,0.03894869863199005
ACH-000116,0.019356806810284437
ACH-000118,-0.0071878720669853935
ACH-000120,0.10423185515278004
ACH-000123,-0.8795556660810752
ACH-000127,-0.035270627313793955
ACH-000128,-0.07704118813045413
ACH-000132,-0.13608984771240318
ACH-000133,-0.07676673274224036
ACH-000137,0.13804723659039492
ACH-000138,0.014949375420899328
ACH-000142,-0.08668098612648913
ACH-000143,-0.1984825820668336
ACH-000146,0.029977149042044345
ACH-000148,0.005689462530158043
ACH-000150,-0.013883690830072959
ACH-000152,-0.04826297934807668
ACH-000153,-0.06457326718805781
ACH-000159,-0.11220057773512553
ACH-000160,0.0636095140527838
ACH-000163,-0.009575042565319093
ACH-000167,0.15693398840995926
ACH-000168,-0.008389241945173303
ACH-000169,0.004363808266225635
ACH-000178,0.06799769494377897
ACH-000183,-0.14679519350158954
ACH-000188,0.010293364041596116
ACH-000189,-0.2795947608634348
ACH-000190,-0.039982007997154484
ACH-000198,-0.029500547243883964
ACH-000203,-0.4485346691379417
ACH-000204,-0.10818127513776694
ACH-000206,-0.07484117389829244
ACH-000207,0.03602402310225092
ACH-000208,-0.061092738918136935
ACH-000210,0.05663595815180297
ACH-000211,0.17168518949136016
ACH-000215,-0.03187995724961636
ACH-000221,0.11783429023935806
ACH-000222,-0.03328172762679231
ACH-000223,-0.016465943034092708
ACH-000226,0.10003359979982543
ACH-000227,0.12077185320621756
ACH-000228,0.052096054875099766
ACH-000231,-0.029760018438945667
ACH-000232,0.03441964572892199
ACH-000233,-0.02763815382680957
ACH-000234,0.10664968884105314
ACH-000235,-0.0127488117040319
ACH-000237,-0.022977684943769845
ACH-000238,-0.1496395190614108
ACH-000242,-0.15955837261323874
ACH-000243,0.00014781099979251593
ACH-000244,0.017719842346345546
ACH-000246,-0.0679984992049104
ACH-000248,0.0667170818452706
ACH-000250,0.04206706674134643
ACH-000251,-0.0881496263306938
ACH-000252,-0.11775755522934815
ACH-000253,0.10265826189117487
ACH-000255,-0.0436818188692745
ACH-000256,0.011133892210328051
ACH-000257,-0.1417027343990089
ACH-000258,0.10484824969770433
ACH-000259,0.001755540368407574
ACH-000260,0.03651434527186103
ACH-000261,0.08479797460968871
ACH-000262,-0.2290012196113547
ACH-000263,-0.13348543941600674
ACH-000264,-0.09420837860363752
ACH-000265,0.13483560894964758
ACH-000266,0.016372882376039486
ACH-000272,-0.04458890161442701
ACH-000274,0.036157047347740126
ACH-000277,-0.018633048883109144
ACH-000278,0.012727572303260548
ACH-000279,0.024741783497663768
ACH-000280,0.01145744339114539
ACH-000281,-0.09142697991199224
ACH-000288,0.06971850841511686
ACH-000291,-0.05959742190968735
ACH-000293,0.08946011769329021
ACH-000294,0.008198937923781978
ACH-000295,0.056898068642365913
ACH-000296,-0.1122066855903726
ACH-000302,0.06705412850764578
ACH-000304,0.02363668641292745
ACH-000307,-0.014571126037683397
ACH-000308,0.0067414670435835605
ACH-000310,0.060764995513969425
ACH-000311,-0.012422160605849941
