,IFT172 (26160)
ACH-000004,-0.13108005629412833
ACH-000005,0.04494712622217381
ACH-000007,-0.08524084906484562
ACH-000009,-0.1970614428119638
ACH-000011,-0.0198176563488799
ACH-000012,0.047032480715484125
ACH-000013,-0.09657003515441176
ACH-000014,0.02572917149724452
ACH-000015,-0.023709805603626326
ACH-000017,-0.11877331255660604
ACH-000018,-0.12242795636068245
ACH-000019,-0.024706694342872128
ACH-000021,-0.07435006659884641
ACH-000022,-0.14642353032191754
ACH-000025,0.07651035715625454
ACH-000028,-0.043937939458402214
ACH-000030,-0.09185517461530517
ACH-000035,-0.052575406763181724
ACH-000036,-0.004608969318338868
ACH-000037,-0.16939149588164368
ACH-000039,-0.03222551782467807
ACH-000040,-0.0948986477282646
ACH-000041,-0.10878663860341482
ACH-000042,-0.14539293296076386
ACH-000045,-0.04710563056956104
ACH-000047,-0.04507052882356212
ACH-000052,-0.1949704643872824
ACH-000053,-0.09668271351529974
ACH-000054,-0.07216116886709632
ACH-000055,-0.1758923123809715
ACH-000060,-0.10260406709523598
ACH-000067,-0.11747202562568895
ACH-000070,-0.1899632036597036
ACH-000075,-0.0898096350858434
ACH-000078,-0.1725231277398794
ACH-000082,-0.020437830863174532
ACH-000085,-0.1064384542577746
ACH-000086,-0.0946282722587007
ACH-000087,0.0834764713253671
ACH-000092,-0.20731947082229624
ACH-000095,-0.1282650488025481
ACH-000097,-0.0026047695324162845
ACH-000098,-0.10952826886291134
ACH-000099,-0.08660822622459595
ACH-000108,-0.029223114107735364
ACH-000113,-0.1575553420330612
ACH-000116,-0.08590987777406163
ACH-000118,0.00566323392704656
ACH-000120,0.09354969173545223
ACH-000123,-0.10474284308768787
ACH-000127,-0.03592964120654242
ACH-000128,0.030686681728082168
ACH-000132,0.028406030611598236
ACH-000133,-0.0938794859260884
ACH-000137,-0.03868164506033611
ACH-000138,-0.12214614518004975
ACH-000142,-0.04709176125403206
ACH-000143,-0.0004697119597080177
ACH-000146,-0.14489174932089044
ACH-000148,-0.09045475582998053
ACH-000150,0.03141221056009171
ACH-000152,-0.22020937300428714
ACH-000153,0.01232290209421533
ACH-000159,-0.09232524913577556
ACH-000160,-0.05474001765134531
ACH-000163,-0.10311684248473507
ACH-000167,-0.4723415539963316
ACH-000168,-0.3037269414626722
ACH-000169,-0.10047400742413064
ACH-000178,0.03662148766773807
ACH-000183,-0.2084305763612976
ACH-000188,0.12642984947500396
ACH-000189,0.014319120265399268
ACH-000190,-0.38206486248440896
ACH-000198,-0.036791260581458714
ACH-000203,0.6669840314258552
ACH-000204,-0.10876660504867007
ACH-000206,-0.08097948287017147
ACH-000207,-0.09322263627484613
ACH-000208,-0.19189929454889368
ACH-000210,0.08247281010139178
ACH-000211,-0.07278221372012653
ACH-000215,-0.09041175787867396
ACH-000221,0.05861834973632182
ACH-000222,-0.08297290065402252
ACH-000223,-0.07235727798529785
ACH-000226,-0.01111455690116008
ACH-000227,-0.3124137948845959
ACH-000228,-0.11070824971243204
ACH-000231,-0.06261658130863176
ACH-000232,-0.09760050728236752
ACH-000233,-0.2641640325981496
ACH-000234,-0.12586044613362565
ACH-000235,-0.09603458574773223
ACH-000237,-0.1484715568346371
ACH-000238,-0.1140406225333466
ACH-000242,-0.6674190952854645
ACH-000243,-0.2085350394005004
ACH-000244,-0.10990841629857803
ACH-000246,-0.06757101977269249
ACH-000248,0.018313186338480215
ACH-000250,-0.0950260992551506
ACH-000251,0.0973087914069889
ACH-000252,-0.11707505674064413
ACH-000253,-0.059833792815969615
ACH-000255,-0.052398021095804014
ACH-000256,-0.08376461079176062
ACH-000257,-0.2150725077304541
ACH-000258,-0.20566305924456585
ACH-000259,-0.16657784130624229
ACH-000260,-0.020373712413635003
ACH-000261,-0.09907353966874233
ACH-000262,-0.1565372313732652
ACH-000263,-0.5146378631940117
ACH-000264,-0.1067107523838762
ACH-000265,-0.032452696553076414
ACH-000266,-0.10431489158703684
ACH-000272,-0.05735237851632796
ACH-000274,-0.15855006100404165
ACH-000277,-0.13407155020939793
ACH-000278,-0.0966648968584714
ACH-000279,-0.016838943000793492
ACH-000280,-0.19204142192303866
ACH-000281,-0.11705387495364836
ACH-000288,-0.10660878383115788
ACH-000291,-0.0859165175720565
ACH-000293,-0.030664957771965456
ACH-000294,-0.23277066713202565
ACH-000295,-0.2759420445735111
ACH-000296,-0.15231234099581034
ACH-000302,-0.13058325164832404
ACH-000304,0.07535225959687157
ACH-000307,-0.07102751995214056
ACH-000308,-0.0647896972444809
ACH-000310,-0.01560493101998993
ACH-000311,0.0650522913059249
ACH-000312,-0.20153497918191668
ACH-000315,-0.06701624587968248
ACH-000316,-0.2590883940975426
ACH-000317,-0.050429094916650194
ACH-000318,-0.17392485866876078
ACH-000319,-0.08941167394463886
ACH-000320,-0.1324818393699666
ACH-000322,0.26939723788002096
ACH-000323,-0.25321854152487355
ACH-000324,-0.1747179507062188
ACH-000329,-0.05957048363541542
ACH-000330,-0.1332767047251613
ACH-000331,0.059837966550002265
ACH-000332,-0.1080553480023698
ACH-000334,-0.13286506158412145
ACH-000335,-0.029276796948874344
ACH-000336,0.09906775336001544
ACH-000337,-0.03377855824242265
ACH-000338,0.2350378655902208
ACH-000339,-0.007811490316622511
ACH-000341,-0.08762740924690753
ACH-000348,-0.0622456576637461
ACH-000350,-0.1527890346266952
ACH-000352,-0.04279402235342671
ACH-000356,-0.014601505206394885
ACH-000361,-0.21294149265845774
ACH-000362,-0.1313745492175908
ACH-000363,-0.06619755255573383
ACH-000364,-0.1803036804179596
ACH-000365,-0.20704372552485764
ACH-000366,-0.213873493616022
ACH-000368,-0.07668520207686301
ACH-000374,0.08130406466441309
ACH-000375,-0.14280664856604927
ACH-000376,-0.09394319891696302
ACH-000381,-0.22699373317435326
ACH-000383,-0.048957075958805836
ACH-000387,-0.08415804387062174
ACH-000389,-0.1520831003787447
ACH-000390,-0.1344072884614632
ACH-000393,-0.149320248786886
ACH-000395,-0.07121764870312786
ACH-000396,-0.3842477547217595
ACH-000397,-0.15099776272593915
ACH-000401,0.04792645468842013
ACH-000402,-0.16753668673814212
ACH-000403,-0.097748307590885
ACH-000404,-0.2350535157206444
ACH-000406,-0.1125069727555523
ACH-000407,-0.17750748644127665
ACH-000408,-0.09626718546007117
ACH-000410,-0.04900584907623901
ACH-000411,0.11349157519528655
ACH-000414,-0.0413944056519223
ACH-000415,-0.042537385628070766
ACH-000416,-0.09493106698767548
ACH-000420,-0.10200892420097288
ACH-000421,-0.16249010125099167
ACH-000424,-0.0004361029770980582
ACH-000425,-0.03788345081053785
ACH-000426,-0.07179395413819865
ACH-000427,-0.1215241523383425
ACH-000433,0.08245075321583281
ACH-000435,-0.037879531913017336
ACH-000436,-0.14153804953033775
ACH-000444,-0.0471962354865202
ACH-000445,-0.10627802058222377
ACH-000448,-0.1523555063737244
ACH-000450,-0.059586680164784876
ACH-000452,-0.05606357823893941
ACH-000454,-0.1446928496990049
ACH-000458,-0.010586219094054598
ACH-000459,-0.14869617964515028
ACH-000460,-0.09197337961880277
ACH-000461,-0.11847415861017432
ACH-000463,-0.08152455303280726
ACH-000464,-0.06415790112382216
ACH-000466,-0.11421125135618378
ACH-000467,-0.11960883880715885
ACH-000468,-0.12269595672231676
ACH-000469,-0.028820389481179695
ACH-000470,-0.16717448654843672
ACH-000471,-0.10450347069163536
ACH-000472,-0.14477772027185215
ACH-000473,-0.12239722351840973
ACH-000475,-0.08050587838794868
ACH-000476,-0.1054139948587456
ACH-000477,0.0054706127058030225
ACH-000479,0.26373515844893153
ACH-000480,-0.18085274317355135
ACH-000481,-0.08586794063868418
ACH-000483,0.012607120962932695
ACH-000484,-0.06538333687315316
ACH-000485,0.0013221718117262995
ACH-000486,-0.018991727345892224
ACH-000487,-0.135742237211803
ACH-000488,-0.13484949020043774
ACH-000490,-0.0014486702786704214
ACH-000491,-0.22464990553170786
ACH-000495,-0.2888032363911846
ACH-000496,-0.0449809106826416
ACH-000499,-0.012475029072241366
ACH-000500,-0.4328250757816883
ACH-000502,-0.0721874691166889
ACH-000503,0.2205839531197908
ACH-000505,-0.049322029974498666
ACH-000507,0.013180903408818152
ACH-000510,0.02140965679953312
ACH-000511,-0.15632725953409066
ACH-000512,-0.061277756470170815
ACH-000516,-0.09288558612664467
ACH-000517,-0.14927025780318498
ACH-000518,-0.05377627169332347
ACH-000520,-0.1052595129913212
ACH-000521,-0.19486264675990514
ACH-000522,-0.09617492754513927
ACH-000524,-0.14598296534391966
ACH-000527,-0.057771833112679714
ACH-000528,-0.12419065324936883
ACH-000537,-0.21575861954441986
ACH-000541,0.009624241994780312
ACH-000542,-0.13907886613470832
ACH-000544,-0.024975434590144813
ACH-000545,-0.1045912065009381
ACH-000547,-0.006810776250118325
ACH-000548,-0.04339444216720514
ACH-000549,-0.03897794959517928
ACH-000550,-0.03367560563821133
ACH-000552,-0.03285000431636008
ACH-000556,-0.0634019410752007
ACH-000557,-0.21534395592731773
ACH-000569,-0.3160541907601226
ACH-000570,-0.035383256538984366
ACH-000571,-0.14208812176702632
ACH-000573,-0.045937385510268436
ACH-000576,-0.14186777078008975
ACH-000579,0.1673750683989558
ACH-000580,-0.056991964581657964
ACH-000584,-0.0862620460134335
ACH-000585,-0.12477909143799927
