,IST1 (9798)
ACH-000004,-0.2776325117162232
ACH-000005,-0.22313995806010972
ACH-000007,0.05950404782296965
ACH-000009,-0.14461811484158074
ACH-000011,-0.21638215371073927
ACH-000012,-0.2449862288306073
ACH-000013,-0.1750579591120877
ACH-000014,-0.0984951260340228
ACH-000015,0.013016790751519285
ACH-000017,-0.5359696641348081
ACH-000018,-0.021939412078971744
ACH-000019,-0.041819527971955636
ACH-000021,-0.01951139385798824
ACH-000022,-0.14508604058005964
ACH-000025,-0.26331618645505284
ACH-000028,-0.11667230005641188
ACH-000030,-0.1744624876012437
ACH-000035,-0.030180779663676105
ACH-000036,-0.2452231975359761
ACH-000037,-0.17773805461858172
ACH-000039,-0.18882865346759345
ACH-000040,0.216005992421756
ACH-000041,0.08131939057248874
ACH-000042,-0.07234436842252434
ACH-000045,-0.1254989092768613
ACH-000047,-0.3525896047368488
ACH-000052,-0.0594926000003804
ACH-000053,-0.1171942454755131
ACH-000054,-0.22265844308832047
ACH-000055,-0.005598003291110098
ACH-000060,-0.2953637231766622
ACH-000067,-0.17586339673387588
ACH-000070,0.11991748478164466
ACH-000075,-0.2682792785133265
ACH-000078,-0.3584065083445055
ACH-000082,-0.1848807130576772
ACH-000085,-0.19660023499429624
ACH-000086,-0.1983076514179836
ACH-000087,-0.18120673453102135
ACH-000092,-0.0898866287223864
ACH-000095,-0.11087344318180696
ACH-000097,-0.2066983146414178
ACH-000098,-0.32786763070037994
ACH-000099,-0.09091256364354212
ACH-000108,-0.16989393304787045
ACH-000113,-0.2320835730748668
ACH-000116,-0.15236473257115335
ACH-000118,-0.2756921484936505
ACH-000120,0.01739282683536971
ACH-000123,-0.1155939904759661
ACH-000127,-0.2561709844931577
ACH-000128,-0.3489948706813585
ACH-000132,-0.33095464083869275
ACH-000133,-0.1623294449197433
ACH-000137,-0.20037661711703128
ACH-000138,-0.20093850689063608
ACH-000142,-0.2508810614083305
ACH-000143,0.0014921331603113038
ACH-000146,-0.17076450159536516
ACH-000148,-0.07104893265575
ACH-000150,-0.1297083702842834
ACH-000152,-0.0373584977744116
ACH-000153,-0.00924003507974447
ACH-000159,0.016833313273602154
ACH-000160,-0.07905103489320701
ACH-000163,-0.09737527939541828
ACH-000167,-0.10976123090081104
ACH-000168,-0.28503604302918045
