,DNPH1 (10591)
ACH-000004,0.0691858788588097
ACH-000005,-0.002233614504405538
ACH-000007,-0.06258025236546495
ACH-000009,-0.02592386486014196
ACH-000011,-0.13361523980570425
ACH-000012,-0.022175774061867888
ACH-000013,-0.02592387710061122
ACH-000014,-0.05281545999723685
ACH-000015,0.07844963401129479
ACH-000017,0.02304906455348519
ACH-000018,-0.09613259679728324
ACH-000019,0.011369478196766805
ACH-000021,0.014112603326055446
ACH-000022,-0.11414438324827138
ACH-000025,-0.06691376459214551
ACH-000028,-0.11588066289579482
ACH-000030,-0.049960490137730434
ACH-000035,-0.039544803725236465
ACH-000036,-0.09596123204264162
ACH-000037,0.12100507494187428
ACH-000039,-0.004470028562554206
ACH-000040,0.012053061124182177
ACH-000041,0.07505196897875467
ACH-000042,0.02262633540256394
ACH-000045,0.12367304659937467
ACH-000047,-0.0750951841361594
ACH-000052,-0.07775318933941833
ACH-000053,-0.013454006082282276
ACH-000054,0.023094204689768756
ACH-000055,-0.0061146158401151314
ACH-000060,-0.14452709213605813
ACH-000067,-0.02886254416877695
ACH-000070,0.01188137383346224
ACH-000075,0.25102007471621857
ACH-000078,-0.1687634759320515
ACH-000082,-0.07667397924171636
ACH-000085,-0.0607000069150752
ACH-000086,-0.16562380106302715
ACH-000087,-0.0031782374163871266
ACH-000092,-0.02096350510070207
ACH-000095,0.03379785029265349
ACH-000097,0.0364167453694837
ACH-000098,-0.09430113849205464
ACH-000099,-0.12233154089307822
ACH-000108,-0.02748035926160027
ACH-000113,-0.0182260283641945
ACH-000116,-0.05104775864660696
ACH-000118,-0.001603030068801928
ACH-000120,0.12970283273108424
ACH-000123,0.07660674023539478
ACH-000127,-0.1526457266444221
ACH-000128,-0.19210436116094454
ACH-000132,-0.036521042685710166
ACH-000133,-0.0690400571721637
ACH-000137,-0.0121445230919091
ACH-000138,-0.0791212565430466
ACH-000142,0.016692683990215108
ACH-000143,0.01638821986214051
ACH-000146,-0.21991511694639893
ACH-000148,0.09458156821438504
ACH-000150,0.05668174987947036
ACH-000152,-0.0460120943027283
ACH-000153,0.11548031775721468
ACH-000159,-0.05117782779852506
ACH-000160,-0.0073255205532196345
ACH-000163,0.0895153901728796
ACH-000167,-0.2607734144834244
ACH-000168,-0.07360070651405574
ACH-000169,-0.008241900348745522
ACH-000178,-0.10753308522992117
ACH-000183,-0.08447627995306534
ACH-000188,-0.09667089346156944
ACH-000189,0.08508057011115837
ACH-000190,-0.031597176509321825
ACH-000198,0.09702678082974796
ACH-000203,0.2611801239067035
ACH-000204,-0.024813325778282387
ACH-000206,-0.2326253361084533
ACH-000207,-0.2264049700282674
ACH-000208,0.0878921270426918
ACH-000210,0.07539245277454719
ACH-000211,0.01295632802714072
ACH-000215,-0.014531642780130673
ACH-000221,0.03500818550372285
ACH-000222,0.08051301531595488
ACH-000223,-0.271280407061156
ACH-000226,-0.02142989131421424
ACH-000227,0.04671573479478318
ACH-000228,-0.08219469860473981
ACH-000231,-0.14004642724775546
ACH-000232,0.08261151620918794
ACH-000233,0.01396504513217097
ACH-000234,0.07762365993963702
ACH-000235,-0.0957996130637712
ACH-000237,-0.04010168813905223
ACH-000238,-0.014597263630236798
ACH-000242,0.12762470947573182
ACH-000243,-0.08472958848970044
ACH-000244,0.02956436662106422
ACH-000246,-0.05589180900555681
ACH-000248,-0.11124040914971016
ACH-000250,-0.03194610505514656
ACH-000251,-0.2288575035031613
ACH-000252,-0.05099600165832733
ACH-000253,-0.03330038848148826
ACH-000255,-0.03969917589800692
ACH-000256,0.0131872230883137
ACH-000257,-0.01867290826456636
ACH-000258,0.12394688114698135
ACH-000259,-0.04127779553095598
ACH-000260,-0.023350117402343468
ACH-000261,-0.042926101911583706
ACH-000262,0.16123014767825686
ACH-000263,-0.00962940058978403
ACH-000264,-0.060641026457444715
ACH-000265,0.04896016229987495
ACH-000266,0.045324933954096334
ACH-000272,-0.03922142111199746
ACH-000274,0.037926555448642464
ACH-000277,-0.10026125651996096
ACH-000278,0.07191321402544741
ACH-000279,-0.004834386181454347
ACH-000280,-0.018290331794779714
ACH-000281,0.0444695900486492
ACH-000288,0.07378887505217496
ACH-000291,0.003328444453549048
ACH-000293,-0.1221744466301804
ACH-000294,-0.05866000889359772
ACH-000295,-0.09176233367986003
ACH-000296,0.014301934645534671
ACH-000302,0.027215443476954933
ACH-000304,0.1502559074899897
ACH-000307,-0.03879996293180184
ACH-000308,-0.045662758423083205
ACH-000310,-0.1889736377557993
ACH-000311,0.08758891409619693
ACH-000312,-0.03094532060935778
ACH-000315,0.09771393544081584
ACH-000316,0.023723754368711842
ACH-000317,-0.011886207788027616
ACH-000318,-0.10406831423298203
ACH-000319,-0.14076019729727698
ACH-000320,0.11244339659871773
ACH-000322,0.08177599436972187
ACH-000323,0.03899772124418095
ACH-000324,0.018110293574375786
ACH-000329,-0.0503800927782634
ACH-000330,0.0669446736505143
ACH-000331,-0.09884162464100137
ACH-000332,0.022064051569378598
ACH-000334,-0.045595060342056216
ACH-000335,0.0646270099330138
ACH-000336,0.15983187517629502
ACH-000337,-0.1475581898650168
ACH-000338,0.020541308239690168
ACH-000339,-0.13506681587732725
ACH-000341,0.025080983218899167
ACH-000348,-0.09469358066534356
ACH-000350,0.0903663592628755
ACH-000352,0.06846775198100064
ACH-000356,-0.03001636033301972
ACH-000361,0.1319323042389989
ACH-000362,-0.13529983828859446
ACH-000363,-0.08014641843823504
ACH-000364,0.015005334451329138
ACH-000365,-0.026286028903782916
ACH-000366,-0.06660444439233368
ACH-000368,-0.1725254467035206
ACH-000374,-0.0967313477859389
ACH-000375,0.15122414061272915
ACH-000376,0.016789082280003448
ACH-000381,0.03702477570072183
