,ORAI1 (84876)
ACH-000004,-0.17561051540725284
ACH-000005,0.12733303685806635
ACH-000007,0.03759683786611733
ACH-000009,-0.2246185296867297
ACH-000011,-0.1571731357219539
ACH-000012,-0.0737862657696665
ACH-000013,-0.09906192604756443
ACH-000014,-0.013900787761353449
ACH-000015,-0.1279704088276034
ACH-000017,-0.07759126002019938
ACH-000018,0.15286261333629236
ACH-000019,-0.12885822834206126
ACH-000021,-0.18443336052835588
ACH-000022,0.06654679232372326
ACH-000025,-0.10622776024007977
ACH-000028,-0.07497596441191524
ACH-000030,-0.0092975367060926
ACH-000035,-0.027277467392441343
ACH-000036,0.018602553131949143
ACH-000037,-0.2586789182403221
ACH-000039,-0.002546700580470526
ACH-000040,-0.09540213081456664
ACH-000041,-0.1799863529702104
ACH-000042,-0.11254662740496674
ACH-000045,0.0037335594320444024
ACH-000047,-0.15437723550161364
ACH-000052,0.11478514683159186
ACH-000053,-0.1249118681559312
ACH-000054,-0.1406291103269698
ACH-000055,0.017837659097186178
ACH-000060,-0.17025165753643567
ACH-000067,-0.3923342930625184
ACH-000070,-0.039856165494551975
ACH-000075,-0.3237494145313071
ACH-000078,-0.1817281719457429
ACH-000082,-0.2228965463360688
ACH-000085,-0.2090904106116986
ACH-000086,-0.059672259421635364
ACH-000087,-0.07503927177704896
ACH-000092,-0.00537377519758122
ACH-000095,-0.1475378783172489
ACH-000097,-0.22688387670745885
ACH-000098,-0.084836426101542
ACH-000099,-0.1655190670168677
ACH-000108,-0.24947104070527296
ACH-000113,-0.01040430503071297
ACH-000116,-0.14647184306747793
ACH-000118,-0.11215149888442287
ACH-000120,-0.004508347402914944
ACH-000123,0.0024323139652630017
ACH-000127,-0.12271006934383864
ACH-000128,-0.07698031348765355
ACH-000132,-0.08100110938221369
ACH-000133,-0.12174947740677305
ACH-000137,-0.12585305760989532
ACH-000138,0.011284662742896051
ACH-000142,0.06504162382461177
ACH-000143,-0.07769711499837736
ACH-000146,-0.0709113578666366
ACH-000148,-0.09664547486947904
ACH-000150,-0.06267982414482119
ACH-000152,-0.08632611152955398
ACH-000153,-0.12518705684099493
ACH-000159,-0.035186388554283375
ACH-000160,0.007279040105513105
ACH-000163,-0.15851344051748098
ACH-000167,0.3228892866961981
ACH-000168,-0.21082533894500485
ACH-000169,-0.059933503551860126
ACH-000178,-0.2340562028014358
ACH-000183,0.1968192902784532
ACH-000188,0.05894386833248974
