,CPSF3L (54973)
ACH-000189,-1.2103670006494522
ACH-000190,-1.3480296747338238
ACH-000198,-1.3697223406197934
ACH-000203,-1.1145142803637775
ACH-000204,-1.0902772767482891
ACH-000206,-1.3141242473734205
ACH-000207,-1.0483315690408723
ACH-000208,-1.2614694279366911
ACH-000210,-1.12190335098069
ACH-000211,-1.227069860271654
ACH-000215,-1.3328342620376377
ACH-000221,-1.4639289869115746
ACH-000222,-1.2889203565730458
ACH-000223,-1.4731758718157992
ACH-000226,-1.2754839885332738
ACH-000227,-1.2471698894268732
ACH-000228,-1.2372898202664506
ACH-000231,-1.357160012781214
ACH-000232,-1.2521250645733173
ACH-000233,-1.3890417751633255
ACH-000234,-1.2505329534350995
ACH-000235,-1.273346579581151
ACH-000237,-1.3050770907059082
ACH-000238,-1.1806940497003064
ACH-000242,-1.6252887719248994
ACH-000243,-1.2327257303378134
ACH-000244,-1.6098981879967242
ACH-000246,-1.4730006631513155
ACH-000248,-1.1636665621365143
ACH-000250,-1.3185832952164347
ACH-000251,-1.4463398583423368
ACH-000252,-1.3256771144254385
ACH-000253,-1.3426043035684183
ACH-000255,-1.114044326948992
ACH-000256,-1.2638466857653454
ACH-000257,-1.4375681836141492
ACH-000258,-1.340388897849846
ACH-000259,-1.2764624989704818
ACH-000260,-1.3140636328313964
ACH-000261,-1.1706490084356145
ACH-000262,-1.2098364872968677
ACH-000263,-1.181579301075668
ACH-000264,-1.3751992179595762
ACH-000265,-1.3891616168556835
ACH-000266,-1.3032646480036216
ACH-000272,-1.2306686017189497
ACH-000274,-1.2620224869141201
ACH-000277,-1.1381706574821098
ACH-000278,-1.2532952396031742
ACH-000279,-1.3380370622624729
ACH-000280,-1.270687583683189
ACH-000281,-1.189242164942219
ACH-000288,-1.3332248983525268
ACH-000291,-1.180552871534436
ACH-000293,-1.306040158135995
ACH-000294,-1.3351230766610669
ACH-000295,-1.256128626862155
ACH-000296,-1.2953659293469029
ACH-000302,-1.2957788961897987
ACH-000304,-1.3123203128369956
ACH-000307,-1.2430211248465457
ACH-000308,-1.5138346740243318
ACH-000310,-1.41312107011653
ACH-000311,-1.3246226538593937
ACH-000312,-1.1693727024407192
ACH-000315,-1.2750881490585633
ACH-000316,-1.1273662766230028
ACH-000317,-1.208843451744967
ACH-000318,-1.1855256032204509
ACH-000319,-1.4337794728421889
ACH-000320,-1.316456272180006
ACH-000322,-1.6372584542315878
ACH-000323,-1.5271606735942251
ACH-000324,-1.229250659026884
ACH-000329,-1.2679888776374355
ACH-000330,-1.7616409129121988
ACH-000331,-1.1741533187347213
ACH-000332,-1.3458988157349752
ACH-000334,-1.206491931055269
ACH-000335,-1.2026257417258976
ACH-000336,-1.3315036783114018
ACH-000337,-1.5362305858264782
ACH-000338,-1.3232149094152723
ACH-000339,-1.395005238373264
ACH-000341,-1.103039229486562
ACH-000348,-1.2646951952847036
ACH-000350,-1.2152874974819416
ACH-000352,-1.3791140577223173
ACH-000356,-1.3277467627599684
ACH-000361,-1.3657269169479145
ACH-000362,-1.253080997674057
ACH-000363,-1.2678004105922691
ACH-000364,-1.3676319014984557
ACH-000365,-1.240509816274098
ACH-000366,-1.3914083341004844
ACH-000368,-1.3413929636369504
ACH-000374,-1.4663362553124242
ACH-000375,-1.43309214658151
ACH-000376,-1.2087080906059635
ACH-000381,-1.243955104950608
ACH-000383,-1.5147032201567858
ACH-000387,-1.1294108322130538
ACH-000389,-1.1278529089204703
ACH-000390,-1.5135340737138774
ACH-000393,-1.3342767774204296
ACH-000395,-1.3295247675474495
ACH-000396,-1.7637943122657638
ACH-000397,-1.3619404946148383
ACH-000401,-0.9950031093364734
ACH-000402,-1.2362578168430207
ACH-000403,-1.4363500499238608
ACH-000404,-1.2548312842618317
ACH-000406,-1.2388176107932478
ACH-000407,-1.1367509060910643
ACH-000408,-1.0526103607377215
ACH-000410,-1.3397311341970184
ACH-000411,-1.3250639340515409
ACH-000414,-1.2343409491998254
ACH-000415,-1.2722930106223806
ACH-000416,-1.34003158614922
ACH-000420,-1.2387473275108989
ACH-000421,-1.1211735219310457
ACH-000424,-1.3025903037965618
ACH-000425,-1.3482737597802004
ACH-000426,-1.3237306261051769
ACH-000427,-1.293741007493408
ACH-000433,-1.3578030804348509
ACH-000435,-1.5868759261005514
ACH-000436,-1.170035810482506
ACH-000444,-1.3601209645358825
ACH-000445,-1.1922454759044212
ACH-000448,-1.211652905351333
ACH-000450,-1.128841263509152
ACH-000452,-1.248953124665659
ACH-000454,-1.2741395420758936
ACH-000458,-1.1253376790530103
ACH-000459,-1.5009787909762793
ACH-000460,-1.3005389745044815
ACH-000461,-1.1379579954790484
ACH-000463,-1.2431751031611245
ACH-000464,-1.3254412275824223
ACH-000466,-1.3476492915637874
ACH-000467,-1.2095816428839024
ACH-000468,-1.3239775457871366
ACH-000469,-1.295863983086339
ACH-000470,-1.5395261810425582
ACH-000471,-1.416651275679241
ACH-000472,-1.3441671046720354
ACH-000473,-1.421133997542511
ACH-000475,-1.2559248129692062
ACH-000476,-1.1815023250417036
ACH-000477,-1.0829579650653696
ACH-000479,-1.2458806487743277
ACH-000480,-1.2308597641277397
ACH-000481,-1.3499821950116822
ACH-000483,-1.3567193740489434
ACH-000484,-1.098195682372909
ACH-000485,-1.2600453392388011
ACH-000486,-1.1433110278906171
ACH-000487,-1.2988893123367624
ACH-000488,-1.143015181161565
ACH-000490,-1.4581184610040163
ACH-000491,-1.2159245583952245
ACH-000495,-1.25253081971506
ACH-000496,-1.0909030338341283
ACH-000499,-1.2114513611877595
ACH-000500,-1.4339605753232076
ACH-000502,-1.3302208236751898
ACH-000503,-1.4841594042561994
ACH-000505,-1.2483809980932299
ACH-000507,-1.326958265170064
ACH-000510,-1.1354095080122435
ACH-000511,-1.2389604248681745
ACH-000512,-1.0151004723347172
ACH-000516,-1.3608642188895526
ACH-000517,-1.3852327547470424
ACH-000518,-1.3775237994383844
ACH-000520,-1.1160960247582603
ACH-000521,-1.1988392377811643
ACH-000522,-1.3455195315486572
ACH-000524,-1.1998730408462759
ACH-000527,-1.3206559561109168
ACH-000528,-1.2437527367124743
ACH-000537,-1.35227243702774
ACH-000541,-1.4396938941060986
ACH-000542,-1.1468266072213769
ACH-000544,-1.1789406260969877
ACH-000545,-1.1578468235285253
ACH-000547,-1.3468103962352151
ACH-000548,-1.2395190306998662
ACH-000549,-0.9949840124698516
ACH-000550,-1.2519743024702763
ACH-000552,-1.4492716819387201
ACH-000556,-1.1466086338168755
ACH-000557,-1.130318325830859
ACH-000569,-1.3292748756906498
ACH-000570,-1.337692123239958
ACH-000571,-1.3030480680322858
ACH-000573,-1.3192752385322313
ACH-000576,-1.2921362842538149
ACH-000579,-1.3186956892366832
ACH-000580,-1.3281304785571608
ACH-000584,-1.4508694269509652
ACH-000585,-1.3100426545198305
ACH-000588,-1.2778779893626693
ACH-000589,-1.4047446948440347
ACH-000591,-1.1955530668538288
ACH-000593,-1.1965650133467125
ACH-000600,-1.2339837600852537
ACH-000601,-1.2788743530447866
ACH-000605,-1.5310047714182031
ACH-000606,-1.1056088431914315
ACH-000608,-1.4890274921048896
ACH-000614,-1.1338812891457295
ACH-000616,-1.1853972439774365
ACH-000618,-1.2315537985814875
ACH-000619,-1.2574218997117073
ACH-000620,-1.1246298149738525
ACH-000621,-1.3296120205041988
ACH-000622,-1.5307340529290514
ACH-000623,-1.2236717684641287
ACH-000624,-1.2926086237697159
ACH-000627,-1.2192950843934145
ACH-000630,-1.295989407473621
ACH-000631,-1.3383427900475344
ACH-000632,-1.1741670581130241
ACH-000633,-1.0531158532946652
ACH-000637,-1.3703138096664935
ACH-000638,-1.1465267951232905
ACH-000646,-1.0524939885284137
ACH-000647,-1.2840839799761967
ACH-000648,-1.3832390752932224
ACH-000649,-1.2676301264965946
ACH-000651,-1.3290172406185734
ACH-000652,-1.2914539876047584
ACH-000653,-1.3538228174696636
ACH-000657,-1.240646719409895
ACH-000658,-1.1854296213410596
ACH-000661,-1.1635902193005327
ACH-000662,-1.1009509489390958
ACH-000663,-1.141380025913591
ACH-000665,-1.160389411027593
ACH-000671,-1.1315841952156291
ACH-000672,-1.3973696457448472
ACH-000673,-1.4132170858113564
ACH-000676,-1.018785833166988
ACH-000677,-1.1565185649955383
ACH-000681,-1.2166219833399676
ACH-000683,-1.3242910174200797
ACH-000684,-1.1244522284719964
ACH-000688,-1.8482908013293635
ACH-000693,-1.4198177569482862
ACH-000694,-1.325761351248668
ACH-000695,-1.3166394261982528
ACH-000696,-1.2999116385698206
ACH-000697,-1.332566089351791
ACH-000699,-1.3805410679111754
ACH-000701,-1.3265384926829151
ACH-000706,-1.337274063438143
ACH-000711,-1.270213398733635
ACH-000713,-1.3094893936694367
ACH-000714,-1.4070391598456704
ACH-000718,-1.4551508601594718
ACH-000720,-1.2786493507041872
ACH-000721,-1.2958089171208371
ACH-000724,-1.0650577665284615
ACH-000725,-1.4103356597845804
ACH-000732,-1.3212002706875354
ACH-000734,-1.2824743179035838
ACH-000735,-1.304985963415059
ACH-000736,-1.344364070397019
ACH-000738,-1.3186618262575345
ACH-000746,-1.2791405475624773
ACH-000747,-1.078263690590881
ACH-000748,-1.2295365406020873
ACH-000753,-1.1094590782973686
ACH-000756,-1.3336571371167971
ACH-000757,-1.166220816776151
ACH-000758,-1.3476208091313775
ACH-000760,-1.0595033010518662
ACH-000762,-1.2106274604189629
ACH-000763,-1.1263464185940302
ACH-000764,-1.4400750454073346
ACH-000765,-1.2175385473480569
ACH-000766,-1.153292462332451
ACH-000767,-1.2237906242267835
ACH-000768,-1.1074902005190943
ACH-000769,-1.4593534209648835
ACH-000770,-1.2751857284461514
ACH-000771,-1.25625898165011
ACH-000773,-1.2694578797802785
ACH-000776,-1.3756019694016934
ACH-000777,-1.2777254116579109
ACH-000778,-1.3318838839755516
ACH-000781,-1.2489174911142376
ACH-000782,-1.0263962851541817
ACH-000783,-1.4301986179066477
ACH-000784,-1.31512952421379
ACH-000785,-1.3416328811637552
ACH-000787,-1.301668925765059
ACH-000788,-1.3036568838416127
ACH-000791,-1.4203469249932217
ACH-000792,-1.153620318844487
ACH-000794,-1.2101618745219147
ACH-000796,-1.1886717146358143
ACH-000798,-1.1491926519029942
ACH-000799,-1.287944162779182
ACH-000800,-1.0523981886669722
ACH-000802,-1.5067636234966264
ACH-000804,-1.4596884495826803
ACH-000805,-1.3936081981006163
ACH-000809,-1.1569516440267396
ACH-000810,-1.0536682339970562
ACH-000811,-1.3529129522716523
ACH-000817,-1.1940063039734887
ACH-000819,-1.3137044177288335
ACH-000820,-1.239859195932373
ACH-000821,-1.1962242851085994
ACH-000822,-1.4117810622760067
ACH-000823,-1.0485279243321912
ACH-000824,-1.1410940364633122
ACH-000827,-1.2367943378236417
ACH-000829,-1.3759864259357129
ACH-000831,-1.2155458145110147
ACH-000832,-1.3939144188582409
ACH-000833,-1.069069234718809
ACH-000834,-1.1834982243527827
ACH-000835,-1.4653530046465997
ACH-000836,-1.316112303714737
ACH-000837,-1.2446479710975558
ACH-000838,-1.213488765880849
ACH-000839,-1.1380222246856977
ACH-000840,-1.2172294945306381
ACH-000841,-1.258469301994472
ACH-000843,-1.2726592165456208
ACH-000846,-1.426254155227015
ACH-000847,-1.3120903445268035
ACH-000848,-1.3263712021308762
ACH-000849,-1.2748960741054711
ACH-000851,-1.2251466560064015
ACH-000855,-1.3713949306470763
ACH-000856,-1.214598801377239
ACH-000858,-1.3225414305354843
ACH-000859,-1.231700278470583
ACH-000861,-1.2586026956223344
ACH-000862,-1.2528300259118124
ACH-000865,-1.2949001406662064
ACH-000866,-1.3084873922081188
ACH-000867,-1.2027297641550565
ACH-000869,-1.464387643109307
ACH-000872,-1.3653000004395508
ACH-000873,-1.2754205642825052
ACH-000876,-1.297917170731543
ACH-000878,-1.123424983304833
ACH-000880,-1.6261587833325817
ACH-000881,-1.3626414289777475
ACH-000882,-1.2660645681770966
ACH-000884,-1.007891373787699
ACH-000885,-1.3376437967720582
ACH-000887,-1.1677777484169567
ACH-000889,-1.1406583872194531
ACH-000896,-1.355455645535505
ACH-000898,-1.2631189157886615
ACH-000900,-1.358154784842603
ACH-000901,-1.3801947988641778
ACH-000905,-1.2202600490290647
ACH-000906,-1.1959970349013558
ACH-000907,-1.5651685969686608
ACH-000910,-1.3663832130296214
ACH-000911,-1.3426961927677479
ACH-000912,-1.1924321173158643
ACH-000913,-1.1956818712369366
ACH-000915,-1.3789587897392337
ACH-000916,-1.1021459244904066
ACH-000917,-1.2851655541085931
ACH-000920,-1.132719711385358
ACH-000921,-1.3056584019379396
ACH-000924,-1.02646406444135
ACH-000926,-1.3221527656337395
ACH-000928,-1.369773263563045
ACH-000929,-1.366318408109858
ACH-000932,-1.2410600601917559
ACH-000935,-1.4410141249245778
ACH-000936,-1.2734824010400831
ACH-000937,-1.3123742926852586
ACH-000938,-1.0681237184235348
ACH-000939,-1.5624236710669703
ACH-000941,-1.3043365134539628
ACH-000943,-1.2984962444962178
ACH-000946,-1.28991998202894
ACH-000947,-1.3504804368379766
ACH-000948,-1.1003732051909991
ACH-000950,-1.2419675006803343
ACH-000953,-1.2157578684304973
ACH-000954,-1.2140825205120485
ACH-000957,-1.2453512523960928
ACH-000958,-1.1523523597376986
ACH-000960,-1.2818241385831284
ACH-000963,-0.9727544249474211
ACH-000968,-1.1325772842631527
ACH-000969,-1.272743750562497
ACH-000972,-1.1254765355987129
ACH-000973,-1.2659519522003777
ACH-000974,-1.2915217409584274
ACH-000978,-1.1864198903108742
ACH-000984,-1.1455335707889565
ACH-000986,-1.3562692226536344
ACH-000988,-1.2584753293294737
ACH-000993,-1.4184673753159438
ACH-000994,-1.4171441073875113
ACH-000996,-1.1710791698662897
ACH-001001,-1.0892410054223778
ACH-001020,-1.1094395429484436
ACH-001028,-1.304605130947394
ACH-001031,-1.3663070641623722
ACH-001038,-1.1638307505062968
ACH-001048,-1.1874946679599547
ACH-001050,-1.1501478582319355
ACH-001053,-1.3167380511572109
ACH-001054,-1.1339218886926679
ACH-001061,-1.282395321153553
ACH-001067,-1.456190087772952
ACH-001075,-1.4434226772837446
ACH-001096,-1.0944634811854572
ACH-001111,-0.9736807373468918
ACH-001119,-1.1288024213173145
ACH-001128,-1.423243753792103
ACH-001134,-1.1394760335251732
ACH-001151,-1.2912187816659415
ACH-001163,-1.2091059568785658
ACH-001164,-1.1318879286390673
ACH-001183,-1.4924712117789392
ACH-001192,-1.2545506672049969
ACH-001193,-1.3606308713538935
ACH-001196,-1.3625325366429653
ACH-001197,-1.4629917846401417
ACH-001205,-1.2530012648498587
ACH-001211,-1.2329963700507498
ACH-001212,-1.584945525185816
ACH-001228,-1.0993360731459747
ACH-001232,-1.305337290782429
ACH-001239,-1.1882678928330654
ACH-001270,-1.0713966609853058
ACH-001274,-1.2349142219783982
ACH-001275,-1.0817239261774354
ACH-001277,-1.2960581797941049
ACH-001278,-1.3720234026420235
ACH-001280,-1.3919335685067968
ACH-001283,-1.4006349188767635
ACH-001289,-1.1722960192487473
ACH-001300,-1.3288023400473172
ACH-001301,-1.3190871401279125
ACH-001302,-1.6383254466627366
ACH-001306,-1.3529276231637937
ACH-001318,-1.223698434349321
ACH-001322,-1.4527439125778645
ACH-001328,-1.204527060338534
ACH-001332,-1.2103325985708238
ACH-001336,-1.3309435478436664
ACH-001346,-1.090117848525308
ACH-001353,-1.2962378667319128
ACH-001354,-1.1612943642403122
ACH-001367,-1.325149642912181
ACH-001368,-1.2988256754305627
ACH-001374,-1.3434933155074444
ACH-001377,-1.3338684310538795
ACH-001380,-1.311243578065074
ACH-001391,-1.5282398157750272
ACH-001408,-1.3073390532506797
ACH-001430,-1.4033515770151872
ACH-001431,-1.224865208883781
ACH-001450,-1.115560970571604
ACH-001496,-1.3324486810025926
ACH-001500,-1.1580851298814954
ACH-001523,-1.1444540995760757
ACH-001532,-1.2832712664875323
ACH-001550,-1.368690014744644
ACH-001552,-1.2682813226112828
ACH-001554,-1.2846833701265736
ACH-001654,-1.310950672436408
ACH-001735,-1.098956745275427
ACH-001736,-1.2950344701674972
ACH-001737,-1.5029125673143555
ACH-001740,-1.2349375367771478
ACH-001745,-1.2395008706072057
ACH-001765,-1.266186406753333
