,GSAP (54103)
ACH-000004,-0.03431674323256993
ACH-000005,-0.02955844561000887
ACH-000007,0.14105114131645802
ACH-000009,-0.031808831194506025
ACH-000011,0.007962535996553223
ACH-000012,-0.053765333472945834
ACH-000013,0.03810509159270529
ACH-000014,0.028190419466304843
ACH-000015,0.06350240159111571
ACH-000017,-0.050131754400992094
ACH-000018,0.08211133115990737
ACH-000019,-0.0747834855950218
ACH-000021,-0.0944538353239338
ACH-000022,0.06263477256566471
ACH-000025,0.02258193650062076
ACH-000028,-0.1376419292753908
ACH-000030,0.1185565870760281
ACH-000035,-0.0003247120416170666
ACH-000036,-0.1642188122490824
ACH-000037,0.08864695196330125
ACH-000039,-0.1392261897672865
ACH-000040,0.04997690591532737
ACH-000041,0.08448913368955893
ACH-000042,0.01850259669382884
ACH-000045,-0.034394621096763715
ACH-000047,-0.026444906809893413
ACH-000052,-0.0922365464227129
ACH-000053,-0.009456718932828264
ACH-000054,-0.05141674881211514
ACH-000055,0.09745862649595873
ACH-000060,0.07183596332590715
ACH-000067,0.1597082364849046
ACH-000070,-0.038088123222871965
ACH-000075,0.0028522068811828345
ACH-000078,0.07727139797849845
ACH-000082,-0.016838500040115282
ACH-000085,0.062464134610495076
ACH-000086,-0.03154790146193008
ACH-000087,0.1677349097833878
ACH-000092,0.025700410133834724
ACH-000095,-0.004334798549037493
ACH-000097,-0.02879790374541344
ACH-000098,-0.02645390541105797
ACH-000099,0.13125295568059822
ACH-000108,0.05481765989013165
ACH-000113,0.10537168684533316
ACH-000116,0.0047896797494926075
ACH-000118,0.056027269774639794
ACH-000120,0.16891312122557986
ACH-000123,-0.07205558704536745
ACH-000127,0.037988207871050304
ACH-000128,-0.03927783350983514
ACH-000132,0.023118043373286483
ACH-000133,0.041834245373012884
ACH-000137,-0.09096132704328233
ACH-000138,0.08224748123498657
ACH-000142,-0.0768695682699171
ACH-000143,-0.030387420609703064
ACH-000146,-0.06647416094081011
ACH-000148,-0.011724516540759308
ACH-000150,-0.058447094001043226
ACH-000152,0.10412831122236584
ACH-000153,0.2278482257109315
ACH-000159,-0.008118050701542645
ACH-000160,-0.12022844555902605
ACH-000163,0.04345371224853768
ACH-000167,-0.3240945776340927
ACH-000168,-0.20747730229505984
ACH-000169,-0.18490181705422404
ACH-000178,-0.07844073835529396
ACH-000183,-0.0712057877485345
ACH-000188,-0.06317201793740307
ACH-000189,-0.00717540659433858
ACH-000190,-0.10817684554046568
ACH-000198,0.05132534737584507
ACH-000203,0.14502662248547982
ACH-000204,-0.010724888490640369
ACH-000206,-0.005471450069598779
ACH-000207,0.013713296156389332
ACH-000208,-0.0784410996393124
ACH-000210,0.03535608451520751
ACH-000211,0.02457526480074913
ACH-000215,0.029354564208585437
ACH-000221,-0.17652849120571804
ACH-000222,0.03318131010920185
ACH-000223,-0.10491331252756884
ACH-000226,-0.03406374507885297
ACH-000227,0.04662125686915262
ACH-000228,-0.054544041647757696
ACH-000231,-0.05829061542118037
ACH-000232,-0.06429648573537193
ACH-000233,0.19208672100863264
ACH-000234,-0.05688620305460752
ACH-000235,-0.005804847237173047
ACH-000237,-0.03665159064783248
ACH-000238,-0.01149687131015862
ACH-000242,0.2312388861876849
ACH-000243,-0.011829914105354477
ACH-000244,-0.12524712948763936
ACH-000246,-0.06550220398188268
ACH-000248,-0.08257836720164037
ACH-000250,-0.060685156302853864
ACH-000251,0.046943766028094316
ACH-000252,0.08587163535587708
ACH-000253,-0.07074149073486766
ACH-000255,-0.12700999293754076
ACH-000256,-0.011912115542604237
ACH-000257,-0.003763384286567236
ACH-000258,-0.040185007769810516
ACH-000259,-0.04959468048908601
ACH-000260,0.03974239298066185
ACH-000261,-0.10315557085748477
ACH-000262,-0.03441597813215777
ACH-000263,-0.05281080424684853
ACH-000264,0.035938674899667615
ACH-000265,0.015690569830515158
ACH-000266,-0.07627272809068131
ACH-000272,0.06876362890015526
ACH-000274,-0.09049629984798577
ACH-000277,0.034858518479975814
ACH-000278,0.02867298544576213
ACH-000279,-0.15116123427727696
ACH-000280,0.051146003027493385
ACH-000281,0.1688477623916678
ACH-000288,-0.04065863453077919
ACH-000291,0.12082050106128812
ACH-000293,-0.004403425781432621
ACH-000294,-0.03947060511991874
