,KEAP1 (9817)
ACH-000004,-0.17542890802024533
ACH-000005,-0.2650873820824866
ACH-000007,-0.20795660323601686
ACH-000009,-0.39462821170997897
ACH-000011,0.3271210420154754
ACH-000012,-0.4204424636723477
ACH-000013,0.00047037690767513633
ACH-000014,-0.2723337715478741
ACH-000015,-0.10811831774129743
ACH-000017,-0.06858699700632043
ACH-000018,0.302676457630954
ACH-000019,-0.09372275885779953
ACH-000021,-0.13814857321250018
ACH-000022,-0.4175844922307031
ACH-000025,-0.05619485941367542
ACH-000028,-0.2687411704999209
ACH-000030,-0.454776811379789
ACH-000035,0.3349934678911917
ACH-000036,1.0946443732742763
ACH-000037,-0.3176561804937971
ACH-000039,-0.4946260766728047
ACH-000040,-0.14901577120072032
ACH-000041,-0.21567698174154684
ACH-000042,-0.1747032460569328
ACH-000045,-0.1999540612656509
ACH-000047,-0.15243301878155632
ACH-000052,-0.20892013651402447
ACH-000053,-0.4822157649663998
ACH-000054,-0.4894740992843382
ACH-000055,-0.91578185243637
ACH-000060,0.2564928427730444
ACH-000067,0.5670023310341342
ACH-000070,-0.0965455344593113
ACH-000075,-0.28366972226476755
ACH-000078,-0.26041115018311306
ACH-000082,-0.2288200313009913
ACH-000085,-0.7273436274549744
ACH-000086,0.17034322117241482
ACH-000087,-0.17309175567121496
ACH-000092,0.21483958254424204
ACH-000095,-0.27798029231228083
ACH-000097,-0.3028439933657861
ACH-000098,1.0961074791449492
ACH-000099,-0.3293941353019693
ACH-000108,-0.456271827820969
ACH-000113,-0.2099395406936527
ACH-000116,-0.20270067268881786
ACH-000118,-0.3047116124789028
ACH-000120,-0.3035019817843843
ACH-000123,-0.17202557070352714
ACH-000127,-0.2807440553807025
ACH-000128,-0.1771351117961886
ACH-000132,-0.12476242898054432
ACH-000133,-0.03601095185312155
ACH-000137,0.1800065281765154
ACH-000138,-0.030452996872309637
ACH-000142,0.4352311136165195
ACH-000143,-0.4943293652596327
ACH-000146,-0.08757649681753836
ACH-000148,0.2892574805807118
ACH-000150,-0.4409816372977661
ACH-000152,0.14009690341916886
ACH-000153,-0.29525212005978235
ACH-000159,-0.12608883614317368
ACH-000160,-0.029370943725920445
ACH-000163,-0.18582158942250024
ACH-000167,0.3473439194943205
ACH-000168,0.08932429987512573
ACH-000169,-0.09377690846763204
ACH-000178,-0.37619929859822104
ACH-000183,0.034504067083388074
ACH-000188,-0.6552648506659595
ACH-000189,-0.31570838771886195
ACH-000190,-0.3324363206334032
ACH-000198,-0.5948473463036554
ACH-000203,-0.14546060060869564
ACH-000204,-0.15572594713416016
ACH-000206,-0.5302394526501599
ACH-000207,0.22066118107749572
ACH-000208,-0.3383528070236622
ACH-000210,-0.08507320136132579
ACH-000211,-0.5979276948986186
ACH-000215,-0.02369947263984266
ACH-000221,-0.21369110058977345
ACH-000222,0.3414938905546059
ACH-000223,-0.2786103720317619
ACH-000226,-0.4239777683597622
ACH-000227,-0.12381450719843935
ACH-000228,-0.2807656679869485
ACH-000231,0.00961708431227922
ACH-000232,0.5465717686744715
ACH-000233,-0.10063377355935754
ACH-000234,-0.2424057108852531
ACH-000235,-0.02715695788948436
ACH-000237,-0.21414332313899093
ACH-000238,-0.19346983912629367
ACH-000242,0.2637050177222247
ACH-000243,-0.2520757646394738
ACH-000244,0.6932667482123688
ACH-000246,0.6783111790619232
ACH-000248,-0.11040073983219464
ACH-000250,-0.534912954995643
ACH-000251,-0.16910433298455946
ACH-000252,0.07938575039207589
ACH-000253,0.010450623638847734
ACH-000255,0.1815512639624083
ACH-000256,-0.4529704566826373
ACH-000257,-0.1620292336668438
ACH-000258,-0.8738288573272159
ACH-000259,-0.0833551038618911
ACH-000260,-0.2641924953673266
ACH-000261,-0.4960134115299816
ACH-000262,0.1877521507405335
ACH-000263,-0.030878671043118224
ACH-000264,-1.3639545670049271
ACH-000265,0.04285595752125493
ACH-000266,0.01842042277756881
ACH-000272,-0.17813198949454
ACH-000274,0.1951208561183171
ACH-000277,-0.10402225609575426
ACH-000278,0.020104980157005282
ACH-000279,0.07629086580144658
ACH-000280,0.638484268198093
ACH-000281,0.12321174366057412
ACH-000288,0.4808491908046583
ACH-000291,-0.6067880786380397
ACH-000293,-0.29969246610802786
ACH-000294,-0.31969853597162784
ACH-000295,-0.06854608702180752
ACH-000296,-0.4350399673464714
ACH-000302,-0.12052977776973388
ACH-000304,-0.3732395252343024
ACH-000307,-0.18706235128904936
ACH-000308,-0.0010035782144412523
ACH-000310,-0.18541154511263952
