,SAAL1 (113174)
ACH-000004,-0.08135142837105258
ACH-000005,0.12432475502370015
ACH-000007,-0.07573736401737335
ACH-000009,-0.06650205670754941
ACH-000011,-0.032651065487815475
ACH-000012,-0.13172752440780705
ACH-000013,-0.07237811761345705
ACH-000014,-0.2550225755147045
ACH-000015,-0.2002711092478806
ACH-000017,-0.1129799323257077
ACH-000018,-0.14690754345404436
ACH-000019,-0.16818162080099971
ACH-000021,-0.08929615157176911
ACH-000022,-0.07923726710772491
ACH-000025,-0.12404945018699813
ACH-000028,-0.2288519250857769
ACH-000030,-0.2570954639337683
ACH-000035,-0.143496927704685
ACH-000036,-0.25278327532973005
ACH-000037,-0.018981145677154417
ACH-000039,-0.084408576417679
ACH-000040,-0.058846725790307364
ACH-000041,-0.008199290030332618
ACH-000042,-0.20352298293960547
ACH-000045,0.09472794416455928
ACH-000047,-0.10586655817499596
ACH-000052,-0.18829433268000306
ACH-000053,-0.024174676797413638
ACH-000054,0.03380105789003045
ACH-000055,-0.12746485657561796
ACH-000060,-0.00793882926463677
ACH-000067,-0.18787878555488616
ACH-000070,-0.1953081423695686
ACH-000075,-0.24126315924719585
ACH-000078,-0.1119196216020528
ACH-000082,-0.10153124964258124
ACH-000085,-0.1556937944412402
ACH-000086,-0.17581139128791273
ACH-000087,-0.2014170780466289
ACH-000092,-0.18413324107223086
ACH-000095,-0.07655915869114731
ACH-000097,-0.15826582913416598
ACH-000098,-0.2083328132662231
ACH-000099,-0.14022420556086826
ACH-000108,-0.11609435477974815
ACH-000113,-0.028593157671614463
ACH-000116,-0.06233702371436072
ACH-000118,-0.16972997427598527
ACH-000120,-0.16701771542117885
ACH-000123,-0.25381121924091193
ACH-000127,-0.12602117629174245
ACH-000128,-0.0058632411188997815
ACH-000132,0.0069066880123565535
ACH-000133,-0.19923553636886832
ACH-000137,-0.028305878083682325
ACH-000138,-0.08158325240743337
ACH-000142,-0.06789748808277425
ACH-000143,0.03502301166542643
ACH-000146,-0.02408123342626271
ACH-000148,-0.22724912011500045
ACH-000150,-0.07922870114361051
ACH-000152,-0.002106211135168017
ACH-000153,-0.014537469003291418
ACH-000159,-0.00020454975843229605
ACH-000160,-0.02672973472764541
ACH-000163,-0.0613042640610412
ACH-000167,-0.1644630174685325
ACH-000168,-0.15099674266933308
ACH-000169,-0.10341703901487527
ACH-000178,-0.20023621992956095
ACH-000183,-0.12351671751255805
ACH-000188,-0.025313798759436443
ACH-000189,-0.2156672337595553
ACH-000190,-0.21209259459126004
ACH-000198,0.025081888942502236
ACH-000203,-0.2437596977526764
ACH-000204,-0.013529193819288323
ACH-000206,-0.3065354741007786
ACH-000207,-0.07776990166523537
ACH-000208,-0.09064693008727166
ACH-000210,-0.4589960458152668
ACH-000211,-0.009854353569877636
ACH-000215,-0.09653017390767353
ACH-000221,-0.09633457021638707
ACH-000222,-0.17800617595574575
ACH-000223,-0.19500794311000444
ACH-000226,-0.04732501847006148
ACH-000227,-0.036567214961953566
ACH-000228,0.036739926800619285
ACH-000231,-0.21119101283860015
ACH-000232,-0.2435936460355189
ACH-000233,-0.12159037190095542
ACH-000234,-0.14700261282539828
ACH-000235,-0.06834333788802084
ACH-000237,0.018039278325458968
ACH-000238,-0.020247512760748102
ACH-000242,-0.17192153116383868
ACH-000243,-0.14820801022401925
ACH-000244,-0.06280070455842163
ACH-000246,-0.07411567378588227
ACH-000248,0.0012279905151139628
ACH-000250,-0.20800596096066076
ACH-000251,-0.04179281007079652
ACH-000252,-0.10694689577940784
ACH-000253,-0.009773034427154279
ACH-000255,-0.213701319676106
ACH-000256,-0.1782693930523532
ACH-000257,0.018192958193477014
ACH-000258,-0.1810069564698508
ACH-000259,-0.082329365945222
ACH-000260,-0.10932982308630113
ACH-000261,-0.10234280530415137
ACH-000262,-0.10038427943715823
ACH-000263,0.15733247569396527
ACH-000264,-0.060365030367376525
ACH-000265,-0.08097012591334406
ACH-000266,-0.09570609524881407
ACH-000272,-0.09143389936573344
ACH-000274,-0.19956887801739792
ACH-000277,-0.1900388017640623
ACH-000278,-0.07113124927631109
ACH-000279,-0.04808475876667385
ACH-000280,-0.05618418235231192
ACH-000281,-0.08722163187620231
ACH-000288,-0.08482617450978919
ACH-000291,-0.1289225744752535
ACH-000293,-0.1262972067169323
ACH-000294,0.19637705597172064
ACH-000295,-0.2430302597230827
ACH-000296,-0.1548674597812774
ACH-000302,-0.0270811463793418
ACH-000304,-0.0544965823158669
ACH-000307,-0.10974064781945438
ACH-000308,-0.10253298380974966
ACH-000310,-0.12633391947607267
ACH-000311,-0.09642962396191496
ACH-000312,-0.12792144727700458
ACH-000315,-0.08869387653394666
ACH-000316,-0.21439847002285856
ACH-000317,-0.02625327918153135
ACH-000318,-0.10502533896997182
ACH-000319,-0.2039712308309623
ACH-000320,-0.044762817610207964
ACH-000322,-0.2176096547072369
ACH-000323,-0.26832674255724004
ACH-000324,0.03546346207856404
ACH-000329,-0.09803610285314834
ACH-000330,-0.06629473922080119
ACH-000331,-0.01662722138760728
ACH-000332,-0.09294675510602728
ACH-000334,-0.04930711033282243
ACH-000335,-0.13355709123323625
ACH-000336,-0.15210521432762794
ACH-000337,0.13748321914222594
ACH-000338,-0.16426927216685575
ACH-000339,-0.09183232978793013
ACH-000341,-0.11228671692923936
ACH-000348,-0.12109392388554654
ACH-000350,-0.14926817879482482
ACH-000352,-0.16973463891261611
ACH-000356,-0.2074308905471751
ACH-000361,-0.08904868394318717
ACH-000362,0.032558268691811394
ACH-000363,-0.12049325480760385
ACH-000364,-0.307819878167935
ACH-000365,-0.18750324580944905
ACH-000366,-0.10874048302679526
ACH-000368,-0.1628081972196725
ACH-000374,-0.13427682520073636
ACH-000375,-0.02791802915843936
ACH-000376,-0.1073253229847174
ACH-000381,0.020706033599335087
ACH-000383,-0.11526633623162727
ACH-000387,-0.0736027255847135
ACH-000389,-0.11968449871099705
ACH-000390,-0.038537126852227835
ACH-000393,-0.17962230128519946
ACH-000395,0.008893592807085347
ACH-000396,-0.203366408925144
ACH-000397,-0.126822770838092
ACH-000401,-0.16232918450301684
ACH-000402,0.31123968136033325
ACH-000403,-0.13909915580977406
ACH-000404,-0.05008804631857701
ACH-000406,-0.11691500839124272
ACH-000407,-0.16784702472546992
ACH-000408,0.042671249373954036
ACH-000410,-0.019324901326663115
ACH-000411,-0.2222816024844181
ACH-000414,-0.05041238441999678
ACH-000415,-0.1547543302121531
ACH-000416,-0.06587754855009711
ACH-000420,-0.16433296061652733
ACH-000421,-0.13616256856775094
ACH-000424,-0.2134374488998823
ACH-000425,-0.08546259261870286
ACH-000426,-0.09979409566111293
ACH-000427,-0.3109080074113709
ACH-000433,-0.15191020059360744
ACH-000435,-0.5523306949985486
ACH-000436,-0.06804456241389009
ACH-000444,-0.17509045539978124
ACH-000445,-0.06391742769679178
ACH-000448,-0.07208944524954389
ACH-000450,0.033611218011486234
ACH-000452,-0.08666900391393192
ACH-000454,0.10458452370474916
ACH-000458,-0.04745067033475655
ACH-000459,-0.02564377448841756
ACH-000460,-0.11674835057590585
ACH-000461,-0.20680576939759426
ACH-000463,-0.08677777863059004
ACH-000464,-0.1054668543440398
ACH-000466,-0.02805802848488477
ACH-000467,-0.037038517272697885
ACH-000468,-0.07316149112333434
ACH-000469,-0.17426823991870954
ACH-000470,-0.3013212437703903
ACH-000471,-0.006443041546519926
ACH-000472,-0.03966967157162435
ACH-000473,-0.11604094441464495
ACH-000475,-0.1059566908829358
ACH-000476,-0.008648661088216379
ACH-000477,-0.18148748201810336
ACH-000479,-0.3976422631193677
ACH-000480,-0.16161302651085466
ACH-000481,-0.18791208715269075
ACH-000483,0.0028647210237399173
ACH-000484,0.006087257741911285
ACH-000485,-0.04088516581519066
ACH-000486,-0.16733576380105702
