,IWS1 (55677)
ACH-000004,-0.31942231981540004
ACH-000005,-0.3074971523766807
ACH-000007,0.12938449111330444
ACH-000009,0.01203614742112881
ACH-000011,-0.5152214720078652
ACH-000012,-0.1167872259222382
ACH-000013,-0.28831032220458763
ACH-000014,-0.03557302016489308
ACH-000015,0.0772871910552147
ACH-000017,-0.2351292254543765
ACH-000018,-0.06675127463592988
ACH-000019,-0.043390641779183135
ACH-000021,0.09076882520517296
ACH-000022,0.03948114889852195
ACH-000025,-0.40722269891805796
ACH-000028,-0.0433442631793877
ACH-000030,-0.030210720516496863
ACH-000035,-0.20606179082797332
ACH-000036,0.03493402479237804
ACH-000037,-0.1516864327680823
ACH-000039,-0.1508711643504427
ACH-000040,-0.04085691805645735
ACH-000041,-0.05904338856847621
ACH-000042,0.1489733053753727
ACH-000045,-0.16755616483348235
ACH-000047,-0.060412039972977075
ACH-000052,-0.27496874279318884
ACH-000053,-0.16624227543799894
ACH-000054,-0.11375142162078125
ACH-000055,-0.2995148256777251
ACH-000060,-0.345302776595031
ACH-000067,-0.11688733238476876
ACH-000070,-0.3774499682385729
ACH-000075,-0.38796739889104204
ACH-000078,0.16134256166930286
ACH-000082,-0.19761575494184208
ACH-000085,-0.08724500616623578
ACH-000086,-0.06233317849410379
ACH-000087,-0.14384136005429496
ACH-000092,-0.035925758342521666
ACH-000095,0.028257574294615208
ACH-000097,-0.05333191707645109
ACH-000098,0.06199663464099658
ACH-000099,-0.1210167170124409
ACH-000108,-0.08054460882739065
ACH-000113,-0.2912655581220212
ACH-000116,0.021870229941661757
ACH-000118,0.2485434856946037
ACH-000120,-0.09814515013428182
ACH-000123,-0.07067360471971673
ACH-000127,-0.06612916073058832
ACH-000128,-0.1414263262210328
ACH-000132,-0.01239193029789078
ACH-000133,-0.4150312498588673
ACH-000137,-0.2966040335296508
ACH-000138,-0.2066992534825953
ACH-000142,-0.1849847462590488
ACH-000143,0.2487472529696138
ACH-000146,-0.06318914547708111
ACH-000148,-0.11307889079404393
ACH-000150,-0.2120461920397489
ACH-000152,-0.2660941420299646
ACH-000153,-0.20894570980727534
ACH-000159,-0.0879188189630146
ACH-000160,0.08247463523451863
ACH-000163,0.0741738374942425
ACH-000167,0.5325829867670401
ACH-000168,0.019661086756560663
ACH-000169,0.16120525978009198
ACH-000178,0.042470126552815665
ACH-000183,-0.3824630024852247
ACH-000188,-0.19113666345609476
ACH-000189,-0.3648093801020661
ACH-000190,0.244324060599558
ACH-000198,-0.3832945408810707
ACH-000203,-0.04915038986890983
ACH-000204,-0.3456473582000785
ACH-000206,-0.6473224008760396
ACH-000207,-0.07588457657203998
ACH-000208,-0.043144803787208814
ACH-000210,-0.14045979765928904
ACH-000211,-0.2560849013776454
ACH-000215,-0.07904441277837164
ACH-000221,0.19851440818522614
