,MEF2C (4208)
ACH-000004,0.012312201573057123
ACH-000005,-0.07917323060624627
ACH-000007,-0.1260930953619369
ACH-000009,-0.029340567360337688
ACH-000011,0.12312255089642618
ACH-000012,0.11041395747707693
ACH-000013,0.05530378473052035
ACH-000014,-0.07640959533875279
ACH-000015,-0.0858988130245051
ACH-000017,0.10017447526042067
ACH-000018,0.0129953121987999
ACH-000019,-0.003060526187795107
ACH-000021,-0.3341142114041301
ACH-000022,0.02801209615779752
ACH-000025,0.10841482263541297
ACH-000028,-0.02193561537765169
ACH-000030,0.0028610600939734925
ACH-000035,-0.004345653938065471
ACH-000036,0.07006414467138285
ACH-000037,-0.08131599729549946
ACH-000039,-0.1982041594433934
ACH-000040,0.10566730013379222
ACH-000041,-0.032926568313001746
ACH-000042,-0.1241298913069044
ACH-000045,-0.3966674160259522
ACH-000047,0.11677243164709285
ACH-000052,-0.2381070814777681
ACH-000053,-0.028655079982727524
ACH-000054,-0.02026221117978781
ACH-000055,0.06929458027675849
ACH-000060,0.017219926882360015
ACH-000067,-0.05391102913641741
ACH-000070,-0.9109537417140614
ACH-000075,0.04898765321585741
ACH-000078,0.1363268414877097
ACH-000082,-0.06371078146780483
ACH-000085,-0.205942740785348
ACH-000086,0.020022852334437014
ACH-000087,-0.19459820375180265
ACH-000092,-0.035456701650701215
ACH-000095,0.013346468440412684
ACH-000097,0.10060022512383153
ACH-000098,-0.17891224253574525
ACH-000099,-0.02791791796843649
ACH-000108,-0.04504053212091784
ACH-000113,-0.7546995559077364
ACH-000116,0.014167195697662862
ACH-000118,-0.07416821769142712
ACH-000120,-0.01432171643472216
ACH-000123,0.1283269792137423
ACH-000127,-0.02006550730191036
ACH-000128,0.036345033063473545
ACH-000132,-0.10514569830077007
ACH-000133,0.016911246289710247
ACH-000137,0.00915395782428801
ACH-000138,-0.10701972889352901
ACH-000142,0.06531533632846458
ACH-000143,0.0333062666002917
ACH-000146,-0.2599951077839677
ACH-000148,-0.13715170339130034
ACH-000150,-0.054225955082873034
ACH-000152,-0.13826932227677935
ACH-000153,-0.05719306853639245
ACH-000159,0.022065379021113603
ACH-000160,0.04443143127307034
ACH-000163,-0.09494923766576184
ACH-000167,-0.4536162638897467
ACH-000168,-0.07425733927252598
ACH-000169,0.013364459662800624
ACH-000178,0.007393486380759861
ACH-000183,-1.2308414459575885
ACH-000188,-0.05585468233025892
ACH-000189,-0.11775844610331625
ACH-000190,0.2085169312717325
ACH-000198,0.12104676547911256
ACH-000203,0.21932597188333114
ACH-000204,-0.4578728481229191
ACH-000206,0.025336075048556048
ACH-000207,-0.09075406509780096
ACH-000208,0.1500706851615277
ACH-000210,0.07251791336059163
ACH-000211,-0.0564302636145445
ACH-000215,0.04350571266000384
ACH-000221,-0.012547772925671276
ACH-000222,0.019661898390042683
ACH-000223,0.04385670132126975
ACH-000226,0.08935501376009829
ACH-000227,-0.1167614390000914
ACH-000228,-0.15460700406055325
ACH-000231,-0.04141187003889852
ACH-000232,0.04062720394693431
ACH-000233,0.10034563517882994
ACH-000234,-0.006144194903536947
ACH-000235,-0.0479713691064154
ACH-000237,-0.018606246383207285
ACH-000238,0.053046389899310514
ACH-000242,0.1010981509479093
ACH-000243,-0.04021705424159832
ACH-000244,0.16757501968778166
ACH-000246,0.1306571700951901
ACH-000248,0.08280313528122507
ACH-000250,0.016493669549666558
ACH-000251,0.13596694114651162
ACH-000252,0.16872154476765736
ACH-000253,0.10542266805280193
ACH-000255,0.03072115561908357
ACH-000256,0.02451143071405664
ACH-000257,-0.00017115339503202557
ACH-000258,-0.027211912324637842
ACH-000259,0.037074599850830725
ACH-000260,0.0007924542925685826
ACH-000261,-0.06301805782380535
ACH-000262,0.02874855074864947
ACH-000263,-0.5353665529878249
ACH-000264,-0.14935612955977706
ACH-000265,-0.03007693531295435
ACH-000266,-0.13148451255600574
ACH-000272,-0.03867573561141417
ACH-000274,0.06928740939440345
ACH-000277,0.034799775853093615
ACH-000278,-0.08245881094290651
ACH-000279,-0.14740701069629647
ACH-000280,0.11295991372364335
ACH-000281,-0.20115606418662707
ACH-000288,0.0721071741594838
ACH-000291,0.09312835315979384
ACH-000293,0.0069867022430469385
ACH-000294,0.05871156594322041
ACH-000295,-0.015990657064635743
ACH-000296,-0.026151776726486074
ACH-000302,0.00010664767887322647
ACH-000304,-0.14189994250620694
ACH-000307,-0.07773736950161059
ACH-000308,-0.02739200243469921
ACH-000310,0.03730810572088865
ACH-000311,-0.09854951752008596
ACH-000312,0.0821861476659483
ACH-000315,-0.1458320095521669
ACH-000316,0.0043472150812681664
ACH-000317,-0.16580468975255305
ACH-000318,0.06898745639608961
ACH-000319,-0.05786037909139592
ACH-000320,-0.14612573010192975
ACH-000322,0.1481879425296248
ACH-000323,-0.06961994663573574
ACH-000324,0.10692269305299533
ACH-000329,-0.0002994070009228506
ACH-000330,-0.1825062072498932
ACH-000331,-0.006268616931535994
ACH-000332,-0.03664194732795906
ACH-000334,-0.4095771409321776
ACH-000335,-0.03057841475682372
ACH-000336,-0.2456159646308067
ACH-000337,0.3039607291832243
ACH-000338,-0.3531155848778185
ACH-000339,0.003477686678489046
ACH-000341,-0.1937153950948209
ACH-000348,-0.09351400208868814
ACH-000350,-0.0093702532069085
ACH-000352,0.01642420831517168
ACH-000356,-0.014942651044852331
ACH-000361,0.16931366869690867
ACH-000362,-0.8052763404404126
ACH-000363,-0.29086973531568705
ACH-000364,0.11881477222464555
ACH-000365,-0.14886222464282794
ACH-000366,0.10010356878912552
ACH-000368,-0.06351530310917343
ACH-000374,-0.031191932378414288
ACH-000375,0.06107888859889107
ACH-000376,0.08792339437209898
ACH-000381,0.022782402471320587
ACH-000383,-0.09209082110777496
ACH-000387,-0.8887607344327516
ACH-000389,0.1658703387985446
ACH-000390,-0.057704959455226384
ACH-000393,0.002373581434513959
ACH-000395,0.07892840427966333
ACH-000396,-0.14137792955824574
ACH-000397,-0.031125918914810313
ACH-000401,0.06681344575853104
ACH-000402,0.08810338186820194
ACH-000403,-0.010400432957649086
ACH-000404,-0.00157847468146715
ACH-000406,0.01898172224119292
ACH-000407,0.015870938529599823
ACH-000408,0.16477457858794534
ACH-000410,0.035357405424427314
ACH-000411,-0.014789048390056597
ACH-000414,-0.0875472982844684
ACH-000415,-0.050178946106305175
ACH-000416,-0.014265324532272975
ACH-000420,-0.06034961913876012
ACH-000421,0.06301846154106379
ACH-000424,0.0770355175437716
ACH-000425,-0.13334521750296768
ACH-000426,-1.4875760289320503
ACH-000427,0.18875641653089428
ACH-000433,-0.04801640244438424
ACH-000435,-0.21516312298424356
ACH-000436,-1.3344859850660349
ACH-000444,-0.15652659153588516
ACH-000445,0.018292494456575683
ACH-000448,-0.09920964899573044
ACH-000450,-0.10500905804529014
ACH-000452,0.031234055199206193
ACH-000454,-0.03386294264332425
ACH-000458,0.08546543328003846
ACH-000459,-0.2718948011490638
ACH-000460,-0.09991446957019022
ACH-000461,0.009552969261017891
