,PFKFB2 (5208)
ACH-000004,-0.22303978781254266
ACH-000005,-0.30019031879698216
ACH-000007,-0.27220191361324514
ACH-000009,-0.29570532407356875
ACH-000011,-0.04552292611084036
ACH-000012,-0.24637804654988654
ACH-000013,-0.08513115827197294
ACH-000014,-0.28851641024794417
ACH-000015,0.012095133847929306
ACH-000017,-0.16328107179156598
ACH-000018,-0.22475665838609765
ACH-000019,-0.3734645583859236
ACH-000021,-0.13445357665162866
ACH-000022,-0.1260893218184058
ACH-000025,-0.21577009999824115
ACH-000028,-0.1522346635196152
ACH-000030,-0.057446442159672075
ACH-000035,-0.04027624378986478
ACH-000036,-0.2062536406057139
ACH-000037,-0.2637933226830052
ACH-000039,0.004829639619731011
ACH-000040,-0.14574886759634847
ACH-000041,-0.15862831657318693
ACH-000042,-0.15895601492134212
ACH-000045,-0.1623064752262548
ACH-000047,-0.19454170894441306
ACH-000052,-0.0920626614328116
ACH-000053,-0.1535095697942116
ACH-000054,-0.17228382599536984
ACH-000055,-0.2031779770535444
ACH-000060,-0.07597158335262046
ACH-000067,-0.1462695802556638
ACH-000070,-0.2497524316960444
ACH-000075,0.018707028919907047
ACH-000078,-0.03445103264921129
ACH-000082,-0.2375112683053456
ACH-000085,-0.42729019888586894
ACH-000086,-0.2707861534718051
ACH-000087,-0.010570564866302264
ACH-000092,-0.1304953727607821
ACH-000095,-0.08712156019574897
ACH-000097,-0.27436582642766083
ACH-000098,-0.18415114920205808
ACH-000099,-0.09839624803849152
ACH-000108,-0.08233483466955682
ACH-000113,-0.2319019993393585
ACH-000116,0.008813589720854125
ACH-000118,-0.09265293303653484
ACH-000120,-0.26398554930122914
ACH-000123,-0.027741642029694317
ACH-000127,-0.16326100836378124
ACH-000128,-0.1800813114553673
ACH-000132,-0.2489938079557713
ACH-000133,-0.12347902742759705
ACH-000137,-0.19544276418470388
ACH-000138,-0.12420143210919456
ACH-000142,-0.20916540667344435
ACH-000143,-0.05750845732477033
ACH-000146,-0.08710029464580912
ACH-000148,-0.1843412316437604
ACH-000150,-0.05844794228985134
ACH-000152,-0.0756922396916562
ACH-000153,-0.04748657955716698
ACH-000159,-0.1433410266252089
ACH-000160,-0.2830137664246696
ACH-000163,-0.1032373585346188
ACH-000167,-0.1797209343478418
ACH-000168,-0.3445809728843065
ACH-000169,-0.11116263838016972
ACH-000178,-0.15863173051715085
ACH-000183,-0.1870440512091906
ACH-000188,-0.06094981075727845
ACH-000189,-0.23869745059233746
ACH-000190,-0.1348299191330297
ACH-000198,-0.203738927034194
ACH-000203,-0.20249542041731486
ACH-000204,-0.03671314497099781
ACH-000206,-0.21648234481855286
ACH-000207,-0.02089882389157359
ACH-000208,-0.23295213930767705
ACH-000210,-0.34286407413319303
ACH-000211,-0.04644250020082827
ACH-000215,-0.21484923966680933
ACH-000221,-0.0826808615260963
ACH-000222,-0.11490147463978632
ACH-000223,-0.17130287638001232
ACH-000226,-0.2741036625819879
ACH-000227,-0.17999027133413462
ACH-000228,-0.1806737388718655
ACH-000231,-0.11352693042277665
ACH-000232,-0.10600849630458592
ACH-000233,-0.2647440948264839
ACH-000234,-0.1693365299874287
ACH-000235,-0.2585572891658757
