,ADIG (149685)
ACH-000004,-0.09418465748309993
ACH-000005,-0.0792729775180027
ACH-000007,0.15862058024719808
ACH-000009,-0.017079614321580304
ACH-000011,-0.12080473026197723
ACH-000012,0.034109178893629036
ACH-000013,0.09332148680628834
ACH-000014,0.09353437020983238
ACH-000015,0.050282263862605515
ACH-000017,-0.055445636375963794
ACH-000018,-0.12521997467434792
ACH-000019,0.012021682346391394
ACH-000021,-0.043225931807264036
ACH-000022,0.13726567411069115
ACH-000025,-0.09026675939404434
ACH-000028,-0.04935812341555785
ACH-000030,-0.009367831280037531
ACH-000035,0.1354270043853063
ACH-000036,-0.005798380898737626
ACH-000037,0.0933036447821632
ACH-000039,0.3188331597172606
ACH-000040,0.04950043776115743
ACH-000041,0.010351373689104543
ACH-000042,-0.1721220355738778
ACH-000045,0.034437695691557337
ACH-000047,-0.04177644571283131
ACH-000052,-0.1862453790157617
ACH-000053,-0.015435503925693988
ACH-000054,0.07815561205051641
ACH-000055,0.051760118861956514
ACH-000060,0.04125307933741132
ACH-000067,-0.012852622053314531
ACH-000070,0.022475834740414282
ACH-000075,-0.2278784194164208
ACH-000078,-0.1182085327213916
ACH-000082,-0.09597454848508506
ACH-000085,-0.11168138132551443
ACH-000086,0.03257359474665545
ACH-000087,-0.02515138145601433
ACH-000092,-0.019359812736157368
ACH-000095,0.010819289066152895
ACH-000097,-0.03651630094173481
ACH-000098,0.14396071139261202
ACH-000099,-0.05346524892974257
ACH-000108,0.016596561039459848
ACH-000113,0.0561145045308019
ACH-000116,0.07844768397471769
ACH-000118,0.061513354742508325
ACH-000120,0.18829793188264213
ACH-000123,-0.0019327378556058003
ACH-000127,0.11488669853708496
ACH-000128,-0.07012063859079773
ACH-000132,0.12609620936678642
ACH-000133,-0.1082835771053492
ACH-000137,0.0452288710915497
ACH-000138,-0.016392211623566
ACH-000142,0.07937164410149569
ACH-000143,-0.05520873389302409
ACH-000146,-0.04053114965048655
ACH-000148,0.008534027620829424
ACH-000150,0.017733758354580992
ACH-000152,-0.0652939238372529
ACH-000153,0.07805623490582564
ACH-000159,-0.032241446285132036
ACH-000160,0.09746981880942228
ACH-000163,0.06935282617595752
ACH-000167,0.10403851352382797
ACH-000168,0.05765971542340737
ACH-000169,-0.07012961223884996
ACH-000178,0.11401130289672412
ACH-000183,-0.09608264828764064
ACH-000188,0.044654312123931776
ACH-000189,0.1516307506698487
ACH-000190,0.03352802391403447
ACH-000198,0.16197699502031734
ACH-000203,-0.2654493791743536
ACH-000204,0.04468313648530774
ACH-000206,0.14935835691519112
ACH-000207,0.08206795460010602
ACH-000208,-0.16759132419568515
ACH-000210,0.12202864414929253
ACH-000211,0.010959277585685231
ACH-000215,-0.05312691021095463
ACH-000221,-0.10453882074266453
ACH-000222,-0.08856168881998214
ACH-000223,0.0933289952786738
ACH-000226,-0.07249082991424766
ACH-000227,0.013035468193612593
